date,CCI4500,CCI5000,CCI5500,CCI3800out,CCI4700out,CCI5500out
2026-05-14,652.0,751.0,837.0,600.8469847069249,734.9112086424553,914.2659237343132
2026-05-15,649.0,748.0,835.0,598.6636844858225,732.9608461296967,907.9847919098796
2026-05-16,647.0,746.0,833.0,597.2264966743137,731.6113133918739,903.4433117774188
2026-05-17,646.0,745.0,832.0,596.4698564969688,730.785625135827,900.5605222092638
2026-05-18,646.0,745.0,832.0,596.5918568734272,730.7287766419643,899.6477560974847
2026-05-19,646.0,745.0,833.0,597.8304145073472,731.5152486986434,902.055998966084
2026-05-20,648.0,747.0,835.0,600.1294154574081,733.5434632781731,907.0438534895162
2026-05-21,649.0,748.0,837.0,601.7312327606644,734.6942887428668,909.6866608627608
2026-05-22,650.0,750.0,839.0,603.7488989557239,735.5425946073738,910.5887922022696
2026-05-23,650.0,751.0,840.0,604.2844782230148,735.5420481756322,908.678524870655
2026-05-24,649.0,750.0,843.0,603.8649918173192,734.6170503609974,905.955110589988
2026-05-25,648.0,749.0,842.0,602.5944947283156,733.0706827178301,902.6385965190608
2026-05-26,648.0,749.0,843.0,602.0037572985358,732.6559107389508,902.5793421587864
2026-05-27,649.0,750.0,844.0,602.6425693429816,732.7995254256848,904.3169566408358
2026-05-28,650.0,751.0,843.0,603.6736388338775,733.1498704703886,906.501642331379
2026-05-29,650.0,752.0,843.0,603.7685489215751,732.9208259592385,906.9966105022858
2026-05-30,650.0,752.0,844.0,604.9338182128475,733.4405979288674,909.5381513221316
2026-05-31,650.0,752.0,845.0,605.0675913689247,733.022969962176,909.0937200992836
2026-06-01,649.0,751.0,846.0,604.123704334967,732.1973230542891,907.5777336271794
2026-06-02,647.0,749.0,845.0,602.5971969972865,730.272969492743,903.0354469842032
2026-06-03,647.0,749.0,845.0,602.728029035721,730.0207492791652,903.978173150191
2026-06-04,648.0,750.0,846.0,603.4262879347626,730.0443284993888,904.4069075304508
2026-06-05,647.0,749.0,844.0,602.9080603299207,729.0442419646826,901.3710431133774
2026-06-06,647.0,749.0,844.0,602.5595913474289,728.5044168742553,899.2323509867236
2026-06-07,648.0,750.0,845.0,604.1470329817417,729.2063366179956,900.4019142058568
2026-06-08,647.0,750.0,846.0,604.1796085932053,728.9313711191102,899.7763248114635
2026-06-09,647.0,749.0,847.0,604.3583451138851,728.370819420434,898.1780333365957
2026-06-10,646.0,747.0,846.0,603.839503970658,727.01884883129,896.506718369257
2026-06-11,646.0,747.0,845.0,604.3038474149425,726.6169788547968,895.333691799451
2026-06-12,646.0,748.0,847.0,604.8535322835005,727.1934082931141,897.3127424415975
2026-06-13,647.0,748.0,848.0,605.3328055713474,727.6989004216248,897.972907225416
2026-06-14,647.0,748.0,847.0,604.5547888703726,727.3814714784592,897.1812187973654
2026-06-15,648.0,750.0,849.0,605.4635985841408,728.4998015084457,898.6464648378177
2026-06-16,650.0,752.0,851.0,606.6979650312696,730.1751740198556,901.3692754813032
2026-06-17,650.0,752.0,851.0,607.1142326894561,730.0944352823828,901.2012056280464
2026-06-18,650.0,752.0,852.0,607.6322096431767,730.2956465378713,900.4806922749563
2026-06-19,649.0,751.0,851.0,606.3803295357101,729.1913119432124,896.8721765079025
2026-06-20,648.0,750.0,850.0,605.1219966371863,728.5540930503271,897.6750250047056
2026-06-21,645.0,747.0,848.0,602.6389483818087,726.104781673632,893.7308643878949
