date,CCI4500,CCI5000,CCI5500,CCI3800out,CCI4700out,CCI5500out
2026-06-22,643.0,745.0,845.0,600.0990153693289,723.968159187637,890.854657477825
2026-06-23,643.0,746.0,846.0,600.0635350458164,724.3903426624278,892.6746161375721
2026-06-24,644.0,748.0,847.0,600.9462138311446,725.3499735016928,895.2147594980146
2026-06-25,643.0,746.0,845.0,599.6292559312676,724.1145013603089,894.1257856715464
2026-06-26,643.0,746.0,844.0,599.5161620549463,723.492639389676,891.340021096962
2026-06-27,641.0,744.0,841.0,596.96576460195,721.4013206319994,888.8465908927342
2026-06-28,640.0,743.0,839.0,595.8786382072575,720.9018337858112,888.4604000530369
2026-06-29,638.0,741.0,837.0,593.5508638734826,719.0006928187455,883.8353951768312
2026-06-30,638.0,741.0,837.0,593.8254119392684,719.2332612859889,885.0922166398419
2026-07-01,638.0,740.0,838.0,593.0419551771186,719.133336874447,883.6998109512515
2026-07-02,637.0,740.0,838.0,592.7523660822804,718.85877616126,882.5030646300501
2026-07-03,636.0,738.0,837.0,591.1937852308464,717.4864012436217,880.2475221823961
2026-07-04,634.0,736.0,836.0,589.6287299679964,715.6147471238792,876.1702736714844
2026-07-05,630.0,733.0,832.0,585.4854930620195,712.207022875623,871.2828679028914
2026-07-06,632.0,734.0,835.0,586.2342597274156,713.628631417095,874.2775713143491
2026-07-07,632.0,735.0,835.0,585.6341289126711,713.8480771267222,874.9454770250439
2026-07-08,635.0,738.0,839.0,588.1804368340127,716.7442402859729,882.6526115857022
2026-07-09,635.0,738.0,839.0,588.2719832115658,717.4416887170892,883.9576470700858
2026-07-10,635.0,739.0,840.0,588.514299495926,718.1761672454902,884.9200176120419
2026-07-11,636.0,739.0,840.0,589.3188816497051,718.9207999381351,887.6159793681919
2026-07-12,635.0,738.0,838.0,587.9296739703773,717.8992952451281,885.2288995942105
2026-07-13,634.0,737.0,838.0,585.9844625346781,716.9201728619919,884.1751665470214
2026-07-14,636.0,739.0,841.0,587.6200310401443,718.9874471091794,887.4339702535884
2026-07-15,636.0,739.0,842.0,586.8492592601444,719.2919068932632,889.2733105840525
2026-07-16,636.0,740.0,842.0,586.9566758005101,719.6394559698068,891.1911754068439
2026-07-17,633.0,737.0,839.0,583.619631664947,717.141894759078,885.8215780096132
2026-07-18,630.0,734.0,835.0,579.436336299866,713.9409209816718,878.9334875875257
2026-07-19,628.0,733.0,832.0,577.3800773174105,712.442892329142,876.2447836694937
2026-07-20,625.0,730.0,828.0,574.0025034793708,709.382495366459,869.6798975368108
2026-07-21,627.0,731.0,830.0,575.2727480241726,710.7798519829695,872.0405248545912
2026-07-22,629.0,733.0,832.0,577.1183831544694,712.2785796071621,874.3046819745298
2026-07-23,632.0,736.0,836.0,579.9137016729936,715.1291241516413,881.7989983500637
2026-07-24,633.0,737.0,836.0,580.8906847226134,715.9297083574284,884.2977486394998
2026-07-25,633.0,737.0,836.0,580.7278857622005,716.3846969445189,885.9223473066543
2026-07-26,632.0,736.0,834.0,579.160108507214,715.5938411768241,884.8200227271765
2026-07-27,629.0,733.0,830.0,576.3244590034819,713.4002471070232,880.8603212976291
2026-07-28,626.0,729.0,825.0,573.2073080441093,710.5646600588218,874.9196880962443
2026-07-29,624.0,727.0,822.0,570.5194244731139,708.695777652935,870.8534660831036
2026-07-30,623.0,725.0,820.0,568.7202836362793,706.9434568873146,868.7831353711144
2026-07-31,624.0,726.0,820.0,568.1435044790892,707.3630479951721,871.3961199041034
2026-08-01,624.0,725.0,819.0,567.9045873933259,707.2991050077578,871.7355869248586
2026-08-02,624.0,726.0,820.0,568.7243976732033,707.6494081962713,874.898515635091
2026-08-03,624.0,726.0,819.0,569.0757841435735,707.5792002845586,876.0313530014772
2026-08-04,622.0,724.0,816.0,567.8475105967424,706.3596073678297,874.8405440768508
2026-08-05,621.0,723.0,815.0,567.0889353752033,706.001289395913,874.5177772391611
2026-08-06,619.0,721.0,813.0,564.7020648273633,704.7076273569616,871.8672267334242
2026-08-07,619.0,721.0,813.0,564.2983354373954,704.4431874248742,870.7837709365499
2026-08-08,621.0,723.0,815.0,564.1833330630636,705.8231416289922,872.811360826382
2026-08-09,622.0,724.0,816.0,564.4939473182409,706.6151092029836,871.6042114293766
2026-08-10,622.0,724.0,817.0,564.6110265094707,706.8907528967393,873.2843067690688
2026-08-11,623.0,725.0,817.0,565.0946923280432,707.2568938913972,874.0656508502583
2026-08-12,624.0,726.0,815.0,565.0661802560555,707.4719831949169,875.8587229200143
2026-08-13,625.0,727.0,816.0,566.1115870086265,708.8672939165757,880.0983223514457
2026-08-14,626.0,728.0,816.0,567.208952262008,709.8261745730191,880.5902627510355
2026-08-15,627.0,730.0,818.0,568.9296334528485,710.8399269650898,880.8755288454425
2026-08-16,629.0,732.0,818.0,570.3522406788694,712.0309590729504,882.6204496269662
2026-08-17,629.0,732.0,819.0,570.612834120769,712.2286100630575,880.6093404665285
2026-08-18,629.0,731.0,819.0,570.2362322759043,712.028977257747,880.3478463878353
2026-08-19,628.0,731.0,818.0,568.8686276401907,711.587858400893,879.0932323426188
2026-08-20,627.0,729.0,816.0,566.5128326125596,710.160110113629,877.1977738337255
2026-08-21,628.0,729.0,817.0,566.3605034489383,710.9882460194334,878.9820520584402
2026-08-22,628.0,729.0,817.0,566.6875777798582,711.4328957216545,878.2937513422502
2026-08-23,630.0,731.0,819.0,567.8233783608998,712.6153605645994,881.2693580715965
2026-08-24,631.0,732.0,820.0,568.8728758130006,713.7862036705261,885.2741909336637
2026-08-25,633.0,735.0,823.0,570.8820276232882,715.9949559467684,889.7029020556258
2026-08-26,634.0,736.0,823.0,570.9557019454146,716.5614550568811,892.5533198677243
2026-08-27,634.0,737.0,824.0,570.734234682388,716.6465457407286,892.9061571103766
2026-08-28,633.0,736.0,823.0,571.2028805970436,715.9393671227824,891.1820496440482
2026-08-29,635.0,739.0,824.0,574.5987178406959,718.0871210981969,893.550555726999
2026-08-30,636.0,740.0,825.0,576.8076125664456,718.9398794335041,892.9081710509903
2026-08-31,637.0,741.0,826.0,578.2277871311519,719.7640658641478,893.4191012033127
2026-09-01,637.0,742.0,828.0,579.3287953160449,720.8180082379482,894.9212947088297
2026-09-02,638.0,743.0,829.0,580.328401509135,721.7772221609162,895.9426180950347
2026-09-03,636.0,742.0,828.0,578.4844948945506,719.8435509019052,892.2180745494583
2026-09-04,636.0,741.0,827.0,578.1928411659914,718.9001666153964,890.8408041338157
2026-09-05,634.0,739.0,825.0,577.2912262755699,716.9061553758038,888.199596634604
2026-09-06,634.0,739.0,825.0,578.2806291270161,717.2345114911632,888.771153978585
2026-09-07,635.0,740.0,827.0,579.9099369222132,718.0351964814495,889.0448611429044
2026-09-08,637.0,742.0,828.0,582.2876666197664,719.5790905471862,889.8665939986172
2026-09-09,639.0,744.0,831.0,585.2484824480991,721.6653232858016,890.9811302915786
2026-09-10,642.0,747.0,834.0,588.9045609040668,724.436580821146,892.5564003985153
