CCI4500,CCI5000,CCI5500,CCI3800out,CCI4700out,CCI5500out
664.0,764.0,856.0,574.14,735.98,897.82
636.9647120408387,732.9852964085748,821.4750598648187,543.3273513702418,713.7565941526339,859.5007896944328
629.446675695479,724.4234490845557,811.7546761610868,533.6204024887285,706.8832846765836,848.1433254459438
624.4271778113052,718.5099946449128,805.0033594931233,527.265262317542,702.3106136952404,840.3774036059867
621.9158028360026,715.6497864889409,801.6264828202678,524.2619308566818,700.0385812086034,836.2030241745608
626.9621079817307,721.2591642214059,808.1309836333377,531.7871254226968,705.0490796940757,843.696494463624
627.0765097516327,721.3907723742662,808.0807234868427,532.5678407961508,705.0179783345236,843.0734795968209
629.0524381883713,723.6342692682955,810.7682915549628,534.6238060970886,706.6325600259439,846.8563876199019
630.4611094187625,725.2251474164473,812.5268742401469,536.2856355898416,708.3055573484618,848.3324878501031
633.745296430974,728.9142581584799,816.786864544982,539.6813090697594,710.9634037076086,853.354651499003
637.9145091303186,733.5917147071086,822.1305013951127,543.5993106987073,714.2361897045513,860.2862983989274
641.4722145649836,737.595057457643,826.7430296127808,547.2882661527731,717.2642267767266,865.7894163345867
642.2738600487314,738.7157812226334,827.7762073574452,548.3142933548957,717.8948136482887,867.4634555113761
644.4001566913491,741.102325272455,830.402296068544,551.2142534171686,719.9264321048744,869.1813808271669
644.4073668142763,741.110617385378,830.4115873490807,551.5915066608718,719.7839119647412,868.7953524432861
645.0795271915671,742.0827023274284,831.2777626825791,553.3642923353578,720.1814947062168,868.9243434156331
644.6871395267212,741.8600671558768,831.0283677475921,553.5213212228214,719.7115245217616,868.2675396140728
646.7377487449739,743.9605091231316,833.3574897427296,555.7405953360797,720.6213607692185,872.037927096204
648.6612248049539,746.3427646744353,835.9784687972553,557.9370228705261,722.2169738046342,875.3817909205305
650.6696834187693,748.3941980506642,838.4522632707906,560.0219632941772,723.8727302271628,878.2513759875225
653.2154685563324,751.4626836929045,841.818108558333,562.9689158636949,726.0940427743036,881.8045137328421
654.9752092292348,753.457199335546,844.2284517757631,564.9033658712083,727.7330211605599,884.683576798731
