时间,国别(地区),当月数量(吨),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,澳大利亚,6700085.00,29756359.70,713714.70,3422701.90,1,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,俄罗斯,9095133.60,35993392.80,1001160.10,4391894.20,2,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,菲律宾,488564.00,3724224.10,29119.20,251398.60,3,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,哥伦比亚,1551581.00,4118235.10,166114.00,472427.80,4,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,哈萨克斯坦,7507.30,263474.50,807.10,29350.20,5,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,吉尔吉斯斯坦,8568.30,47006.80,366.20,2076.70,6,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,加拿大,746223.50,3828722.20,181944.60,1007463.30,7,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,老挝,26317.80,77135.60,2156.70,6196.60,8,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,马来西亚,50007.00,226662.00,3103.50,17549.40,9,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,美国,501608.30,3445382.00,106173.50,654486.50,10,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,蒙古,7227909.20,31393708.60,749280.40,3637031.50,11,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,缅甸,59990.90,166487.70,2448.80,6801.60,12,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,莫桑比克,169922.00,211922.00,32259.20,42379.20,13,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,南非,160000.00,357010.00,20140.50,42415.00,14,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,新西兰,54950.00,173711.00,6516.60,22554.70,15,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-05,印尼,16967331.20,91094640.10,1207193.30,6801756.10,16,2024-05-31 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-04,澳大利亚,7185790.70,23056274.70,813869.80,2708987.20,17,2024-04-30 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-04,俄罗斯,8492300.20,26898259.20,973425.70,3390734.10,18,2024-04-30 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-04,菲律宾,1253023.10,3235660.10,76398.70,222279.40,19,2024-04-30 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
2024-04,哥伦比亚,1277933.10,2566654.10,141705.40,306313.70,20,2024-04-30 00:00:00,1,0,2024-07-02 18:04:02,0,2024-07-02 18:04:02,,,
