_ID,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE,起拍时间,起拍价,煤种,热值,交货地,可拍量,最早交货,最晚交货,拍卖结果,出价类型
44,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-25,720.00,精煤,5000,曹妃甸,70560.00,2023-08-26,2023-10-14,流标,竞价销售
45,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-24,720.00,精煤,5000,曹妃甸,70560.00,2023-08-25,2023-10-14,流标,竞价销售
46,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-24,716.00,精煤,5000,曹妃甸,70560.00,2023-08-25,2023-10-09,成交,竞价销售
47,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-23,712.00,精煤,5000,曹妃甸,70560.00,2023-08-24,2023-10-04,成交,竞价销售
48,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-23,711.00,精煤,5000,曹妃甸,70560.00,2023-08-24,2023-09-29,成交,竞价销售
49,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-22,710.00,精煤,5000,曹妃甸,70560.00,2023-08-23,2023-09-24,成交,竞价销售
50,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-22,710.00,精煤,5000,曹妃甸,70560.00,2023-08-23,2023-09-19,成交,竞价销售
51,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-21,716.00,精煤,5000,曹妃甸,70560.00,2023-08-22,2023-09-19,流标,竞价销售
52,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-19,716.00,精煤,5000,曹妃甸,70560.00,2023-08-20,2023-09-19,流标,竞价销售
53,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-19,711.00,精煤,5000,曹妃甸,70560.00,2023-08-20,2023-09-14,成交,竞价销售
54,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-18,703.00,精煤,5000,曹妃甸,70560.00,2023-08-19,2023-09-14,成交,竞价销售
55,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-18,700.00,精煤,5000,曹妃甸,70560.00,2023-08-19,2023-09-09,成交,竞价销售
56,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-17,703.00,精煤,5000,曹妃甸,70560.00,2023-08-18,2023-09-09,流标,竞价销售
57,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-17,703.00,精煤,5000,曹妃甸,70560.00,2023-08-18,2023-09-04,成交,竞价销售
58,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-16,711.00,精煤,5000,曹妃甸,70560.00,2023-08-17,2023-09-04,流标,竞价销售
59,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-16,711.00,精煤,5000,曹妃甸,70560.00,2023-08-17,2023-09-04,流标,竞价销售
60,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-15,718.00,精煤,5000,曹妃甸,70560.00,2023-08-16,2023-08-26,成交,竞价销售
61,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-15,718.00,精煤,5000,曹妃甸,70560.00,2023-08-16,2023-08-29,流标,竞价销售
62,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-14,730.00,精煤,5000,曹妃甸,60480.00,2023-08-15,2023-08-29,流标,竞价销售
63,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-11,733.00,精煤,5000,曹妃甸,60480.00,2023-08-12,2023-08-29,流标,竞价销售
64,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-11,733.00,精煤,5000,曹妃甸,60480.00,2023-08-12,2023-08-24,成交,竞价销售
65,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-10,739.00,精煤,5000,曹妃甸,60480.00,2023-08-11,2023-08-24,流标,竞价销售
66,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-10,739.00,精煤,5000,曹妃甸,60480.00,2023-08-11,2023-08-19,成交,竞价销售
67,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-09,737.00,精煤,5000,曹妃甸,60480.00,2023-08-10,2023-08-16,成交,竞价销售
68,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-09,737.00,精煤,5000,曹妃甸,60480.00,2023-08-10,2023-08-16,流标,竞价销售
69,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-08,740.00,精煤,5000,曹妃甸,60480.00,2023-08-09,2023-08-16,流标,竞价销售
70,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-08,747.00,精煤,5000,曹妃甸,40320.00,2023-08-09,2023-08-16,流标,竞价销售
71,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-07,745.00,精煤,5000,曹妃甸,40320.00,2023-08-08,2023-08-14,成交,竞价销售
72,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-04,740.00,精煤,5000,曹妃甸,30000.00,2023-08-05,2023-08-09,成交,竞价销售
73,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-03,760.00,精煤,5000,曹妃甸,50000.00,2023-08-04,2023-08-09,流标,竞价销售
74,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-02,760.00,精煤,5000,曹妃甸,50000.00,2023-08-03,2023-08-09,流标,竞价销售
75,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-08-01,770.00,精煤,5000,曹妃甸,50000.00,2023-08-02,2023-08-09,流标,竞价销售
76,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-21,792.00,精煤,5000,曹妃甸,33600.00,2023-07-22,2023-08-19,流标,竞价销售
77,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-20,792.00,精煤,5000,曹妃甸,33600.00,2023-07-21,2023-08-19,流标,竞价销售
78,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-19,786.00,精煤,5000,曹妃甸,33600.00,2023-07-20,2023-08-14,成交,竞价销售
79,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-18,780.00,精煤,5000,曹妃甸,33600.00,2023-07-19,2023-08-09,成交,竞价销售
80,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-14,766.00,精煤,5000,曹妃甸,50400.00,2023-07-15,2023-08-09,流标,竞价销售
81,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-07,763.00,精煤,5000,曹妃甸,50400.00,2023-07-08,2023-07-22,成交,竞价销售
82,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-06,755.00,精煤,5000,曹妃甸,50400.00,2023-07-07,2023-07-21,成交,竞价销售
83,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-05,755.00,精煤,5000,曹妃甸,50400.00,2023-07-06,2023-07-20,流标,竞价销售
84,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-04,748.00,精煤,5000,曹妃甸,50400.00,2023-07-05,2023-07-19,成交,竞价销售
85,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-03,748.00,精煤,5000,曹妃甸,50400.00,2023-07-04,2023-07-27,流标,竞价销售
86,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-02,748.00,精煤,5000,曹妃甸,50400.00,2023-07-03,2023-07-26,流标,竞价销售
87,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-07-01,748.00,精煤,5000,曹妃甸,50400.00,2023-07-02,2023-07-25,流标,竞价销售
88,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-30,746.00,精煤,5000,曹妃甸,50400.00,2023-07-01,2023-07-24,成交,竞价销售
89,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-29,746.00,精煤,5000,曹妃甸,50400.00,2023-06-30,2023-07-22,成交,竞价销售
90,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-28,746.00,精煤,5000,曹妃甸,50400.00,2023-06-29,2023-07-21,流标,竞价销售
91,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-27,746.00,精煤,5000,曹妃甸,50400.00,2023-06-28,2023-07-20,流标,竞价销售
92,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-26,746.00,精煤,5000,曹妃甸,50400.00,2023-06-27,2023-07-19,流标,竞价销售
93,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-25,746.00,精煤,5000,曹妃甸,50400.00,2023-06-26,2023-07-18,流标,竞价销售
94,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-24,746.00,精煤,5000,曹妃甸,50400.00,2023-06-25,2023-07-17,流标,竞价销售
95,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-23,745.00,精煤,5000,曹妃甸,50400.00,2023-06-24,2023-07-16,成交,竞价销售
96,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-22,745.00,精煤,5000,曹妃甸,50400.00,2023-06-23,2023-07-16,流标,竞价销售
97,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-22,745.00,精煤,5000,曹妃甸,50400.00,2023-06-23,2023-07-15,流标,竞价销售
98,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-21,745.00,精煤,5000,曹妃甸,50400.00,2023-06-22,2023-07-14,流标,竞价销售
99,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-20,735.00,精煤,5000,曹妃甸,30000.00,2023-06-21,2023-07-13,成交,竞价销售
100,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-19,735.00,精煤,5000,曹妃甸,30000.00,2023-06-20,2023-07-12,成交,竞价销售
101,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-18,735.00,精煤,5000,曹妃甸,30000.00,2023-06-19,2023-07-11,流标,竞价销售
102,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-17,720.00,精煤,5000,曹妃甸,30000.00,2023-06-18,2023-07-10,成交,竞价销售
103,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-14,541.00,末煤,4200,北方港,50000.00,2023-06-15,2023-07-07,成交,竞价销售
104,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-13,537.00,末煤,4200,北方港,52000.00,2023-06-14,2023-07-06,成交,竞价销售
105,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-13,663.00,精煤,5000,曹妃甸,30000.00,2023-06-14,2023-07-06,成交,竞价销售
106,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-10,545.00,末煤,4200,北方港,50000.00,2023-06-11,2023-07-02,流标,竞价销售
107,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-10,701.00,精煤,5000,曹妃甸,52000.00,2023-06-11,2023-07-02,流标,竞价销售
108,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-09,565.00,末煤,4200,北方港,50000.00,2023-06-10,2023-07-01,流标,竞价销售
109,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-09,700.00,精煤,5000,曹妃甸,52000.00,2023-06-10,2023-07-01,成交,竞价销售
110,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-08,715.00,精煤,5000,曹妃甸,52000.00,2023-06-09,2023-06-30,流标,竞价销售
111,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-07,563.00,末煤,4200,北方港,50000.00,2023-06-08,2023-06-29,流标,竞价销售
112,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-07,726.00,精煤,5000,曹妃甸,52000.00,2023-06-08,2023-06-29,流标,竞价销售
113,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-06,510.00,精煤,5000,国源矿业,20000.00,2023-06-07,2023-06-16,成交,竞价销售
114,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-06,715.00,精煤,5000,曹妃甸,50000.00,2023-06-07,2023-06-24,成交,竞价销售
115,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-06,562.00,末煤,4200,秦皇岛,50400.00,2023-06-07,2023-06-24,成交,竞价销售
116,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-05,675.00,精煤,5000,秦皇岛,16800.00,2023-06-06,2023-06-20,成交,竞价销售
117,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-05,541.00,末煤,4200,北方港,55000.00,2023-06-06,2023-06-20,成交,竞价销售
118,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-05,675.00,精煤,5000,北方港,16800.00,2023-06-06,2023-06-20,流标,竞价销售
119,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-05,500.00,精煤,5000,国源矿业,20000.00,2023-06-06,2023-06-15,成交,竞价销售
120,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-04,541.00,末煤,4200,秦皇岛,55000.00,2023-06-05,2023-06-19,成交,竞价销售
121,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-04,669.00,精煤,5000,北方港,16800.00,2023-06-05,2023-06-19,成交,竞价销售
122,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-04,540.00,末煤,4200,秦皇岛,55000.00,2023-06-05,2023-06-19,成交,竞价销售
123,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-04,669.00,精煤,5000,秦皇岛,16800.00,2023-06-05,2023-06-19,成交,竞价销售
124,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-03,691.00,精煤,5000,曹妃甸港,33600.00,2023-06-04,2023-06-18,流标,竞价销售
125,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-03,562.00,末煤,4200,曹妃甸港,60000.00,2023-06-04,2023-06-16,流标,竞价销售
126,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-02,541.00,末煤,4200,曹妃甸港,60000.00,2023-06-03,2023-06-15,成交,竞价销售
127,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-02,675.00,精煤,5000,曹妃甸港,52000.00,2023-06-03,2023-06-17,成交,竞价销售
128,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-02,541.00,末煤,4200,曹妃甸港,30000.00,2023-06-03,2023-06-15,流标,竞价销售
129,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-02,500.00,精煤,5000,国源矿业,50000.00,2023-06-03,2023-06-12,流标,竞价销售
130,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-02,660.00,精煤,5000,曹妃甸港,52000.00,2023-06-03,2023-06-17,成交,竞价销售
131,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-01,510.00,精煤,5000,国源矿业,50000.00,2023-06-02,2023-06-11,流标,竞价销售
132,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-06-01,546.00,末煤,4200,曹妃甸港,30000.00,2023-06-02,2023-06-14,流标,竞价销售
133,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-31,576.00,末煤,4200,曹妃甸港,30000.00,2023-06-01,2023-06-13,流标,竞价销售
134,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-31,510.00,精煤,5000,国源矿业,50000.00,2023-06-01,2023-06-10,成交,竞价销售
135,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-30,602.00,末煤,4200,曹妃甸港,30000.00,2023-05-31,2023-06-12,流标,竞价销售
136,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-30,744.00,精煤,5000,曹妃甸港,52000.00,2023-05-31,2023-06-12,流标,竞价销售
137,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-30,510.00,精煤,5000,国源矿业,50000.00,2023-05-31,2023-06-09,成交,竞价销售
138,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-29,530.00,精煤,5000,国源矿业,50000.00,2023-05-30,2023-06-08,流标,竞价销售
139,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-29,621.00,末煤,4200,曹妃甸港,30000.00,2023-05-30,2023-06-11,流标,竞价销售
140,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-29,761.00,精煤,5000,曹妃甸港,52000.00,2023-05-30,2023-06-11,流标,竞价销售
141,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-28,750.00,精煤,5000,曹妃甸港,52000.00,2023-05-29,2023-06-10,成交,竞价销售
142,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-28,550.00,精煤,5000,国源矿业,50000.00,2023-05-29,2023-06-07,流标,竞价销售
143,1,0,2024-07-02 13:52:20.654000,0,2024-07-02 13:52:20.654000,,,,2023-05-28,750.00,精煤,5000,曹妃甸港,52000.00,2023-05-29,2023-06-10,中止,竞价销售
