时间,项目名称,当月值(亿千瓦时),同比增长(%),累计值(亿千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-11,北京市,115.60,11.20,1208.50,5.70,161,2023-11-30 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,全国,7419.00,8.40,76059.00,5.80,162,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,新疆区,320.40,21.10,3100.80,7.70,163,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,宁夏区,118.70,17.80,1140.30,10.50,164,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,青海省,90.10,9.20,836.30,10.20,165,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,甘肃省,138.80,10.50,1344.50,9.10,166,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,陕西省,189.80,1.70,1998.00,2.70,167,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,西藏区,11.40,31.60,106.60,12.40,168,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,云南省,239.80,17.50,2073.20,4.20,169,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,贵州省,147.30,9.10,1455.10,1.90,170,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,四川省,302.80,13.30,3082.90,7.20,171,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,重庆市,109.40,2.80,1213.90,2.40,172,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,海南省,40.80,20.00,405.40,16.70,173,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,广西区,206.50,13.20,2039.80,9.80,174,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
2023-10,广东省,723.30,8.80,7128.10,7.40,175,2023-10-31 00:00:00,1,0,2024-07-02 19:06:35,0,2024-07-02 19:06:35,,,
