发布日期,Q5000S0.8,Q5500S0.8
2023-12-21,870.00,986.00
2023-12-22,870.00,986.00
2023-12-25,870.00,986.00
2023-12-26,865.00,974.00
2023-12-27,861.00,972.00
2023-12-28,858.00,970.00
2023-12-29,858.00,970.00
2024-01-02,864.00,970.00
2024-01-03,867.00,972.00
2024-01-04,867.00,972.00
2024-01-05,861.00,965.00
2024-01-08,860.00,963.00
2024-01-09,859.00,962.00
2024-01-10,857.00,960.00
2024-01-11,852.00,956.00
2024-01-12,848.00,950.00
2024-01-15,845.00,945.00
2024-01-16,845.00,945.00
2024-01-17,845.00,945.00
2024-01-18,845.00,945.00
2024-01-19,845.00,945.00
2024-01-22,845.00,945.00
2024-01-23,845.00,945.00
2024-01-24,845.00,945.00
2024-01-25,845.00,945.00
2024-01-26,845.00,945.00
2024-01-29,843.00,943.00
2024-01-30,843.00,943.00
2024-01-31,843.00,943.00
2024-02-01,844.00,943.00
2024-02-02,844.00,943.00
2024-02-04,844.00,943.00
2024-02-05,844.00,943.00
2024-02-06,844.00,943.00
2024-02-07,844.00,943.00
2024-02-08,844.00,943.00
2024-02-09,844.00,943.00
2024-02-18,857.00,955.00
2024-02-19,868.00,965.00
2024-02-20,870.00,967.00
2024-02-21,870.00,967.00
2024-02-22,870.00,967.00
2024-02-23,870.00,967.00
2024-02-26,870.00,967.00
2024-02-27,867.00,965.00
2024-02-28,865.00,964.00
2024-02-29,865.00,964.00
2024-03-01,860.00,960.00
2024-03-04,857.00,958.00
2024-03-05,856.00,957.00
2024-03-06,853.00,955.00
2024-03-07,844.00,951.00
2024-03-08,839.00,947.00
2024-03-11,837.00,945.00
2024-03-12,835.00,943.00
2024-03-13,818.00,923.00
2024-03-14,808.00,917.00
2024-03-15,795.00,902.00
2024-03-18,781.00,891.00
2024-03-19,768.00,879.00
2024-03-20,753.00,868.00
2024-03-21,753.00,868.00
2024-03-22,753.00,868.00
2024-03-25,753.00,868.00
2024-03-26,753.00,868.00
2024-03-27,753.00,868.00
2024-03-28,753.00,868.00
2024-03-29,753.00,868.00
2024-04-01,750.00,866.00
2024-04-02,748.00,862.00
2024-04-03,747.00,860.00
2024-04-07,746.00,859.00
2024-04-08,745.00,858.00
2024-04-09,745.00,858.00
2024-04-10,745.00,858.00
2024-04-11,745.00,858.00
2024-04-12,745.00,858.00
2024-04-15,748.00,860.00
2024-04-16,754.00,865.00
2024-04-17,758.00,868.00
2024-04-18,758.00,868.00
2024-04-19,758.00,868.00
2024-04-22,757.00,867.00
2024-04-23,756.00,866.00
2024-04-24,754.00,864.00
2024-04-25,754.00,864.00
2024-04-26,760.00,870.00
2024-04-28,766.00,876.00
2024-04-29,768.00,877.00
2024-04-30,768.00,877.00
2024-05-06,779.00,887.00
2024-05-07,787.00,895.00
2024-05-08,796.00,901.00
2024-05-09,797.00,902.00
2024-05-10,796.00,902.00
2024-05-11,796.00,902.00
2024-05-13,796.00,902.00
2024-05-14,796.00,902.00
2024-05-15,796.00,902.00
2024-05-16,796.00,902.00
2024-05-17,796.00,902.00
2024-05-20,796.00,902.00
2024-05-21,796.00,902.00
2024-05-22,804.00,910.00
2024-05-23,806.00,912.00
2024-05-24,811.00,916.00
2024-05-27,811.00,916.00
2024-05-28,811.00,916.00
2024-05-29,811.00,916.00
2024-05-30,809.00,913.00
2024-05-31,808.00,912.00
2024-06-03,808.00,912.00
2024-06-04,808.00,912.00
2024-06-05,808.00,912.00
2024-06-06,806.00,910.00
2024-06-07,806.00,910.00
2024-06-11,806.00,910.00
2024-06-12,805.00,909.00
2024-06-13,804.00,908.00
2024-06-14,804.00,908.00
2024-06-17,800.00,903.00
2024-06-18,798.00,901.00
2024-06-19,797.00,900.00
2024-06-20,796.00,899.00
2024-06-21,796.00,899.00
2024-06-24,795.00,898.00
2024-06-25,794.00,897.00
2024-06-26,794.00,897.00
2024-06-27,794.00,897.00
2024-06-28,794.00,897.00
2024-07-01,793.00,896.00
2024-07-02,789.00,893.00
2024-07-03,784.00,889.00
2024-07-04,784.00,889.00
2024-07-05,784.00,889.00
2024-07-08,786.00,890.00
2024-07-09,790.00,892.00
2024-07-10,791.00,893.00
2024-07-11,791.00,893.00
2024-07-12,791.00,893.00
2024-07-15,791.00,893.00
2024-07-16,790.00,892.00
2024-07-17,789.00,891.00
2024-07-18,788.00,890.00
2024-07-19,786.00,889.00
2024-07-22,785.00,888.00
2024-07-23,785.00,888.00
2024-07-24,785.00,888.00
2024-07-25,785.00,888.00
2024-07-26,785.00,888.00
2024-07-29,785.00,888.00
2024-07-30,785.00,888.00
2024-07-31,784.00,887.00
2024-08-01,783.00,886.00
2024-08-02,782.00,885.00
2024-08-05,782.00,885.00
2024-08-06,782.00,885.00
2024-08-07,782.00,885.00
2024-08-08,780.00,883.00
2024-08-09,780.00,883.00
2024-08-12,778.00,881.00
2024-08-13,776.00,880.00
2024-08-14,774.00,878.00
2024-08-15,772.00,876.00
2024-08-16,771.00,875.00
2024-08-19,770.00,874.00
2024-08-20,769.00,872.00
2024-08-21,768.00,871.00
2024-08-22,765.00,869.00
2024-08-23,765.00,869.00
2024-08-26,765.00,869.00
2024-08-27,769.00,872.00
2024-08-28,772.00,875.00
2024-08-29,772.00,875.00
2024-08-30,772.00,875.00
2024-09-02,772.00,875.00
2024-09-03,772.00,875.00
2024-09-04,772.00,875.00
2024-09-05,772.00,875.00
2024-09-06,775.00,876.00
2024-09-09,775.00,876.00
2024-09-10,779.00,879.00
2024-09-11,782.00,880.00
2024-09-12,782.00,880.00
2024-09-13,782.00,880.00
2024-09-14,782.00,880.00
2024-09-18,782.00,880.00
2024-09-19,785.00,883.00
2024-09-20,791.00,889.00
2024-09-23,800.00,898.00
2024-09-24,803.00,900.00
2024-09-25,803.00,900.00
2024-09-26,803.00,900.00
2024-09-27,803.00,900.00
2024-09-29,803.00,900.00
2024-09-30,803.00,900.00
2024-10-08,803.00,900.00
2024-10-09,802.00,899.00
2024-10-10,801.00,898.00
2024-10-11,800.00,897.00
2024-10-12,799.00,896.00
2024-10-14,797.00,894.00
2024-10-15,796.00,893.00
2024-10-16,796.00,893.00
2024-10-17,796.00,893.00
2024-10-18,796.00,893.00
2024-10-21,796.00,893.00
2024-10-22,797.00,894.00
2024-10-23,797.00,894.00
2024-10-24,797.00,894.00
2024-10-25,797.00,894.00
2024-10-28,797.00,894.00
2024-10-29,797.00,894.00
2024-10-30,797.00,894.00
2024-10-31,797.00,894.00
2024-11-01,796.00,892.00
2024-11-04,796.00,892.00
2024-11-05,796.00,892.00
2024-11-06,796.00,892.00
2024-11-07,796.00,892.00
2024-11-08,796.00,892.00
2024-11-11,796.00,892.00
2024-11-12,796.00,892.00
2024-11-13,796.00,892.00
2024-11-14,795.00,891.00
2024-11-15,794.00,890.00
2024-11-18,793.00,889.00
2024-11-19,792.00,887.00
2024-11-20,788.00,885.00
2024-11-21,785.00,883.00
2024-11-22,782.00,881.00
2024-11-25,781.00,880.00
2024-11-26,780.00,877.00
2024-11-27,780.00,877.00
2024-11-28,779.00,876.00
2024-11-29,778.00,875.00
2024-12-02,777.00,875.00
2024-12-03,777.00,875.00
2024-12-04,777.00,875.00
2024-12-05,774.00,873.00
2024-12-06,772.00,872.00
2024-12-09,770.00,871.00
2024-12-10,764.00,866.00
2024-12-11,761.00,862.00
2024-12-12,758.00,859.00
2024-12-13,754.00,855.00
2024-12-16,749.00,850.00
2024-12-17,742.00,843.00
2024-12-18,736.00,838.00
2024-12-19,730.00,832.00
2024-12-20,725.00,828.00
2024-12-23,717.00,821.00
2024-12-24,716.00,819.00
2024-12-25,714.00,817.00
2024-12-26,714.00,817.00
2024-12-27,716.00,819.00
2024-12-30,718.00,820.00
2024-12-31,718.00,820.00
2025-01-02,718.00,820.00
2025-01-03,718.00,820.00
2025-01-06,1439.00,821.00
2025-01-07,720.00,822.00
2025-01-08,720.00,822.00
2025-01-09,720.00,822.00
2025-01-10,720.00,822.00
2025-01-13,720.00,822.00
2025-01-14,719.00,821.00
2025-01-15,718.00,820.00
2025-01-16,717.00,819.00
2025-01-20,715.00,817.00
2025-01-21,715.00,817.00
2025-01-22,715.00,817.00
2025-01-23,715.00,817.00
2025-01-24,715.00,817.00
2025-01-26,715.00,817.00
2025-01-27,715.00,817.00
2025-02-05,715.00,817.00
2025-02-06,714.00,816.00
2025-02-07,711.00,814.00
2025-02-08,711.00,814.00
2025-02-10,707.00,809.00
2025-02-11,703.00,804.00
2025-02-12,696.00,797.00
2025-02-13,690.00,790.00
2025-02-14,685.00,784.00
2025-02-17,682.00,782.00
2025-02-18,679.00,779.00
2025-02-19,673.00,774.00
2025-02-20,668.00,765.00
2025-02-21,663.00,756.00
2025-02-24,655.00,747.00
2025-02-25,648.00,740.00
2025-02-27,638.00,730.00
2025-02-28,632.00,724.00
2025-03-03,630.00,720.00
2025-03-04,629.00,719.00
2025-03-05,629.00,719.00
2025-03-06,633.00,722.00
2025-03-07,638.00,726.00
2025-03-10,642.00,729.00
2025-03-11,645.00,731.00
2025-03-12,645.00,731.00
2025-03-13,645.00,731.00
2025-03-14,644.00,730.00
2025-03-17,642.00,728.00
2025-03-18,641.00,727.00
2025-03-19,640.00,726.00
2025-03-20,638.00,723.00
2025-03-21,636.00,720.00
2025-03-24,633.00,717.00
2025-03-25,632.00,716.00
2025-03-26,632.00,716.00
2025-03-27,632.00,716.00
2025-03-28,632.00,716.00
2025-03-31,632.00,716.00
2025-04-01,632.00,716.00
2025-04-02,632.00,716.00
2025-04-03,632.00,716.00
2025-04-07,632.00,716.00
2025-04-08,632.00,716.00
2025-04-09,632.00,716.00
2025-04-10,632.00,716.00
2025-04-11,632.00,716.00
2025-04-14,632.00,716.00
2025-04-15,632.00,716.00
2025-04-16,632.00,716.00
2025-04-17,632.00,716.00
2025-04-18,632.00,716.00
2025-04-21,632.00,716.00
2025-04-22,632.00,715.00
2025-04-23,631.00,714.00
2025-04-24,630.00,713.00
2025-04-25,629.00,711.00
2025-04-27,628.00,709.00
2025-04-28,627.00,707.00
2025-04-29,625.00,705.00
2025-04-30,623.00,703.00
2025-05-06,620.00,700.00
2025-05-07,616.00,696.00
2025-05-08,613.00,692.00
2025-05-09,608.00,686.00
2025-05-12,596.00,676.00
2025-05-13,586.00,670.00
2025-05-14,580.00,667.00
2025-05-15,578.00,666.00
2025-05-16,576.00,665.00
2025-05-19,575.00,664.00
2025-05-20,574.00,664.00
2025-05-21,575.00,664.00
2025-05-22,577.00,664.00
2025-05-23,577.00,664.00
2025-05-26,577.00,664.00
2025-05-27,577.00,664.00
2025-05-28,577.00,664.00
2025-05-29,578.00,664.00
2025-05-30,578.00,664.00
2025-06-03,578.00,664.00
2025-06-04,578.00,664.00
2025-06-05,578.00,663.00
2025-06-06,578.00,661.00
2025-06-09,578.00,661.00
2025-06-10,578.00,661.00
2025-06-11,578.00,661.00
2025-06-12,578.00,661.00
2025-06-13,578.00,661.00
2025-06-16,578.00,661.00
2025-06-17,578.00,661.00
2025-06-18,578.00,661.00
2025-06-19,579.00,661.00
2025-06-20,580.00,661.00
2025-06-23,580.00,661.00
2025-06-24,581.00,661.00
2025-06-25,582.00,661.00
2025-06-26,583.00,661.00
2025-06-27,583.00,661.00
2025-06-30,583.00,661.00
2025-07-01,583.00,661.00
2025-07-02,583.00,661.00
2025-07-03,583.00,661.00
2025-07-04,583.00,661.00
2025-07-07,583.00,661.00
2025-07-08,583.00,661.00
2025-07-09,583.00,661.00
2025-07-10,583.00,661.00
2025-07-11,585.00,662.00
2025-07-14,587.00,663.00
2025-07-15,588.00,664.00
2025-07-16,591.00,666.00
2025-07-17,595.00,668.00
2025-07-18,598.00,670.00
2025-07-21,600.00,671.00
2025-07-22,602.00,672.00
2025-07-23,606.00,676.00
2025-07-24,610.00,680.00
2025-07-25,613.00,682.00
2025-07-28,614.00,683.00
2025-07-29,615.00,684.00
2025-07-30,615.00,684.00
2025-07-31,616.00,685.00
2025-08-01,619.00,687.00
2025-08-04,624.00,691.00
2025-08-05,630.00,697.00
2025-08-06,635.00,702.00
2025-08-07,638.00,705.00
2025-08-08,642.00,709.00
2025-08-11,645.00,713.00
2025-08-12,649.00,718.00
2025-08-13,653.00,722.00
2025-08-14,656.00,725.00
2025-08-15,657.00,728.00
2025-08-18,658.00,730.00
2025-08-19,658.00,730.00
2025-08-20,658.00,730.00
2025-08-21,658.00,730.00
2025-08-22,658.00,730.00
2025-08-25,655.00,727.00
2025-08-26,652.00,725.00
2025-08-27,648.00,723.00
2025-08-28,644.00,721.00
2025-08-29,640.00,719.00
2025-09-01,637.00,717.00
2025-09-02,633.00,715.00
2025-09-03,631.00,714.00
2025-09-04,628.00,713.00
2025-09-05,626.00,712.00
2025-09-08,623.00,711.00
2025-09-09,620.00,709.00
2025-09-10,617.00,707.00
2025-09-11,616.00,707.00
2025-09-12,618.00,709.00
2025-09-15,621.00,712.00
2025-09-16,624.00,715.00
2025-09-17,629.00,720.00
