_ID,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE,发布日期,煤种,起拍价,销售量,硫分,热值,交货开始时间,交货结束时间
603,1,0,2025-05-26 16:24:02.106000,0,2025-05-30 11:50:09.066000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-05-21,珠投2号,560.00,5.00,0.6-0.8%,5000大卡,2025-05-22,2025-05-31
604,1,0,2025-05-27 19:21:29.413000,0,2025-05-27 19:21:29.413000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-05-27,珠投2号,560.00,5.00,0.6-0.8%,5000大卡,2025-05-28,2025-06-05
605,1,0,2025-05-30 11:47:59.512000,0,2025-05-30 11:47:59.512000,3640码头,,,2025-05-29,珠投2号,560.00,5.00,0.6-0.8%,5000大卡,2025-05-30,2025-06-10
606,1,0,2025-05-30 11:47:59.512000,0,2025-05-30 11:47:59.512000,"3640码头,国投曹妃甸",,,2025-05-29,珠投2号,560.00,5.00,0.6-0.8%,5000大卡,2025-05-30,2025-06-10
607,1,0,2025-06-13 18:51:32.541000,0,2025-06-13 18:51:50.950000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-06-13,珠投2号,550.00,5.00,0.6-0.8%,5000大卡,2025-06-14,2025-06-30
608,1,0,2025-06-13 18:51:32.541000,0,2025-06-13 18:51:59.013000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-06-12,珠投2号,550.00,5.00,0.6-0.8%,5000大卡,2025-06-13,2025-06-30
609,1,0,2025-06-13 18:51:32.541000,0,2025-06-13 18:52:06.965000,国投曹妃甸,,,2025-05-30,珠投2号,560.00,5.00,0.6-0.8%,5000大卡,2025-06-01,2025-06-10
610,1,0,2025-06-17 11:26:21.553000,0,2025-07-11 14:09:33.978000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-06-16,珠投2号,550.00,5.00,0.6-0.8%,5000大卡,2025-06-17,2025-06-30
611,1,0,2025-06-23 16:37:39.628000,0,2025-06-23 16:37:39.628000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-06-19,珠投2号,555.00,5.00,0.6-0.8%,5000大卡,2025-07-10,2025-07-20
612,1,0,2025-06-23 16:37:39.628000,0,2025-06-23 16:37:39.628000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-06-17,珠投2号,550.00,5.00,0.6-0.8%,5000大卡,2025-06-18,2025-07-05
613,1,0,2025-07-02 18:54:07.172000,0,2025-07-21 12:14:06.585000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-07-01,珠投2号,560.00,5.00,0.6-0.8%,5000大卡,2025-07-15,2025-07-25
614,1,0,2025-07-11 14:09:20.543000,0,2025-07-21 12:13:53.922000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-07-11,珠投2号,580.00,5.00,0.6-0.8%,5000大卡,2025-08-05,2025-08-15
615,1,0,2025-07-11 14:09:20.543000,0,2025-07-21 12:14:00.238000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-07-10,珠投2号,570.00,5.00,0.6-0.8%,5000大卡,2025-07-26,2025-08-05
616,1,0,2025-07-21 12:15:18.041000,0,2025-07-21 12:15:18.041000,"国投曹妃甸,曹二期",,,2025-07-18,珠投5号,530.00,5.00,0.6-0.8%,4500大卡,2025-07-20,2025-08-10
617,1,0,2025-07-25 11:44:05.792000,0,2025-07-25 11:44:05.792000,"曹二期,国投曹妃甸",,,2025-07-21,珠投5号,535.00,5.00,0.6-0.8%,4500大卡,2025-07-22,2025-08-10
618,1,0,2025-07-29 18:47:29.744000,0,2025-07-29 18:47:29.744000,"国投曹妃甸,3640码头,曹二期,秦皇岛,国投京唐港",,,2025-07-29,珠投5号,540.00,5.00,0.6-0.8%,4500大卡,2025-07-30,2025-08-15
619,1,0,2025-08-06 16:00:23.725000,0,2025-09-15 15:03:17.076000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-08-06,珠投5号,560.00,5.00,0.6-0.8%,4500大卡,2025-08-07,2025-08-20
620,1,0,2025-08-06 16:00:23.725000,0,2025-09-15 15:03:26.281000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-08-05,珠投5号,560.00,5.00,0.6-0.8%,4500大卡,2025-08-06,2025-08-20
621,1,0,2025-08-06 16:00:23.725000,0,2025-09-15 15:03:33.275000,"国投曹妃甸,秦皇岛,国投京唐港,3640码头,曹二期",,,2025-08-04,珠投5号,550.00,5.00,0.6-0.8%,4500大卡,2025-08-05,2025-08-20
622,1,0,2025-08-18 14:38:29.056000,0,2025-09-15 15:03:01.660000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-08-18,珠投2号,650.00,5.00,0.6-0.8%,5000大卡,2025-08-20,2025-09-05
623,1,0,2025-09-03 10:47:47.375000,0,2025-09-03 10:47:47.375000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-09-01,珠投2号,630.00,5.00,0.6-0.8%,5000大卡,2025-09-02,2025-09-15
624,1,0,2025-09-15 15:02:19.262000,0,2025-09-15 15:02:40.983000,"秦皇岛,国投曹妃甸,国投京唐港,3640码头,曹二期",,,2025-09-12,珠投2号,610.00,5.00,0.6-0.8%,5000大卡,2025-09-15,2025-09-30
625,1,0,2025-09-15 15:02:19.262000,0,2025-09-15 15:02:51.256000,"曹二期,3640码头,国投京唐港,国投曹妃甸,秦皇岛",,,2025-09-10,珠投2号,600.00,5.00,0.6-0.8%,5000大卡,2025-09-11,2025-09-25
