_ID,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE,发布日期,煤种,起拍价,销售量,硫分,热值,交货开始时间,交货结束时间
1,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-27,珠投2号,790.00,5.00,0.6-0.8,5000,2024-05-28,2024-06-10
2,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-24,珠投2号,805.00,5.00,0.6-0.8,5000,2024-05-25,2024-06-10
3,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-24,珠投5号,710.00,5.00,0.6-0.8,4500,2024-05-25,2024-06-10
4,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-24,珠投1号,900.00,1.80,0.6-0.8,5500,2024-05-25,2024-06-10
5,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-24,珠投1号,900.00,1.80,0.6-0.8,5500,2024-05-25,2024-06-10
6,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-24,珠投5号,710.00,5.00,0.6-0.8,4500,2024-05-25,2024-06-10
7,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-23,珠投2号,805.00,5.00,0.6-0.8,5000,2024-05-24,2024-06-10
8,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-22,珠投5号,700.00,5.00,0.6-0.8,4500,2024-05-23,2024-06-10
9,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-21,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-22,2024-06-10
10,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-21,珠投5号,700.00,5.00,0.6-0.8,4500,2024-05-22,2024-06-10
11,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-20,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-21,2024-06-10
12,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-17,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-18,2024-06-05
13,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-17,珠投5号,700.00,5.00,0.6-0.8,4500,2024-05-18,2024-06-05
14,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-17,珠投5号,700.00,5.00,0.6-0.8,4500,2024-05-18,2024-06-05
15,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-17,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-18,2024-06-05
16,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-16,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-17,2024-06-05
17,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-16,珠投5号,700.00,5.00,0.6-0.8,4500,2024-05-17,2024-06-05
18,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-16,珠投5号,700.00,5.00,0.6-0.8,4500,2024-05-17,2024-06-05
19,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-16,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-17,2024-06-05
20,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-13,珠投5号,700.00,5.00,0.6-0.8,4500,2024-05-14,2024-06-05
21,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-13,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-14,2024-06-05
22,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-13,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-14,2024-05-31
23,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-13,珠投5号,700.00,5.00,0.6-0.8,4500,2024-05-14,2024-05-31
24,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-11,珠投5号,700.00,4.00,0.6-0.8,4500,2024-05-12,2024-05-18
25,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-11,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-12,2024-05-18
26,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-08,珠投2号,800.00,5.00,0.6-0.8,5000,2024-05-09,2024-05-16
27,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-08,珠投1号,895.00,2.00,0.6-0.8,5500,2024-05-09,2024-05-16
28,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-08,珠投5号,700.00,4.00,0.6-0.8,4500,2024-05-09,2024-05-16
29,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-07,珠投2号,775.00,5.00,0.6-0.8,5000,2024-05-08,2024-05-15
30,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-05-06,珠投2号,755.00,5.00,0.6-0.8,5000,2024-05-07,2024-05-15
31,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-26,珠投2号,750.00,5.00,0.6-0.8,5000,2024-04-27,2024-05-05
32,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-26,珠投2号,750.00,5.00,0.6-0.8,5000,2024-04-27,2024-05-05
33,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-25,珠投2号,750.00,5.00,0.6-0.8,5000,2024-04-26,2024-05-05
34,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-25,珠投2号,750.00,5.00,0.6-0.8,5000,2024-04-26,2024-05-05
35,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-19,珠投2号,750.00,5.00,0.6-0.8,5000,2024-04-20,2024-04-27
36,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-18,珠投2号,750.00,5.00,0.6-0.8,5000,2024-04-19,2024-04-27
37,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-18,珠投2号,750.00,5.00,0.6-0.8,5000,2024-04-19,2024-04-27
38,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-17,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-18,2024-04-25
39,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-17,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-18,2024-04-25
40,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-16,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-17,2024-04-25
41,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-16,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-17,2024-04-25
42,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-15,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-16,2024-04-23
43,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-15,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-16,2024-04-23
44,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-12,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-13,2024-04-20
45,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-12,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-13,2024-04-20
46,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-11,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-12,2024-04-20
47,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-11,珠投5号,640.00,1.00,0.6-0.8,4500,2024-04-12,2024-04-20
48,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-11,珠投2号,735.00,5.00,0.6-0.8,5000,2024-04-12,2024-04-20
49,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-11,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-12,2024-04-20
50,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-11,珠投5号,640.00,3.00,0.6-0.8,4500,2024-04-12,2024-04-20
51,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-10,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-11,2024-04-19
52,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-10,珠投5号,640.00,3.00,0.6-0.8,4500,2024-04-11,2024-04-19
53,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-10,珠投1号,835.00,3.00,0.6-0.8,5500,2024-04-11,2024-04-19
54,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-10,珠投5号,640.00,3.00,0.6-0.8,4500,2024-04-11,2024-04-19
55,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-10,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-11,2024-04-19
56,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-09,珠投1号,835.00,3.00,0.6-0.8,5500,2024-04-10,2024-04-17
57,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-09,珠投5号,640.00,3.00,0.6-0.8,4500,2024-04-10,2024-04-17
58,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-09,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-10,2024-04-17
59,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-09,珠投1号,835.00,3.00,0.6-0.8,5500,2024-04-10,2024-04-17
60,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-09,珠投5号,640.00,3.00,0.6-0.8,4500,2024-04-10,2024-04-17
61,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-09,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-10,2024-04-17
62,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-08,珠投1号,835.00,3.00,0.6-0.8,5500,2024-04-09,2024-04-15
63,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-08,珠投5号,640.00,3.00,0.6-0.8,4500,2024-04-09,2024-04-15
64,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-08,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-09,2024-04-15
65,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-08,珠投1号,835.00,3.00,0.6-0.8,5500,2024-04-09,2024-04-15
66,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-08,珠投5号,640.00,3.00,0.6-0.8,4500,2024-04-09,2024-04-15
67,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-08,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-09,2024-04-15
68,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-07,珠投1号,835.00,3.00,0.6-0.8,5500,2024-04-08,2024-04-15
69,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-07,珠投5号,635.00,3.00,0.6-0.8,4500,2024-04-08,2024-04-15
70,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-04-07,珠投2号,740.00,5.00,0.6-0.8,5000,2024-04-08,2024-04-15
71,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-29,珠投1号,855.00,3.00,0.6-0.8,5500,2024-03-30,2024-04-05
72,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-29,珠投5号,645.00,3.00,0.6-0.8,4500,2024-03-30,2024-04-05
73,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-29,珠投2号,745.00,5.00,0.6-0.8,5000,2024-03-30,2024-04-05
74,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-28,珠投2号,745.00,5.00,0.6-0.8,5000,2024-03-29,2024-04-05
75,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-28,珠投2号,745.00,5.00,0.6-0.8,5000,2024-03-29,2024-04-05
76,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-27,珠投2号,745.00,5.00,0.6-0.8,5000,2024-03-28,2024-04-05
77,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-26,珠投2号,750.00,5.00,0.6-0.8,5000,2024-03-27,2024-04-05
78,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-26,珠投1号,855.00,3.00,0.6-0.8,5500,2024-03-27,2024-04-05
79,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-25,珠投1号,855.00,3.00,0.6-0.8,5500,2024-03-26,2024-04-03
80,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-25,珠投2号,750.00,5.00,0.6-0.8,5000,2024-03-26,2024-04-03
81,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-25,珠投2号,750.00,5.00,0.6-0.8,5000,2024-03-26,2024-04-03
82,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-22,珠投2号,755.00,5.00,0.6-0.8,5000,2024-03-23,2024-03-31
83,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-22,珠投2号,750.00,5.00,0.6-0.8,5000,2024-03-23,2024-03-31
84,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-21,珠投2号,745.00,5.00,0.6-0.8,5000,2024-03-22,2024-03-31
85,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-21,珠投2号,745.00,5.00,0.6-0.8,5000,2024-03-22,2024-03-31
86,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-20,珠投2号,750.00,5.00,0.6-0.8,5000,2024-03-21,2024-03-27
87,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-20,珠投2号,750.00,5.00,0.6-0.8,5000,2024-03-21,2024-03-27
88,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-19,珠投2号,750.00,5.00,0.6-0.8,5000,2024-03-20,2024-03-27
89,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-19,珠投2号,750.00,5.00,0.6-0.8,5000,2024-03-20,2024-03-27
90,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-15,珠投2号,765.00,5.00,0.6-0.8,5000,2024-03-16,2024-03-25
91,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-15,珠投2号,765.00,5.00,0.6-0.8,5000,2024-03-16,2024-03-25
92,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-14,珠投2号,785.00,5.00,0.6-0.8,5000,2024-03-15,2024-03-20
93,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-14,珠投2号,785.00,5.00,0.6-0.8,5000,2024-03-15,2024-03-20
94,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-13,珠投2号,785.00,5.00,0.6-0.8,5000,2024-03-14,2024-03-20
95,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-13,珠投2号,795.00,5.00,0.6-0.8,5000,2024-03-14,2024-03-20
96,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-12,珠投2号,800.00,5.00,0.6-0.8,5000,2024-03-13,2024-03-20
97,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-12,珠投2号,795.00,5.00,0.6-0.8,5000,2024-03-13,2024-03-20
98,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-12,珠投2号,795.00,5.00,0.6-0.8,5000,2024-03-13,2024-03-20
99,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-12,珠投2号,800.00,5.00,0.6-0.8,5000,2024-03-13,2024-03-20
100,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-11,珠投2号,805.00,5.00,0.6-0.8,5000,2024-03-12,2024-03-20
101,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-11,珠投2号,805.00,5.00,0.6-0.8,5000,2024-03-12,2024-03-20
102,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-08,珠投2号,805.00,5.00,0.6-0.8,5000,2024-03-09,2024-03-15
103,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-08,珠投2号,805.00,5.00,0.6-0.8,5000,2024-03-09,2024-03-15
104,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-07,珠投2号,810.00,5.00,0.6-0.8,5000,2024-03-08,2024-03-15
105,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-07,珠投2号,810.00,5.00,0.6-0.8,5000,2024-03-08,2024-03-15
106,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-06,珠投2号,810.00,5.00,0.6-0.8,5000,2024-03-07,2024-03-15
107,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-06,珠投2号,810.00,5.00,0.6-0.8,5000,2024-03-07,2024-03-15
108,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-04,珠投2号,815.00,5.00,0.6-0.8,5000,2024-03-05,2024-03-12
109,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-04,珠投2号,820.00,5.00,0.6-0.8,5000,2024-03-05,2024-03-12
110,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-01,珠投2号,820.00,5.00,0.6-0.8,5000,2024-03-02,2024-03-10
111,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-03-01,珠投2号,820.00,5.00,0.6-0.8,5000,2024-03-02,2024-03-10
112,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-27,珠投2号,840.00,5.00,0.6-0.8,5000,2024-02-28,2024-03-08
113,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-21,珠投外购5号（山西煤）,740.00,3.30,0.6-0.8,4500,2024-02-22,2024-02-29
114,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-21,珠投2号,850.00,5.00,0.6-0.8,5000,2024-02-22,2024-02-29
115,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-21,珠投2号,850.00,5.00,0.6-0.8,5000,2024-02-22,2024-02-29
116,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-21,珠投外购5号（山西煤）,740.00,3.30,0.6-0.8,4500,2024-02-22,2024-02-29
117,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-20,珠投外购5号（山西煤）,740.00,3.30,0.6-0.8,4500,2024-02-21,2024-02-29
118,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-20,珠投2号,850.00,5.00,0.6-0.8,5000,2024-02-21,2024-02-29
119,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-19,珠投2号,845.00,5.00,0.6-0.8,5000,2024-02-20,2024-02-29
120,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-19,珠投2号,845.00,5.00,0.6-0.8,5000,2024-02-20,2024-02-29
121,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-05,珠投2号,820.00,5.00,0.6-0.8,5000,2024-02-06,2024-02-20
122,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-05,珠投2号,820.00,5.00,0.6-0.8,5000,2024-02-06,2024-02-20
123,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-04,珠投2号,820.00,5.00,0.6-0.8,5000,2024-02-05,2024-02-20
124,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-04,珠投1号,920.00,3.00,0.6-0.8,5500,2024-02-05,2024-02-20
125,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-04,珠投1号,920.00,3.00,0.6-0.8,5500,2024-02-05,2024-02-20
126,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-04,珠投2号,820.00,5.00,0.6-0.8,5000,2024-02-05,2024-02-20
127,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-02,珠投1号,925.00,4.00,0.6-0.8,5500,2024-02-03,2024-02-10
128,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-02,珠投2号,820.00,5.00,0.6-0.8,5000,2024-02-03,2024-02-15
129,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-02,珠投1号,925.00,4.00,0.6-0.8,5500,2024-02-03,2024-02-10
130,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-02-02,珠投2号,820.00,5.00,0.6-0.8,5000,2024-02-03,2024-02-10
131,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-24,珠投1号,920.00,1.30,0.6-0.8,5500,2024-01-25,2024-01-31
132,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-24,珠投2号,815.00,5.00,0.6-0.8,5000,2024-01-25,2024-01-31
133,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-24,珠投1号,920.00,1.30,0.6-0.8,5500,2024-01-25,2024-01-31
134,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-24,珠投2号,815.00,5.00,0.6-0.8,5000,2024-01-25,2024-01-31
135,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-23,珠投2号,815.00,5.00,0.6-0.8,5000,2024-01-24,2024-01-31
136,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-23,珠投2号,815.00,5.00,0.6-0.8,5000,2024-01-24,2024-01-31
137,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-19,珠投2号,805.00,5.00,0.6-0.8,5000,2024-01-20,2024-01-31
138,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-19,珠投2号,805.00,5.00,0.6-0.8,5000,2024-01-20,2024-01-31
139,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-17,珠投2号,805.00,5.00,0.6-0.8,5000,2024-01-18,2024-01-25
140,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-17,珠投2号,810.00,5.00,0.6-0.8,5000,2024-01-18,2024-01-25
141,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-16,珠投2号,800.00,5.00,0.6-0.8,5000,2024-01-17,2024-01-25
142,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-12,珠投2号,805.00,5.00,0.6-0.8,5000,2024-01-13,2024-01-20
143,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-12,珠投2号,805.00,5.00,0.6-0.8,5000,2024-01-13,2024-01-20
144,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-11,珠投2号,810.00,5.00,0.6-0.8,5000,2024-01-12,2024-01-20
145,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-11,珠投2号,810.00,5.00,0.6-0.8,5000,2024-01-12,2024-01-20
146,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-08,珠投1号,930.00,5.00,0.6-0.8,5500,2024-01-09,2024-01-15
147,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-08,珠投2号,820.00,5.00,0.6-0.8,5000,2024-01-09,2024-01-15
148,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-05,珠投2号,830.00,5.00,0.6-0.8,5000,2024-01-06,2024-01-15
149,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-03,珠投2号,830.00,5.00,0.6-0.8,5000,2024-01-04,2024-01-10
150,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-03,珠投2号,825.00,5.00,0.6-0.8,5000,2024-01-04,2024-01-10
151,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2024-01-02,珠投2号,820.00,5.00,0.6-0.8,5000,2024-01-03,2024-01-10
152,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2023-12-29,珠投2号,820.00,5.00,0.6-0.8,5000,2023-12-30,2024-01-10
153,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2023-12-29,珠投2号,820.00,5.00,0.6-0.8,5000,2023-12-30,2024-01-10
154,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2023-12-28,珠投2号,820.00,5.00,0.6-0.8,5000,2023-12-29,2024-01-05
155,1,0,2024-07-02 13:52:40.985000,0,2024-07-02 13:52:40.985000,,,,2023-12-26,珠投2号,835.00,5.00,0.6-0.8,5000,2023-12-27,2023-12-31
