日期,数据类目,当期值(美元/吨),环比变化,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05-29,澳大利亚纽卡斯尔-中国舟山,15.82,-0.10,116,2024-05-29 00:00:00,1,0,2024-07-03 00:58:29,0,2024-07-03 00:58:29,,,
2024-05-29,印尼塔巴尼奥-中国南通,14.23,-0.20,117,2024-05-29 00:00:00,1,0,2024-07-03 00:58:29,0,2024-07-03 00:58:29,,,
2024-05-29,印尼塔巴尼奥-中国广州,12.01,-0.10,118,2024-05-29 00:00:00,1,0,2024-07-03 00:58:29,0,2024-07-03 00:58:29,,,
2024-05-29,印尼萨马林达-中国广州,9.27,-0.10,119,2024-05-29 00:00:00,1,0,2024-07-03 00:58:29,0,2024-07-03 00:58:29,,,
2024-05-29,澳大利亚海波因特-中国舟山,15.81,-0.20,120,2024-05-29 00:00:00,1,0,2024-07-03 00:58:29,0,2024-07-03 00:58:29,,,
2024-05-28,澳大利亚海波因特-中国舟山,16.02,0.00,121,2024-05-28 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-28,印尼萨马林达-中国广州,9.39,0.00,122,2024-05-28 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-28,印尼塔巴尼奥-中国广州,12.15,-0.10,123,2024-05-28 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-28,澳大利亚纽卡斯尔-中国舟山,15.88,0.00,124,2024-05-28 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-28,印尼塔巴尼奥-中国南通,14.39,-0.10,125,2024-05-28 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-27,澳大利亚纽卡斯尔-中国舟山,15.91,0.20,126,2024-05-27 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-27,印尼塔巴尼奥-中国南通,14.47,-0.10,127,2024-05-27 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-27,印尼塔巴尼奥-中国广州,12.22,-0.10,128,2024-05-27 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-27,印尼萨马林达-中国广州,9.40,0.00,129,2024-05-27 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-27,澳大利亚海波因特-中国舟山,16.02,0.00,130,2024-05-27 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-24,印尼塔巴尼奥-中国南通,14.55,-0.10,131,2024-05-24 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-24,澳大利亚纽卡斯尔-中国舟山,15.75,-0.20,132,2024-05-24 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-24,印尼塔巴尼奥-中国广州,12.27,0.00,133,2024-05-24 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-24,澳大利亚海波因特-中国舟山,15.98,0.00,134,2024-05-24 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-24,印尼萨马林达-中国广州,9.39,0.00,135,2024-05-24 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-23,印尼萨马林达-中国广州,9.40,0.00,136,2024-05-23 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-23,澳大利亚海波因特-中国舟山,16.02,0.10,137,2024-05-23 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-23,印尼塔巴尼奥-中国南通,14.62,0.00,138,2024-05-23 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-23,印尼塔巴尼奥-中国广州,12.30,0.00,139,2024-05-23 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-23,澳大利亚纽卡斯尔-中国舟山,15.95,-0.20,140,2024-05-23 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-22,印尼塔巴尼奥-中国广州,12.33,0.00,141,2024-05-22 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-22,印尼塔巴尼奥-中国南通,14.64,0.00,142,2024-05-22 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
2024-05-22,澳大利亚纽卡斯尔-中国舟山,16.16,-0.10,143,2024-05-22 00:00:00,1,0,2024-07-03 00:58:36,0,2024-07-03 00:58:36,,,
