发布日期,Q5000S0.8,Q5500S0.8
2023-10-16,912.00,1022.00
2023-10-17,910.00,1020.00
2023-10-18,906.00,1016.00
2023-10-19,905.00,1015.00
2023-10-20,902.00,1011.00
2023-10-23,900.00,1010.00
2023-10-24,894.00,1004.00
2023-10-25,886.00,999.00
2023-10-26,876.00,991.00
2023-10-27,872.00,988.00
2023-10-30,866.00,983.00
2023-10-31,850.00,970.00
2023-11-01,825.00,948.00
2023-11-02,810.00,940.00
2023-11-03,810.00,940.00
2023-11-06,808.00,938.00
2023-11-07,808.00,938.00
2023-11-08,816.00,945.00
2023-11-09,825.00,947.00
2023-11-10,837.00,955.00
2023-11-13,841.00,957.00
2023-11-14,841.00,957.00
2023-11-15,839.00,955.00
2023-11-16,830.00,944.00
2023-11-17,820.00,936.00
2023-11-20,814.00,930.00
2023-11-21,810.00,927.00
2023-11-22,818.00,934.00
2023-11-23,822.00,936.00
2023-11-24,822.00,936.00
2023-11-27,820.00,934.00
2023-11-28,814.00,931.00
2023-11-29,812.00,929.00
2023-11-30,816.00,929.00
2023-12-01,819.00,932.00
2023-12-04,819.00,932.00
2023-12-05,819.00,932.00
2023-12-06,819.00,932.00
2023-12-07,819.00,932.00
2023-12-08,824.00,938.00
2023-12-11,831.00,945.00
2023-12-12,839.00,951.00
2023-12-13,845.00,956.00
2023-12-14,845.00,956.00
2023-12-15,845.00,956.00
2023-12-18,845.00,956.00
2023-12-19,845.00,956.00
2023-12-20,845.00,956.00
2023-12-21,843.00,954.00
2023-12-22,840.00,952.00
2023-12-25,837.00,952.00
2023-12-26,830.00,943.00
2023-12-27,825.00,938.00
2023-12-28,815.00,929.00
2023-12-29,815.00,929.00
2024-01-02,819.00,929.00
2024-01-03,824.00,934.00
2024-01-04,824.00,934.00
2024-01-05,820.00,930.00
2024-01-08,818.00,928.00
2024-01-09,816.00,926.00
2024-01-10,814.00,923.00
2024-01-11,808.00,918.00
2024-01-12,804.00,913.00
2024-01-15,802.00,910.00
2024-01-16,802.00,910.00
2024-01-17,802.00,910.00
2024-01-18,802.00,910.00
2024-01-19,802.00,910.00
2024-01-22,802.00,910.00
2024-01-23,802.00,910.00
2024-01-24,802.00,910.00
2024-01-25,802.00,910.00
2024-01-26,802.00,910.00
2024-01-29,796.00,905.00
2024-01-30,794.00,902.00
2024-01-31,794.00,902.00
2024-02-01,795.00,902.00
2024-02-02,795.00,902.00
2024-02-04,795.00,902.00
2024-02-05,797.00,905.00
2024-02-06,797.00,905.00
2024-02-07,802.00,910.00
2024-02-08,802.00,910.00
2024-02-09,802.00,910.00
2024-02-18,810.00,917.00
2024-02-19,827.00,933.00
2024-02-20,830.00,935.00
2024-02-21,830.00,935.00
2024-02-22,830.00,935.00
2024-02-23,830.00,935.00
2024-02-26,830.00,935.00
2024-02-27,827.00,930.00
2024-02-28,824.00,928.00
2024-02-29,824.00,928.00
2024-03-01,818.00,923.00
2024-03-04,810.00,919.00
2024-03-05,808.00,917.00
2024-03-06,805.00,914.00
2024-03-07,802.00,912.00
2024-03-08,800.00,910.00
2024-03-11,799.00,908.00
2024-03-12,795.00,905.00
2024-03-13,782.00,899.00
2024-03-14,769.00,888.00
2024-03-15,762.00,880.00
2024-03-18,752.00,867.00
2024-03-19,743.00,856.00
2024-03-20,733.00,848.00
2024-03-21,733.00,848.00
2024-03-22,733.00,848.00
2024-03-25,733.00,848.00
2024-03-26,733.00,848.00
2024-03-27,733.00,848.00
2024-03-28,733.00,845.00
2024-03-29,730.00,841.00
2024-04-01,726.00,834.00
2024-04-02,723.00,830.00
2024-04-03,720.00,826.00
2024-04-07,716.00,822.00
2024-04-08,715.00,819.00
2024-04-09,715.00,819.00
2024-04-10,715.00,819.00
2024-04-11,715.00,819.00
2024-04-12,715.00,819.00
2024-04-15,719.00,822.00
2024-04-16,724.00,826.00
2024-04-17,728.00,830.00
2024-04-18,728.00,830.00
2024-04-19,728.00,830.00
2024-04-22,727.00,829.00
2024-04-23,725.00,827.00
2024-04-24,723.00,824.00
2024-04-25,723.00,824.00
2024-04-26,728.00,828.00
2024-04-28,730.00,830.00
2024-04-29,732.00,832.00
2024-04-30,732.00,832.00
2024-05-06,740.00,840.00
2024-05-07,749.00,848.00
2024-05-08,760.00,858.00
2024-05-09,761.00,859.00
2024-05-10,760.00,859.00
2024-05-11,760.00,859.00
2024-05-13,760.00,859.00
2024-05-14,760.00,859.00
2024-05-15,760.00,859.00
2024-05-16,760.00,859.00
2024-05-17,760.00,859.00
2024-05-20,766.00,865.00
2024-05-21,772.00,870.00
2024-05-22,780.00,877.00
2024-05-23,785.00,880.00
2024-05-24,786.00,881.00
2024-05-27,786.00,881.00
2024-05-28,786.00,881.00
2024-05-29,786.00,881.00
2024-05-30,783.00,878.00
2024-05-31,782.00,877.00
2024-06-03,782.00,877.00
2024-06-04,782.00,877.00
2024-06-05,782.00,877.00
2024-06-06,782.00,877.00
2024-06-07,782.00,877.00
2024-06-11,782.00,877.00
2024-06-12,782.00,877.00
2024-06-13,782.00,877.00
2024-06-14,782.00,877.00
2024-06-17,780.00,875.00
2024-06-18,778.00,873.00
2024-06-19,777.00,872.00
2024-06-20,774.00,870.00
2024-06-21,774.00,870.00
2024-06-24,773.00,869.00
2024-06-25,771.00,867.00
2024-06-26,771.00,867.00
2024-06-27,768.00,864.00
2024-06-28,762.00,859.00
2024-07-01,759.00,855.00
2024-07-03,748.00,845.00
2024-07-04,748.00,845.00
2024-07-05,748.00,845.00
2024-07-08,750.00,847.00
2024-07-02,753.00,850.00
2024-07-09,754.00,850.00
2024-07-10,755.00,851.00
2024-07-11,755.00,851.00
2024-07-12,755.00,851.00
2024-07-15,754.00,850.00
2024-07-16,753.00,849.00
2024-07-17,752.00,848.00
2024-07-18,752.00,848.00
2024-07-19,752.00,848.00
2024-07-22,752.00,848.00
2024-07-23,752.00,848.00
2024-07-24,752.00,848.00
2024-07-25,752.00,848.00
2024-07-26,752.00,848.00
2024-07-29,752.00,848.00
2024-07-30,752.00,848.00
2024-07-31,751.00,847.00
2024-08-01,750.00,846.00
2024-08-02,750.00,846.00
2024-08-05,750.00,846.00
2024-08-06,750.00,846.00
2024-08-07,750.00,846.00
2024-08-08,749.00,845.00
2024-08-09,749.00,845.00
2024-08-12,747.00,844.00
2024-08-13,745.00,842.00
2024-08-14,744.00,841.00
2024-08-15,743.00,840.00
2024-08-16,742.00,840.00
2024-08-19,740.00,839.00
2024-08-20,738.00,838.00
2024-08-21,737.00,837.00
2024-08-22,735.00,835.00
2024-08-23,735.00,835.00
2024-08-26,735.00,835.00
2024-08-27,739.00,838.00
2024-08-28,742.00,841.00
2024-08-29,742.00,841.00
2024-08-30,742.00,841.00
2024-09-02,742.00,841.00
2024-09-03,742.00,841.00
2024-09-04,742.00,841.00
2024-09-05,742.00,841.00
2024-09-06,746.00,843.00
2024-09-09,746.00,843.00
2024-09-10,750.00,846.00
2024-09-11,753.00,848.00
2024-09-12,753.00,848.00
2024-09-13,753.00,848.00
2024-09-14,753.00,848.00
2024-09-18,753.00,848.00
2024-09-19,757.00,852.00
2024-09-20,763.00,858.00
2024-09-23,772.00,866.00
2024-09-24,775.00,868.00
2024-09-25,775.00,868.00
2024-09-26,775.00,868.00
2024-09-27,775.00,868.00
2024-09-29,775.00,868.00
2024-09-30,775.00,868.00
2024-10-08,775.00,868.00
2024-10-09,774.00,867.00
2024-10-10,772.00,866.00
2024-10-11,770.00,865.00
2024-10-12,767.00,864.00
2024-10-14,765.00,862.00
2024-10-15,763.00,861.00
2024-10-16,762.00,861.00
2024-10-17,760.00,860.00
2024-10-18,760.00,860.00
2024-10-21,760.00,860.00
2024-10-22,761.00,861.00
2024-10-23,761.00,861.00
2024-10-24,761.00,861.00
2024-10-25,761.00,861.00
2024-10-28,761.00,861.00
2024-10-29,761.00,861.00
2024-10-30,761.00,861.00
2024-10-31,761.00,861.00
2024-11-01,758.00,857.00
2024-11-04,758.00,857.00
2024-11-05,756.00,856.00
2024-11-06,756.00,856.00
2024-11-07,756.00,856.00
2024-11-08,756.00,856.00
2024-11-11,756.00,856.00
2024-11-12,756.00,856.00
2024-11-13,755.00,854.00
2024-11-14,753.00,852.00
2024-11-15,750.00,850.00
2024-11-18,748.00,848.00
2024-11-19,745.00,845.00
2024-11-20,741.00,843.00
2024-11-21,736.00,839.00
2024-11-22,730.00,835.00
2024-11-25,728.00,832.00
2024-11-26,726.00,830.00
2024-11-27,726.00,830.00
2024-11-28,725.00,829.00
2024-11-29,725.00,828.00
2024-12-02,725.00,827.00
2024-12-03,725.00,827.00
2024-12-04,724.00,825.00
2024-12-05,723.00,823.00
2024-12-06,720.00,821.00
2024-12-09,717.00,818.00
2024-12-10,712.00,814.00
2024-12-11,708.00,810.00
2024-12-12,706.00,808.00
2024-12-13,704.00,805.00
2024-12-16,699.00,799.00
2024-12-17,692.00,792.00
2024-12-18,685.00,785.00
2024-12-19,677.00,777.00
2024-12-20,673.00,772.00
2024-12-23,668.00,767.00
2024-12-24,667.00,767.00
2024-12-25,665.00,765.00
2024-12-26,665.00,765.00
2024-12-27,666.00,766.00
2024-12-30,668.00,767.00
2024-12-31,668.00,767.00
2025-01-02,668.00,767.00
2025-01-03,668.00,767.00
2025-01-06,671.00,770.00
2025-01-07,674.00,773.00
2025-01-08,676.00,773.00
2025-01-09,676.00,773.00
2025-01-10,676.00,773.00
2025-01-13,676.00,773.00
2025-01-14,676.00,773.00
2025-01-15,675.00,772.00
2025-01-16,674.00,770.00
2025-01-20,672.00,768.00
2025-01-21,672.00,768.00
2025-01-22,672.00,768.00
2025-01-23,672.00,768.00
2025-01-24,672.00,768.00
2025-01-26,672.00,768.00
2025-01-27,672.00,768.00
2025-02-05,670.00,766.00
2025-02-06,669.00,765.00
2025-02-07,668.00,765.00
2025-02-08,668.00,765.00
2025-02-10,666.00,761.00
2025-02-11,664.00,759.00
2025-02-12,662.00,757.00
2025-02-13,660.00,755.00
2025-02-14,657.00,752.00
2025-02-17,654.00,749.00
2025-02-18,651.00,746.00
2025-02-19,647.00,741.00
2025-02-20,642.00,735.00
2025-02-21,636.00,730.00
2025-02-24,629.00,724.00
2025-02-25,623.00,718.00
2025-02-26,618.00,714.00
2025-02-27,611.00,707.00
2025-02-28,605.00,702.00
2025-03-03,599.00,695.00
2025-03-04,597.00,693.00
2025-03-05,597.00,693.00
2025-03-06,597.00,693.00
2025-03-07,599.00,694.00
2025-03-10,601.00,694.00
2025-03-11,604.00,695.00
2025-03-12,604.00,695.00
2025-03-13,604.00,694.00
2025-03-14,603.00,692.00
2025-03-17,600.00,689.00
2025-03-18,598.00,688.00
2025-03-19,597.00,687.00
2025-03-20,596.00,686.00
2025-03-21,595.00,685.00
2025-03-24,593.00,682.00
2025-03-25,592.00,680.00
2025-03-26,592.00,680.00
2025-03-27,592.00,680.00
2025-03-28,595.00,680.00
2025-03-31,597.00,680.00
2025-04-01,598.00,680.00
2025-04-02,598.00,680.00
2025-04-03,598.00,680.00
2025-04-07,598.00,680.00
2025-04-08,598.00,680.00
2025-04-09,598.00,680.00
2025-04-10,598.00,680.00
2025-04-11,598.00,680.00
2025-04-14,598.00,680.00
2025-04-15,598.00,680.00
2025-04-16,598.00,679.00
2025-04-17,598.00,677.00
2025-04-18,598.00,677.00
2025-04-21,598.00,677.00
2025-04-22,596.00,675.00
2025-04-23,595.00,673.00
2025-04-24,593.00,671.00
2025-04-25,591.00,669.00
2025-04-27,589.00,666.00
2025-04-28,587.00,664.00
2025-04-29,585.00,662.00
2025-04-30,584.00,661.00
2025-05-06,582.00,658.00
2025-05-07,578.00,654.00
2025-05-08,573.00,650.00
2025-05-09,566.00,643.00
2025-05-12,557.00,634.00
2025-05-13,550.00,628.00
2025-05-14,546.00,625.00
2025-05-15,543.00,624.00
2025-05-16,541.00,623.00
2025-05-19,539.00,622.00
2025-05-20,537.00,622.00
2025-05-21,535.00,620.00
2025-05-22,534.00,619.00
2025-05-23,534.00,619.00
2025-05-26,534.00,619.00
2025-05-27,534.00,619.00
2025-05-28,534.00,619.00
2025-05-29,535.00,619.00
2025-05-30,535.00,619.00
2025-06-03,535.00,619.00
2025-06-04,535.00,618.00
2025-06-05,535.00,617.00
2025-06-06,535.00,617.00
2025-06-09,535.00,617.00
2025-06-10,535.00,617.00
2025-06-11,535.00,617.00
2025-06-12,535.00,617.00
2025-06-13,535.00,617.00
2025-06-16,535.00,617.00
2025-06-17,535.00,617.00
2025-06-18,535.00,617.00
2025-06-19,536.00,617.00
2025-06-20,537.00,617.00
2025-06-23,539.00,617.00
2025-06-24,541.00,617.00
2025-06-25,543.00,618.00
2025-06-26,544.00,618.00
2025-06-27,545.00,618.00
2025-06-30,545.00,618.00
2025-07-01,545.00,618.00
2025-07-02,547.00,618.00
2025-07-03,548.00,618.00
2025-07-04,548.00,618.00
2025-07-07,548.00,618.00
2025-07-08,550.00,619.00
2025-07-09,552.00,620.00
2025-07-10,553.00,620.00
2025-07-11,556.00,622.00
2025-07-14,558.00,624.00
2025-07-15,559.00,625.00
2025-07-16,562.00,628.00
2025-07-17,566.00,631.00
2025-07-18,570.00,634.00
2025-07-21,573.00,637.00
2025-07-22,577.00,641.00
2025-07-23,581.00,645.00
2025-07-24,584.00,648.00
2025-07-25,586.00,650.00
2025-07-28,587.00,651.00
2025-07-29,589.00,652.00
2025-07-30,589.00,652.00
2025-07-31,591.00,654.00
2025-08-01,594.00,657.00
2025-08-04,598.00,661.00
2025-08-05,604.00,667.00
2025-08-06,609.00,673.00
2025-08-07,612.00,676.00
2025-08-08,616.00,680.00
2025-08-11,621.00,684.00
2025-08-12,625.00,688.00
2025-08-13,629.00,691.00
2025-08-14,631.00,693.00
2025-08-15,632.00,695.00
2025-08-18,633.00,697.00
2025-08-19,633.00,698.00
2025-08-20,633.00,698.00
2025-08-21,633.00,698.00
2025-08-22,633.00,698.00
2025-08-25,631.00,698.00
2025-08-26,628.00,698.00
2025-08-27,625.00,696.00
2025-08-28,621.00,695.00
2025-08-29,617.00,693.00
2025-09-01,614.00,692.00
2025-09-02,612.00,691.00
2025-09-03,609.00,690.00
2025-09-04,606.00,689.00
2025-09-05,605.00,688.00
2025-09-08,602.00,687.00
2025-09-09,598.00,685.00
2025-09-10,594.00,683.00
2025-09-11,592.00,682.00
2025-09-12,592.00,682.00
2025-09-15,594.00,685.00
2025-09-16,597.00,689.00
2025-09-17,601.00,693.00
