时间,项目名称,当期值,累计值,累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2022-04,进口数量(万吨),2354.90,7540.60,-16.20,51,2022-04-30 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2022-04,进口金额(千美元),3702200.00,11895400.00,78.60,52,2022-04-30 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2022-03,进口数量(万吨),1642.30,5181.20,-24.20,53,2022-03-31 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2022-03,进口金额(千美元),2315200.00,8179600.00,69.70,54,2022-03-31 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2022-02,进口数量(万吨),1123.00,3539.00,-14.00,55,2022-02-28 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2022-02,进口金额(千美元),1723299.00,5860263.00,121.50,56,2022-02-28 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2022-01,进口数量(万吨),2416.00,2416.00,18.30,57,2022-01-31 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2022-01,进口金额(千美元),4136965.00,4136965.00,231.10,58,2022-01-31 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2021-12,进口数量(万吨),3095.00,32322.00,6.60,59,2021-12-31 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2021-12,进口金额(千美元),5316496.00,35896352.00,76.90,60,2021-12-31 00:00:00,1,0,2024-07-02 18:03:22,0,2024-07-02 18:03:22,,,
2021-11,进口数量(万吨),3505.20,29232.10,10.60,61,2021-11-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-11,进口金额(千美元),5869900.00,30576500.00,67.20,62,2021-11-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-10,进口数量(万吨),2694.30,25734.00,1.90,63,2021-10-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-10,进口金额(千美元),3608900.00,24695100.00,40.30,64,2021-10-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-09,进口数量(万吨),3288.30,23039.60,-3.60,65,2021-09-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-09,进口金额(千美元),3913200.00,21049000.00,26.10,66,2021-09-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-08,进口数量(万吨),2805.20,19768.80,-10.30,67,2021-08-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-08,进口金额(千美元),3111700.00,17137400.00,10.50,68,2021-08-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-07,进口数量(万吨),3017.80,16973.80,-15.00,69,2021-07-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-07,进口金额(千美元),2934900.00,14017200.00,-0.70,70,2021-07-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-06,进口数量(万吨),2839.20,13956.10,-19.70,71,2021-06-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-06,进口金额(千美元),2612100.00,11065600.00,-10.70,72,2021-06-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-05,进口数量(万吨),2104.00,11116.60,-25.20,73,2021-05-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-05,进口金额(千美元),1810100.00,8441800.00,-21.30,74,2021-05-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-04,进口数量(万吨),2173.40,9012.60,-28.80,75,2021-04-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-04,进口金额(千美元),1830400.00,6631600.00,-28.40,76,2021-04-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-03,进口数量(万吨),2733.00,6846.00,-28.50,77,2021-03-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-03,进口金额(千美元),2170141.00,4800885.00,-31.70,78,2021-03-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-02,进口数量(万吨),2077.00,4112.60,-39.50,79,2021-02-28 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-02,进口金额(千美元),1392894.00,2618000.00,-47.70,80,2021-02-28 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-01,进口数量(万吨),2035.00,2035.00,-53.30,81,2021-01-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2021-01,进口金额(千美元),1225126.00,1225126.00,-62.20,82,2021-01-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2020-12,进口数量(万吨),3907.50,30399.10,1.50,83,2020-12-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2020-12,进口金额(千美元),1946100.00,20237300.00,-13.50,84,2020-12-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2020-11,进口数量(万吨),1167.10,26482.60,-10.80,85,2020-11-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2020-11,进口金额(千美元),674700.00,18285400.00,-21.20,86,2020-11-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2020-10,进口数量(万吨),1372.60,25315.50,-8.30,87,2020-10-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2020-10,进口金额(千美元),921000.00,17610700.00,-18.50,88,2020-10-31 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2020-09,进口数量(万吨),1867.60,23942.90,-4.40,89,2020-09-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2020-09,进口金额(千美元),1172800.00,16689700.00,-15.80,90,2020-09-30 00:00:00,1,0,2024-07-02 18:03:29,0,2024-07-02 18:03:29,,,
2020-08,进口数量(万吨),2066.30,22075.30,0.20,91,2020-08-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-08,进口金额(千美元),1389800.00,15516900.00,-10.90,92,2020-08-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-07,进口数量(万吨),2610.00,20009.00,6.80,93,2020-07-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-07,进口金额(千美元),1735700.00,14127100.00,-4.40,94,2020-07-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-06,进口数量(万吨),2528.60,17399.10,12.70,95,2020-06-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-06,进口金额(千美元),1689100.00,102391400.00,2.30,96,2020-06-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-05,进口数量(万吨),2205.70,14871.10,16.80,97,2020-05-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-05,进口金额(千美元),1449700.00,10692100.00,8.00,98,2020-05-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-04,进口数量(万吨),3094.80,12672.60,26.90,99,2020-04-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-04,进口金额(千美元),2224300.00,9238700.00,17.50,100,2020-04-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-03,进口数量(万吨),2783.30,9577.80,28.40,101,2020-03-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-03,进口金额(千美元),2009200.00,7004900.00,21.00,102,2020-03-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-02,进口数量(万吨),0.00,6806.00,33.10,103,2020-02-29 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2020-02,进口金额(千美元),0.00,4999600.00,25.10,104,2020-02-29 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-12,进口数量(万吨),277.20,29967.40,6.30,105,2019-12-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-12,进口金额(千美元),193700.00,23394700.00,-5.50,106,2019-12-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-11,进口数量(万吨),2078.10,29929.60,10.20,107,2019-11-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-11,进口金额(千美元),1599500.00,23397500.00,-2.60,108,2019-11-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-10,进口数量(万吨),2568.50,27624.40,9.60,109,2019-10-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-10,进口金额(千美元),1792200.00,21592600.00,-3.00,110,2019-10-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-09,进口数量(万吨),3028.80,25057.30,9.50,111,2019-09-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-09,进口金额(千美元),2408100.00,19795100.00,-2.50,112,2019-09-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-08,进口数量(万吨),3295.20,22028.40,8.10,113,2019-08-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-08,进口金额(千美元),2632000.00,17380800.00,-4.10,114,2019-08-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-07,进口数量(万吨),3288.50,18736.50,7.00,115,2019-07-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-07,进口金额(千美元),2653900.00,14743000.00,-4.50,116,2019-07-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-06,进口数量(万吨),2709.80,15448.60,5.80,117,2019-06-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-06,进口金额(千美元),2202700.00,12085300.00,-4.60,118,2019-06-30 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-05,进口数量(万吨),2746.70,12738.80,5.60,119,2019-05-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-05,进口金额(千美元),2033900.00,9885600.00,-5.10,120,2019-05-31 00:00:00,1,0,2024-07-02 18:03:34,0,2024-07-02 18:03:34,,,
2019-04,进口数量(万吨),2529.90,9992.60,1.70,121,2019-04-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2019-04,进口金额(千美元),2066700.00,7851000.00,-6.50,122,2019-04-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2019-03,进口数量(万吨),2348.20,7462.80,-1.80,123,2019-03-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2019-03,进口金额(千美元),1794600.00,5780900.00,-10.80,124,2019-03-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2019-02,进口数量(万吨),1764.10,5114.50,3.80,125,2019-02-28 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2019-02,进口金额(千美元),1190300.00,3988700.00,-5.00,126,2019-02-28 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2019-01,进口数量(万吨),3350.30,3350.30,19.50,127,2019-01-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2019-01,进口金额(千美元),2797800.00,2797800.00,18.40,128,2019-01-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-12,进口数量(万吨),1023.00,28123.20,3.90,129,2018-12-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-12,进口金额(千美元),735000.00,24606100.00,8.60,130,2018-12-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-11,进口数量(万吨),1915.30,27118.70,9.30,131,2018-11-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-11,进口金额(千美元),1640700.00,23877500.00,15.70,132,2018-11-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-10,进口数量(万吨),2307.90,25204.00,11.50,133,2018-10-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-10,进口金额(千美元),1964200.00,22230200.00,18.60,134,2018-10-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-09,进口数量(万吨),2513.70,22859.90,11.80,135,2018-09-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-09,进口金额(千美元),2164600.00,20263100.00,19.00,136,2018-09-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-08,进口数量(万吨),2867.90,20381.80,14.70,137,2018-08-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-08,进口金额(千美元),2673000.00,18096000.00,21.30,138,2018-08-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-07,进口数量(万吨),2900.60,17519.50,15.00,139,2018-07-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-07,进口金额(千美元),2767000.00,15420200.00,19.20,140,2018-07-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-06,进口数量(万吨),2546.70,14618.70,9.90,141,2018-06-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-06,进口金额(千美元),2235600.00,12651800.00,11.70,142,2018-06-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-05,进口数量(万吨),2233.30,12073.30,8.20,143,2018-05-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-05,进口金额(千美元),2023000.00,10406.80,8.10,144,2018-05-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-04,进口数量(万吨),2228.30,9767.70,9.30,145,2018-04-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-04,进口金额(千美元),1910600.00,8300800.00,3.80,146,2018-04-30 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-03,进口数量(万吨),2670.00,7541.00,16.60,147,2018-03-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-03,进口金额(千美元),2265700.00,6379900.00,9.20,148,2018-03-31 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-02,进口数量(万吨),2090.60,4871.40,14.40,149,2018-02-28 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-02,进口金额(千美元),1783500.00,4107100.00,3.60,150,2018-02-28 00:00:00,1,0,2024-07-02 18:03:39,0,2024-07-02 18:03:39,,,
2018-01,进口数量(万吨),2780.70,2780.70,11.50,151,2018-01-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2018-01,进口金额(千美元),2322600.00,2322600.00,-1.40,152,2018-01-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-12,进口数量(万吨),2274.00,27090.00,6.10,153,2017-12-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-12,进口金额(千美元),2038990.00,22636707.00,60.00,154,2017-12-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-11,进口数量(万吨),2205.00,24817.00,8.50,155,2017-11-30 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-11,进口金额(千美元),1871475.00,20574163.00,72.20,156,2017-11-30 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-10,进口数量(万吨),2128.00,22612.00,12.10,157,2017-10-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-10,进口金额(千美元),1702249.00,18691965.00,83.10,158,2017-10-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-09,进口数量(万吨),2708.00,20485.00,13.70,159,2017-09-30 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-09,进口金额(千美元),2078874.00,16984342.00,91.00,160,2017-09-30 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-08,进口数量(万吨),2527.00,17782.00,14.20,161,2017-08-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-08,进口金额(千美元),1962595.00,14879477.00,94.60,162,2017-08-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-07,进口数量(万吨),1946.00,15271.00,18.20,163,2017-07-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-07,进口金额(千美元),1602680.00,12925721.00,106.20,164,2017-07-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-06,进口数量(万吨),2160.00,13326.00,23.50,165,2017-06-30 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-06,进口金额(千美元),1711128.00,11322202.00,117.20,166,2017-06-30 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-05,进口数量(万吨),2219.00,11168.00,29.60,167,2017-05-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-05,进口金额(千美元),1633752.00,9618731.00,133.20,168,2017-05-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-04,进口数量(万吨),2478.00,8949.00,33.20,169,2017-04-30 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-04,进口金额(千美元),2162672.00,7987045.00,146.80,170,2017-04-30 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-03,进口数量(万吨),2209.00,6471.00,33.80,171,2017-03-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-03,进口金额(千美元),1868897.00,5821525.00,152.20,172,2017-03-31 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
2017-02,进口数量(万吨),1768.00,4261.00,48.50,173,2017-02-28 00:00:00,1,0,2024-07-02 18:03:46,0,2024-07-02 18:03:46,,,
