时间,项目名称,当季值(亿元),累计值(亿元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2019-03,第一产业增加值,8769.00,8769.00,80,2019-03-31 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-12,第三产业增加值,124486.00,469575.00,81,2018-12-31 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-12,第二产业增加值,104178.00,366001.00,82,2018-12-31 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-12,国内生产总值,253599.00,900309.00,83,2018-12-31 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-12,第一产业增加值,24934.00,64734.00,84,2018-12-31 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-09,第三产业增加值,118198.00,345773.00,85,2018-09-30 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-09,第一产业增加值,20086.00,42173.00,86,2018-09-30 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-09,第二产业增加值,93655.00,262953.00,87,2018-09-30 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-09,国内生产总值,231938.00,650899.00,88,2018-09-30 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-06,国内生产总值,220178.00,418961.10,89,2018-06-30 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-06,第二产业增加值,91847.20,169298.50,90,2018-06-30 00:00:00,1,0,2024-07-02 19:27:59,0,2024-07-02 19:27:59,,,
2018-06,第一产业增加值,13183.00,22087.00,91,2018-06-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2018-06,第二产业增加值,91847.20,169298.50,92,2018-06-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2018-03,第三产业增加值,112427.80,112427.80,93,2018-03-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2018-03,国内生产总值,198783.10,198783.10,94,2018-03-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2018-03,第二产业增加值,77451.30,77451.30,95,2018-03-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2018-03,第一产业增加值,8904.00,8904.00,96,2018-03-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-12,国内生产总值,234582.00,827122.00,97,2017-12-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-12,第三产业增加值,114167.00,427032.00,98,2017-12-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-12,第二产业增加值,96177.00,334623.00,99,2017-12-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-12,第一产业增加值,24239.00,65468.00,100,2017-12-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-09,第三产业增加值,107435.00,313951.00,101,2017-09-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-09,国内生产总值,211798.00,593288.00,102,2017-09-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-09,第一产业增加值,19242.00,41229.00,103,2017-09-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-09,第二产业增加值,85121.00,238109.00,104,2017-09-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-06,第一产业增加值,13333.00,21987.00,105,2017-06-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-06,第三产业增加值,104491.30,206515.60,106,2017-06-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-06,国内生产总值,200807.20,381490.00,107,2017-06-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-06,第二产业增加值,82982.90,152987.40,108,2017-06-30 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-03,第二产业增加值,70004.50,70004.50,109,2017-03-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-03,国内生产总值,180682.70,180682.70,110,2017-03-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-03,第三产业增加值,102024.20,102024.20,111,2017-03-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2017-03,第一产业增加值,8654.00,8654.00,112,2017-03-31 00:00:00,1,0,2024-07-02 19:28:05,0,2024-07-02 19:28:05,,,
2024-06,国内生产总值,320537.00,616836.00,513,2024-06-30 00:00:00,1,0,2024-07-16 18:00:13,0,2024-07-16 18:00:13,,,
2024-06,第一产业增加值,19122.00,30660.00,514,2024-06-30 00:00:00,1,0,2024-07-16 18:00:13,0,2024-07-16 18:00:13,,,
2024-06,第二产业增加值,126684.00,236530.00,515,2024-06-30 00:00:00,1,0,2024-07-16 18:00:13,0,2024-07-16 18:00:13,,,
2024-06,第三产业增加值,174731.00,349646.00,516,2024-06-30 00:00:00,1,0,2024-07-16 18:00:13,0,2024-07-16 18:00:13,,,
2024-09,国内生产总值,332909.80,949745.70,517,2024-09-30 00:00:00,1,0,2024-10-24 18:00:24,0,2024-10-24 18:00:24,,,
2024-09,第一产业增加值,27073.10,57733.10,518,2024-09-30 00:00:00,1,0,2024-10-24 18:00:24,0,2024-10-24 18:00:24,,,
2024-09,第二产业增加值,124831.60,361361.60,519,2024-09-30 00:00:00,1,0,2024-10-24 18:00:24,0,2024-10-24 18:00:24,,,
2024-09,第三产业增加值,181005.00,530651.10,520,2024-09-30 00:00:00,1,0,2024-10-24 18:00:24,0,2024-10-24 18:00:24,,,
2024-12,国内生产总值,373726.20,1349083.50,521,2024-12-31 00:00:00,1,0,2025-01-21 18:02:02,0,2025-01-21 18:02:02,,,
2024-12,第一产业增加值,34050.30,91413.90,522,2024-12-31 00:00:00,1,0,2025-01-21 18:02:02,0,2025-01-21 18:02:02,,,
2024-12,第二产业增加值,135595.10,492087.10,523,2024-12-31 00:00:00,1,0,2025-01-21 18:02:02,0,2025-01-21 18:02:02,,,
2024-12,第三产业增加值,204080.80,765582.50,524,2024-12-31 00:00:00,1,0,2025-01-21 18:02:02,0,2025-01-21 18:02:02,,,
2025-03,国内生产总值,318758.00,318758.00,525,2025-03-31 00:00:00,1,0,2025-04-18 18:01:59,0,2025-04-18 18:01:59,,,
2025-03,第一产业增加值,11712.80,11712.80,526,2025-03-31 00:00:00,1,0,2025-04-18 18:01:59,0,2025-04-18 18:01:59,,,
2025-03,第二产业增加值,111902.90,111902.90,527,2025-03-31 00:00:00,1,0,2025-04-18 18:01:59,0,2025-04-18 18:01:59,,,
2025-03,第三产业增加值,195142.30,195142.30,528,2025-03-31 00:00:00,1,0,2025-04-18 18:01:59,0,2025-04-18 18:01:59,,,
2025-06,国内生产总值,341777.80,660535.80,529,2025-06-30 00:00:00,1,0,2025-07-18 19:00:14,0,2025-07-18 19:00:14,,,
2025-06,第一产业增加值,19459.00,31171.80,530,2025-06-30 00:00:00,1,0,2025-07-18 19:00:14,0,2025-07-18 19:00:14,,,
2025-06,第二产业增加值,127147.30,239050.20,531,2025-06-30 00:00:00,1,0,2025-07-18 19:00:14,0,2025-07-18 19:00:14,,,
2025-06,第三产业增加值,195171.60,390313.80,532,2025-06-30 00:00:00,1,0,2025-07-18 19:00:14,0,2025-07-18 19:00:14,,,
