时间,耗煤量,环比,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2017-01-16,43.140025804545400,,16,2017-01-16 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-17,43.140025804545400,,17,2017-01-17 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-18,43.140025804545400,,18,2017-01-18 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-19,43.873930804545400,,19,2017-01-19 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-20,43.873930804545400,,20,2017-01-20 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-21,,,21,2017-01-21 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-22,44.040252149393900,,22,2017-01-22 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-23,44.040252149393900,,23,2017-01-23 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-24,44.040252149393900,,24,2017-01-24 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-25,44.212854649393900,,25,2017-01-25 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-26,44.253453649393900,,26,2017-01-26 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-27,44.253453649393900,,27,2017-01-27 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-28,,,28,2017-01-28 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-29,,,29,2017-01-29 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-30,,,30,2017-01-30 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-01-31,44.253453649393900,,31,2017-01-31 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-01,,,32,2017-02-01 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-02,,,33,2017-02-02 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-03,44.393453649393900,,34,2017-02-03 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-04,44.393453649393900,,35,2017-02-04 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-05,,,36,2017-02-05 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-06,44.316740649393900,,37,2017-02-06 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-07,44.316740649393900,,38,2017-02-07 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-08,44.316740649393900,,39,2017-02-08 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-09,44.547842649393900,,40,2017-02-09 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-10,44.547842649393900,,41,2017-02-10 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-11,,,42,2017-02-11 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-12,,,43,2017-02-12 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-13,44.885108822121200,,44,2017-02-13 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-14,44.885108822121200,,45,2017-02-14 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-15,44.885108822121200,,46,2017-02-15 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-16,45.084980822121200,,47,2017-02-16 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-17,45.084980822121200,,48,2017-02-17 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-18,,,49,2017-02-18 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-19,,,50,2017-02-19 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-20,44.895235033636300,,51,2017-02-20 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-21,44.895235033636300,,52,2017-02-21 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-22,44.895235033636300,,53,2017-02-22 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-23,43.942720033636300,,54,2017-02-23 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-24,43.942720033636300,,55,2017-02-24 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-25,,,56,2017-02-25 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-26,,,57,2017-02-26 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-27,44.102990748181800,,58,2017-02-27 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-02-28,44.102990748181800,,59,2017-02-28 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-01,43.985054748181800,,60,2017-03-01 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-02,44.437889748181800,,61,2017-03-02 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-03,44.274877248181800,,62,2017-03-03 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-04,,,63,2017-03-04 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-05,,,64,2017-03-05 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-06,44.190136410606000,,65,2017-03-06 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-07,44.190136410606000,,66,2017-03-07 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-08,44.190136410606000,,67,2017-03-08 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-09,44.002357410606000,,68,2017-03-09 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-10,44.002357410606000,,69,2017-03-10 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-11,,,70,2017-03-11 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-12,,,71,2017-03-12 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-13,43.933423521212100,,72,2017-03-13 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-14,43.933423521212100,,73,2017-03-14 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-15,43.933423521212100,,74,2017-03-15 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-16,43.589893521212100,,75,2017-03-16 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-17,43.589893521212100,,76,2017-03-17 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-18,,,77,2017-03-18 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-19,,,78,2017-03-19 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-20,43.631342843939300,,79,2017-03-20 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-21,43.631342843939300,,80,2017-03-21 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-22,43.631342843939300,,81,2017-03-22 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-23,43.959656843939300,,82,2017-03-23 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-24,43.959656843939300,,83,2017-03-24 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-25,,,84,2017-03-25 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-26,,,85,2017-03-26 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-27,43.816886954545400,,86,2017-03-27 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-28,43.816886954545400,,87,2017-03-28 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-29,43.816886954545400,,88,2017-03-29 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-30,43.592030954545400,,89,2017-03-30 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-03-31,43.592030954545400,,90,2017-03-31 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-01,43.889063831818100,,91,2017-04-01 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-02,,,92,2017-04-02 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-03,,,93,2017-04-03 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-04,,,94,2017-04-04 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-05,43.889063831818100,,95,2017-04-05 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-06,43.751651831818100,,96,2017-04-06 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-07,43.905074331818100,,97,2017-04-07 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-08,,,98,2017-04-08 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-09,,,99,2017-04-09 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-10,43.841518703636300,,100,2017-04-10 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-11,43.841518703636300,,101,2017-04-11 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-12,43.841518703636300,,102,2017-04-12 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-13,43.170073703636300,,103,2017-04-13 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-14,43.170073703636300,,104,2017-04-14 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-15,,,105,2017-04-15 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-16,,,106,2017-04-16 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-17,42.630711954242400,,107,2017-04-17 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-18,42.630711954242400,,108,2017-04-18 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-19,42.630711954242400,,109,2017-04-19 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-20,43.189728954242400,,110,2017-04-20 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-21,43.189728954242400,,111,2017-04-21 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-22,,,112,2017-04-22 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-23,,,113,2017-04-23 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-24,43.285522944545400,,114,2017-04-24 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-25,43.285522944545400,,115,2017-04-25 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-26,43.141686944545400,,116,2017-04-26 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-27,42.901215944545400,,117,2017-04-27 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-28,42.901215944545400,,118,2017-04-28 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-29,,,119,2017-04-29 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-04-30,42.717917828484800,,120,2017-04-30 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-01,42.717917828484800,,121,2017-05-01 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-02,42.717917828484800,,122,2017-05-02 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-03,42.446216828484800,,123,2017-05-03 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-04,42.446216828484800,,124,2017-05-04 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-05,,,125,2017-05-05 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-06,,,126,2017-05-06 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-07,42.682537973939400,,127,2017-05-07 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-08,42.682537973939400,,128,2017-05-08 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-09,41.994045973939300,,129,2017-05-09 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-10,41.372967973939300,,130,2017-05-10 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-11,41.372967973939300,,131,2017-05-11 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-12,,,132,2017-05-12 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-13,,,133,2017-05-13 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-14,41.248620005757500,,134,2017-05-14 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-15,41.248620005757500,,135,2017-05-15 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-16,41.248620005757500,,136,2017-05-16 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-17,40.717710005757500,,137,2017-05-17 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-18,40.717710005757500,,138,2017-05-18 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-19,,,139,2017-05-19 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-20,,,140,2017-05-20 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-21,40.208149364848400,,141,2017-05-21 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-22,40.380751864848400,,142,2017-05-22 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-23,40.380751864848400,,143,2017-05-23 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-24,40.605607864848400,,144,2017-05-24 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-25,40.605607864848400,,145,2017-05-25 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-26,40.848536700606000,,146,2017-05-26 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-27,,,147,2017-05-27 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-28,,,148,2017-05-28 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-29,,,149,2017-05-29 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-30,40.695110700606000,,150,2017-05-30 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-05-31,42.100681700606000,,151,2017-05-31 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-01,42.100681700606000,,152,2017-06-01 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-02,,,153,2017-06-02 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-03,,,154,2017-06-03 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-04,42.425828609999900,,155,2017-06-04 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-05,42.605144110000000,,156,2017-06-05 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-06,42.605144110000000,,157,2017-06-06 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-07,42.849137110000000,,158,2017-06-07 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-08,42.849137110000000,,159,2017-06-08 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-09,,,160,2017-06-09 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-10,,,161,2017-06-10 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-11,42.314901394848400,,162,2017-06-11 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-12,42.559421894848400,,163,2017-06-12 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-13,42.559421894848400,,164,2017-06-13 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-14,43.205882894848400,,165,2017-06-14 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-15,43.205882894848400,,166,2017-06-15 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-16,,,167,2017-06-16 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-17,,,168,2017-06-17 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-18,43.245865564848400,,169,2017-06-18 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-19,43.245865564848400,,170,2017-06-19 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-20,43.245865564848400,,171,2017-06-20 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-21,44.007877564848400,,172,2017-06-21 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-22,44.007877564848400,,173,2017-06-22 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-23,,,174,2017-06-23 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-24,,,175,2017-06-24 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-25,44.279203860606000,,176,2017-06-25 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-26,44.279203860606000,,177,2017-06-26 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-27,44.279203860606000,,178,2017-06-27 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-28,44.219866860606000,,179,2017-06-28 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-29,44.219866860606000,,180,2017-06-29 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-06-30,,,181,2017-06-30 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-01,,,182,2017-07-01 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-02,44.258597400303000,,183,2017-07-02 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-03,44.258597400303000,,184,2017-07-03 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-04,44.498322900303000,,185,2017-07-04 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-05,44.242236900303000,,186,2017-07-05 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-06,44.242236900303000,,187,2017-07-06 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-07,,,188,2017-07-07 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-08,,,189,2017-07-08 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-09,44.385006789696900,,190,2017-07-09 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-10,44.576789289696900,,191,2017-07-10 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-11,44.576789289696900,,192,2017-07-11 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-12,44.086478289696900,,193,2017-07-12 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-13,44.086478289696900,,194,2017-07-13 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-14,,,195,2017-07-14 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-15,,,196,2017-07-15 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-16,43.826729200606000,,197,2017-07-16 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-17,43.826729200606000,,198,2017-07-17 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-18,43.826729200606000,,199,2017-07-18 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-19,43.783007200606000,,200,2017-07-19 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-20,43.783007200606000,,201,2017-07-20 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-21,,,202,2017-07-21 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-22,,,203,2017-07-22 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-23,43.622736486060500,,204,2017-07-23 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-24,43.622736486060500,,205,2017-07-24 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-25,43.622736486060500,,206,2017-07-25 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-26,42.748296486060600,,207,2017-07-26 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-27,42.748296486060600,,208,2017-07-27 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-28,,,209,2017-07-28 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-29,,,210,2017-07-29 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-30,42.893829663636300,,211,2017-07-30 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-07-31,43.055198663636300,,212,2017-07-31 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-08-01,43.055198663636300,,213,2017-08-01 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-08-02,43.396370663636300,,214,2017-08-02 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-08-03,43.396370663636300,,215,2017-08-03 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
2017-08-04,,,216,2017-08-04 00:00:00,1,0,2024-07-08 14:14:32,0,2024-07-08 14:14:32,,,
