发布日期,达拉特旗高头窑-鄂尔多斯罕台川北站,鄂尔多斯黄天棉图-鄂尔多斯罕台川北站,达拉特旗万利-鄂尔多斯罕台川北站,鄂尔多斯弓家塔-鄂尔多斯巴图塔站,鄂尔多斯新庙-鄂尔多斯巴图塔站,鄂尔多斯乌兰木伦-鄂尔多斯新街,鄂尔多斯纳林塔矿区-鄂尔多斯海勒斯壕,鄂尔多斯乌兰木伦-鄂尔多斯石圪台站,鄂尔多斯纳林塔矿区-鄂尔多斯转龙湾站,鄂尔多斯黄天棉图-鄂尔多斯李家壕
2023-05-26,42.00,52.00,8.00,33.00,23.00,17.00,16.00,7.00,22.00,35.00
2023-06-02,42.00,52.00,8.00,33.00,23.00,17.00,15.00,7.00,21.00,34.00
2023-06-09,42.00,52.00,8.00,33.00,23.00,17.00,15.00,7.00,21.00,34.00
2023-06-16,42.00,50.00,8.00,33.00,23.00,17.00,15.00,7.00,21.00,33.00
2023-06-30,42.00,50.00,8.00,33.00,23.00,17.00,15.00,7.00,21.00,33.00
2023-07-07,42.00,51.00,8.00,35.00,23.00,17.00,15.00,7.00,21.00,33.00
2023-07-14,42.00,51.00,8.00,35.00,23.00,17.00,15.00,7.00,21.00,33.00
2023-07-21,43.00,51.00,8.00,37.00,23.00,17.00,15.00,7.00,21.00,33.00
2023-07-28,43.00,51.00,8.00,37.00,23.00,17.00,15.00,7.00,21.00,33.00
2023-08-04,43.00,50.00,7.50,34.00,23.00,17.00,15.00,6.50,21.00,33.00
2023-08-11,43.00,50.00,7.50,34.00,23.00,17.00,15.00,6.50,21.00,33.00
2023-08-18,43.00,50.00,7.50,34.00,23.00,17.00,15.00,6.50,21.00,33.00
2023-08-25,43.00,50.00,7.50,34.00,23.00,17.00,15.00,6.50,21.00,33.00
2023-09-01,43.00,50.00,7.50,34.00,23.00,17.00,15.00,6.50,21.00,33.00
2023-09-08,43.00,52.00,8.00,35.00,23.00,17.00,15.00,7.00,21.00,33.00
2023-09-15,43.00,52.00,8.00,36.00,25.00,17.00,15.00,7.00,21.00,35.00
2023-09-22,43.00,52.00,8.00,36.00,25.00,18.00,15.00,7.00,23.00,37.00
2023-10-13,43.00,52.00,8.00,36.00,25.00,18.00,15.00,7.00,23.00,37.00
2023-10-20,43.00,52.00,8.00,35.00,25.00,18.00,15.00,7.00,22.00,36.00
2023-10-27,43.00,50.00,8.00,35.00,24.00,17.00,15.00,7.00,22.00,35.00
2023-11-03,43.00,50.00,7.50,33.00,24.00,17.00,15.00,7.00,22.00,35.00
2023-11-10,43.00,50.00,7.50,33.00,24.00,17.00,15.00,7.00,22.00,35.00
2023-11-17,41.00,50.00,7.50,33.00,23.00,17.00,15.00,7.00,21.00,34.00
2023-11-24,41.00,50.00,7.50,33.00,23.00,17.00,15.00,7.00,21.00,34.00
2023-12-01,41.00,50.00,7.50,33.00,23.00,17.00,15.00,7.00,21.00,34.00
2023-12-08,41.00,50.00,7.50,33.00,23.00,17.00,15.00,7.00,21.00,34.00
2023-12-15,42.00,50.00,8.00,33.00,24.00,17.00,15.00,7.00,21.00,34.00
2023-12-22,42.00,50.00,8.00,33.00,25.00,17.00,15.00,7.00,21.00,34.00
2023-12-29,42.00,50.00,8.00,33.00,25.00,17.00,15.00,7.00,21.00,34.00
2024-01-05,42.00,52.00,8.00,35.00,25.00,17.00,15.00,7.00,21.00,34.00
2024-01-12,42.00,52.00,8.00,35.00,25.00,17.00,15.00,7.00,21.00,34.00
2024-01-19,42.00,52.00,8.00,35.00,25.00,17.00,15.00,7.00,21.00,34.00
2024-01-26,42.00,52.00,8.00,35.00,25.00,17.00,15.00,7.00,21.00,34.00
2024-02-02,44.00,52.00,8.00,35.00,25.00,17.00,16.00,7.00,21.00,34.00
2024-02-09,44.00,52.00,8.00,35.00,25.00,17.00,16.00,7.00,21.00,34.00
2024-02-23,44.00,52.00,8.00,35.00,25.00,18.00,16.00,7.00,22.00,34.00
2024-03-01,44.00,52.00,8.00,35.00,25.00,18.00,16.00,7.00,22.00,34.00
2024-03-08,44.00,52.00,8.00,35.00,25.00,17.00,16.00,7.00,22.00,34.00
2024-03-15,42.00,50.00,8.00,35.00,24.00,17.00,16.00,7.00,21.00,34.00
2024-03-22,42.00,50.00,8.00,33.00,24.00,17.00,15.00,7.00,21.00,34.00
2024-03-29,42.00,50.00,8.00,33.00,24.00,17.00,15.00,7.00,21.00,34.00
2024-04-12,42.00,50.00,8.00,33.00,23.00,16.00,15.00,7.00,21.00,33.00
2024-04-19,42.00,50.00,8.00,34.00,24.00,16.00,15.00,7.00,21.00,33.00
2024-04-26,42.00,50.00,8.00,34.00,24.00,16.00,15.00,7.00,21.00,33.00
2024-05-10,42.00,50.00,8.00,34.00,24.00,17.00,15.00,7.00,21.00,33.00
2024-05-17,42.00,50.00,8.00,34.00,24.00,17.00,15.00,7.00,21.00,33.00
2024-05-24,42.00,50.00,8.00,34.00,24.00,17.00,15.00,7.00,21.00,33.00
2024-05-31,42.00,50.00,8.00,32.00,23.00,17.00,15.00,7.00,21.00,33.00
2024-06-07,42.00,50.00,8.00,32.00,23.00,17.00,15.00,7.00,21.00,33.00
2024-06-14,41.00,48.00,8.00,32.00,23.00,17.00,15.00,7.00,21.00,33.00
2024-06-21,41.00,48.00,8.00,32.00,23.00,16.00,15.00,7.00,21.00,33.00
2024-06-28,41.00,48.00,8.00,32.00,23.00,16.00,15.00,7.00,21.00,33.00
2024-07-05,41.00,48.00,7.00,32.00,23.00,16.00,15.00,7.00,21.00,33.00
2024-07-12,41.00,48.00,7.00,32.00,23.00,16.00,15.00,7.00,21.00,33.00
