时间,地区,当月值(万千瓦时),同比增长(%),累计值(万千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-07,甘肃省,90835.00,-5.10,635638.00,8.30,1348,2020-07-31 00:00:00,1,0,2024-07-02 19:01:53,0,2024-07-02 19:01:53,,,
2020-07,陕西省,63449.00,3.00,446499.00,18.60,1349,2020-07-31 00:00:00,1,0,2024-07-02 19:01:53,0,2024-07-02 19:01:53,,,
2020-07,西藏区,4797.00,6.00,31664.00,2.10,1350,2020-07-31 00:00:00,1,0,2024-07-02 19:01:53,0,2024-07-02 19:01:53,,,
2020-07,云南省,21494.00,8.20,184165.00,-1.60,1351,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,贵州省,32577.00,124.50,195941.00,73.50,1352,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,四川省,15934.00,13.30,137161.00,5.50,1353,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,重庆市,3582.00,19.70,24716.00,57.30,1354,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,海南省,4236.00,4.80,26284.00,-0.80,1355,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,广西区,11328.00,62.40,49488.00,57.00,1356,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,广东省,33043.00,31.70,165016.00,25.50,1357,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,湖南省,10201.00,-6.60,59266.00,11.20,1358,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,湖北省,39803.00,-14.90,248689.00,7.00,1359,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,河南省,40148.00,-9.80,273115.00,3.80,1360,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,山东省,49661.00,-9.60,336674.00,-2.40,1361,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,江西省,28832.00,-9.40,175888.00,9.20,1362,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,福建省,3433.00,9.20,18780.00,16.80,1363,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,安徽省,49810.00,-29.60,386199.00,3.70,1364,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,浙江省,39798.00,-2.80,244375.00,18.90,1365,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,江苏省,50962.00,-24.40,378411.00,1.20,1366,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,上海市,382.00,-40.60,3172.00,-5.70,1367,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,黑龙江省,10078.00,14.40,66659.00,-1.70,1368,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,吉林省,24258.00,18.90,143625.00,3.10,1369,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,辽宁省,16309.00,1.50,111018.00,-3.60,1370,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,内蒙古区,115822.00,7.40,785267.00,2.40,1371,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,山西省,71704.00,-2.40,492991.00,3.10,1372,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,河北省,80086.00,5.70,597837.00,21.10,1373,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,天津市,3643.00,9.70,23507.00,54.20,1374,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,北京市,1074.00,2.40,7119.00,9.30,1375,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-07,全国,1216000.00,-0.60,8206000.00,7.50,1376,2020-07-31 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-06,新疆区,114401.00,13.60,582244.00,9.90,1377,2020-06-30 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-06,宁夏区,90704.00,17.80,498798.00,8.50,1378,2020-06-30 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-06,青海省,81846.00,-17.40,577144.00,-5.40,1379,2020-06-30 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-06,甘肃省,94422.00,28.90,544803.00,12.20,1380,2020-06-30 00:00:00,1,0,2024-07-02 19:02:00,0,2024-07-02 19:02:00,,,
2020-06,陕西省,64893.00,17.90,383050.00,22.10,1381,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,西藏区,5357.00,-26.60,26866.00,1.40,1382,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,云南省,24270.00,-1.00,157418.00,-5.90,1383,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,贵州省,37857.00,136.90,163363.00,66.00,1384,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,四川省,18871.00,0.60,121227.00,4.60,1385,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,重庆市,3605.00,19.40,21134.00,66.10,1386,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,海南省,3792.00,-10.10,22048.00,-1.80,1387,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,广西区,9197.00,52.50,38161.00,55.40,1388,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,广东省,28416.00,21.70,131973.00,24.00,1389,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,湖南省,9276.00,0.20,49065.00,15.70,1390,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,湖北省,44031.00,7.80,208886.00,12.60,1391,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,河南省,39802.00,-6.30,232968.00,6.10,1392,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,山东省,57376.00,-2.20,287033.00,-0.90,1393,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,江西省,29238.00,3.50,147057.00,13.80,1394,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,福建省,2968.00,17.40,15346.00,18.70,1395,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,安徽省,56829.00,-14.70,336388.00,10.90,1396,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,浙江省,39086.00,15.10,204350.00,24.00,1397,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,江苏省,51936.00,-19.00,328868.00,7.20,1398,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,上海市,446.00,-26.50,2790.00,2.50,1399,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,黑龙江省,9285.00,-11.60,56581.00,-4.10,1400,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,吉林省,22048.00,-16.80,119367.00,-0.10,1401,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,辽宁省,16885.00,5.80,94708.00,-4.40,1402,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,内蒙古区,116762.00,3.20,669169.00,1.50,1403,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,山西省,77077.00,6.40,421253.00,4.40,1404,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,河北省,85836.00,14.50,531237.00,24.10,1405,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,天津市,3702.00,35.10,19864.00,66.60,1406,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,北京市,1262.00,15.10,5999.00,10.60,1407,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-06,全国,1241000.00,5.80,6999000.00,9.10,1408,2020-06-30 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-05,新疆区,106426.00,2.00,467842.00,9.10,1409,2020-05-31 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-05,宁夏区,95967.00,11.60,408093.00,7.50,1410,2020-05-31 00:00:00,1,0,2024-07-02 19:02:04,0,2024-07-02 19:02:04,,,
2020-05,青海省,93214.00,-14.90,495298.00,-3.10,1411,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,甘肃省,99788.00,15.30,450381.00,9.20,1412,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,陕西省,76677.00,31.00,318157.00,23.00,1413,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,西藏区,5875.00,36.30,21509.00,12.10,1414,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,云南省,27095.00,-1.20,133148.00,-2.80,1415,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,贵州省,36856.00,142.20,125506.00,52.20,1416,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,四川省,19701.00,3.50,102356.00,5.30,1417,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,重庆市,4728.00,75.60,17528.00,80.70,1418,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,海南省,4587.00,25.90,18256.00,0.20,1419,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,广西区,9613.00,78.40,28964.00,56.40,1420,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,广东省,26778.00,33.70,104251.00,25.50,1421,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,湖南省,9462.00,12.80,38600.00,19.10,1422,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,湖北省,46232.00,17.60,164865.00,13.90,1423,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,河南省,46947.00,4.60,193166.00,9.00,1424,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,山东省,62913.00,4.30,229549.00,-1.10,1425,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,江西省,26242.00,-5.40,117819.00,21.70,1426,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,福建省,2783.00,13.60,12378.00,19.00,1427,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,安徽省,69797.00,4.60,270026.00,15.00,1428,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,浙江省,42441.00,13.50,159381.00,23.30,1429,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,江苏省,67747.00,5.00,276778.00,14.20,1430,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,上海市,689.00,5.30,2343.00,10.90,1431,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,黑龙江省,9620.00,-1.00,47296.00,-2.50,1432,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,吉林省,21858.00,-0.30,97320.00,4.70,1433,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,辽宁省,15334.00,-21.90,77823.00,-6.40,1434,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,内蒙古区,121343.00,-1.60,539937.00,-0.60,1435,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,山西省,83339.00,3.10,344175.00,3.90,1436,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,河北省,88896.00,4.40,448004.00,20.20,1437,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,天津市,3781.00,32.60,16161.00,76.00,1438,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,北京市,1126.00,-3.20,4737.00,9.50,1439,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-05,全国,1328000.00,7.10,5732000.00,9.30,1440,2020-05-31 00:00:00,1,0,2024-07-02 19:02:09,0,2024-07-02 19:02:09,,,
2020-04,新疆区,105023.00,6.80,360026.00,10.90,1441,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,宁夏区,102627.00,17.30,312126.00,6.30,1442,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,青海省,102587.00,-11.20,402068.00,0.10,1443,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,甘肃省,101114.00,11.30,350593.00,7.60,1444,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,陕西省,71325.00,15.50,241480.00,20.70,1445,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,西藏区,4894.00,24.10,15633.00,5.10,1446,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,云南省,24324.00,-12.70,106052.00,-3.10,1447,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,贵州省,27149.00,27.00,88650.00,31.90,1448,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,四川省,21279.00,2.60,82656.00,5.80,1449,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,重庆市,4458.00,32.50,12800.00,52.40,1450,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,海南省,3262.00,-21.70,13669.00,-6.30,1451,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,广西区,5383.00,17.10,19350.00,47.30,1452,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,广东省,20939.00,13.20,77472.00,22.90,1453,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,湖南省,10084.00,29.30,29137.00,21.30,1454,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,湖北省,43441.00,7.60,118633.00,14.20,1455,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,河南省,47627.00,17.00,146219.00,10.50,1456,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,山东省,58882.00,14.70,162739.00,0.60,1457,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,江西省,31819.00,39.50,91577.00,29.80,1458,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,福建省,2945.00,18.90,9595.00,20.60,1459,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,安徽省,72146.00,24.70,200229.00,19.10,1460,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,浙江省,41582.00,18.10,117761.00,28.20,1461,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,江苏省,74441.00,31.90,209048.00,17.50,1462,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,上海市,566.00,-5.10,1654.00,13.30,1463,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,黑龙江省,11025.00,0.70,37675.00,-2.90,1464,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,吉林省,21695.00,-7.00,75462.00,6.20,1465,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,辽宁省,18801.00,5.60,62490.00,-1.60,1466,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,内蒙古区,129742.00,8.40,418592.00,-0.70,1467,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,山西省,89680.00,25.10,260178.00,3.90,1468,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,河北省,93167.00,17.10,365724.00,24.80,1469,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,天津市,4271.00,102.20,12380.00,95.50,1470,2020-04-30 00:00:00,1,0,2024-07-02 19:02:15,0,2024-07-02 19:02:15,,,
2020-04,北京市,1229.00,28.60,3610.00,14.10,1471,2020-04-30 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-04,全国,1348000.00,12.30,4405000.00,10.10,1472,2020-04-30 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,新疆区,106796.00,7.90,255003.00,12.60,1473,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,宁夏区,88347.00,2.80,209500.00,1.60,1474,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,青海省,107202.00,0.00,299481.00,4.70,1475,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,甘肃省,96061.00,-0.90,249479.00,5.70,1476,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,陕西省,86377.00,56.60,206662.00,57.10,1477,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,西藏区,4153.00,14.70,10740.00,-1.80,1478,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,云南省,30966.00,9.70,81728.00,0.10,1479,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,贵州省,27493.00,62.50,61500.00,40.30,1480,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,四川省,22062.00,14.20,61376.00,6.90,1481,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,重庆市,5122.00,46.90,8342.00,65.60,1482,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,海南省,3633.00,1.90,10407.00,-0.10,1483,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,广西区,4658.00,48.90,13968.00,63.60,1484,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,广东省,17540.00,18.40,56533.00,30.90,1485,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,湖南省,6959.00,-6.50,19053.00,17.50,1486,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,湖北省,36482.00,6.10,79433.00,9.80,1487,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,河南省,42363.00,1.20,98592.00,8.50,1488,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,山东省,50173.00,4.40,103854.00,-5.60,1489,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,江西省,19638.00,6.80,59629.00,32.40,1490,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,福建省,2667.00,24.90,6650.00,21.40,1491,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,安徽省,69697.00,6.30,136787.00,16.50,1492,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,浙江省,31544.00,27.60,75804.00,45.90,1493,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,江苏省,61443.00,9.80,134718.00,15.10,1494,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,上海市,479.00,10.30,1057.00,25.30,1495,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,黑龙江省,10364.00,1.30,25124.00,-4.00,1496,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,吉林省,20405.00,-23.30,53766.00,12.60,1497,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,辽宁省,16797.00,-0.70,42453.00,-4.50,1498,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,内蒙古区,118477.00,-8.70,287384.00,-5.10,1499,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,山西省,82167.00,5.50,170498.00,-4.60,1500,2020-03-31 00:00:00,1,0,2024-07-02 19:02:18,0,2024-07-02 19:02:18,,,
2020-03,河北省,114031.00,31.40,271124.00,25.30,1501,2020-03-31 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-03,天津市,3704.00,90.10,8036.00,90.40,1502,2020-03-31 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-03,北京市,1009.00,5.70,2382.00,7.80,1503,2020-03-31 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-03,全国,1289000.00,8.60,3101000.00,10.90,1504,2020-03-31 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,新疆区,,,145920.00,15.70,1505,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,宁夏区,,,121141.00,0.50,1506,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,青海省,,,192279.00,7.50,1507,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,甘肃省,,,146325.00,9.40,1508,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,陕西省,,,118215.00,50.50,1509,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,西藏区,,,6587.00,-9.90,1510,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,云南省,,,50763.00,-5.00,1511,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,贵州省,,,32587.00,30.10,1512,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,四川省,,,39348.00,3.30,1513,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,重庆市,,,3221.00,107.80,1514,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,海南省,,,10630.00,2.50,1515,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,广西区,,,9310.00,72.10,1516,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,广东省,,,38968.00,38.10,1517,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,湖南省,,,12127.00,38.20,1518,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,湖北省,,,42166.00,50.20,1519,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,河南省,,,55640.00,13.50,1520,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,山东省,,,51622.00,-15.70,1521,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,江西省,,,39232.00,17.30,1522,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,福建省,,,4018.00,20.20,1523,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
2020-02,安徽省,,,67089.00,29.20,1524,2020-02-29 00:00:00,1,0,2024-07-02 19:02:23,0,2024-07-02 19:02:23,,,
