时间,地区,当月值(万千瓦时),同比增长(%),累计值(万千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-04,广东省,51676.00,-16.40,226136.00,23.70,397,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,湖南省,22438.00,9.50,75875.00,38.20,398,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,湖北省,90581.00,12.60,272844.00,21.50,399,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,河南省,56075.00,-36.60,213236.00,-24.50,400,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,山东省,113613.00,-2.80,406279.00,12.90,401,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,江西省,49351.00,-0.80,172547.00,20.30,402,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,福建省,3836.00,2.30,12587.00,24.30,403,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,安徽省,99652.00,-4.50,330580.00,9.50,404,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,浙江省,162555.00,49.10,517006.00,50.60,405,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,江苏省,99492.00,0.60,325942.00,7.80,406,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,上海市,6412.00,56.60,16698.00,36.00,407,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,黑龙江省,42869.00,-7.00,203425.00,22.60,408,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,吉林省,31989.00,-40.00,134664.00,-23.50,409,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,辽宁省,36602.00,5.20,140857.00,21.20,410,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,内蒙古区,140140.00,-19.20,550701.00,-4.50,411,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,山西省,126654.00,-15.40,493974.00,0.30,412,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,河北省,182765.00,1.10,694070.00,16.50,413,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,天津市,12760.00,-14.20,45490.00,-4.40,414,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,北京市,1628.00,-15.20,5804.00,6.60,415,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-04,全国,2309000.00,-3.30,8456000.00,7.50,416,2023-04-30 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-03,新疆区,169279.00,19.10,394620.00,1.80,417,2023-03-31 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-03,宁夏区,184947.00,16.00,451472.00,6.40,418,2023-03-31 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-03,青海省,238436.00,13.30,590596.00,-3.40,419,2023-03-31 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-03,甘肃省,145572.00,26.10,373391.00,14.80,420,2023-03-31 00:00:00,1,0,2024-07-02 18:59:25,0,2024-07-02 18:59:25,,,
2023-03,陕西省,102066.00,7.40,256184.00,-2.70,421,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,西藏区,5469.00,-28.20,16654.00,-22.40,422,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,云南省,47253.00,11.60,132671.00,21.90,423,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,贵州省,85485.00,-19.30,221202.00,4.60,424,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,四川省,24996.00,-7.90,71540.00,-2.90,425,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,重庆市,3678.00,-9.90,7519.00,-4.50,426,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,海南省,12593.00,59.20,32857.00,78.50,427,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,广西区,27597.00,-3.30,76729.00,30.00,428,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,广东省,60461.00,21.20,167481.00,41.90,429,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,湖南省,19893.00,22.50,53437.00,55.20,430,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,湖北省,71352.00,12.10,176795.00,22.60,431,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,河南省,66490.00,-8.70,168754.00,-7.30,432,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,山东省,119896.00,17.90,290131.00,19.40,433,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,江西省,48712.00,13.00,123195.00,31.50,434,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,福建省,3376.00,25.40,8511.00,35.20,435,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,安徽省,97484.00,7.70,234915.00,18.20,436,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,浙江省,113936.00,35.70,353836.00,51.20,437,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,江苏省,93624.00,13.50,225735.00,14.50,438,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,上海市,4421.00,23.40,10212.00,24.70,439,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,黑龙江省,54423.00,22.90,158188.00,40.90,440,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,吉林省,38202.00,-23.50,100628.00,-14.40,441,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,辽宁省,40738.00,36.30,104258.00,28.00,442,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,内蒙古区,169296.00,7.70,409435.00,1.60,443,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,山西省,151070.00,18.50,368135.00,7.50,444,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,河北省,213310.00,39.00,507375.00,23.50,445,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,天津市,13634.00,8.10,32730.00,0.10,446,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,北京市,1700.00,25.00,4131.00,17.30,447,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-03,全国,2429000.00,13.90,6123000.00,11.80,448,2023-03-31 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-02,新疆区,,,225491.00,-19.80,449,2023-02-28 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-02,宁夏区,,,266736.00,1.20,450,2023-02-28 00:00:00,1,0,2024-07-02 18:59:31,0,2024-07-02 18:59:31,,,
2023-02,青海省,,,349190.00,-12.20,451,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,甘肃省,,,227819.00,8.70,452,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,陕西省,,,154113.00,-8.50,453,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,西藏区,,,11185.00,-19.10,454,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,云南省,,,77767.00,19.90,455,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,贵州省,,,134933.00,29.20,456,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,四川省,,,46544.00,0.00,457,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,重庆市,,,3842.00,1.20,458,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,海南省,,,20059.00,91.20,459,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,广西区,,,48810.00,60.10,460,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,广东省,,,106502.00,57.10,461,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,湖南省,,,33513.00,84.20,462,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,湖北省,,,101374.00,30.80,463,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,河南省,,,117710.00,-5.90,464,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,山东省,,,171344.00,20.60,465,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,江西省,,,74424.00,46.70,466,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,福建省,,,5056.00,40.30,467,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,安徽省,,,156073.00,40.70,468,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,浙江省,,,239284.00,59.10,469,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,江苏省,,,131913.00,16.50,470,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,上海市,,,5791.00,25.40,471,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,黑龙江省,,,103765.00,52.20,472,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,吉林省,,,57261.00,-16.80,473,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,辽宁省,,,57358.00,11.30,474,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,内蒙古区,,,240053.00,-0.80,475,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,山西省,,,213452.00,0.50,476,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,河北省,,,293084.00,14.10,477,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,天津市,,,19044.00,-5.20,478,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,北京市,,,2411.00,12.20,479,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2023-02,全国,,,3696000.00,9.30,480,2023-02-28 00:00:00,1,0,2024-07-02 18:59:37,0,2024-07-02 18:59:37,,,
2022-12,新疆区,91967.00,-12.40,1636577.00,-4.30,481,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,宁夏区,145092.00,19.50,1847669.00,18.30,482,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,青海省,150472.00,5.40,1842799.00,9.40,483,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,甘肃省,109261.00,11.40,1445462.00,19.10,484,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,陕西省,77141.00,0.20,1054432.00,14.30,485,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,西藏区,7073.00,-6.10,79362.00,-4.40,486,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,云南省,28272.00,1.40,374518.00,3.10,487,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,贵州省,32303.00,-29.60,937281.00,27.40,488,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,四川省,18711.00,-21.10,259794.00,-11.50,489,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,重庆市,2103.00,-13.50,42123.00,0.80,490,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,海南省,8360.00,54.20,110187.00,32.10,491,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,广西区,24025.00,12.20,305946.00,41.00,492,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,广东省,53403.00,24.10,644470.00,18.00,493,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,湖南省,22980.00,10.10,255055.00,30.00,494,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,湖北省,58647.00,19.60,778279.00,43.40,495,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,河南省,57041.00,-1.60,733686.00,-0.80,496,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,山东省,68101.00,8.70,1026072.00,18.70,497,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,江西省,44600.00,10.70,587375.00,21.60,498,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,福建省,2558.00,-12.40,35157.00,-11.30,499,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,安徽省,63127.00,-10.30,973170.00,15.30,500,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,浙江省,47584.00,6.20,684966.00,27.90,501,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,江苏省,54379.00,-16.60,933681.00,8.60,502,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,上海市,3636.00,46.60,37235.00,20.80,503,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,黑龙江省,32147.00,-10.30,518886.00,34.10,504,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,吉林省,24014.00,-17.90,387219.00,4.60,505,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,辽宁省,22354.00,3.70,301680.00,7.10,506,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,内蒙古区,110708.00,2.30,1626201.00,8.80,507,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,山西省,116435.00,0.00,1516412.00,8.20,508,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,河北省,129405.00,20.00,1764368.00,30.40,509,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,天津市,9402.00,7.30,142233.00,7.30,510,2022-12-31 00:00:00,1,0,2024-07-02 18:59:40,0,2024-07-02 18:59:40,,,
2022-12,北京市,1165.00,18.40,17663.00,21.00,511,2022-12-31 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-12,全国,1616000.00,3.20,22900000.00,14.30,512,2022-12-31 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,新疆区,102529.00,-19.20,1544610.00,-9.30,513,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,宁夏区,121990.00,-3.70,1702576.00,18.40,514,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,青海省,150428.00,-1.00,1691990.00,9.70,515,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,甘肃省,106977.00,13.50,1314878.00,18.40,516,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,陕西省,64821.00,-20.30,977291.00,15.50,517,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,西藏区,6658.00,-5.50,72289.00,-4.20,518,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,云南省,38771.00,37.40,347002.00,3.50,519,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,贵州省,87548.00,70.40,908620.00,29.50,520,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,四川省,24539.00,0.50,241084.00,-8.90,521,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,重庆市,1956.00,-27.50,40020.00,1.70,522,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,海南省,8686.00,32.80,101827.00,30.60,523,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,广西区,21632.00,25.30,281748.00,44.20,524,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,广东省,42640.00,-1.40,591075.00,19.10,525,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,湖南省,31104.00,22.30,235365.00,34.20,526,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,湖北省,49388.00,2.20,710379.00,37.70,527,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,河南省,47862.00,-15.80,676644.00,-0.30,528,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,山东省,60058.00,-4.70,957990.00,19.50,529,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,江西省,46519.00,3.60,541010.00,22.20,530,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,福建省,2142.00,-26.50,32510.00,-11.50,531,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,安徽省,60840.00,-12.20,910135.00,19.10,532,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,浙江省,37508.00,-9.30,636205.00,29.30,533,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,江苏省,56910.00,-17.30,885124.00,11.30,534,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,上海市,2148.00,-10.00,33599.00,18.50,535,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,黑龙江省,32436.00,40.30,477576.00,40.40,536,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,吉林省,23882.00,5.50,363205.00,6.60,537,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,辽宁省,18704.00,-1.20,280763.00,7.90,538,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,内蒙古区,107251.00,-1.80,1515335.00,9.50,539,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,山西省,93948.00,-14.40,1399159.00,9.00,540,2022-11-30 00:00:00,1,0,2024-07-02 18:59:46,0,2024-07-02 18:59:46,,,
2022-11,河北省,116765.00,18.20,1634963.00,31.30,541,2022-11-30 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-11,天津市,7558.00,1.00,131843.00,7.50,542,2022-11-30 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-11,北京市,1038.00,14.00,16506.00,21.30,543,2022-11-30 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-11,全国,1575000.00,0.00,21253000.00,14.60,544,2022-11-30 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,新疆区,95512.00,-27.70,1437289.00,-2.10,545,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,宁夏区,137671.00,18.30,1551054.00,18.10,546,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,青海省,150992.00,47.40,1541562.00,10.80,547,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,甘肃省,128116.00,39.10,1207902.00,18.90,548,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,陕西省,86286.00,62.30,912470.00,19.30,549,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,西藏区,7228.00,-12.50,65631.00,-4.00,550,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,云南省,28037.00,14.60,308231.00,0.40,551,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,贵州省,69357.00,25.10,821072.00,26.20,552,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,四川省,17240.00,-25.80,216553.00,-9.90,553,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,重庆市,2762.00,-1.50,38064.00,3.90,554,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,海南省,9816.00,107.90,93140.00,30.00,555,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,广西区,32404.00,82.30,253979.00,42.60,556,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,广东省,68607.00,65.50,535009.00,18.20,557,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,湖南省,33004.00,43.20,204261.00,27.40,558,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,湖北省,59068.00,23.50,621939.00,31.60,559,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,河南省,57900.00,9.80,628784.00,2.00,560,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,山东省,81905.00,31.00,897932.00,21.60,561,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,江西省,61042.00,18.60,488306.00,25.20,562,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,福建省,3441.00,7.60,30368.00,-10.20,563,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,安徽省,84836.00,28.90,832008.00,19.60,564,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,浙江省,60248.00,26.50,590578.00,31.20,565,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,江苏省,81080.00,19.60,827888.00,13.60,566,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,上海市,2803.00,14.90,31361.00,20.80,567,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,黑龙江省,44980.00,32.10,445140.00,40.40,568,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,吉林省,58124.00,82.60,489718.00,53.90,569,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,辽宁省,23138.00,-0.10,262058.00,8.70,570,2022-10-31 00:00:00,1,0,2024-07-02 18:59:51,0,2024-07-02 18:59:51,,,
2022-10,内蒙古区,136893.00,9.80,1408108.00,11.20,571,2022-10-31 00:00:00,1,0,2024-07-02 18:59:55,0,2024-07-02 18:59:55,,,
2022-10,山西省,115148.00,20.30,1304598.00,11.10,572,2022-10-31 00:00:00,1,0,2024-07-02 18:59:55,0,2024-07-02 18:59:55,,,
2022-10,河北省,150458.00,45.00,1497037.00,30.60,573,2022-10-31 00:00:00,1,0,2024-07-02 18:59:55,0,2024-07-02 18:59:55,,,
2022-10,天津市,10295.00,7.50,124285.00,8.00,574,2022-10-31 00:00:00,1,0,2024-07-02 18:59:55,0,2024-07-02 18:59:55,,,
2022-10,北京市,1257.00,14.20,15468.00,21.80,575,2022-10-31 00:00:00,1,0,2024-07-02 18:59:55,0,2024-07-02 18:59:55,,,
