market,scope,n,old_mae,new_mae,mae_improvement_pct,old_rmse,new_rmse,old_mape,new_mape,mape_improvement_pct,old_bias,new_bias,new_better_pct,ties_pct,direction_n,old_direction_accuracy,new_direction_accuracy
domestic,all,32823,47.708170944916674,45.268592145751455,5.113545019325786,64.95718753864404,56.82363647183657,7.378136826795504,6.623871300877759,10.222980999463777,17.759952807634892,-12.660299180452732,46.93355269171008,1.672607622703592,31195,71.15563391569162,51.415290912005126
domestic,h1,639,3.8064442018779334,2.244131455399061,41.04388935238025,5.782980659058169,2.958767243189978,0.5731143760854629,0.32637193802844777,43.052913755599256,-1.4729056259780926,1.086071987480438,51.01721439749609,17.84037558685446,409,77.26161369193154,92.1760391198044
domestic,h1_20,12435,31.537694265782065,27.46714917571371,12.906920384743648,44.250057857412045,36.96388656964707,4.84282354797503,4.106171084885416,15.21121832732554,10.068940139525532,-1.3576196220345798,50.78407720144753,3.264977885002011,11102,65.88902900378311,49.87389659520807
import,all,32823,61.447583763675695,52.60890976874317,14.384087141531262,78.63990133787922,68.05815059113704,9.01829491909226,7.655083565808369,15.116065348427357,-25.06836521284575,-24.152514601604793,59.616732169515274,0.0,32510,51.81175023069825,55.616733312826824
import,h1,639,6.472155988841025,3.8215730823467915,40.95363138750424,9.601899486160425,5.011997332097339,0.9834309662554059,0.57622435300959,41.406730845209196,-2.8247456904126267,1.6294338397400094,62.1283255086072,0.0,498,47.389558232931726,71.6867469879518
import,h1_20,12435,34.337406229454245,29.9533241190832,12.767656593148349,47.83406711503142,40.32194106390466,5.091182660718774,4.5023778989725605,11.565186342441807,-9.765536090461666,-2.9786349587032093,54.99798954563732,0.0,12126,54.96453900709219,55.747979548078504
