level,name,n,mae,rmse,mape,bias
overall,all,48696,77.47120703040243,92.45441090275615,10.777251403295137,-73.02126678550648
market,domestic,24348,57.96968950221784,72.69961162533664,7.913289686463932,-49.840479710859206
market,import,24348,96.972724558587,108.67567648869993,13.641213120126345,-96.20205386015377
data_type,CCI3800outinfer,8116,97.151279967939,105.10377547021001,16.75265421906665,-96.36119186113453
data_type,CCI4500infer,8116,56.372227698373585,70.45012549567134,8.728883856708114,-51.534869393790046
data_type,CCI4700outinfer,8116,93.72982401802302,102.3078301798642,13.055297321192832,-93.43867574866131
data_type,CCI5000infer,8116,58.03536224741252,72.85322934586524,7.8226506906435,-51.80002464268112
data_type,CCI5500infer,8116,59.501478560867426,74.7321040982205,7.188334512040183,-46.18654509610646
data_type,CCI5500outinfer,8116,100.037069689799,117.97250631662219,11.115687820119545,-98.80629397066544
