horizon,level,name,n,direction_n,old_slope_direction_accuracy,new_slope_direction_accuracy,old_mean_correlation,new_mean_correlation
5,overall,all,42,34,38.23529411764706,32.35294117647059,-0.31341065495656983,-0.43130666720880456
5,market,domestic,21,14,0.0,0.0,-0.9590280837741398,-0.9597350046870693
5,market,import,21,20,65.0,55.00000000000001,0.11700096425514343,-0.0790211088899614
5,data_type,CCI3800outinfer,7,7,85.71428571428571,71.42857142857143,0.48771041717237645,0.15307367987573497
5,data_type,CCI4500infer,7,4,0.0,0.0,-0.9497673690816655,-0.9695699413376689
5,data_type,CCI4700outinfer,7,7,85.71428571428571,71.42857142857143,0.47427085116956114,0.11471674660973573
5,data_type,CCI5000infer,7,5,0.0,0.0,-0.9614884068715952,-0.9541258834482514
5,data_type,CCI5500infer,7,5,0.0,0.0,-0.9639763324306637,-0.9574761766054074
5,data_type,CCI5500outinfer,7,6,16.666666666666664,16.666666666666664,-0.6109783755765071,-0.5048537531553549
