date,漳平_厂级_上网电量,漳平_厂级_供热厂用电量,漳平_厂级_供热用厂用电率,漳平_厂级_供热耗煤量,漳平_厂级_供热量,漳平_厂级_供电煤耗,漳平_厂级_利用小时,漳平_厂级_发电厂用电率,漳平_厂级_发电标煤量,漳平_厂级_发电用厂用电量,漳平_厂级_发电耗煤量,漳平_厂级_日电网调度发电量,漳平_厂级_综合供电煤耗,漳平_厂级_综合厂用电率,漳平_厂级_综合厂用电量,漳平_厂级_耗煤量,漳平_厂级_负荷率,漳平_漳平#6_上网电量,漳平_漳平#6_利用小时,漳平_漳平#6_发电厂用电率,漳平_漳平#6_发电标煤量,漳平_漳平#6_发电用厂用电量,漳平_漳平#6_综合供电煤耗,漳平_漳平#6_综合厂用电率,漳平_漳平#6_综合厂用电量,漳平_漳平#6_负荷率,漳平_漳平#6_运行小时,漳平_漳平#6_发电量
20220111.0,968.93,5.67,6.840333,608.0,8289.07,332.858672,17.260667,6.124715,3236.085295,63.43,5460.0,1035.0,333.985458,6.441428,66.71,6068.0,71.919444,501.91,17.804667,4.806549,1675.024243,25.6737,333.73,6.033999,32.23,74.186111,24.0,534.14
20220112.0,1013.83,5.09,6.801721,544.0,7483.4,326.382274,18.0545,5.545247,3339.54343,60.07,5392.0,1083.28,329.398758,6.410221,69.44,5936.0,75.227083,526.35,18.66,4.692372,1743.744915,26.2679,331.29,5.975348,33.45,77.75,24.0,559.8
20220113.0,1077.48,5.24,6.82019,584.0,7683.07,324.852778,19.146167,5.449307,3528.453421,62.6,6028.0,1148.78,327.472753,6.205768,71.29,6612.0,79.775694,538.63,19.07,4.734085,1771.069303,27.0837,328.81,5.850376,33.47,79.458333,24.0,572.1
20220114.0,1060.57,5.29,7.033125,537.0,7521.55,325.657957,18.882833,5.616212,3482.390796,63.63,5591.0,1132.97,328.350868,6.390284,72.4,6128.0,78.678472,538.89,19.117333,4.88853,1774.02588,28.0367,329.2,6.03815,34.63,79.655556,24.0,573.52
20220115.0,1073.74,5.11,6.953176,627.0,7349.16,325.043482,19.087,5.442622,3519.86336,62.33,6253.0,1145.22,327.813378,6.241596,71.48,6880.0,79.529167,541.07,19.187667,4.807793,1782.879757,27.6751,329.51,6.003857,34.56,79.948611,24.0,575.63
20220116.0,873.0744,4.52,6.671754,496.0,6774.83,325.694483,15.5502,5.561793,2869.758576,51.8922,4652.0,933.012,328.695765,6.424355,59.94,5148.0,64.7925,474.16,16.7958,4.630265,1566.008232,23.3307,330.27,5.897109,29.714,69.9825,24.0,503.874
20220117.0,834.0,4.39,6.698496,498.0,6553.71,326.058515,14.869167,5.743429,2741.858655,51.24,4746.0,892.15,328.760031,6.517962,58.15,5244.0,61.954861,460.29,16.304667,4.810565,1521.396537,23.5304,330.53,5.898107,28.85,67.936111,24.0,489.14
20220118.0,884.85,4.51,6.58776,517.0,6846.03,328.4946,15.747,5.550264,2931.420111,52.44,4975.0,940.0,331.290062,6.347241,59.97,5492.0,65.6125,481.11,17.029333,4.681471,1598.391753,23.9167,332.23,5.8272,29.77,70.955556,24.0,510.88
20220119.0,956.39,4.54,6.643274,579.0,6833.98,328.346938,17.015833,5.524267,3167.070395,56.4,5897.0,1000.0,331.148422,6.322543,64.55,6476.0,70.899306,500.92,17.740333,4.684542,1666.160104,24.9316,332.62,5.879258,31.29,73.918056,24.0,532.21
20220120.0,892.4,4.84,7.282576,706.0,6646.0,326.642229,15.881833,5.009917,2956.667464,47.74,5082.0,952.0,331.31639,6.350023,60.51,5788.0,68.191642,442.68,15.650333,4.444655,1463.0574,20.8681,330.5,5.714468,26.83,69.310599,22.58,469.51
20220302.0,947.58,6.63,7.468521,626.0,8877.26,329.462928,16.968333,6.461055,3137.541356,65.78,5570.0,1018.0,331.110973,6.926628,70.52,6196.0,70.701389,461.11,16.403333,6.07088,1524.844659,29.8748,330.69,6.297501,30.99,68.347222,24.0,492.1
20220303.0,981.47,6.79,8.105421,591.0,8377.11,324.64583,17.565333,5.167375,3244.705215,54.46,4692.0,1053.92,330.596474,6.874336,72.45,5283.0,73.188889,484.9,17.257667,4.848087,1598.32738,25.1,329.62,6.341143,32.83,71.906944,24.0,517.73
20220304.0,979.44,7.05,8.146691,638.0,8653.82,321.147909,17.5395,5.143628,3205.826886,54.13,4949.0,1052.37,327.312228,6.930072,72.93,5587.0,73.08125,480.63,17.12,4.81435,1551.47364,24.7265,322.8,6.419393,32.97,71.333333,24.0,513.6
20220305.0,966.95,7.5,7.826416,618.0,9582.93,324.480537,17.311,5.662103,3179.422541,58.81,5282.0,1038.66,328.809405,6.904088,71.71,5900.0,72.129167,470.71,16.854333,5.092558,1556.685041,25.7495,330.71,6.906236,34.92,70.226389,24.0,505.63
20220306.0,916.9,6.75,7.219329,563.0,9349.9,325.19433,16.402333,5.686183,3018.388736,55.96,5019.0,984.14,329.194976,6.833377,67.25,5582.0,68.343056,476.28,17.025333,5.251977,1573.772004,26.825,330.43,6.750724,34.48,70.938889,24.0,510.76
20220307.0,977.5656,6.78,6.994558,639.0,9693.25,321.589574,17.46,5.547652,3182.073526,58.1172,5349.0,1047.594,325.509974,6.684803,70.03,5988.0,72.75,512.75,18.281333,4.954963,1658.95135,27.175,323.54,6.507549,35.69,76.172222,24.0,548.44
20220308.0,1139.21,7.04,7.196649,778.0,9782.33,325.712211,20.3185,5.513858,3751.846388,67.22,6358.0,1219.1,329.337557,6.553141,79.89,7136.0,84.660417,552.58,19.681667,4.91647,1827.93464,29.0293,330.8,6.413752,37.87,82.006944,24.0,590.45
20220309.0,1164.53,7.06,6.895979,831.0,10237.85,325.335644,20.762333,5.510781,3829.493335,68.65,6765.0,1245.74,328.844541,6.519017,81.21,7596.0,86.509722,561.41,19.985333,4.893639,1851.923167,29.3403,329.87,6.363,38.15,83.272222,24.0,599.56
20220310.0,1157.11,7.69,7.530497,658.0,10211.81,324.693424,20.667333,5.674817,3797.841569,70.37,6982.0,1240.05,328.21785,6.688494,82.94,7640.0,86.113889,592.58,21.067333,6.020379,1933.707056,38.05,326.32,6.240309,39.44,87.780556,24.0,632.02
20220311.0,1145.84,7.67,7.848892,638.0,9772.08,329.589661,20.483833,5.734604,3818.46102,70.48,7322.0,1229.03,333.245568,6.768753,83.19,7960.0,85.349306,577.01,20.479333,5.825385,1927.328802,35.79,334.02,6.082555,37.37,85.330556,24.0,614.38
20220312.0,1131.21,7.13,7.169057,806.0,9945.52,323.427281,20.231833,5.867816,3695.73885,71.23,6705.0,1214.0,326.706699,6.812696,82.7,7511.0,84.299306,544.86,19.456,5.171961,1780.60248,30.1877,326.8,6.650905,38.82,81.066667,24.0,583.68
20220313.0,1154.78,6.93,7.064199,854.0,9810.03,325.072651,20.6455,5.885867,3789.761982,72.91,7334.0,1238.73,328.180431,6.776295,83.94,8188.0,86.022917,549.46,19.601667,5.100179,1814.481758,29.9916,330.23,6.562367,38.59,81.673611,24.0,588.05
20220314.0,1154.55,7.19,7.415444,761.0,9695.98,325.00684,20.664667,5.974772,3788.929735,74.08,6799.0,1239.87,328.173724,6.881311,85.32,7560.0,86.102778,554.11,19.823333,5.371969,1830.834851,31.9471,330.41,6.82529,40.59,82.597222,24.0,594.7
20220315.0,1007.4,6.98,7.338369,735.0,9511.65,324.444766,18.066833,6.046992,3304.340163,65.55,6249.0,1084.01,328.006766,7.0682,76.62,6984.0,75.278472,513.79,18.383667,5.31528,1695.763895,29.3143,330.05,6.839405,37.72,76.598611,24.0,551.51
20220316.0,947.42,6.62,7.294645,705.0,9075.15,324.830924,17.0195,5.92066,3120.683172,60.46,5515.0,1021.18,329.387513,7.223087,73.76,6220.0,73.917481,508.68,18.232333,5.380953,1680.475248,29.4322,330.36,7.000384,38.29,75.968056,24.0,546.97
20220317.0,511.53,6.07,7.313861,599.0,8299.31,325.290022,9.335333,5.404199,1723.549182,30.27,2989.0,560.12,336.94,8.676712,48.6,3588.0,77.794444,511.53,18.670667,5.403306,1723.549182,30.265,336.94,8.674927,48.59,77.794444,24.0,560.12
20220318.0,515.17,8.04,11.163736,522.0,7201.89,325.454293,9.404833,5.926031,1727.674112,33.44,3014.0,564.29,335.36,8.704744,49.12,3536.0,78.373611,515.17,18.809667,5.92635,1727.674112,33.4418,335.36,8.704744,49.12,78.373611,24.0,564.29
20220319.0,528.95,6.32,7.590698,607.0,8325.98,325.175845,9.638667,5.441624,1778.22411,31.47,3021.0,578.32,336.18,8.536796,49.37,3628.0,80.322222,528.95,19.277333,5.441624,1778.22411,31.47,336.18,8.536796,49.37,80.322222,24.0,578.32
20220320.0,484.81,6.49,7.435813,611.0,8728.03,324.991374,8.809,5.431945,1624.404386,28.71,2705.0,528.54,335.06,8.275627,43.74,3316.0,73.408333,484.81,17.618,5.431945,1624.404386,28.71,335.06,8.273735,43.73,73.408333,24.0,528.54
20220321.0,505.3,6.97,7.47822,674.0,9320.4,319.052592,9.177667,5.446192,1661.21113,29.99,2898.0,550.0,328.757398,8.239204,45.37,3572.0,76.480556,505.296,18.355333,5.445683,1661.21113,29.9872,328.76,8.238114,45.364,76.480556,24.0,550.66
20220322.0,440.62,6.7,7.098578,696.0,9438.51,312.666813,8.016167,5.353764,1423.321865,25.75,2674.0,480.0,323.027067,8.389297,40.35,3370.0,66.801389,440.616,16.032333,5.35312,1423.321865,25.7469,323.03,8.390128,40.354,66.801389,24.0,480.97
20220323.0,489.21,6.82,6.829254,732.0,9986.45,324.944961,8.8525,4.959051,1640.35466,26.34,2828.0,531.15,335.306854,7.894192,41.93,3560.0,73.770833,489.22,17.705,4.959559,1640.35466,26.3427,335.3,7.894192,41.93,73.770833,24.0,531.15
20220324.0,480.48,6.62,6.747191,680.0,9811.49,324.439435,8.6895,4.996452,1607.013408,26.05,2676.0,521.37,334.46,7.842799,40.89,3356.0,72.4125,480.48,17.379,4.996528,1607.013408,26.0504,334.46,7.842799,40.89,72.4125,24.0,521.37
20220325.0,461.2872,6.49,6.688267,688.0,9703.56,324.923466,8.3575,4.935687,1548.91016,24.75,2624.0,501.45,335.78,8.008775,40.16,3312.0,69.645833,461.2872,16.715,4.934909,1548.91016,24.7461,335.78,8.009333,40.1628,69.645833,24.0,501.45
20220326.0,446.98,6.81,6.934954,667.0,9819.82,321.334784,8.115667,5.294287,1481.86749,25.78,2525.0,486.0,331.528813,8.20635,39.96,3192.0,67.630556,446.9784,16.231333,5.294451,1481.86749,25.7808,331.53,8.206678,39.9616,67.630556,24.0,486.94
20220327.0,440.4,7.05,7.015128,710.0,10049.71,324.732942,8.011167,5.325899,1477.7622,25.6,2578.0,480.67,335.55,8.377889,40.27,3288.0,66.759722,440.4,16.022333,5.326461,1477.7622,25.6027,335.55,8.377889,40.27,66.759722,24.0,480.67
20220328.0,447.98,6.42,6.387933,728.0,10050.2,324.589481,8.1137,4.845857,1503.600072,23.5907,2674.0,486.822,335.64,7.978275,38.84,3402.0,67.614167,447.98,16.2274,4.845857,1503.600072,23.5907,335.64,7.978686,38.842,67.614167,24.0,486.822
20220329.0,447.06,5.78,5.736483,659.0,10075.86,324.331761,8.096167,4.952961,1497.472176,24.06,2743.0,480.0,334.96,7.968792,38.71,3402.0,67.468056,447.06,16.192333,4.952097,1497.472176,24.0558,334.96,7.968792,38.71,67.468056,24.0,485.77
20220330.0,463.27,6.69,6.837282,800.0,9784.59,325.038709,8.406667,5.17843,1554.595139,26.12,3124.0,504.4,335.57,8.154243,41.13,3924.0,70.055556,463.27,16.813333,5.177994,1554.595139,26.1178,335.57,8.154243,41.13,70.055556,24.0,504.4
20220331.0,606.9624,6.27,6.82319,773.0,9189.25,328.403108,10.967,3.861585,2077.510903,25.41,3135.0,658.0,342.28,5.746026,37.81,3908.0,91.391667,606.9624,21.934,3.860977,2077.510903,25.406,342.28,7.759278,51.0576,91.391667,24.0,658.02
20220401.0,450.04,3.0,7.168493,264.0,4184.98,324.506035,8.097667,5.515992,1489.677404,26.8,2360.0,485.0,331.01,7.372494,35.82,2624.0,67.480556,450.04,16.195333,5.515992,1489.677404,26.8,331.01,7.372494,35.82,67.480556,24.0,485.86
20220402.0,464.72,2.03,7.064187,158.0,2873.65,323.281778,8.373,5.402285,1536.36432,27.14,2114.0,502.38,330.6,7.496318,37.66,2272.0,69.775,464.72,16.746,5.403042,1536.36432,27.1438,330.6,7.496318,37.66,69.775,24.0,502.38
20220403.0,457.0368,1.92,7.007606,208.0,2739.88,323.165232,8.233833,5.493594,1508.826152,27.14,2948.0,494.03,330.132311,7.489424,37.0,3156.0,68.615278,457.04,16.467667,5.495172,1508.826152,27.1478,330.13,7.4874,36.99,68.615278,24.0,494.03
20220404.0,459.28,1.93,6.948895,198.0,2777.42,324.636691,8.273833,5.424733,1524.169263,26.93,2766.0,496.43,331.860578,7.483432,37.15,2964.0,68.948611,459.2808,16.547667,5.424007,1524.169263,26.9264,331.86,7.483271,37.1492,68.948611,24.0,496.43
20220405.0,507.12,1.93,7.092981,196.0,2721.0,324.961319,9.127833,5.501488,1681.804809,30.13,3052.0,547.67,331.63843,7.40592,40.56,3248.0,76.065278,507.1176,18.255667,5.501397,1681.804809,30.1295,331.64,7.404532,40.5524,76.065278,24.0,547.67
20220406.0,475.99,3.62,7.053464,382.0,5132.23,324.396918,8.608333,5.413359,1584.808705,27.96,2950.0,516.5,332.95,7.843175,40.51,3332.0,71.736111,475.99,17.216667,5.41365,1584.808705,27.9615,332.95,7.843175,40.51,71.736111,24.0,516.5
20220407.0,458.2,5.64,6.685435,558.0,8436.25,322.507296,8.308667,5.034903,1526.81404,25.1,2486.0,498.52,333.22,8.08794,40.32,3044.0,69.238889,458.2,16.617333,5.034302,1526.81404,25.097,333.22,8.08794,40.32,69.238889,24.0,498.52
20220408.0,442.68,5.61,6.538065,642.0,8580.52,323.789131,8.029167,4.934094,1482.889464,23.77,2722.0,481.75,334.98,8.112091,39.08,3364.0,66.909722,442.68,16.058333,4.934987,1482.889464,23.7743,334.98,8.110016,39.07,66.909722,24.0,481.75
20220409.0,495.66,5.99,6.977457,723.0,8584.79,325.029619,8.992667,5.14308,1663.534092,27.75,3353.0,539.56,335.62,8.136259,43.9,4076.0,74.938889,495.66,17.985333,5.142394,1663.534092,27.7463,335.62,8.136259,43.9,74.938889,24.0,539.56
20220410.0,457.04,5.69,6.743416,718.0,8437.86,316.737706,8.409167,5.137251,1516.00168,25.92,3270.0,504.0,331.7,9.418294,47.52,3988.0,70.076389,457.04,16.818333,5.136914,1516.00168,25.9183,331.7,9.416312,47.51,70.076389,24.0,504.55
20220411.0,748.33,6.36,7.691889,719.0,8268.45,381.277153,13.656833,5.894485,2940.066251,48.3,6313.0,819.0,392.883654,8.673314,71.07,7032.0,69.945369,474.85,17.331333,5.81419,1630.34999,30.2303,343.34,8.672154,45.09,72.213889,24.0,519.94
20220412.0,869.29,6.29,7.13004,688.0,8821.83,325.78293,15.635667,6.101435,2869.821832,57.24,6284.0,938.14,330.133998,7.33899,68.85,6972.0,65.148611,463.36,16.638667,5.579453,1532.980224,27.8504,330.84,7.172049,35.8,69.327778,24.0,499.16
20220413.0,763.6992,6.84,7.274166,719.0,9403.14,328.968719,13.7915,6.36624,2548.88253,52.68,5455.0,827.496,333.754773,7.710063,63.8,6174.0,57.464583,412.85,14.868,5.957986,1371.57027,26.575,332.22,7.441037,33.19,61.95,24.0,446.04
20220414.0,740.84,7.23,7.564154,691.0,9558.24,324.827829,13.398333,6.363976,2445.109002,51.16,4793.0,803.9,330.045489,7.844259,63.06,5484.0,55.826389,404.11,14.570333,5.99785,1336.79588,26.2172,330.8,7.549587,33.0,60.709722,24.0,437.11
20220415.0,739.91,6.72,7.08078,718.0,9490.48,324.478598,13.352,6.191332,2438.521562,49.6,5182.0,801.12,329.570024,7.640553,61.21,5900.0,55.633333,411.71,14.764667,5.660496,1354.608242,25.0726,329.02,7.050616,31.23,61.519444,24.0,442.94
20220416.0,743.69,6.6,6.997203,710.0,9432.34,326.120474,13.381,6.086989,2458.915765,48.87,4962.0,802.85,330.637196,7.369903,59.17,5672.0,55.754167,411.42,14.724667,5.414158,1357.27458,23.9165,329.9,6.863766,30.32,61.352778,24.0,441.74
20220417.0,791.47,6.7,7.046283,718.0,9508.56,327.127499,14.198167,6.003122,2619.473446,51.14,5330.0,851.89,330.963075,7.092465,60.42,6048.0,59.159028,454.52,16.218667,5.38431,1492.780036,26.1979,328.43,6.585005,32.04,67.577778,24.0,486.56
20220418.0,761.64,6.75,7.020821,699.0,9614.26,325.071976,13.7085,6.104485,2510.530874,50.21,4969.0,822.51,329.621721,7.400518,60.87,5668.0,57.11875,438.22,15.651333,5.468799,1439.202124,25.6782,328.42,6.670358,31.32,65.213889,24.0,469.54
20220419.0,724.8384,6.83,7.151945,695.0,9549.85,324.80225,13.0821,6.185296,2391.765818,48.55,4693.0,784.926,329.972283,7.655499,60.09,5388.0,54.50875,392.99,14.0822,5.551879,1293.408688,23.4548,329.12,6.97713,29.476,58.675833,24.0,422.466
20220420.0,717.4992,6.88,7.142004,624.0,9633.15,323.841036,12.9459,6.174387,2360.13469,47.9598,4172.0,776.0,328.939,7.627898,59.25,4796.0,53.94125,381.94,13.6886,5.667392,1258.759658,23.2736,329.57,6.993167,28.718,57.035833,24.0,410.658
20220421.0,756.28,6.53,6.961635,638.0,9379.98,324.784057,13.623167,6.077882,2493.399684,49.68,4534.0,817.0,329.692665,7.476235,61.11,5172.0,56.763194,387.96,13.877,5.460282,1277.280708,22.7317,329.23,6.809829,28.35,57.820833,24.0,416.31
20220422.0,762.3,6.51,7.117064,612.0,9147.03,325.054357,13.760167,6.270515,2515.400634,51.77,4524.0,825.61,329.975159,7.66827,63.31,5136.0,57.334028,384.54,13.79,5.65956,1271.09697,23.4136,330.55,7.048586,29.16,57.458333,24.0,413.7
20220423.0,754.1424,6.44,7.163945,611.0,8989.46,325.56634,13.6182,6.403649,2489.82816,52.3237,4621.0,817.092,330.153584,7.704151,62.95,5232.0,56.7425,383.3,13.7052,5.639927,1261.97692,23.1889,329.24,6.775044,27.856,57.105,24.0,411.156
20220424.0,792.9,6.24,7.032254,611.0,8873.4,325.052981,14.301167,6.276877,2614.108578,53.86,4649.0,858.08,329.689567,7.596117,65.18,5260.0,59.588194,390.73,13.969667,5.400439,1288.314956,22.6327,329.72,6.767043,28.36,58.206944,24.0,419.09
20220425.0,730.4616,6.43,7.570673,600.0,8493.3,324.908142,13.206167,6.445221,2408.544053,51.07,4232.0,792.37,329.729044,7.812007,61.9,4832.0,55.025694,385.35,13.767667,5.332155,1270.26774,22.0234,329.64,6.701692,27.68,57.365278,24.0,413.03
20220426.0,830.78,6.17,7.122532,505.0,8662.65,324.510259,14.967167,6.223623,2732.830692,55.89,4103.0,898.03,328.947578,7.488614,67.25,4608.0,62.363194,392.17,14.04,5.554131,1292.435452,23.394,329.56,6.892213,29.03,58.5,24.0,421.2
20220427.0,883.98,6.3,7.275138,510.0,8659.63,324.57829,15.905333,6.253668,2903.807214,59.68,4586.0,954.32,328.492411,7.370693,70.34,5096.0,66.272222,417.56,14.943333,5.907963,1370.264896,26.4854,328.16,6.857015,30.74,62.263889,24.0,448.3
20220428.0,835.03,6.43,7.285698,496.0,8825.51,324.547106,15.051167,6.36717,2744.272967,57.5,4568.0,903.07,328.643638,7.5343,68.04,5064.0,62.713194,394.33,14.155,6.683834,1289.577399,28.3829,327.03,7.139998,30.32,58.979167,24.0,424.65
20220429.0,899.84,5.62,6.893853,373.0,8152.19,323.778077,16.186,5.890893,2959.169738,57.21,3823.0,971.16,328.855101,7.343795,71.32,4196.0,67.441667,456.07,16.331,5.602168,1494.906246,27.4467,327.78,6.911191,33.86,68.045833,24.0,489.93
20220621.0,734.05,2.82,7.832855,259.0,3600.22,324.442023,13.265667,6.869865,2404.958936,54.68,5113.0,795.94,327.628763,7.775712,61.89,5372.0,55.273611,409.49,14.677667,6.530034,1336.247768,28.7537,326.32,7.003838,30.84,61.156944,24.0,440.33
20220622.0,704.82,5.34,7.964265,476.0,6704.95,328.256038,12.797667,6.962207,2345.061135,53.46,5028.0,767.87,332.717734,7.657646,58.8,5504.0,53.323611,405.43,14.574,6.802113,1347.041175,29.7402,332.25,7.270939,31.79,60.725,24.0,437.22
20220623.0,720.61,6.92,7.949792,566.0,8704.63,324.547025,13.087833,6.837139,2374.321126,53.69,4462.0,785.27,329.487674,8.234111,64.66,5028.0,54.532639,426.69,15.338,6.454362,1395.916335,29.6991,327.15,7.269527,33.45,63.908333,24.0,460.14
20220624.0,661.5312,6.82,8.071885,541.0,8449.08,324.861309,12.0683,7.161821,2183.845717,51.8586,4195.0,724.098,330.119837,8.641096,62.57,4736.0,50.284583,363.01,13.1484,7.258576,1189.983081,28.6316,327.81,7.971059,31.442,54.785,24.0,394.452
20220712.0,1173.3744,5.37,8.022709,435.0,6693.5,330.057525,21.0718,6.481459,3902.476072,81.9456,6797.0,1264.308,332.585752,7.192077,90.93,7232.0,87.799167,617.52,22.085,6.549891,2057.020872,43.3963,333.11,6.796468,45.03,92.020833,24.0,662.55
20220713.0,1150.538,5.19,7.997534,392.0,6489.5,328.319635,20.700667,6.633442,3807.358651,82.39,6204.0,1242.04,330.919852,7.366912,91.5,6596.0,86.252778,606.65,21.751,6.784056,2016.38327,44.268,332.38,7.031094,45.88,90.629167,24.0,652.53
20220714.0,1203.79,5.11,8.120237,425.0,6292.92,326.928316,21.654333,6.566045,3968.746287,85.31,7375.0,1299.26,329.687594,7.348799,95.48,7800.0,90.226389,636.59,22.836,6.663995,2099.028207,45.6537,329.73,7.078005,48.49,95.15,24.0,685.08
20220715.0,1089.82,5.5,9.43775,422.0,5827.66,324.63573,19.592167,6.418381,3571.252744,75.45,6074.0,1175.54,327.691981,7.29203,85.72,6496.0,81.634028,563.35,20.133667,6.375904,1835.112625,38.5111,325.75,6.731677,40.66,83.890278,24.0,604.01
20220716.0,1003.86,4.92,9.611327,401.0,5118.96,324.212986,18.046833,6.44065,3284.504496,69.74,5519.0,1082.81,327.187506,7.291215,78.95,5920.0,75.195139,512.55,18.384667,6.003898,1683.52173,33.1139,328.46,7.069297,38.99,76.602778,24.0,551.54
20220717.0,910.72,4.36,9.920387,368.0,4394.99,324.630956,16.382667,6.641165,2979.07336,65.28,5456.0,982.96,327.111885,7.349231,72.24,5824.0,68.261111,461.51,16.537,6.268408,1513.660498,31.0982,327.98,6.97426,34.6,68.904167,24.0,496.11
20220718.0,974.71,4.82,9.932472,397.0,4852.77,324.207857,17.5585,6.565671,3191.307615,69.17,5699.0,1053.51,327.410985,7.479758,78.8,6096.0,73.160417,491.07,17.617,6.266599,1609.481925,33.1196,327.75,7.084067,37.44,73.404167,24.0,528.51
20220719.0,868.77,5.42,9.848762,448.0,5503.23,326.344378,15.699167,6.631987,2870.133539,62.47,5160.0,941.95,330.367478,7.76899,73.18,5608.0,65.413194,461.5,16.589667,6.245153,1525.85745,31.0815,330.63,7.271595,36.19,69.123611,24.0,497.69
20220720.0,1036.2,5.6,9.88966,440.0,5662.48,326.962575,18.6855,6.681652,3420.747847,74.91,5868.0,1121.14,330.124286,7.576285,84.94,6308.0,77.85625,524.83,18.859333,6.426473,1732.306381,36.3597,330.07,7.237796,40.95,78.580556,24.0,565.78
20220721.0,1092.67,4.89,9.773022,438.0,5003.57,324.15602,19.6395,6.597249,3567.758398,77.74,6650.0,1178.38,326.517466,7.273607,85.71,7088.0,81.83125,531.93,19.087667,6.298343,1740.47496,36.0662,327.2,7.107556,40.7,79.531944,24.0,572.63
20220722.0,1151.36,5.32,8.870895,455.0,5997.14,326.268466,20.694167,6.45512,3789.608236,80.15,6681.0,1241.66,329.141905,7.272581,90.3,7136.0,86.225694,549.79,19.792667,6.208764,1810.623407,36.8664,329.33,7.408468,43.99,82.469444,24.0,593.78
20220723.0,1134.8608,5.39,8.541049,481.0,6310.7,323.636969,20.412933,5.475287,3746.796967,67.06,5419.0,1224.77,330.154761,6.280332,76.92,5900.0,85.053889,553.9189,20.174133,5.125854,1830.037262,31.0229,330.38,8.477043,51.3051,84.058889,24.0,605.224
