date,永安_厂级_上网电量,永安_厂级_供热厂用电量,永安_厂级_供热用厂用电率,永安_厂级_利用小时,永安_厂级_发电厂用电率,永安_厂级_发电标煤量,永安_厂级_发电用厂用电量,永安_厂级_开机率,永安_厂级_日电网调度发电量,永安_厂级_综合供电煤耗,永安_厂级_综合厂用电率,永安_厂级_综合厂用电量,永安_厂级_耗煤量,永安_厂级_负荷率,永安_永安#7_上网电量,永安_永安#7_利用小时,永安_永安#7_发电厂用电率,永安_永安#7_发电标煤量,永安_永安#7_发电用厂用电量,永安_永安#7_开机率,永安_永安#7_综合供电煤耗,永安_永安#7_综合厂用电率,永安_永安#7_综合厂用电量,永安_永安#7_负荷率,永安_永安#7_运行小时,永安_永安#8_上网电量,永安_永安#8_利用小时,永安_永安#8_发电厂用电率,永安_永安#8_发电标煤量,永安_永安#8_发电用厂用电量,永安_永安#8_开机率,永安_永安#8_综合供电煤耗,永安_永安#8_综合厂用电率,永安_永安#8_综合厂用电量,永安_永安#8_负荷率,永安_永安#8_运行小时,tempMax,tempMin,textDay,textNight,windScaleDay,永安_永安#7_发电量,永安_永安#8_发电量
20230315.0,479.71,10.87,6.753617,8.683167,4.848462,1462.204051,25.26,50.0,516.0,304.81,7.923377,41.28,3842.0,72.359722,479.71,17.366333,4.849249,1462.204051,25.2641,100.0,304.81,7.923377,41.28,72.359722,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,1.0,1.0,1.0,520.99,0.0
20230316.0,481.91,10.72,6.770541,8.715667,4.815084,1465.681074,25.18,50.0,523.1,304.14,7.846024,41.03,3794.0,72.630556,481.91,17.431333,4.81474,1465.681074,25.1782,100.0,304.14,7.846024,41.03,72.630556,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,13.0,4.0,4.0,2.0,522.94,0.0
20230317.0,475.48,10.58,6.601327,8.5925,4.748327,1448.011565,24.48,50.0,516.0,304.536798,7.774222,40.08,3689.0,71.604167,475.475,17.185,4.74889,1448.011565,24.4829,100.0,304.54,7.773252,40.075,71.604167,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,1.0,1.0,2.0,515.55,0.0
20230318.0,473.83,10.88,6.646227,8.567167,4.746805,1440.949208,24.4,50.0,516.0,304.106791,7.822501,40.21,3710.0,71.393056,473.825,17.134333,4.746396,1440.949208,24.3979,100.0,304.11,7.821528,40.205,71.393056,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,1.0,1.0,1.0,514.03,0.0
20230319.0,475.09,9.4,6.705755,8.567167,4.962745,1448.739446,25.51,50.0,516.0,304.94,7.575433,38.94,3502.0,71.393056,475.09,17.134333,4.962454,1448.739446,25.5085,100.0,304.94,7.575433,38.94,71.393056,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,1.0,1.0,1.0,514.03,0.0
20230320.0,479.6,9.16,6.692956,8.6255,4.942709,1459.32688,25.58,50.0,518.6,304.28,7.329044,37.93,3736.0,71.879167,479.6,17.251,4.942883,1459.32688,25.5809,100.0,304.28,7.329044,37.93,71.879167,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,17.0,1.0,1.0,2.0,517.53,0.0
20230321.0,492.64,9.39,6.715033,8.844833,4.999152,1490.220875,26.53,50.0,532.0,302.49693,7.171795,38.06,3563.0,73.706944,492.635,17.689667,4.99951,1490.220875,26.5319,100.0,302.5,7.170853,38.055,73.706944,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,20.0,1.0,1.0,1.0,530.69,0.0
20230322.0,493.35,9.23,6.653566,8.872167,5.171604,1492.48242,27.53,50.0,531.2,302.52,7.322526,38.98,4175.0,73.934722,493.35,17.744333,5.171116,1492.48242,27.5274,100.0,302.52,7.322526,38.98,73.934722,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,1.0,1.0,2.0,532.33,0.0
20230323.0,479.66,9.42,6.622689,8.619167,5.002417,1451.819754,25.87,50.0,516.4,302.676845,7.251281,37.5,2974.0,71.826389,479.655,17.238333,5.002862,1451.819754,25.8723,100.0,302.68,7.250314,37.495,71.826389,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,19.0,8.0,8.0,1.0,517.15,0.0
20230324.0,502.32,10.02,6.541704,9.0305,4.872377,1518.046162,26.4,50.0,523.1,302.206992,7.293801,39.52,4071.0,75.254167,502.315,18.061,4.872303,1518.046162,26.3996,100.0,302.21,7.292878,39.515,75.254167,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,7.0,7.0,1.0,541.83,0.0
20230325.0,458.48,10.35,6.834841,8.270667,5.03587,1392.678848,24.99,50.0,493.7,303.76,7.609221,37.76,3663.0,68.922222,458.48,16.541333,5.036555,1392.678848,24.9934,100.0,303.76,7.609221,37.76,68.922222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,7.0,7.0,2.0,496.24,0.0
20230326.0,428.89,10.2,6.819157,7.753167,5.051699,1306.613385,23.5,50.0,465.1,304.65,7.803263,36.3,3502.0,64.609722,428.89,15.506333,5.051269,1306.613385,23.498,100.0,304.65,7.803263,36.3,64.609722,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,6.0,6.0,2.0,465.19,0.0
20230327.0,405.57,10.37,6.614254,7.351,5.042398,1229.728797,22.24,50.0,441.1,303.21,8.046524,35.49,3464.0,61.258333,405.57,14.702,5.042443,1229.728797,22.2402,100.0,303.21,8.046524,35.49,61.258333,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,6.0,6.0,1.0,441.06,0.0
20230328.0,384.01,9.78,6.915052,6.965333,5.108633,1160.823829,21.35,50.0,417.1,302.29,8.113993,33.91,3258.0,58.044444,384.01,13.930667,5.107963,1160.823829,21.3472,100.0,302.29,8.113993,33.91,58.044444,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,3.0,3.0,2.0,417.92,0.0
20230329.0,445.34,9.09,6.524613,8.026667,5.010382,1340.45835,24.13,50.0,501.9,300.996621,7.531146,36.27,3208.0,66.888889,445.335,16.053333,5.009344,1340.45835,24.125,100.0,301.0,7.530108,36.265,66.888889,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,6.0,6.0,1.0,481.6,0.0
20230330.0,443.3,9.18,6.657601,7.990333,4.953903,1335.84022,23.75,50.0,480.2,301.34,7.534104,36.12,3153.0,66.586111,443.3,15.980667,4.952881,1335.84022,23.7451,100.0,301.34,7.534104,36.12,66.586111,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,6.0,6.0,1.0,479.42,0.0
20230331.0,456.72,8.79,6.583372,8.199667,4.882312,1370.890752,24.02,50.0,491.9,300.16,7.166958,35.26,3684.0,68.330556,456.72,16.399333,4.88154,1370.890752,24.0162,100.0,300.16,7.166958,35.26,68.330556,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,16.0,3.0,3.0,1.0,491.98,0.0
20230401.0,455.35,9.02,6.778173,8.203833,5.060642,1374.322279,24.91,50.0,492.0,301.816686,7.492432,36.88,3631.0,68.365278,455.345,16.407667,5.059891,1374.322279,24.9063,100.0,301.82,7.493448,36.885,68.365278,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,4.0,4.0,1.0,492.23,0.0
20230402.0,454.74,9.2,6.843975,8.204333,5.092837,1379.590212,25.07,50.0,492.0,303.38,7.621988,37.52,3490.0,68.369444,454.74,16.408667,5.093751,1379.590212,25.0745,100.0,303.38,7.621988,37.52,68.369444,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,3.0,3.0,1.0,492.26,0.0
20230403.0,452.82,9.09,6.839276,8.197333,5.322869,1376.648163,26.18,50.0,492.0,304.016643,7.935507,39.03,3598.0,68.311111,452.815,16.394667,5.323865,1376.648163,26.1849,100.0,304.02,7.934491,39.025,68.311111,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,18.0,1.0,1.0,2.0,491.84,0.0
20230404.0,475.59,8.36,6.683509,8.585333,5.21626,1443.448034,26.87,50.0,516.0,303.506809,7.67394,39.53,3366.0,71.544444,475.585,17.170667,5.216357,1443.448034,26.8705,100.0,303.51,7.674911,39.535,71.544444,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,1.0,1.0,2.0,515.12,0.0
20230405.0,482.24,7.38,7.027862,8.685833,5.562698,1456.509472,28.99,50.0,516.0,302.03,7.466181,38.91,3506.0,72.381944,482.24,17.371667,5.56312,1456.509472,28.9922,100.0,302.03,7.466181,38.91,72.381944,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,6.0,6.0,1.0,521.15,0.0
20230406.0,471.41,8.63,7.24119,8.5485,5.577977,1429.535663,28.61,50.0,516.0,303.246784,8.093038,41.51,3263.0,71.2375,471.405,17.097,5.577138,1429.535663,28.6057,100.0,303.25,8.092063,41.505,71.2375,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,3.0,3.0,1.0,512.91,0.0
20230407.0,470.58,8.65,6.739868,8.476833,5.153261,1426.09269,26.21,50.0,516.0,303.05,7.477242,38.03,3627.0,70.640278,470.58,16.953667,5.153811,1426.09269,26.2128,100.0,303.05,7.477242,38.03,70.640278,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,1.0,1.0,1.0,508.61,0.0
20230408.0,468.33,9.48,7.349139,8.455833,5.28432,1419.680405,26.81,50.0,516.0,303.136764,7.692914,39.03,3608.0,70.465278,468.325,16.911667,5.285089,1419.680405,26.8139,100.0,303.14,7.691929,39.025,70.465278,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,8.0,4.0,4.0,2.0,507.35,0.0
20230409.0,466.9,9.89,7.372245,8.450333,5.311428,1428.231805,26.93,50.0,516.0,305.896724,7.914875,40.13,3736.0,70.419444,466.895,16.900667,5.311211,1428.231805,26.9289,100.0,305.9,7.913889,40.125,70.419444,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,4.0,4.0,1.0,507.02,0.0
20230410.0,507.82,9.43,7.433819,9.166,5.309477,1554.167808,29.2,50.0,551.8,306.046987,7.664194,42.15,3942.0,76.383333,507.815,18.332,5.309241,1554.167808,29.1987,100.0,306.05,7.663285,42.145,76.383333,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,17.0,4.0,4.0,1.0,549.96,0.0
20230411.0,507.76,9.99,7.667552,9.165833,5.320484,1563.596144,29.26,50.0,552.0,307.94,7.671607,42.19,4061.0,76.381944,507.76,18.331667,5.320738,1563.596144,29.2614,100.0,307.94,7.671607,42.19,76.381944,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,1.0,1.0,1.0,549.95,0.0
20230412.0,510.95,9.12,7.144553,9.181167,5.124621,1574.85009,28.23,50.0,552.0,308.22,7.246719,39.92,4102.0,76.509722,510.95,18.362333,5.124548,1574.85009,28.2296,100.0,308.22,7.246719,39.92,76.509722,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,6.0,6.0,1.0,550.87,0.0
20230413.0,530.26,9.24,6.987475,9.516167,4.945969,1631.912788,28.24,50.0,576.0,307.757098,7.129972,40.71,4029.0,79.301389,530.255,19.032333,4.946144,1631.912788,28.241,100.0,307.76,7.130848,40.715,79.301389,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,4.0,4.0,1.0,570.97,0.0
20230414.0,529.65,8.87,7.049916,9.525167,4.993788,1637.307045,28.54,50.0,576.0,309.13,7.324456,41.86,4004.0,79.376389,529.65,19.050333,4.993648,1637.307045,28.5392,100.0,309.13,7.324456,41.86,79.376389,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,20.0,1.0,1.0,1.0,571.51,0.0
20230415.0,496.6,9.23,7.579017,8.967167,5.34171,1536.117314,28.74,50.0,540.2,309.326886,7.702173,41.44,3628.0,74.726389,496.595,17.934333,5.34171,1536.117314,28.74,100.0,309.33,7.701243,41.435,74.726389,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,15.0,1.0,1.0,2.0,538.03,0.0
20230416.0,496.38,9.26,7.563401,8.9665,5.347683,1545.364288,28.77,50.0,540.0,311.326864,7.736203,41.62,3748.0,74.720833,496.375,17.933,5.3472,1545.364288,28.7674,100.0,311.33,7.735274,41.615,74.720833,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,17.0,0.0,0.0,1.0,537.99,0.0
20230417.0,498.41,9.2,7.439941,8.987167,5.277896,1546.416707,28.46,50.0,540.0,310.27,7.570054,40.82,3649.0,74.893056,498.41,17.974333,5.278304,1546.416707,28.4622,100.0,310.27,7.570054,40.82,74.893056,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,18.0,1.0,1.0,2.0,539.23,0.0
20230418.0,493.19,9.99,7.726642,8.947833,5.483637,1532.621706,29.44,50.0,540.0,310.756849,8.13791,43.69,3332.0,74.565278,493.185,17.895667,5.483544,1532.621706,29.4395,100.0,310.76,8.136979,43.685,74.565278,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,21.0,1.0,1.0,2.0,536.87,0.0
20230419.0,504.35,9.8,7.5844,9.129167,5.363761,1566.965015,29.38,50.0,551.9,310.69,7.923323,43.4,3527.0,76.076389,504.35,18.258333,5.363743,1566.965015,29.3799,100.0,310.69,7.923323,43.4,76.076389,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,6.0,6.0,1.0,547.75,0.0
20230420.0,502.81,9.87,7.545947,9.109167,5.333455,1563.638538,29.15,50.0,552.0,310.98,8.002927,43.74,3668.0,75.909722,502.81,18.218333,5.33298,1563.638538,29.1474,100.0,310.98,8.002927,43.74,75.909722,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,4.0,4.0,1.0,546.55,0.0
20230421.0,505.62,9.78,7.494724,9.14,5.291758,1570.187383,29.02,50.0,552.0,310.546929,7.802699,42.79,3821.0,76.166667,505.615,18.28,5.291648,1570.187383,29.0194,100.0,310.55,7.801787,42.785,76.166667,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,19.0,1.0,1.0,1.0,548.4,0.0
20230422.0,509.14,9.55,7.193356,9.174167,5.090381,1573.125323,28.02,50.0,552.0,308.976966,7.504769,41.31,3746.0,76.451389,509.135,18.348333,5.091198,1573.125323,28.0245,100.0,308.98,7.505677,41.315,76.451389,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,18.0,1.0,1.0,2.0,550.45,0.0
20230423.0,509.69,9.13,7.303702,9.176,5.103894,1582.215146,28.1,50.0,552.0,310.426955,7.425167,40.88,3947.0,76.466667,509.685,18.352,5.10324,1582.215146,28.0964,100.0,310.43,7.424259,40.875,76.466667,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,1.0,1.0,1.0,550.56,0.0
20230424.0,508.09,9.89,7.355533,9.168667,5.082527,1576.09518,27.96,50.0,552.0,310.2,7.640151,42.03,3921.0,76.405556,508.09,18.337333,5.083255,1576.09518,27.964,100.0,310.2,7.640151,42.03,76.405556,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,16.0,1.0,1.0,2.0,550.12,0.0
20230425.0,506.495,10.11,7.313104,9.135833,5.014412,1573.22412,27.4865,50.0,552.0,310.61,7.599927,41.659,3879.0,76.131944,506.495,18.271667,5.014412,1573.22412,27.4865,100.0,310.61,7.599197,41.655,76.131944,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,13.0,6.0,6.0,2.0,548.15,0.0
20230426.0,508.53,10.3,7.305431,9.168333,4.89002,1560.780276,26.9,50.0,552.0,306.92,7.562261,41.6,3456.0,76.402778,508.53,18.336667,4.889238,1560.780276,26.8957,100.0,306.92,7.556808,41.57,76.402778,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,1.0,1.0,1.0,550.1,0.0
20230427.0,507.76,9.96,7.458998,9.17,5.187205,1552.019216,28.54,50.0,552.0,305.66,7.711741,42.43,3502.0,76.416667,507.76,18.34,5.186787,1552.019216,28.5377,100.0,305.66,7.713559,42.44,76.416667,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,1.0,1.0,1.0,550.2,0.0
20230428.0,506.55,10.3,7.809201,9.175167,5.329603,1544.67357,29.34,50.0,552.0,304.94,7.983506,43.95,3245.0,76.459722,506.55,18.350333,5.328713,1544.67357,29.3351,100.0,304.94,7.985323,43.96,76.459722,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,4.0,4.0,1.0,550.51,0.0
20230429.0,507.43,10.02,7.688861,9.176167,5.238208,1536.548783,28.84,50.0,552.0,302.81,7.835516,43.14,3306.0,76.468056,507.43,18.352333,5.237663,1536.548783,28.837,100.0,302.81,7.835516,43.14,76.468056,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,6.0,6.0,1.0,550.57,0.0
20230430.0,509.69,9.53,7.505249,9.179667,5.10004,1535.731874,28.09,50.0,552.0,301.307044,7.462145,41.1,3135.0,76.497222,509.685,18.359333,5.099749,1535.731874,28.0884,100.0,301.31,7.461237,41.095,76.497222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,15.0,1.0,1.0,1.0,550.78,0.0
20230501.0,465.91,7.09,7.664078,8.399,5.504624,1440.485079,27.74,50.0,504.3,309.176682,7.548518,38.04,3195.0,69.991667,465.905,16.798,5.505596,1440.485079,27.7449,100.0,309.18,7.547525,38.035,69.991667,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,14.0,4.0,4.0,2.0,503.94,0.0
20230502.0,465.19,8.3,7.888534,8.386833,5.307923,1432.645643,26.71,50.0,504.3,307.97,7.555494,38.02,3347.0,69.890278,465.19,16.773667,5.308778,1432.645643,26.7143,100.0,307.97,7.555494,38.02,69.890278,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,18.0,4.0,4.0,2.0,503.21,0.0
20230503.0,496.43,8.18,7.078017,8.954833,5.453293,1539.677645,29.3,50.0,540.1,310.15,7.604832,40.86,3422.0,74.623611,496.43,17.909667,5.452772,1539.677645,29.2972,100.0,310.15,7.604832,40.86,74.623611,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,21.0,1.0,1.0,2.0,537.29,0.0
20230504.0,484.33,7.89,7.352249,8.765333,5.679571,1506.605331,29.87,50.0,533.8,311.07,7.908047,41.59,3221.0,73.044444,484.33,17.530667,5.680484,1506.605331,29.8748,100.0,311.07,7.908047,41.59,73.044444,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,22.0,1.0,1.0,2.0,525.92,0.0
20230505.0,475.86,8.53,7.434044,8.629667,5.705126,1478.211504,29.54,50.0,523.3,310.64,8.096103,41.92,3312.0,71.913889,475.86,17.259333,5.704875,1478.211504,29.5387,100.0,310.64,8.096103,41.92,71.913889,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,22.0,1.0,1.0,2.0,517.78,0.0
20230506.0,494.29,10.6,7.119981,8.951667,5.207596,1530.998359,27.97,50.0,545.5,309.736867,7.972445,42.82,3781.0,74.597222,494.285,17.903333,5.208416,1530.998359,27.9744,100.0,309.74,7.971514,42.815,74.597222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,21.0,7.0,7.0,1.0,537.1,0.0
20230507.0,492.31,10.83,6.95909,8.895833,5.116628,1521.123989,27.31,50.0,535.3,308.976862,7.765808,41.45,3720.0,74.131944,492.305,17.791667,5.117471,1521.123989,27.3145,100.0,308.98,7.764871,41.445,74.131944,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,1.0,1.0,2.0,533.75,0.0
20230508.0,509.69,11.28,6.873271,9.187,4.889155,1572.327257,26.95,50.0,552.0,308.486974,7.536011,41.54,3854.0,76.558333,509.685,18.374,4.889554,1572.327257,26.9522,100.0,308.49,7.535104,41.535,76.558333,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,1.0,1.0,1.0,551.22,0.0
20230509.0,509.19,11.45,6.870229,9.174333,4.861643,1565.912007,26.7614,50.0,552.0,307.53,7.497366,41.27,3875.0,76.452778,509.19,18.348667,4.861643,1565.912007,26.7614,100.0,307.53,7.497366,41.27,76.452778,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,4.0,4.0,1.0,550.46,0.0
20230510.0,510.73,10.87,6.667902,9.1801,4.760043,1571.618356,26.2186,50.0,552.0,307.72,7.275883,40.076,3613.0,76.500833,510.73,18.3602,4.760043,1571.618356,26.2186,100.0,307.72,7.275883,40.076,76.500833,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.0,1.0,1.0,1.0,550.806,0.0
20230511.0,510.4,10.96,6.623049,9.166167,4.700256,1567.9488,25.85,50.0,552.0,307.2,7.194938,39.57,4156.0,76.384722,510.4,18.332333,4.700893,1567.9488,25.8535,100.0,307.2,7.194938,39.57,76.384722,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,4.0,4.0,1.0,549.97,0.0
20230512.0,516.84,10.78,6.568865,9.2845,4.719335,1586.631767,26.29,50.0,559.6,306.98703,7.223509,40.24,4239.0,77.370833,516.835,18.569,4.719461,1586.631767,26.2907,100.0,306.99,7.222611,40.235,77.370833,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,17.0,4.0,4.0,1.0,557.07,0.0
20230513.0,520.36,11.06,6.648185,9.350667,4.750107,1595.668608,26.65,50.0,559.5,306.647053,7.25082,40.68,4264.0,77.922222,520.355,18.701333,4.750553,1595.668608,26.6525,100.0,306.65,7.251711,40.685,77.922222,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,19.0,1.0,1.0,1.0,561.04,0.0
20230514.0,510.29,10.86,6.787755,9.184333,4.883316,1569.396895,26.91,50.0,547.1,307.55,7.398468,40.77,4291.0,76.536111,510.29,18.368667,4.88259,1569.396895,26.906,100.0,307.55,7.398468,40.77,76.536111,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,1.0,1.0,1.0,551.06,0.0
20230515.0,520.91,11.07,6.972868,9.385167,4.958179,1600.22016,27.92,50.0,565.9,307.197051,7.495871,42.21,4202.0,78.209722,520.905,18.770333,4.958356,1600.22016,27.921,100.0,307.2,7.494983,42.205,78.209722,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,20.0,1.0,1.0,2.0,563.11,0.0
20230516.0,515.63,10.97,7.163272,9.3025,5.122279,1579.101563,28.59,50.0,552.1,306.24703,7.619815,42.53,4272.0,77.520833,515.625,18.605,5.12296,1579.101563,28.5938,100.0,306.25,7.61892,42.525,77.520833,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,22.0,4.0,4.0,1.0,558.15,0.0
20230517.0,514.64,10.1,7.513567,9.462833,5.39479,1595.574354,30.63,50.0,563.9,310.036988,9.357662,53.13,4108.0,78.856944,514.635,18.925667,5.395565,1595.574354,30.6344,100.0,310.04,9.358543,53.135,78.856944,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,23.0,1.0,1.0,1.0,567.77,0.0
20230518.0,591.58,8.82,6.562022,10.942167,8.078839,1900.558542,53.04,66.666667,703.5,321.268221,9.894445,64.96,4165.0,68.388542,529.2582,18.944667,4.83677,1639.4302,27.4893,100.0,309.76,6.876482,39.0818,78.936111,24.0,62.3218,2.939667,28.96689,261.128342,25.5459,33.333333,419.0,29.332351,25.8682,36.745833,8.0,33.0,20.0,1.0,1.0,1.0,568.34,88.19
20230519.0,1055.29,10.06,7.558761,18.883,5.79004,3325.559736,65.6,100.0,1147.7,315.132308,6.857138,77.69,7402.0,78.679167,533.8843,18.998333,5.217475,1666.306289,29.737,100.0,312.11,6.327871,36.0657,79.159722,24.0,521.4007,18.767667,6.370318,1659.253448,35.8668,100.0,318.23,7.393798,41.6293,78.198611,24.0,35.0,22.0,1.0,1.0,2.0,569.95,563.03
20230520.0,1128.11,11.2,8.324037,20.158833,5.635247,3583.688969,68.16,100.0,1212.3,317.671944,6.73154,81.42,7297.0,83.995139,620.2947,21.954,5.646564,2021.664486,37.1894,100.0,325.92,5.819031,38.3253,91.475,24.0,507.8103,18.363667,5.621317,1562.024483,30.9684,100.0,307.6,7.823365,43.0997,76.515278,24.0,28.0,22.0,8.0,8.0,1.0,658.62,550.91
20230521.0,920.15,10.59,8.277356,16.575,6.223228,2352.629591,61.89,93.708333,985.3,255.678921,7.476119,74.35,4840.0,73.699422,412.0089,14.777667,6.875555,786.030579,30.4814,87.416667,190.78,7.064963,31.3211,70.436924,20.98,508.1411,18.372333,5.698115,1566.599011,31.4063,100.0,308.3,7.806829,43.0289,76.551389,24.0,33.0,21.0,1.0,1.0,1.0,443.33,551.17
20230522.0,501.93,11.84,8.804604,9.176,6.019326,1567.52739,33.14,50.0,552.0,312.3,8.832825,48.63,3542.0,76.466667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.93,18.352,6.019507,1567.52739,33.141,100.0,312.3,8.832825,48.63,76.466667,24.0,26.0,18.0,9.0,9.0,2.0,0.0,550.56
