date,邵武_厂级_上网电量,邵武_厂级_供电煤耗,邵武_厂级_利用小时,邵武_厂级_发电厂用电率,邵武_厂级_发电标煤量,邵武_厂级_发电用厂用电量,邵武_厂级_发电耗煤量,邵武_厂级_开机率,邵武_厂级_综合厂用电率,邵武_厂级_综合厂用电量,邵武_厂级_耗煤量,邵武_厂级_负荷率,邵武_邵武#3_上网电量,邵武_邵武#3_利用小时,邵武_邵武#3_发电厂用电率,邵武_邵武#3_发电标煤量,邵武_邵武#3_发电用厂用电量,邵武_邵武#3_开机率,邵武_邵武#3_综合厂用电率,邵武_邵武#3_综合厂用电量,邵武_邵武#3_负荷率,邵武_邵武#3_运行小时,邵武_邵武#4_上网电量,邵武_邵武#4_利用小时,邵武_邵武#4_发电厂用电率,邵武_邵武#4_发电标煤量,邵武_邵武#4_发电用厂用电量,邵武_邵武#4_开机率,邵武_邵武#4_综合厂用电率,邵武_邵武#4_综合厂用电量,邵武_邵武#4_负荷率,邵武_邵武#4_运行小时,tempMax,tempMin,textDay,textNight,windScaleDay,邵武_邵武#3_发电量,邵武_邵武#4_发电量
20220101.0,1735.95,282.509456,13.863636,4.91694,4915.721041,89.98,7776.0,100.0,5.139891,94.06,7776.0,57.765152,866.35,13.80303,4.671789,2460.520635,42.56,100.0,4.901207,44.65,57.512626,24.0,869.59,13.924242,5.149075,2455.200406,47.32,100.0,5.376496,49.41,58.017677,24.0,14.0,3.0,3.0,3.0,1.0,911.0,919.0
20220102.0,1839.09,282.133557,14.666667,4.737603,5203.332761,91.72,8753.0,100.0,5.005682,96.91,8753.0,61.111111,918.83,14.621212,4.543005,2602.585975,43.84,100.0,4.784456,46.17,60.921717,24.0,920.26,14.712121,4.930999,2600.746786,47.88,100.0,5.225541,50.74,61.300505,24.0,17.0,3.0,0.0,0.0,1.0,965.0,971.0
20220103.0,2089.41,282.109395,16.606061,4.467153,5907.596413,97.92,9051.0,100.0,4.680201,102.59,9051.0,69.191919,1043.69,16.560606,4.369625,2951.659689,47.76,100.0,4.511436,49.31,69.002525,24.0,1045.72,16.651515,4.564149,2955.936724,50.16,100.0,4.848044,53.28,69.381313,24.0,18.0,5.0,0.0,0.0,1.0,1093.0,1099.0
20220104.0,2119.25,281.799121,16.878788,4.579892,5990.936598,102.04,9107.0,100.0,4.881508,108.76,9107.0,70.328283,1060.26,16.848485,4.410072,2997.673098,49.04,100.0,4.652878,51.74,70.20202,24.0,1059.0,16.909091,4.749104,2993.2635,53.0,100.0,5.107527,57.0,70.454545,24.0,21.0,5.0,1.0,1.0,1.0,1112.0,1116.0
20220105.0,2304.6,281.947417,18.325758,4.482844,6514.56424,108.44,10270.0,100.0,4.853245,117.4,10270.0,76.357323,1158.38,18.393939,4.352554,3266.979114,52.84,100.0,4.581549,55.62,76.641414,24.0,1146.22,18.257576,4.614108,3247.585126,55.6,100.0,4.878008,58.78,76.073232,24.0,18.0,9.0,1.0,1.0,0.0,1214.0,1205.0
20220106.0,1968.36,282.850016,15.704545,4.789194,5582.667335,99.28,8781.0,100.0,5.047274,104.63,8781.0,65.435606,1047.4,16.666667,4.56,2962.0472,50.16,100.0,4.781818,52.6,69.444444,24.0,920.97,14.742424,5.048304,2620.620135,49.12,100.0,5.347379,52.03,61.426768,24.0,13.0,9.0,3.0,3.0,1.0,1100.0,973.0
20220107.0,1916.87,282.914389,15.333333,4.982213,5440.896358,100.84,8973.0,100.0,5.292984,107.13,8973.0,63.888889,1038.53,16.560606,4.698994,2940.701548,51.36,100.0,4.983532,54.47,69.002525,24.0,878.34,14.106061,5.314715,2500.19481,49.48,100.0,5.656284,52.66,58.775253,24.0,12.0,7.0,3.0,3.0,2.0,1093.0,931.0
20220108.0,1963.2,283.0284,15.666667,4.858801,5568.640383,100.48,8329.0,100.0,5.067698,104.8,8329.0,65.277778,1031.49,16.439394,4.733641,2919.322998,51.36,100.0,4.931797,53.51,68.497475,24.0,931.71,14.893939,4.996948,2649.317385,49.12,100.0,5.217701,51.29,62.058081,24.0,15.0,6.0,3.0,3.0,1.0,1085.0,983.0
20220109.0,2058.1506,282.46396,16.439394,4.897696,5829.265243,106.28,9107.0,100.0,5.154378,111.85,9107.0,68.497475,1048.3538,16.712121,4.801451,2968.308949,52.96,100.0,4.954325,54.6462,69.633838,24.0,1009.7968,16.166667,4.997188,2860.956294,53.32,100.0,5.361125,57.2032,67.361111,24.0,10.0,5.0,3.0,3.0,1.0,1103.0,1067.0
20220110.0,2124.848,282.252263,16.954545,4.806077,6013.21511,107.56,8558.0,100.0,5.055853,113.15,8558.0,70.643939,1061.0488,16.909091,4.709677,3002.131475,52.56,100.0,4.923943,54.9512,70.454545,24.0,1063.7992,17.0,4.901961,3011.083636,55.0,100.0,5.187237,58.2008,70.833333,24.0,12.0,6.0,6.0,6.0,1.0,1116.0,1122.0
20220111.0,2039.96,282.111738,16.30303,4.895911,5773.81168,105.36,10005.0,100.0,5.206784,112.05,10005.0,67.929293,1046.13,16.681818,4.66485,2951.760408,51.36,100.0,4.983651,54.87,69.507576,24.0,993.82,15.924242,5.137964,2822.051272,54.0,100.0,5.440533,57.18,66.35101,24.0,11.0,0.0,0.0,0.0,1.0,1101.0,1051.0
20220112.0,2198.84,281.925502,17.507576,4.661186,6211.608203,107.72,9520.0,100.0,4.85331,112.16,9520.0,72.948232,1120.71,17.818182,4.513605,3171.497229,53.08,100.0,4.701531,55.29,74.242424,24.0,1078.13,17.19697,4.814097,3040.110974,54.64,100.0,5.010573,56.87,71.65404,24.0,11.0,1.0,3.0,3.0,2.0,1176.0,1135.0
20220113.0,2265.55,281.289619,18.037879,4.556069,6392.36285,108.48,9658.0,100.0,4.848803,115.45,9658.0,75.157828,1133.27,18.0,4.40404,3197.861286,52.32,100.0,4.606902,54.73,75.0,24.0,1132.28,18.075758,4.720872,3194.501564,56.32,100.0,5.08969,60.72,75.315657,24.0,12.0,3.0,1.0,1.0,1.0,1188.0,1193.0
20220114.0,2068.78,282.782128,16.507576,4.860945,5862.29973,105.92,8843.0,100.0,5.058284,110.22,8843.0,68.781566,1032.85,16.469697,4.798528,2927.51004,52.16,100.0,4.981601,54.15,68.623737,24.0,1035.93,16.545455,4.923077,2934.78969,53.76,100.0,5.134615,56.07,68.939394,24.0,11.0,2.0,1.0,1.0,1.0,1087.0,1092.0
20220115.0,2284.88,282.518512,18.204545,4.587599,6477.471432,110.24,9155.0,100.0,4.915522,118.12,9155.0,75.852273,1140.24,18.166667,4.597164,3215.590824,55.12,100.0,4.900751,58.76,75.694444,24.0,1144.64,18.242424,4.578073,3261.880608,55.12,100.0,4.930233,59.36,76.010101,24.0,15.0,7.0,1.0,1.0,0.0,1199.0,1204.0
20220116.0,1760.69,284.524713,14.113636,5.21095,5024.47881,97.08,7564.0,100.0,5.49168,102.31,7564.0,58.806818,891.56,14.242424,4.953191,2544.155616,46.56,100.0,5.153191,48.44,59.343434,24.0,869.13,13.984848,5.473456,2480.323194,50.52,100.0,5.836403,53.87,58.270202,24.0,11.0,9.0,6.0,6.0,1.0,940.0,923.0
20220117.0,1632.13,284.07697,13.083333,5.271569,4647.385602,91.04,7000.0,100.0,5.49392,94.88,7000.0,54.513889,815.7,13.045455,5.054588,2316.42486,43.52,100.0,5.261324,45.3,54.356061,24.0,816.42,13.121212,5.487298,2330.960742,47.52,100.0,5.725173,49.58,54.671717,24.0,11.0,8.0,6.0,6.0,1.0,861.0,866.0
20220118.0,1781.08,283.711217,14.25,5.110048,5063.904763,96.12,6771.0,100.0,5.312068,99.92,6771.0,59.375,888.97,14.212121,5.078891,2519.785465,47.64,100.0,5.227079,49.03,59.217172,24.0,892.11,14.287879,5.141039,2544.119298,48.48,100.0,5.396607,50.89,59.532828,24.0,10.0,7.0,3.0,3.0,2.0,938.0,943.0
20220119.0,1861.0306,282.51605,14.878788,4.712831,5287.118357,92.56,6105.0,98.020833,5.242872,102.97,6105.0,63.246707,986.8137,15.757576,4.630769,2799.09706,48.16,100.0,5.114067,53.1863,65.656566,24.0,874.2169,14.0,4.805195,2488.021297,44.4,96.041667,5.387781,49.7831,60.737527,23.05,17.0,6.0,1.0,1.0,0.0,1040.0,924.0
20220120.0,900.0244,277.986218,7.30303,4.821577,2550.579147,46.48,3965.0,50.0,6.636929,63.98,3965.0,60.858586,900.0244,14.606061,4.821577,2550.579147,46.48,100.0,6.636473,63.9756,60.858586,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,1.0,1.0,1.0,964.0,0.0
20220121.0,969.2,278.636454,7.80303,4.753398,2733.535064,48.96,4182.0,50.0,5.902913,60.8,4182.0,65.025253,969.2012,15.606061,4.753398,2733.535064,48.96,100.0,5.902796,60.7988,65.025253,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,1.0,1.0,1.0,1030.0,0.0
20220122.0,1173.25,278.07022,9.409091,4.495974,3298.357725,55.84,4674.0,50.0,5.535427,68.75,4674.0,78.409091,1173.25,18.818182,4.495974,3298.357725,55.84,100.0,5.535427,68.75,78.409091,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.0,6.0,6.0,2.0,1242.0,0.0
20220123.0,1048.61,279.016747,8.409091,4.49009,2958.023949,49.84,4232.0,50.0,5.530631,61.39,4232.0,70.075758,1048.61,16.818182,4.49009,2958.023949,49.84,100.0,5.530631,61.39,70.075758,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,1.0,1.0,3.0,1110.0,0.0
20220124.0,877.92,279.578177,7.106061,4.985075,2491.712544,46.76,3577.0,50.0,6.405117,60.08,3577.0,59.217172,877.92,14.212121,4.985075,2491.712544,46.76,100.0,6.405117,60.08,59.217172,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,3.0,3.0,2.0,938.0,0.0
20220125.0,997.78,280.150957,8.007576,4.790918,2819.327168,50.64,3835.0,50.0,5.602649,59.22,3835.0,66.729798,997.78,16.015152,4.790918,2819.327168,50.64,100.0,5.602649,59.22,66.729798,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,7.0,3.0,3.0,1.0,1057.0,0.0
20220126.0,1133.04,279.842694,9.090909,4.676667,3201.064608,56.12,4818.0,50.0,5.58,66.96,4818.0,75.757576,1133.04,18.181818,4.676667,3201.064608,56.12,100.0,5.58,66.96,75.757576,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,1.0,1.0,1.0,1200.0,0.0
20220127.0,947.72,280.20701,7.628788,4.901688,2683.374408,49.36,4267.0,50.0,5.886792,59.28,4267.0,63.573232,947.72,15.257576,4.901688,2683.374408,49.36,100.0,5.886792,59.28,63.573232,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,3.0,3.0,1.0,1007.0,0.0
20220128.0,823.89,280.717078,6.651515,5.038724,2340.506712,44.24,3097.0,50.0,6.16287,54.11,3097.0,55.429293,823.89,13.30303,5.038724,2340.506712,44.24,100.0,6.16287,54.11,55.429293,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,3.0,3.0,2.0,878.0,0.0
20220129.0,898.74,281.392686,7.212121,4.794118,2550.430751,45.64,4231.0,50.0,5.594538,53.26,4231.0,60.10101,898.7352,14.424242,4.794118,2550.430751,45.64,100.0,5.595042,53.2648,60.10101,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,6.0,6.0,2.0,952.0,0.0
20220130.0,1002.27,281.389285,8.015152,4.601134,2840.118331,48.68,4209.0,50.0,5.267486,55.73,4209.0,66.792929,1002.265,16.030303,4.601134,2840.118331,48.68,100.0,5.267958,55.735,66.792929,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,3.0,2.0,1058.0,0.0
20220131.0,1307.48,279.2696,10.416667,4.352,3672.842068,59.84,5538.0,50.0,4.910545,67.52,5538.0,86.805556,1307.48,20.833333,4.352,3672.842068,59.84,100.0,4.910545,67.52,86.805556,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,3.0,3.0,1375.0,0.0
20220201.0,933.31,278.928546,7.477273,4.591692,2626.614333,45.32,3911.0,50.0,5.439716,53.69,3911.0,62.310606,933.31,14.954545,4.591692,2626.614333,45.32,100.0,5.439716,53.69,62.310606,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,6.0,6.0,1.0,987.0,0.0
20220202.0,933.85,281.329854,7.484848,4.744939,2647.65152,46.88,3765.0,50.0,5.480769,54.15,3765.0,62.373737,933.85,14.969697,4.744939,2647.65152,46.88,100.0,5.480769,54.15,62.373737,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,6.0,6.0,2.0,988.0,0.0
20220203.0,739.16,282.216264,5.969697,5.28934,2106.23642,41.68,3377.0,50.0,6.19797,48.84,3377.0,49.747475,739.16,11.939394,5.28934,2106.23642,41.68,100.0,6.19797,48.84,49.747475,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,6.0,2.0,788.0,0.0
20220204.0,905.35,281.99589,7.265152,4.930136,2571.01293,47.28,3565.0,50.0,5.594369,53.65,3565.0,60.542929,905.35,14.530303,4.930136,2571.01293,47.28,100.0,5.594369,53.65,60.542929,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,1.0,1.0,2.0,959.0,0.0
20220205.0,1083.18,280.94584,8.659091,4.587927,3063.882948,52.44,4912.0,50.0,5.233596,59.82,4912.0,72.159091,1083.18,17.318182,4.587927,3063.882948,52.44,100.0,5.233596,59.82,72.159091,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,4.0,4.0,1.0,1143.0,0.0
20220206.0,927.16,280.529086,7.462121,4.808122,2630.35292,47.36,3530.0,50.0,5.872081,57.84,3530.0,62.184343,927.16,14.924242,4.808122,2630.35292,47.36,100.0,5.872081,57.84,62.184343,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,6.0,6.0,2.0,985.0,0.0
20220207.0,1143.46,279.223183,9.181818,4.544554,3230.388846,55.08,4869.0,50.0,5.655116,68.54,4869.0,76.515152,1143.46,18.363636,4.544554,3230.388846,55.08,100.0,5.655116,68.54,76.515152,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,8.0,8.0,2.0,1212.0,0.0
20220208.0,829.4462,280.918857,6.704545,5.012429,2361.516276,44.36,3636.0,50.0,6.276836,55.55,3636.0,55.871212,829.4462,13.409091,5.012429,2361.516276,44.36,100.0,6.277266,55.5538,55.871212,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,6.0,6.0,2.0,885.0,0.0
20220209.0,1175.6866,280.179291,9.378788,4.358643,3317.434879,53.96,4770.0,50.0,5.033118,62.31,4770.0,78.156566,1175.6866,18.757576,4.358643,3317.434879,53.96,100.0,5.033393,62.3134,78.156566,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,7.0,7.0,2.0,1238.0,0.0
20220210.0,1142.95,0.0,9.113636,4.339152,0.0,52.2,4613.0,50.0,4.991687,60.05,4613.0,75.94697,0.0,18.227273,4.339152,0.0,52.2,100.0,100.0,1203.0,75.94697,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,6.0,6.0,2.0,1203.0,0.0
20220211.0,1128.37,281.287629,9.007576,4.494533,3194.189796,53.44,3986.0,50.0,5.099243,60.63,3986.0,75.063131,1128.37,18.015152,4.494533,3194.189796,53.44,100.0,5.099243,60.63,75.063131,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,6.0,6.0,1.0,1189.0,0.0
20220212.0,958.92,281.325628,7.689394,4.697537,2721.319068,47.68,4100.0,50.0,5.525123,56.08,4100.0,64.078283,958.92,15.378788,4.697537,2721.319068,47.68,100.0,5.525123,56.08,64.078283,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,1.0,1.0,1.0,1015.0,0.0
20220213.0,977.24,281.646445,7.825758,4.704743,2772.527604,48.6,4166.0,50.0,5.39787,55.76,4166.0,65.214646,977.24,15.651515,4.704743,2772.527604,48.6,100.0,5.39787,55.76,65.214646,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,7.0,7.0,1.0,1033.0,0.0
20220214.0,848.04,283.000357,6.810606,4.791991,2422.256652,43.08,3458.0,50.0,5.668521,50.96,3458.0,56.755051,848.04,13.621212,4.791991,2422.256652,43.08,100.0,5.668521,50.96,56.755051,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,1.0,2.0,899.0,0.0
20220215.0,859.43,283.630149,6.893939,4.778022,2457.711971,43.48,3456.0,50.0,5.557143,50.57,3456.0,57.449495,859.43,13.787879,4.778022,2457.711971,43.48,100.0,5.557143,50.57,57.449495,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,5.0,4.0,4.0,1.0,910.0,0.0
20220216.0,912.88,282.807703,7.325758,4.728025,2605.450808,45.72,3616.0,50.0,5.596691,54.12,3616.0,61.04798,912.88,14.651515,4.728025,2605.450808,45.72,100.0,5.596691,54.12,61.04798,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,6.0,6.0,1.0,967.0,0.0
20220217.0,1155.03,279.378273,9.265152,4.542927,3261.573714,55.56,4531.0,50.0,5.557645,67.97,4531.0,77.209596,1155.03,18.530303,4.542927,3261.573714,55.56,100.0,5.557645,67.97,77.209596,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,7.0,7.0,2.0,1223.0,0.0
20220218.0,1769.2114,283.29788,14.159091,4.451578,5059.133539,83.2,9594.0,87.020833,5.339219,99.79,9594.0,67.795504,1192.7102,19.090909,4.406349,3364.277661,55.52,100.0,5.34046,67.2898,79.545455,24.0,576.5012,9.227273,4.545156,1694.855878,27.68,74.041667,5.33642,32.4988,51.926127,17.77,9.0,5.0,7.0,7.0,2.0,1260.0,609.0
20220219.0,1789.502,283.539168,14.30303,4.927966,5089.414653,93.04,8331.0,100.0,5.217161,98.5,8331.0,59.59596,900.36,14.378788,4.902002,2559.183264,46.52,100.0,5.125395,48.64,59.911616,24.0,889.142,14.227273,4.954207,2530.231389,46.52,100.0,5.309691,49.858,59.280303,24.0,6.0,3.0,6.0,6.0,2.0,949.0,939.0
20220220.0,1752.97,283.21261,14.022727,5.071853,4976.385414,93.88,7420.0,100.0,5.294435,98.0,7420.0,58.42803,875.82,14.0,5.034632,2489.693514,46.52,100.0,5.214286,48.18,58.333333,24.0,877.14,14.045455,5.108954,2486.6919,47.36,100.0,5.378641,49.86,58.522727,24.0,5.0,1.0,1.0,1.0,1.0,924.0,927.0
20220221.0,1988.79,281.928571,15.863636,4.739255,5623.798365,99.24,8160.0,100.0,5.024355,105.21,8160.0,66.098485,993.57,15.863636,4.855778,2811.107601,50.84,100.0,5.103152,53.43,66.098485,24.0,995.22,15.863636,4.622732,2812.690764,48.4,100.0,4.945559,51.78,66.098485,24.0,6.0,0.0,7.0,7.0,1.0,1047.0,1047.0
20220222.0,1829.05,283.116851,14.590909,4.797508,5191.230576,92.4,7823.0,100.0,5.033749,96.95,7823.0,60.795455,906.08,14.469697,4.879581,2565.56552,46.6,100.0,5.122513,48.92,60.290404,24.0,922.97,14.712121,4.716787,2625.665056,45.8,100.0,4.946447,48.03,61.300505,24.0,5.0,3.0,6.0,6.0,1.0,955.0,971.0
20220223.0,1900.8,282.785177,15.174242,4.844733,5389.77236,97.04,7240.0,100.0,5.102346,102.2,7240.0,63.22601,945.2,15.075758,4.81608,2683.8954,47.92,100.0,5.005025,49.8,62.815657,24.0,955.6,15.272727,4.873016,2705.87696,49.12,100.0,5.198413,52.4,63.636364,24.0,6.0,1.0,6.0,6.0,1.0,995.0,1008.0
20220224.0,1818.8,283.881312,14.530303,4.940563,5175.837637,94.76,7118.0,100.0,5.172054,99.2,7118.0,60.542929,910.61,14.530303,4.855057,2586.678766,46.56,100.0,5.045881,48.39,60.542929,24.0,908.19,14.530303,5.026069,2589.158871,48.2,100.0,5.298227,50.81,60.542929,24.0,13.0,1.0,1.0,1.0,1.0,959.0,959.0
20220225.0,2140.51,282.082306,17.05303,4.637939,6055.178788,104.4,9250.0,100.0,4.908485,110.49,9250.0,71.054293,1004.08,16.030303,4.884688,2848.173328,51.68,100.0,5.096408,53.92,66.792929,24.0,1136.43,18.075758,4.419111,3207.00546,52.72,100.0,4.741827,56.57,75.315657,24.0,15.0,4.0,3.0,3.0,1.0,1058.0,1193.0
20220226.0,2202.62,281.710727,17.537879,4.615119,6220.623596,106.84,8964.0,100.0,4.854428,112.38,8964.0,73.074495,1095.23,17.439394,4.674196,3094.572365,53.8,100.0,4.845352,55.77,72.664141,24.0,1107.39,17.636364,4.556701,3126.051231,53.04,100.0,4.863402,56.61,73.484848,24.0,19.0,3.0,1.0,1.0,1.0,1151.0,1164.0
20220227.0,1942.29,282.69529,15.5,4.819159,5505.20808,98.6,9352.0,100.0,5.068915,103.71,9352.0,64.583333,959.46,15.318182,4.854599,2720.260992,49.08,100.0,5.097923,51.54,63.825758,24.0,982.83,15.681818,4.784541,2784.947088,49.52,100.0,5.04058,52.17,65.340909,24.0,22.0,9.0,1.0,1.0,1.0,1011.0,1035.0
20220228.0,2110.8318,281.478822,16.825758,4.743809,5955.078542,105.36,10448.0,100.0,4.959928,110.16,10448.0,70.107323,1055.1959,16.818182,4.727928,2977.235232,52.48,100.0,4.937306,54.8041,70.075758,24.0,1055.6359,16.833333,4.759676,2977.84331,52.88,100.0,4.983267,55.3641,70.138889,24.0,25.0,12.0,1.0,1.0,1.0,1110.0,1111.0
20220301.0,2311.8282,281.202828,18.439394,4.777321,6517.494181,116.28,11281.0,100.0,5.01931,122.17,11281.0,76.830808,1167.795,18.606061,4.71987,3291.663767,57.96,100.0,4.902687,60.205,77.525253,24.0,1144.0332,18.272727,4.835821,3225.830414,58.32,100.0,5.138209,61.9668,76.136364,24.0,20.0,9.0,3.0,3.0,1.0,1228.0,1206.0
20220302.0,2014.44,282.200795,16.098485,4.933647,5700.907575,104.84,8642.0,100.0,5.203294,110.57,8642.0,67.07702,1029.16,16.424242,4.841328,2918.800676,52.48,100.0,5.059041,54.84,68.434343,24.0,985.27,15.772727,5.029779,2782.106899,52.36,100.0,5.353506,55.73,65.719697,24.0,22.0,9.0,1.0,1.0,2.0,1084.0,1041.0
20220303.0,2317.18,282.313223,18.409091,4.376955,6559.942981,106.36,9655.0,100.0,4.64321,112.83,9655.0,76.704545,1135.4,18.045455,4.392947,3216.36112,52.32,100.0,4.668346,55.6,75.189394,24.0,1181.77,18.772727,4.361582,3343.581861,54.04,100.0,4.619048,57.23,78.219697,24.0,24.0,13.0,1.0,1.0,1.0,1191.0,1239.0
20220304.0,2288.65,280.693227,18.204545,4.539326,6438.878068,109.08,8982.0,100.0,4.759051,114.36,8982.0,75.852273,1119.1,17.80303,4.585532,3142.88044,53.88,100.0,4.757447,55.9,74.179293,24.0,1169.54,18.606061,4.495114,3295.997628,55.2,100.0,4.760586,58.46,77.525253,24.0,23.0,13.0,6.0,6.0,1.0,1175.0,1228.0
20220305.0,2104.31,281.404987,16.810606,4.845426,5941.810027,107.52,8661.0,100.0,5.168544,114.69,8661.0,70.044192,1017.15,16.242424,4.895522,2869.278435,52.48,100.0,5.116604,54.85,67.676768,24.0,1087.16,17.378788,4.798605,3072.531592,55.04,100.0,5.217088,59.84,72.411616,24.0,22.0,13.0,1.0,1.0,2.0,1072.0,1147.0
20220306.0,1904.75,283.953004,15.227273,5.066667,5418.27765,101.84,9824.0,100.0,5.236318,105.25,9824.0,63.44697,917.72,14.681818,5.143447,2614.12542,49.84,100.0,5.292054,51.28,61.174242,24.0,987.03,15.772727,4.995197,2804.15223,52.0,100.0,5.184438,53.97,65.719697,24.0,17.0,9.0,6.0,6.0,2.0,969.0,1041.0
20220307.0,2191.07,282.158419,17.454545,4.657986,6198.117559,107.32,9173.0,100.0,4.901476,112.93,9173.0,72.727273,1088.03,17.318182,4.605424,3084.456247,52.64,100.0,4.809274,54.97,72.159091,24.0,1103.04,17.590909,4.709733,3113.661312,54.68,100.0,4.992248,57.96,73.295455,24.0,20.0,3.0,1.0,1.0,2.0,1143.0,1161.0
20220308.0,2359.27,281.309426,18.757576,4.499192,6651.842696,111.4,9456.0,100.0,4.714459,116.73,9456.0,78.156566,1183.32,18.80303,4.457695,3336.134076,55.32,100.0,4.647865,57.68,78.34596,24.0,1175.95,18.712121,4.540891,3315.70862,56.08,100.0,4.781377,59.05,77.967172,24.0,22.0,4.0,0.0,0.0,1.0,1241.0,1235.0
20220309.0,2311.58,281.333878,18.401515,4.559901,6521.99449,110.76,10417.0,100.0,4.834088,117.42,10417.0,76.67298,1123.67,17.878788,4.569492,3172.682245,53.92,100.0,4.773729,56.33,74.494949,24.0,1187.91,18.924242,4.550841,3349.312245,56.84,100.0,4.891113,61.09,78.85101,24.0,23.0,5.0,0.0,0.0,1.0,1180.0,1249.0
20220310.0,2361.546,281.268008,18.787879,4.569355,6656.713691,113.32,10185.0,100.0,4.77621,118.45,10185.0,78.282828,1157.091,18.393939,4.514003,3264.847966,54.8,100.0,4.687727,56.909,76.641414,24.0,1204.455,19.181818,4.622433,3391.865726,58.52,100.0,4.861374,61.545,79.924242,24.0,26.0,8.0,0.0,0.0,2.0,1214.0,1266.0
20220311.0,2226.741,281.197739,17.765152,4.733475,6281.957494,111.0,9853.0,100.0,5.04307,118.26,9853.0,74.021465,1059.1691,16.893939,4.713901,2991.623123,52.56,100.0,5.007256,55.8309,70.391414,24.0,1167.5719,18.636364,4.75122,3290.334371,58.44,100.0,5.075455,62.4281,77.651515,24.0,27.0,11.0,0.0,0.0,1.0,1115.0,1230.0
20220312.0,2195.26,280.677674,17.537879,4.964147,6175.133361,114.92,10323.0,100.0,5.172786,119.75,10323.0,73.074495,1098.48,17.515152,4.799308,3093.099984,55.48,100.0,4.975779,57.52,72.979798,24.0,1096.77,17.560606,5.128559,3082.033377,59.44,100.0,5.369284,62.23,73.169192,24.0,28.0,13.0,0.0,0.0,1.0,1156.0,1159.0
20220313.0,2313.76,280.35148,18.44697,4.714579,6504.715042,114.8,10123.0,100.0,4.979055,121.24,10123.0,76.862374,1182.5931,18.818182,4.608696,3315.044978,57.24,100.0,4.783164,59.4069,78.409091,24.0,1131.1689,18.075758,4.824811,3189.670064,57.56,100.0,5.182825,61.8311,75.315657,24.0,28.0,14.0,1.0,1.0,1.0,1242.0,1193.0
20220314.0,2245.05,280.820762,17.886364,4.684456,6319.59042,110.6,9016.0,100.0,4.911055,115.95,9016.0,74.526515,1122.8,17.878788,4.667797,3158.88552,55.08,100.0,4.847458,57.2,74.494949,24.0,1122.25,17.893939,4.701101,3160.7049,55.52,100.0,4.974598,58.75,74.558081,24.0,26.0,15.0,6.0,6.0,1.0,1180.0,1181.0
