date,可门_厂级_上网电量,可门_厂级_供热厂用电量,可门_厂级_供热用厂用电率,可门_厂级_供热耗煤量,可门_厂级_供热量,可门_厂级_供电煤耗,可门_厂级_利用小时,可门_厂级_发电厂用电率,可门_厂级_发电标煤量,可门_厂级_发电用厂用电量,可门_厂级_发电耗煤量,可门_厂级_开机率,可门_厂级_综合供电煤耗,可门_厂级_综合厂用电率,可门_厂级_综合厂用电量,可门_厂级_耗煤量,可门_厂级_负荷率,可门_可门#1_上网电量,可门_可门#1_供热用厂用电率,可门_可门#1_供热量,可门_可门#1_利用小时,可门_可门#1_发电厂用电率,可门_可门#1_发电标煤量,可门_可门#1_发电用厂用电量,可门_可门#1_开机率,可门_可门#1_综合供电煤耗,可门_可门#1_综合厂用电率,可门_可门#1_综合厂用电量,可门_可门#1_负荷率,可门_可门#1_运行小时,可门_可门#2_上网电量,可门_可门#2_供热用厂用电率,可门_可门#2_供热量,可门_可门#2_利用小时,可门_可门#2_发电厂用电率,可门_可门#2_发电标煤量,可门_可门#2_发电用厂用电量,可门_可门#2_开机率,可门_可门#2_综合供电煤耗,可门_可门#2_综合厂用电率,可门_可门#2_综合厂用电量,可门_可门#2_负荷率,可门_可门#2_运行小时,可门_可门#3_上网电量,可门_可门#3_供热用厂用电率,可门_可门#3_供热量,可门_可门#3_利用小时,可门_可门#3_发电厂用电率,可门_可门#3_发电标煤量,可门_可门#3_发电用厂用电量,可门_可门#3_开机率,可门_可门#3_综合供电煤耗,可门_可门#3_综合厂用电率,可门_可门#3_综合厂用电量,可门_可门#3_负荷率,可门_可门#3_运行小时,可门_可门#4_上网电量,可门_可门#4_供热用厂用电率,可门_可门#4_供热量,可门_可门#4_利用小时,可门_可门#4_发电厂用电率,可门_可门#4_发电标煤量,可门_可门#4_发电用厂用电量,可门_可门#4_开机率,可门_可门#4_综合供电煤耗,可门_可门#4_综合厂用电率,可门_可门#4_综合厂用电量,可门_可门#4_负荷率,可门_可门#4_运行小时,可门_可门#5_上网电量,可门_可门#5_供热用厂用电率,可门_可门#5_供热量,可门_可门#5_利用小时,可门_可门#5_发电厂用电率,可门_可门#5_发电标煤量,可门_可门#5_发电用厂用电量,可门_可门#5_开机率,可门_可门#5_综合供电煤耗,可门_可门#5_综合厂用电率,可门_可门#5_综合厂用电量,可门_可门#5_负荷率,可门_可门#5_运行小时,可门_可门#6_上网电量,可门_可门#6_供热用厂用电率,可门_可门#6_供热量,可门_可门#6_利用小时,可门_可门#6_发电厂用电率,可门_可门#6_发电标煤量,可门_可门#6_发电用厂用电量,可门_可门#6_开机率,可门_可门#6_综合供电煤耗,可门_可门#6_综合厂用电率,可门_可门#6_综合厂用电量,可门_可门#6_负荷率,可门_可门#6_运行小时,tempMax,tempMin,textDay,textNight,windScaleDay,可门_可门#1_发电量,可门_可门#2_发电量,可门_可门#3_发电量,可门_可门#4_发电量,可门_可门#5_发电量,可门_可门#5_发电量.1,可门_厂级_发电量
20220101.0,3429.75,3.6,5.599627,467.0,6429.0,298.886798,15.075,4.282477,10350.62914,154.94,18910.0,100.0,301.78961,5.203151,188.25,19377.0,62.8125,753.55,0.0,0.0,13.316667,4.680851,2294.936525,37.4,100.0,304.55,5.68836,45.45,55.486111,24.0,758.45,6.43,498.0,13.383333,4.566625,2306.977365,36.67,100.0,304.17,5.547945,44.55,55.763889,24.0,1096.32,5.37,4684.0,19.15,3.773716,3274.598208,43.36,100.0,298.69,4.584856,52.68,79.791667,24.0,821.42,6.14,1247.0,14.45,4.326413,2474.11704,37.51,100.0,301.2,5.257209,45.58,60.208333,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,9.0,1.0,1.0,2.0,799.0,803.0,1149.0,867.0,,,3618.0
20220102.0,3553.05,3.77,5.790201,448.0,6511.0,298.959379,15.6125,4.235121,10727.58928,158.69,18861.0,100.0,301.926212,5.176141,193.95,19309.0,65.052083,810.53,0.0,0.0,14.3,4.526807,2463.038564,38.84,100.0,303.88,5.532634,47.47,59.583333,24.0,1067.7,5.67,4078.0,18.716667,4.029386,3234.91746,45.25,100.0,302.98,4.92431,55.3,77.986111,24.0,813.74,6.02,770.0,14.3,4.221445,2436.663056,36.22,100.0,299.44,5.158508,44.26,59.583333,24.0,861.08,6.0,1663.0,15.133333,4.227974,2592.970204,38.39,100.0,301.13,5.167401,46.92,63.055556,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,8.0,1.0,1.0,2.0,858.0,1123.0,858.0,908.0,,,3747.0
20220103.0,4031.55,3.45,5.821802,419.0,5926.0,298.964123,17.6875,4.190813,12159.16985,177.9,21632.0,100.0,301.600373,5.028269,213.45,22051.0,73.697917,963.37,0.0,0.0,16.95,4.394297,2924.502309,44.69,100.0,303.57,5.273353,53.63,70.625,24.0,1089.72,5.76,3030.0,19.1,4.092496,3300.979824,46.9,100.0,302.92,4.910995,56.28,79.583333,24.0,988.23,5.8,1587.0,17.316667,4.072185,2954.214762,42.31,100.0,298.94,4.886429,50.77,72.152778,24.0,990.22,5.98,1309.0,17.383333,4.217641,2979.472958,43.99,100.0,300.89,5.060403,52.78,72.430556,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,10.0,0.0,0.0,2.0,1017.0,1146.0,1039.0,1043.0,,,4245.0
20220104.0,3894.6,3.61,6.246755,391.0,5779.0,299.72126,17.0875,4.506218,11737.68397,184.8,20044.0,100.0,301.383556,5.032919,206.4,20435.0,71.197917,944.75,0.0,0.0,16.616667,4.692076,2869.3947,46.78,100.0,303.72,5.240722,52.25,69.236111,24.0,1056.83,6.14,3326.0,18.516667,4.365437,3201.877851,48.5,100.0,302.97,4.875788,54.17,77.152778,24.0,941.1,6.32,1537.0,16.5,4.422222,2805.70143,43.78,100.0,298.13,4.939394,48.9,68.75,24.0,951.92,6.48,916.0,16.716667,4.559322,2860.709984,45.73,100.0,300.52,5.092722,51.08,69.652778,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,11.0,1.0,1.0,1.0,997.0,1111.0,990.0,1003.0,,,4101.0
20220105.0,4438.35,3.82,6.018591,439.0,6347.0,299.765423,19.420833,4.311736,13369.62778,200.97,22860.0,100.0,301.229686,4.776872,222.65,23299.0,80.920139,1115.47,0.0,0.0,19.533333,4.353242,3385.786091,51.02,100.0,303.53,4.823379,56.53,81.388889,24.0,1161.27,6.2,1379.0,20.35,4.415233,3519.925497,53.91,100.0,303.11,4.891892,59.73,84.791667,24.0,1083.02,5.89,3645.0,18.916667,4.133921,3225.341862,46.92,100.0,297.81,4.579736,51.98,78.819444,24.0,1078.59,6.14,1323.0,18.883333,4.33451,3238.574334,49.11,100.0,300.26,4.802295,54.41,78.680556,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,13.0,0.0,0.0,1.0,1172.0,1221.0,1135.0,1133.0,,,4661.0
20220106.0,3509.55,5.1,6.374203,556.0,8001.0,299.570331,15.416667,4.572973,10577.22924,169.2,18248.0,100.0,301.384201,5.147297,190.45,18804.0,64.236111,798.51,0.0,0.0,14.066667,4.7891,2427.550251,40.42,100.0,304.01,5.38981,45.49,58.611111,24.0,928.98,6.64,2494.0,16.35,4.710499,2816.853156,46.21,100.0,303.22,5.302752,52.02,68.125,24.0,934.09,6.06,3039.0,16.35,4.247706,2785.269562,41.67,100.0,298.18,4.781855,46.91,68.125,24.0,847.97,6.5,2468.0,14.9,4.573826,2547.556271,40.89,100.0,300.43,5.14877,46.03,62.083333,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,10.0,3.0,3.0,2.0,844.0,981.0,981.0,894.0,,,3700.0
20220107.0,3574.35,4.71,6.339166,511.0,7430.0,299.627072,15.695833,4.550571,10773.33108,171.42,18795.0,100.0,301.40672,5.114149,192.65,19306.0,65.399306,794.25,0.0,0.0,14.0,4.846429,2412.2961,40.71,100.0,303.72,5.446429,45.75,58.333333,24.0,1038.32,6.38,4104.0,18.233333,4.52925,3144.759784,49.55,100.0,302.87,5.08958,55.68,75.972222,24.0,808.12,6.56,1508.0,14.2,4.583333,2410.783584,39.05,100.0,298.32,5.150235,43.88,59.166667,24.0,933.67,6.08,1818.0,16.35,4.293578,2805.491616,42.12,100.0,300.48,4.824669,47.33,68.125,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,10.0,3.0,3.0,1.0,840.0,1094.0,852.0,981.0,,,3767.0
20220108.0,3573.3,4.69,6.355014,499.0,7380.0,299.624795,15.691667,4.545406,10770.97205,171.18,19032.0,100.0,301.429269,5.116835,192.7,19531.0,65.381944,822.7,0.0,0.0,14.483333,4.733026,2499.93849,41.13,100.0,303.87,5.327963,46.3,60.347222,24.0,1037.34,6.38,5012.0,18.216667,4.52333,3140.54685,49.44,100.0,302.75,5.092406,55.66,75.902778,24.0,825.08,6.57,793.0,14.5,4.586207,2462.03872,39.9,100.0,298.4,5.163218,44.92,60.416667,24.0,888.18,6.18,1575.0,15.566667,4.357602,2668.447992,40.7,100.0,300.44,4.905782,45.82,64.861111,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,9.0,1.0,1.0,2.0,869.0,1093.0,870.0,934.0,,,3766.0
20220109.0,3917.4,5.21,6.30827,566.0,8259.0,299.554624,17.191667,4.517693,11801.25398,186.4,20851.0,100.0,301.252208,5.055744,208.6,21417.0,71.631944,920.43,0.0,0.0,16.183333,4.653965,2795.437953,45.19,100.0,303.71,5.208033,50.57,67.430556,24.0,1056.22,6.32,5624.0,18.533333,4.482014,3195.487988,49.84,100.0,302.54,5.016187,55.78,77.222222,24.0,953.99,6.49,518.0,16.75,4.535323,2847.087756,45.58,100.0,298.44,5.075622,51.01,69.791667,24.0,986.76,6.26,2117.0,17.3,4.411368,2963.24028,45.79,100.0,300.3,4.936416,51.24,72.083333,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,3.0,3.0,1.0,971.0,1112.0,1005.0,1038.0,,,4126.0
20220110.0,4208.4,4.31,6.129124,484.0,7032.0,299.723038,18.425,4.355495,12676.48618,192.6,22165.0,100.0,301.218662,4.830393,213.6,22649.0,76.770833,1005.39,0.0,0.0,17.633333,4.483932,3052.665657,47.44,100.0,303.63,4.97259,52.61,73.472222,24.0,1133.41,6.24,4388.0,19.866667,4.432047,3430.605388,52.83,100.0,302.68,4.915268,58.59,82.777778,24.0,1002.73,0.0,0.0,17.55,4.304843,2991.644955,45.33,100.0,298.35,4.773979,50.27,73.125,24.0,1066.87,5.95,2644.0,18.65,4.200179,3201.570183,47.0,100.0,300.09,4.658624,52.13,77.708333,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,8.0,3.0,3.0,1.0,1058.0,1192.0,1053.0,1119.0,,,4422.0
20220111.0,3883.05,4.21,6.437309,429.0,6540.0,299.693655,17.045833,4.632853,11692.45803,189.53,19481.0,100.0,301.11531,5.083109,207.95,19910.0,71.024306,939.06,0.0,0.0,16.533333,4.863911,2850.328818,48.25,100.0,303.53,5.336694,52.94,68.888889,24.0,1068.79,6.42,4189.0,18.75,4.553778,3232.662234,51.23,100.0,302.46,4.996444,56.21,78.125,24.0,926.94,0.0,0.0,16.266667,4.580943,2764.876632,44.71,100.0,298.28,5.026639,49.06,67.777778,24.0,948.26,6.45,2351.0,16.633333,4.542084,2844.590348,45.33,100.0,299.98,4.983968,49.74,69.305556,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,3.0,3.0,2.0,992.0,1125.0,976.0,998.0,,,4091.0
20220112.0,4209.3,3.71,6.282811,394.0,5905.0,299.710415,18.445833,4.539417,12665.88202,200.96,21432.0,100.0,300.902336,4.917551,217.7,21826.0,76.857639,1011.67,0.0,0.0,17.783333,4.787254,3068.091609,51.08,100.0,303.27,5.185567,55.33,74.097222,24.0,1158.79,6.32,3873.0,20.3,4.487685,3503.949202,54.66,100.0,302.38,4.861248,59.21,84.583333,24.0,1010.93,0.0,0.0,17.716667,4.522107,3012.167028,48.07,100.0,297.96,4.898401,52.07,73.819444,24.0,1027.91,6.2,2032.0,17.983333,4.370714,3081.67418,47.16,100.0,299.8,4.73494,51.09,74.930556,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,1.0,1.0,2.0,1067.0,1218.0,1063.0,1079.0,,,4427.0
20220113.0,4372.95,3.19,6.349522,333.0,5024.0,299.782102,19.133333,4.43358,13155.66774,203.59,22156.0,100.0,300.841943,4.770253,219.05,22489.0,79.722222,1096.32,0.0,0.0,19.2,4.492188,3323.822976,51.75,100.0,303.18,4.833333,55.68,80.0,24.0,1110.74,6.42,3768.0,19.466667,4.555651,3357.21165,53.21,100.0,302.25,4.902397,57.26,81.111111,24.0,1091.1,6.13,685.0,19.066667,4.298077,3249.2958,49.17,100.0,297.8,4.624126,52.9,79.444444,24.0,1074.79,6.21,571.0,18.8,4.384752,3225.337311,49.46,100.0,300.09,4.717199,53.21,78.333333,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,5.0,3.0,3.0,2.0,1152.0,1168.0,1144.0,1128.0,,,4592.0
20220114.0,4029.0,3.34,6.471614,348.0,5161.0,299.719192,17.654167,4.624734,12111.80239,195.95,20148.0,100.0,300.615597,4.909134,208.0,20496.0,73.559028,956.67,0.0,0.0,16.8,4.797619,2898.136098,48.36,100.0,302.94,5.092262,51.33,70.0,24.0,1077.84,6.46,2954.0,18.883333,4.586937,3256.69356,51.97,100.0,302.15,4.868491,55.16,78.680556,24.0,934.03,6.73,875.0,16.383333,4.693795,2779.486474,46.14,100.0,297.58,4.981689,48.97,68.263889,24.0,1060.47,6.31,1332.0,18.55,4.446541,3177.486261,49.49,100.0,299.63,4.719677,52.53,77.291667,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,1.0,1.0,2.0,1008.0,1133.0,983.0,1113.0,,,4237.0
20220115.0,4285.2,3.21,6.296587,329.0,5098.0,299.737083,18.720833,4.401068,12874.48705,197.74,20623.0,100.0,300.440751,4.624972,207.8,20952.0,78.003472,1071.33,0.0,0.0,18.733333,4.459075,3243.451575,50.12,100.0,302.75,4.685943,52.67,78.055556,24.0,1080.09,6.37,3616.0,18.9,4.52381,3261.439764,51.3,100.0,301.96,4.753968,53.91,78.75,24.0,1086.99,6.08,1341.0,18.966667,4.265378,3231.947367,48.54,100.0,297.33,4.482425,51.01,79.027778,24.0,1046.79,6.15,141.0,18.283333,4.355515,3137.648346,47.78,100.0,299.74,4.577028,50.21,76.180556,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,9.0,1.0,1.0,1.0,1124.0,1134.0,1138.0,1097.0,,,4493.0
20220116.0,3409.95,4.34,6.558864,427.0,6617.0,299.648449,14.970833,4.768439,10252.98109,171.33,16412.0,100.0,300.678341,5.094628,183.05,16839.0,62.378472,912.69,0.0,0.0,16.016667,4.705515,2763.716589,45.22,100.0,302.81,5.027055,48.31,66.736111,24.0,907.21,6.49,5753.0,15.9,4.591195,2734.149498,43.8,100.0,301.38,4.904612,46.79,66.25,24.0,752.91,7.1,284.0,13.25,4.955975,2246.457567,39.4,100.0,298.37,5.29434,42.09,55.208333,24.0,837.14,6.93,580.0,14.716667,4.860702,2508.657438,42.92,100.0,299.67,5.193658,45.86,61.319444,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,11.0,6.0,6.0,2.0,961.0,954.0,795.0,883.0,,,3593.0
20220117.0,3169.65,5.04,6.634198,486.0,7597.0,299.756775,13.954167,4.960287,9540.898451,166.12,15363.0,100.0,301.007949,5.35533,179.35,15849.0,58.142361,706.86,0.0,0.0,12.533333,5.55984,2143.128834,41.81,100.0,303.19,6.00266,45.14,52.222222,24.0,909.31,6.52,5331.0,15.95,4.615465,2745.570614,44.17,100.0,301.94,4.983281,47.69,66.458333,24.0,705.45,7.21,615.0,12.433333,5.034853,2108.87223,37.56,100.0,298.94,5.435657,40.55,51.805556,24.0,848.03,6.78,1651.0,14.9,4.762864,2543.326773,42.58,100.0,299.91,5.142058,45.97,62.083333,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,10.0,3.0,3.0,1.0,752.0,957.0,746.0,894.0,,,3349.0
20220118.0,3613.5,3.24,6.761269,313.0,4792.0,299.759016,15.875,4.841207,10867.91302,184.45,17687.0,100.0,300.758628,5.15748,196.5,18000.0,66.145833,915.24,6.7,3048.0,16.066667,4.747925,2766.862044,45.77,100.0,302.31,5.058091,48.76,66.944444,24.0,1028.64,7.03,105.0,18.1,4.957643,3114.413328,53.84,100.0,302.77,5.281768,57.36,75.416667,24.0,828.11,0.0,0.0,14.55,4.827033,2465.780336,42.14,100.0,297.76,5.142039,44.89,60.625,24.0,841.52,6.86,1639.0,14.783333,4.812852,2520.857312,42.69,100.0,299.56,5.127396,45.48,61.597222,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,3.0,3.0,1.0,964.0,1086.0,873.0,887.0,,,3810.0
20220119.0,3635.85,3.51,6.483192,340.0,5414.0,299.729465,15.954167,4.753983,10931.04366,182.03,17565.0,100.0,300.646167,5.044398,193.15,17905.0,66.475694,972.75,6.39,3862.0,17.033333,4.542074,2940.62325,46.42,100.0,302.3,4.818982,49.25,70.972222,24.0,851.39,0.0,0.0,15.0,5.091111,2578.179198,45.82,100.0,302.82,5.401111,48.61,62.5,24.0,904.35,0.0,0.0,15.866667,4.717437,2692.79256,44.91,100.0,297.76,5.005252,47.65,66.111111,24.0,907.36,6.69,1552.0,15.916667,4.701571,2719.448656,44.9,100.0,299.71,4.988482,47.64,66.319444,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,10.0,1.0,1.0,1.0,1022.0,900.0,952.0,955.0,,,3829.0
20220120.0,3588.15,4.49,6.624373,428.0,6778.0,299.65975,15.770833,4.883487,10788.23047,184.84,17191.0,100.0,300.66275,5.200793,196.85,17619.0,65.711806,785.28,7.91,94.0,13.916667,5.590419,2380.57632,46.68,100.0,303.15,5.954491,49.72,57.986111,24.0,955.11,6.58,4374.0,16.75,4.661692,2885.673843,46.85,100.0,302.13,4.964179,49.89,69.791667,24.0,914.65,0.0,0.0,16.05,4.714434,2725.199675,45.4,100.0,297.95,5.020768,48.35,66.875,24.0,933.1,6.65,2310.0,16.366667,4.675153,2796.78063,45.91,100.0,299.73,4.979633,48.9,68.194444,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,10.0,3.0,3.0,1.0,835.0,1005.0,963.0,982.0,,,3785.0
20220121.0,2962.05,4.09,6.45314,398.0,6338.0,305.324341,13.041667,4.969968,9081.689337,155.56,14336.0,77.395833,306.601487,5.365815,167.95,14734.0,70.210857,26.79,0.0,94.0,0.65,29.0,125.629026,11.31,9.583333,468.94,31.307692,12.21,28.26087,2.3,1085.19,6.39,4374.0,19.033333,4.607706,3334.354794,52.62,100.0,307.26,4.974606,56.81,79.305556,24.0,890.37,0.0,0.0,15.633333,4.703625,2697.019767,44.12,100.0,302.91,5.077825,47.63,65.138889,24.0,959.7,6.58,2310.0,16.85,4.699308,2924.68575,47.51,100.0,304.75,5.074184,51.3,70.208333,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,10.0,3.0,6.0,1.0,39.0,1142.0,938.0,1011.0,,,3130.0
20220122.0,3175.05,4.26,6.345896,421.0,6713.0,299.55739,13.941667,4.548117,9567.323827,152.18,15138.0,75.0,301.328289,5.109085,170.95,15559.0,77.453704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1096.24,6.37,4295.0,19.25,4.529004,3326.869152,52.31,100.0,303.48,5.087446,58.76,80.208333,24.0,957.91,0.0,0.0,16.85,4.67458,2866.545675,47.26,100.0,299.25,5.251236,53.09,70.208333,24.0,1120.9,6.32,2418.0,19.666667,4.459322,3373.909,52.62,100.0,301.0,5.008475,59.1,81.944444,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,11.0,6.0,6.0,1.0,0.0,1155.0,1011.0,1180.0,,,3346.0
20220123.0,2835.0,4.52,6.447012,433.0,7011.0,299.496372,12.454167,4.631315,8537.353742,138.43,13336.0,75.0,301.141225,5.152225,154.0,13769.0,69.189815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.51,6.43,4318.0,17.2,4.572674,2970.559977,47.19,100.0,303.27,5.08624,52.49,71.666667,24.0,870.16,0.0,0.0,15.316667,4.776931,2602.822592,43.9,100.0,299.12,5.314472,48.84,63.819444,24.0,985.33,6.47,2693.0,17.3,4.561657,2963.971173,47.35,100.0,300.81,5.074181,52.67,72.083333,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,13.0,1.0,1.0,1.0,0.0,1032.0,919.0,1038.0,,,2989.0
20220124.0,2461.2,4.7,7.034875,421.0,6681.0,299.454548,10.870833,4.920276,7428.359363,128.37,11696.0,74.270833,301.818599,5.665006,147.8,12117.0,60.986442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.22,7.08,3516.0,14.383333,5.00927,2472.026156,43.23,97.083333,303.98,5.76825,49.78,61.731044,23.3,799.11,6.89,1288.0,14.1,4.814421,2395.971513,40.73,100.0,299.83,5.542553,46.89,58.75,24.0,848.87,7.02,1877.0,15.0,4.934444,2560.361694,44.41,100.0,301.62,5.681111,51.13,62.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,13.0,3.0,3.0,1.0,0.0,863.0,846.0,900.0,,,2609.0
20220125.0,1908.6,3.64,6.283446,356.0,5793.0,299.38447,8.433333,4.717391,5773.689372,95.48,9072.0,50.0,302.509136,5.701581,115.4,9428.0,70.277778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803.36,7.41,468.0,14.283333,5.17853,2423.817456,44.38,100.0,301.71,6.259043,53.64,59.513889,24.0,1105.24,6.18,5325.0,19.45,4.377892,3349.871916,51.09,100.0,303.09,5.292202,61.76,81.041667,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,11.0,3.0,3.0,1.0,0.0,0.0,857.0,1167.0,,,2024.0
20220126.0,1987.2,3.68,6.306769,371.0,5835.0,298.087757,8.7625,4.662863,5976.480668,98.06,9585.0,50.0,300.748826,5.506419,115.8,9956.0,73.020833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.86,7.14,603.0,16.533333,4.962702,2790.653838,49.23,100.0,298.83,5.860887,58.14,68.888889,24.0,1053.34,6.21,5232.0,18.516667,4.394239,3185.82683,48.82,100.0,302.45,5.189919,57.66,77.152778,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,13.0,3.0,3.0,1.0,0.0,0.0,992.0,1111.0,,,2103.0
20220127.0,1785.3,3.72,6.483095,365.0,5738.0,298.083815,7.904167,5.04428,5369.413566,95.69,8635.0,50.0,300.756935,5.888245,111.7,9000.0,65.868056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.19,8.07,3.0,13.216667,5.704918,2211.613701,45.24,100.0,298.79,6.659521,52.81,55.069444,24.0,1045.11,6.48,5735.0,18.4,4.568841,3157.799865,50.44,100.0,302.15,5.334239,58.89,76.666667,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,12.0,1.0,1.0,2.0,0.0,0.0,793.0,1104.0,,,1897.0
20220128.0,1850.85,3.78,6.478149,369.0,5835.0,298.046152,8.183333,4.894094,5567.144467,96.12,8921.0,50.0,300.788528,5.761202,113.15,9290.0,68.194444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,793.97,7.82,457.0,14.133333,5.412736,2371.667787,45.9,100.0,298.71,6.371462,54.03,58.888889,24.0,1056.88,6.37,5378.0,18.6,4.500896,3195.47668,50.23,100.0,302.35,5.297491,59.12,77.5,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,11.0,3.0,3.0,2.0,0.0,0.0,848.0,1116.0,,,1964.0
20220129.0,1911.6,4.11,6.579158,402.0,6247.0,298.061133,8.445833,4.888505,5746.350384,99.09,9338.0,50.0,300.604226,5.693143,115.4,9740.0,70.381944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.54,7.06,565.0,15.35,5.263844,2582.553888,48.48,100.0,298.72,6.130293,56.46,63.958333,24.0,1047.06,6.48,5682.0,18.433333,4.575949,3163.796496,50.61,100.0,302.16,5.329114,58.94,76.805556,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,9.0,3.0,3.0,2.0,0.0,0.0,921.0,1106.0,,,2027.0
20220130.0,2095.65,3.95,6.23717,405.0,6333.0,298.029323,9.220833,4.549932,6295.30319,100.69,10096.0,50.0,300.398597,5.302756,117.35,10501.0,76.840278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,947.05,6.87,773.0,16.716667,4.78664,2826.18661,48.01,100.0,298.42,5.578265,55.95,69.652778,24.0,1148.6,6.15,5560.0,20.166667,4.353719,3469.11658,52.68,100.0,302.03,5.07438,61.4,84.027778,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,5.0,1.0,1.0,2.0,0.0,0.0,1003.0,1210.0,,,2213.0
20220131.0,2410.5,3.68,6.107884,386.0,6025.0,298.242518,10.570833,4.363816,7236.228402,110.71,11599.0,50.0,300.196159,4.986204,126.5,11985.0,88.090278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1207.78,6.32,922.0,21.2,4.419025,3603.653186,56.21,100.0,298.37,5.048742,64.22,88.333333,24.0,1202.72,6.08,5103.0,21.083333,4.3083,3632.575216,54.5,100.0,302.03,4.92332,62.28,87.847222,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,7.0,1.0,1.0,2.0,0.0,0.0,1272.0,1265.0,,,2537.0
20220201.0,1923.6,3.96,6.477998,383.0,6113.0,298.091447,8.475,4.662242,5780.49992,94.83,9185.0,50.0,300.504259,5.427729,110.4,9568.0,70.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,903.5,6.89,621.0,15.95,4.791014,2698.5738,45.85,100.0,298.68,5.590387,53.5,66.458333,24.0,1020.1,6.43,5492.0,17.95,4.538533,3081.92612,48.88,100.0,302.12,5.283194,56.9,74.791667,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,6.0,6.0,1.0,0.0,0.0,957.0,1077.0,,,2034.0
