date,永安_厂级_上网电量,永安_厂级_供热厂用电量,永安_厂级_供热用厂用电率,永安_厂级_利用小时,永安_厂级_发电厂用电率,永安_厂级_发电标煤量,永安_厂级_发电用厂用电量,永安_厂级_开机率,永安_厂级_日电网调度发电量,永安_厂级_综合供电煤耗,永安_厂级_综合厂用电率,永安_厂级_综合厂用电量,永安_厂级_耗煤量,永安_厂级_负荷率,永安_永安#8_上网电量,永安_永安#8_利用小时,永安_永安#8_发电厂用电率,永安_永安#8_发电标煤量,永安_永安#8_发电用厂用电量,永安_永安#8_开机率,永安_永安#8_综合供电煤耗,永安_永安#8_综合厂用电率,永安_永安#8_综合厂用电量,永安_永安#8_负荷率,永安_永安#8_运行小时,永安_永安#8_发电量
20221230.0,491.59,6.12,7.56424,8.793833,5.274529,1583.067277,27.83,50.0,528.0,322.03,6.830544,36.04,2528.0,73.281944,491.59,17.587667,5.274681,1583.067277,27.8308,100.0,322.03,6.830544,36.04,73.281944,24.0,527.63
20221231.0,491.21,5.89,7.683307,8.800333,5.35207,1581.63098,28.26,50.0,528.0,321.986722,6.973221,36.82,2470.0,73.336111,491.205,17.600667,5.352184,1581.63098,28.2606,100.0,321.99,6.972274,36.815,73.336111,24.0,528.02
20230101.0,491.98,5.38,7.607875,8.793,5.392547,1567.579943,28.45,50.0,528.0,318.626762,6.749687,35.61,2677.0,73.275,491.975,17.586,5.392775,1567.579943,28.4512,100.0,318.63,6.74874,35.605,73.275,24.0,527.58
20230102.0,491.32,6.04,7.487749,8.791667,5.304265,1558.205523,27.98,50.0,528.0,317.146772,6.858768,36.18,2692.0,73.263889,491.315,17.583333,5.303735,1558.205523,27.9772,100.0,317.15,6.859716,36.185,73.263889,24.0,527.5
20230103.0,491.54,6.27,7.579402,8.800333,5.329344,1554.577745,28.14,50.0,528.0,316.266783,6.908829,36.48,2849.0,73.336111,491.535,17.600667,5.328605,1554.577745,28.1361,100.0,316.27,6.909776,36.485,73.336111,24.0,528.02
20230104.0,490.6,6.23,7.578006,8.7865,5.381362,1544.80128,28.37,50.0,528.0,314.88,6.940572,36.59,2864.0,73.220833,490.6,17.573,5.381532,1544.80128,28.3709,100.0,314.88,6.940572,36.59,73.220833,24.0,527.19
20230105.0,489.5,6.1,7.658698,8.788333,5.526266,1540.60335,29.14,50.0,528.0,314.73,7.168595,37.8,3037.0,73.236111,489.5,17.576667,5.526816,1540.60335,29.1429,100.0,314.73,7.168595,37.8,73.236111,24.0,527.3
20230106.0,489.28,6.09,7.640608,8.792333,5.586306,1542.161632,29.47,50.0,528.0,315.19,7.252531,38.26,2936.0,73.269444,489.28,17.584667,5.587197,1542.161632,29.4747,100.0,315.19,7.252531,38.26,73.269444,24.0,527.54
20230107.0,489.23,6.09,7.786141,8.790167,5.566827,1545.36393,29.36,50.0,528.0,315.876772,7.241046,38.19,2964.0,73.251389,489.225,17.580333,5.567452,1545.36393,29.3633,100.0,315.88,7.240098,38.185,73.251389,24.0,527.41
20230108.0,482.24,5.63,7.863161,8.787667,5.720138,1542.68576,30.16,50.0,528.0,319.9,8.538482,45.02,3000.0,73.230556,482.24,17.575333,5.720593,1542.68576,30.1624,100.0,319.9,8.538482,45.02,73.230556,24.0,527.26
20230109.0,488.95,5.37,7.785554,8.790333,5.718403,1560.43503,30.16,50.0,528.0,319.14,7.293997,38.47,2999.0,73.252778,488.95,17.580667,5.719275,1560.43503,30.1646,100.0,319.14,7.293997,38.47,73.252778,24.0,527.42
20230110.0,487.69,5.17,7.730425,8.800167,5.664665,1557.763427,29.91,50.0,528.0,319.416725,7.638113,40.33,2945.0,73.334722,487.685,17.600333,5.66529,1557.763427,29.9133,100.0,319.42,7.637166,40.325,73.334722,24.0,528.01
20230111.0,483.89,4.57,8.218109,8.799667,5.975605,1556.770908,31.55,50.0,528.0,321.72,8.350695,44.09,2830.0,73.330556,483.89,17.599333,5.976079,1556.770908,31.5525,100.0,321.72,8.350695,44.09,73.330556,24.0,527.98
20230112.0,488.29,2.16,8.288883,8.780667,6.231493,1577.030213,32.83,50.0,528.0,322.97,7.317212,38.55,2641.0,73.172222,488.29,17.561333,6.230791,1577.030213,32.8263,100.0,322.97,7.317212,38.55,73.172222,24.0,526.84
20230113.0,432.6531,0.91,7.543791,7.8628,7.511277,1237.560927,35.4358,47.854167,476.4,286.04,8.505876,40.128,2062.0,68.461471,432.6531,15.7256,7.511277,1237.560927,35.4358,95.708333,286.04,8.29113,39.1149,68.461471,22.97,471.768
20230201.0,502.32,3.36,7.499029,9.002833,5.775959,1606.001518,31.2,50.0,541.5,319.716818,7.007053,37.85,2833.0,75.023611,502.315,18.005667,5.7757,1606.001518,31.1986,100.0,319.72,7.007979,37.855,75.023611,24.0,540.17
20230202.0,513.54,3.92,7.309928,9.191,5.672216,1636.892813,31.28,50.0,552.0,318.746897,6.878105,37.93,2893.0,76.591667,513.535,18.382,5.672125,1636.892813,31.2795,100.0,318.75,6.877199,37.925,76.591667,24.0,551.46
20230203.0,517.22,4.76,7.047957,9.251333,5.415436,1637.828852,30.06,50.0,552.0,316.66,6.820638,37.86,2992.0,77.094444,517.22,18.502667,5.415255,1637.828852,30.059,100.0,316.66,6.820638,37.86,77.094444,24.0,555.08
20230204.0,527.18,5.87,6.974652,9.433167,5.281012,1658.808855,29.89,50.0,567.3,314.657016,6.858778,38.82,2996.0,78.609722,527.175,18.866333,5.281136,1658.808855,29.8907,100.0,314.66,6.857895,38.815,78.609722,24.0,565.99
20230205.0,510.51,6.03,7.243713,9.163333,5.531102,1610.403795,30.41,50.0,552.0,315.45,7.146235,39.29,2976.0,76.361111,510.51,18.326667,5.531648,1610.403795,30.413,100.0,315.45,7.146235,39.29,76.361111,24.0,549.8
20230206.0,515.3,7.11,7.033093,9.238,5.2266,1613.079468,28.97,50.0,552.0,313.036963,7.034351,38.99,3260.0,76.983333,515.295,18.476,5.225861,1613.079468,28.9659,100.0,313.04,7.033449,38.985,76.983333,24.0,554.28
20230207.0,512.77,7.55,6.734998,9.2035,4.983611,1598.749994,27.52,50.0,552.0,311.78696,7.144021,39.45,3198.0,76.695833,512.765,18.407,4.983774,1598.749994,27.5209,100.0,311.79,7.143116,39.445,76.695833,24.0,552.21
20230208.0,501.0,8.42,7.379427,8.998333,5.41767,1559.597435,29.25,50.0,536.8,311.296893,7.20689,38.91,3038.0,74.986111,500.995,17.996667,5.416744,1559.597435,29.245,100.0,311.3,7.205964,38.905,74.986111,24.0,539.9
20230209.0,466.95,8.21,7.238595,8.407833,5.274843,1452.86823,26.61,50.0,504.0,311.14,7.437509,37.52,2808.0,70.065278,466.95,16.815667,5.274189,1452.86823,26.6067,100.0,311.14,7.437509,37.52,70.065278,24.0,504.47
20230210.0,465.91,8.81,7.346301,8.410833,5.342316,1474.356373,26.96,50.0,504.0,316.446604,7.676608,38.74,2991.0,70.090278,465.905,16.821667,5.343248,1474.356373,26.9647,100.0,316.45,7.677598,38.745,70.090278,24.0,504.65
20230211.0,465.52,8.81,7.560441,8.404333,5.292904,1471.648376,26.69,50.0,504.0,316.13,7.732122,38.99,3096.0,70.036111,465.52,16.808667,5.292904,1471.648376,26.69,100.0,316.13,7.682545,38.74,70.036111,24.0,504.26
20230212.0,465.03,8.39,7.298038,8.400667,5.368622,1473.478215,27.06,50.0,504.0,316.856593,7.741449,39.02,3026.0,70.005556,465.025,16.801333,5.367729,1473.478215,27.0555,100.0,316.86,7.740457,39.015,70.005556,24.0,504.04
20230213.0,467.5,9.01,7.092589,8.439833,5.229171,1478.09475,26.48,50.0,504.0,316.17,7.679851,38.89,3080.0,70.331944,467.5,16.879667,5.2285,1478.09475,26.4766,100.0,316.17,7.679851,38.89,70.331944,24.0,506.39
20230214.0,464.59,9.22,6.850842,8.405333,5.090022,1472.084031,25.67,50.0,504.0,316.85659,7.879918,39.74,2899.0,70.044444,464.585,16.810667,5.090974,1472.084031,25.6748,100.0,316.86,7.878926,39.735,70.044444,24.0,504.32
20230215.0,466.84,9.48,6.713154,8.4435,5.059118,1482.357052,25.63,50.0,504.0,317.53,7.85022,39.77,3000.0,70.3625,466.84,16.887,5.059651,1482.357052,25.6327,100.0,317.53,7.85022,39.77,70.3625,24.0,506.61
20230216.0,466.18,10.16,6.805715,8.442167,5.034253,1481.799748,25.5,50.0,504.0,317.86,7.965965,40.35,3219.0,70.351389,466.18,16.884333,5.034114,1481.799748,25.4993,100.0,317.86,7.965965,40.35,70.351389,24.0,506.53
20230217.0,464.64,9.81,7.017328,8.409,5.182939,1477.741056,26.15,50.0,504.54,318.04,7.908194,39.9,3268.0,70.075,464.64,16.818,5.183633,1477.741056,26.1535,100.0,318.04,7.908194,39.9,70.075,24.0,504.54
20230218.0,464.31,9.7,7.109446,8.4055,5.208891,1476.923679,26.27,50.0,504.0,318.09,7.93528,40.02,3483.0,70.045833,464.31,16.811,5.207959,1476.923679,26.2653,100.0,318.09,7.93528,40.02,70.045833,24.0,504.33
20230219.0,463.65,9.62,7.161074,8.395333,5.242992,1474.77792,26.41,50.0,504.0,318.08,7.954816,40.07,3435.0,69.961111,463.65,16.790667,5.243707,1474.77792,26.4136,100.0,318.08,7.954816,40.07,69.961111,24.0,503.72
20230220.0,460.96,10.04,6.838627,8.389833,5.180874,1463.07117,26.08,50.0,504.0,317.396557,8.428852,42.43,3220.0,69.915278,460.955,16.779667,5.18141,1463.07117,26.0827,100.0,317.4,8.429846,42.435,69.915278,24.0,503.39
20230221.0,461.29,10.44,7.047654,8.388333,5.072521,1459.182841,25.53,50.0,504.0,316.326571,8.34691,42.01,3045.0,69.902778,461.285,16.776667,5.072422,1459.182841,25.5295,100.0,316.33,8.347904,42.015,69.902778,24.0,503.3
20230222.0,463.49,11.23,7.042717,8.395667,4.927145,1463.268494,24.82,50.0,504.0,315.706594,7.990233,40.25,3364.0,69.963889,463.485,16.791333,4.926291,1463.268494,24.8157,100.0,315.71,7.991226,40.255,69.963889,24.0,503.74
20230223.0,463.49,10.63,6.929406,8.389167,4.891229,1459.328871,24.62,50.0,504.0,314.856603,7.918943,39.86,3335.0,69.909722,463.485,16.778333,4.891487,1459.328871,24.6213,100.0,314.86,7.919936,39.865,69.909722,24.0,503.35
20230224.0,464.2,10.96,6.975005,8.4045,4.89222,1460.00184,24.67,50.0,504.0,314.52,7.94614,40.07,3347.0,70.0375,464.2,16.809,4.891863,1460.00184,24.6682,100.0,314.52,7.94614,40.07,70.0375,24.0,504.27
20230225.0,462.66,11.36,7.07406,8.449833,4.927119,1455.805956,24.98,50.0,504.0,314.66,8.743762,44.33,3336.0,70.415278,462.66,16.899667,4.927119,1455.805956,24.98,100.0,314.66,8.743762,44.33,70.415278,24.0,506.99
20230226.0,466.84,11.2,6.963827,8.505667,4.928087,1467.184752,25.15,50.0,504.0,314.28,8.523729,43.5,3186.0,70.880556,466.84,17.011333,4.92746,1467.184752,25.1468,100.0,314.28,8.523729,43.5,70.880556,24.0,510.34
20230227.0,460.3,9.82,5.929268,8.558,4.169588,1771.13166,21.41,52.083333,506.6,384.77768,10.358729,53.19,4145.0,68.464,458.4128,17.022,5.107665,1475.951692,26.0828,100.0,321.97,10.231309,52.2472,70.925,24.0,510.66
20230228.0,910.2,10.91,6.814959,16.330333,5.75718,2845.427993,56.41,100.0,991.0,312.615688,7.105387,69.62,4387.0,68.043056,474.7771,17.039333,4.750421,1483.963304,24.2832,100.0,312.56,7.121347,36.4029,70.997222,24.0,511.18
20230301.0,967.73,11.36,7.022433,17.224667,5.103147,3303.902133,52.74,100.0,1022.8,341.407431,6.362968,65.76,6726.0,71.769444,474.5796,17.03,4.725817,1474.234069,24.1442,100.0,310.64,7.109102,36.3204,70.958333,24.0,510.9
20230302.0,863.83,11.08,7.092126,15.4515,5.465489,2761.408892,50.67,100.0,902.2,319.670409,6.822423,63.25,5444.0,64.38125,474.6185,17.038333,4.816492,1475.921149,24.6195,100.0,310.97,7.146924,36.5315,70.993056,24.0,511.15
20230303.0,923.18,10.9,7.230322,16.4895,5.360987,2957.810313,53.04,100.0,1019.0,320.393673,6.691127,66.2,5946.0,68.70625,471.542,16.961667,4.963349,1468.098863,25.256,100.0,311.34,7.331827,37.308,70.673611,24.0,508.85
20230304.0,993.25,10.94,6.888041,17.696167,5.22147,3165.112189,55.44,100.0,1056.0,318.662189,6.454317,68.53,6231.0,73.734028,474.5554,17.009667,5.93147,1519.621302,30.2677,100.0,320.22,7.002802,35.7346,70.873611,24.0,510.29
20230305.0,983.02,9.88,6.094259,17.553167,5.514674,3136.75574,58.08,100.0,1052.8,319.093786,6.452777,67.96,5751.0,73.138194,470.87,16.867,6.733069,1535.601244,34.07,100.0,326.12,6.944527,35.14,70.279167,24.0,506.01
20230306.0,924.11,10.31,6.238718,16.5193,5.518121,2928.980371,54.6933,100.0,987.6,316.951485,6.764613,67.048,5361.0,68.830417,446.3664,16.035,6.742979,1459.261035,32.4371,100.0,326.92,7.209978,34.6836,66.8125,24.0,481.05
20230307.0,945.56,11.76,6.99107,16.901833,5.391634,2988.54549,54.6771,100.0,1010.8,316.060905,6.759425,68.548,5659.0,70.424306,462.5867,16.634333,6.124481,1485.967256,30.563,100.0,321.23,7.302827,36.4433,69.309722,24.0,499.03
20230308.0,987.03,7.94,7.070039,17.5695,5.442196,3124.971837,57.37,100.0,1071.6,316.603531,6.368992,67.14,5732.0,73.20625,502.9589,17.965333,5.837409,1608.764338,31.4613,100.0,319.86,6.679735,36.0011,74.855556,24.0,538.96
20230309.0,971.03,11.48,6.90695,17.3625,5.563715,2489.613655,57.96,97.916667,1046.9,256.388953,6.789537,70.73,4792.0,73.882979,490.8553,17.580333,6.494075,1033.643091,34.2504,95.833333,210.58,6.930983,36.5547,76.436232,23.0,527.41
20230519.0,1055.29,10.06,7.558761,18.883,5.79004,3325.559736,65.6,100.0,1147.7,315.132308,6.857138,77.69,7402.0,78.679167,521.4007,18.767667,6.370318,1659.253448,35.8668,100.0,318.23,7.393798,41.6293,78.198611,24.0,563.03
20230520.0,1128.11,11.2,8.324037,20.158833,5.635247,3583.688969,68.16,100.0,1212.3,317.671944,6.73154,81.42,7297.0,83.995139,507.8103,18.363667,5.621317,1562.024483,30.9684,100.0,307.6,7.823365,43.0997,76.515278,24.0,550.91
20230521.0,920.15,10.59,8.277356,16.575,6.223228,2352.629591,61.89,93.708333,985.3,255.678921,7.476119,74.35,4840.0,73.699422,508.1411,18.372333,5.698115,1566.599011,31.4063,100.0,308.3,7.806829,43.0289,76.551389,24.0,551.17
20230522.0,501.93,11.84,8.804604,9.176,6.019326,1567.52739,33.14,50.0,552.0,312.3,8.832825,48.63,3542.0,76.466667,501.93,18.352,6.019507,1567.52739,33.141,100.0,312.3,8.832825,48.63,76.466667,24.0,550.56
20230523.0,499.35,10.85,8.201672,9.172333,5.636516,1565.796117,31.02,50.0,552.0,313.56686,9.266999,51.0,3255.0,76.436111,499.345,18.344667,5.636625,1565.796117,31.0206,100.0,313.57,9.26609,50.995,76.436111,24.0,550.34
20230524.0,504.52,10.89,7.947907,9.157667,5.408947,1566.065012,29.72,50.0,552.0,310.406924,8.180759,44.95,3257.0,76.313889,504.515,18.315333,5.408164,1566.065012,29.7157,100.0,310.41,8.179849,44.945,76.313889,24.0,549.46
20230525.0,504.52,10.59,7.878784,9.155167,5.415885,1575.196733,29.75,50.0,552.0,312.216906,8.153866,44.79,3304.0,76.293056,504.515,18.310333,5.415685,1575.196733,29.7489,100.0,312.22,8.154776,44.795,76.293056,24.0,549.31
20230526.0,494.84,10.68,7.948339,8.998333,5.46027,1558.383866,29.48,50.0,540.6,314.926818,8.347842,45.07,3228.0,74.986111,494.835,17.996667,5.459919,1558.383866,29.4781,100.0,314.93,8.346916,45.065,74.986111,24.0,539.9
20230527.0,502.21,10.23,7.921323,9.151833,5.736556,1600.527335,31.5,50.0,552.0,318.696827,8.541094,46.9,3273.0,76.265278,502.205,18.303667,5.736938,1600.527335,31.5021,100.0,318.7,8.542004,46.905,76.265278,24.0,549.11
20230528.0,504.35,10.14,7.769567,9.184667,5.714234,1614.42435,31.49,50.0,552.0,320.1,8.479713,46.73,3346.0,76.538889,504.35,18.369333,5.714288,1614.42435,31.4903,100.0,320.1,8.479713,46.73,76.538889,24.0,551.08
20230529.0,500.83,11.37,8.132553,9.164667,5.937659,1608.265296,32.65,50.0,552.0,321.12,8.920128,49.05,3246.0,76.372222,500.83,18.329333,5.937877,1608.265296,32.6512,100.0,321.12,8.920128,49.05,76.372222,24.0,549.88
20230530.0,500.17,11.96,8.555984,9.162167,6.110272,1605.145564,33.59,50.0,552.0,320.92,9.015335,49.56,3274.0,76.351389,500.17,18.324333,6.11009,1605.145564,33.589,100.0,320.92,9.015335,49.56,76.351389,24.0,549.73
20230531.0,513.54,11.39,8.704224,9.384333,6.152097,1641.976809,34.64,50.0,563.9,319.736887,8.796576,49.53,3219.0,78.202778,513.535,18.768667,6.1516,1641.976809,34.6372,100.0,319.74,8.795688,49.525,78.202778,24.0,563.06
20230601.0,514.47,10.39,8.731863,9.392833,6.164274,1642.70271,34.74,50.0,564.0,319.3,8.712316,49.1,3257.0,78.273611,514.47,18.785667,6.163422,1642.70271,34.7352,100.0,319.3,8.712316,49.1,78.273611,24.0,563.57
20230602.0,523.27,10.82,8.837429,9.556833,6.187545,1668.760357,35.48,50.0,575.9,318.91,8.74418,50.14,3514.0,79.640278,523.27,19.113667,6.18737,1668.760357,35.479,100.0,318.91,8.74418,50.14,79.640278,24.0,573.41
20230603.0,525.42,10.94,8.67069,9.585167,6.023196,1668.980748,34.64,50.0,576.0,317.646977,8.641825,49.7,3454.0,79.876389,525.415,19.170333,6.023196,1668.980748,34.64,100.0,317.65,8.640956,49.695,79.876389,24.0,575.11
20230604.0,472.95,10.19,8.383333,8.648333,6.085951,1503.870511,31.58,50.0,524.0,317.976638,8.855271,45.95,3051.0,72.069444,472.945,17.296667,6.086587,1503.870511,31.5833,100.0,317.98,8.856234,45.955,72.069444,24.0,518.9
20230605.0,449.7,10.67,8.344719,8.24,6.011327,1431.326611,29.72,50.0,504.0,318.28477,9.031149,44.65,3201.0,68.666667,449.735,16.48,6.011145,1431.326611,29.7191,100.0,318.26,9.034183,44.665,68.666667,24.0,494.4
20230606.0,476.14,13.18,8.544233,8.751667,5.949343,1510.490674,31.24,50.0,529.3,317.236669,9.327747,48.98,3738.0,72.930556,476.135,17.503333,5.948581,1510.490674,31.236,100.0,317.24,9.32489,48.965,72.930556,24.0,525.1
20230607.0,515.46,13.53,8.397807,9.444667,5.825157,1633.802016,33.01,50.0,575.9,316.96,9.038611,51.22,3689.0,78.705556,515.46,18.889333,5.825228,1633.802016,33.0104,100.0,316.96,9.038611,51.22,78.705556,24.0,566.68
20230608.0,498.58,13.66,8.395103,9.160333,5.851315,1576.045433,32.16,50.0,553.4,316.10683,9.286416,51.04,3562.0,76.336111,498.575,18.320667,5.850861,1576.045433,32.1575,100.0,316.11,9.287326,51.045,76.336111,24.0,549.62
20230609.0,502.76,14.13,8.361758,9.233333,5.837545,1582.169985,32.34,50.0,563.9,314.69687,9.249097,51.24,3640.0,76.944444,502.755,18.466667,5.837617,1582.169985,32.3404,100.0,314.7,9.25,51.245,76.944444,24.0,554.0
20230610.0,505.12,12.17,8.501233,9.286167,6.012528,1590.319808,33.5,50.0,564.0,314.84,9.341853,52.05,3627.0,77.384722,505.12,18.572333,6.012061,1590.319808,33.4974,100.0,314.84,9.341853,52.05,77.384722,24.0,557.17
20230611.0,502.15,11.69,8.70602,9.353,6.076482,1595.280335,34.1,50.0,564.0,317.69,10.518907,59.03,3534.0,77.941667,502.15,18.706,6.076553,1595.280335,34.1004,100.0,317.69,10.518907,59.03,77.941667,24.0,561.18
20230612.0,950.68,9.65,7.274992,17.0895,6.205565,3053.115934,63.63,97.916667,997.3,321.150748,7.285175,74.7,5689.0,72.721277,519.3872,18.619667,5.1519,1613.73603,28.778,100.0,310.7,7.018171,39.2028,77.581944,24.0,558.59
20230613.0,1072.83,9.92,7.283396,19.190667,5.816195,3405.971895,66.97,100.0,1158.1,317.475452,6.827103,78.61,6810.0,79.961111,519.5245,18.639667,5.170407,1610.993522,28.9124,100.0,310.09,7.093385,39.6655,77.665278,24.0,559.19
20230614.0,1071.29,9.99,7.209488,19.1585,5.801602,3402.677654,66.69,100.0,1149.0,317.624327,6.804638,78.22,6547.0,79.827083,518.8423,18.615,5.170114,1607.996056,28.8725,100.0,309.92,7.092434,39.6077,77.5625,24.0,558.45
20230615.0,1034.33,9.33,6.941763,18.469,5.617521,3232.65669,62.25,100.0,1112.6,312.536298,6.659808,73.8,6498.0,76.954167,520.6905,18.651333,5.497051,1616.952279,30.7582,100.0,310.54,6.943114,38.8495,77.713889,24.0,559.54
20230616.0,850.03,10.52,7.885537,15.276,5.955966,2677.880294,54.59,100.0,917.5,315.033622,7.259754,66.54,5341.0,63.65,494.4081,17.68,5.649321,1546.805182,29.964,100.0,312.86,6.785803,35.9919,73.666667,24.0,530.4
20230617.0,797.06,11.12,8.161588,14.380167,6.083611,2506.913865,52.49,100.0,858.6,314.520095,7.620449,65.75,5065.0,59.917361,467.7392,16.764,5.766444,1459.673721,29.0006,100.0,312.07,6.995307,35.1808,69.85,24.0,502.92
20230618.0,793.43,11.32,8.494226,14.343333,6.22267,2491.852967,53.5523,100.0,855.4,314.060846,7.804787,67.168,5111.0,59.763889,463.1445,16.687667,6.140863,1446.400274,30.743,100.0,312.3,7.487666,37.4855,69.531944,24.0,500.63
20230619.0,886.33,10.2,8.377892,15.961833,6.143822,2759.677124,58.84,100.0,956.9,311.360004,7.453196,71.38,4942.0,66.507639,500.669,18.005333,6.200644,1555.929051,33.4934,100.0,310.77,7.310982,39.491,75.022222,24.0,540.16
20230620.0,1031.97,10.14,8.568379,18.553667,6.165897,3199.120893,68.64,100.0,1116.6,310.001346,7.299545,81.26,6034.0,77.306944,520.8323,18.769667,6.411018,1618.903038,36.0998,100.0,310.83,7.504608,42.2577,78.206944,24.0,563.09
20230621.0,983.73,9.93,8.766269,17.723,6.313829,3044.293214,67.14,100.0,1063.9,309.464306,7.491207,79.66,5297.0,73.845833,521.261,18.785667,6.40247,1617.160126,36.0824,100.0,310.24,7.507319,42.309,78.273611,24.0,563.57
20230622.0,976.36,7.09,8.679939,17.528167,6.317451,3022.671134,66.44,100.0,1049.1,309.58572,7.162757,75.33,5314.0,73.034028,523.1646,18.818667,6.482996,1627.146539,36.6004,100.0,311.02,7.33233,41.3954,78.411111,24.0,564.56
20230623.0,925.93,7.54,8.392119,16.607167,6.144937,2868.844701,61.23,100.0,1012.9,309.833864,7.076262,70.51,5134.0,69.196528,525.9058,18.803,5.976121,1636.145534,33.7107,100.0,311.11,6.769168,38.1842,78.345833,24.0,564.09
20230624.0,913.17,9.48,8.404695,16.414667,6.120543,2817.072468,60.28,100.0,998.4,308.49376,7.282105,71.72,5194.0,68.394444,524.1291,18.798667,6.070927,1619.192029,34.2376,100.0,308.93,7.062717,39.8309,78.327778,24.0,563.96
20230625.0,948.42,11.3,8.326364,17.074833,6.062529,2923.556041,62.11,100.0,1018.4,308.255419,7.425158,76.07,5611.0,71.145139,523.5069,18.868333,6.210776,1616.01345,35.1561,100.0,308.69,7.515785,42.5431,78.618056,24.0,566.05
20230626.0,981.37,12.3,8.536586,17.659333,6.084601,3036.254007,64.47,100.0,1018.4,309.389324,7.380422,78.2,5575.0,73.580556,488.1698,17.682333,5.811903,1495.117646,30.8304,100.0,306.27,7.974098,42.3002,73.676389,24.0,530.47
20230627.0,979.39,11.55,8.308713,17.640333,6.078872,3047.941377,64.34,100.0,1060.3,311.208137,7.46679,79.03,5312.0,73.501389,498.7179,18.007333,5.689997,1546.673823,30.7385,100.0,310.13,7.682444,41.5021,75.030556,24.0,540.22
20230628.0,1015.74,10.15,8.240543,18.233167,5.971718,3186.274088,65.33,100.0,1089.4,313.689929,7.152716,78.25,5671.0,75.971528,490.0621,17.654,5.819946,1540.902261,30.8236,100.0,314.43,7.46911,39.5579,73.558333,24.0,529.62
20230629.0,1121.18,9.91,8.481866,20.166833,6.264411,3524.310031,75.8,100.0,1215.3,314.33936,7.342088,88.84,6500.0,84.028472,505.5393,18.254333,6.042401,1589.921099,33.09,100.0,314.5,7.685974,42.0907,76.059722,24.0,547.63
20230630.0,979.17,10.14,9.258583,17.727167,6.728844,3081.206821,71.57,100.0,1070.3,314.67537,7.940731,84.46,5943.0,73.863194,498.8004,18.096667,6.595211,1570.123899,35.8054,100.0,314.78,8.122969,44.0996,75.402778,24.0,542.9
20230701.0,995.45,8.61,8.286551,17.884333,6.168341,3101.910514,66.19,100.0,1071.6,311.608872,7.232587,77.61,6170.0,74.518056,508.5899,18.382333,6.78405,1590.614912,37.412,100.0,312.75,7.7756,42.8801,76.593056,24.0,551.47
20230702.0,954.31,8.4,8.241208,17.146833,6.127468,3003.839906,63.04,100.0,1022.9,314.765632,7.241376,74.5,6178.0,71.445139,509.5809,18.386667,6.633702,1603.803967,36.5915,100.0,314.73,7.617676,42.0191,76.611111,24.0,551.6
20230703.0,1027.73,9.76,8.85648,18.5245,6.37894,3235.473241,70.9,100.0,1106.0,314.817437,7.534166,83.74,6499.0,77.185417,506.9861,18.331333,6.652089,1598.983461,36.5825,100.0,315.39,7.810652,42.9539,76.380556,24.0,549.94
20230704.0,1011.84,10.07,8.660652,18.216,6.249085,3192.946443,68.3,100.0,1087.5,315.558433,7.422961,81.13,6287.0,75.9,507.9791,18.399667,6.759543,1609.176193,37.312,100.0,316.78,7.973134,44.0109,76.665278,24.0,551.99
20230705.0,1017.12,9.79,8.799438,18.322167,6.332039,3218.745947,69.61,100.0,1103.2,316.456853,7.479101,82.22,6015.0,76.342361,506.6691,18.353,6.777312,1612.423744,37.3152,100.0,318.24,7.977061,43.9209,76.470833,24.0,550.59
20230706.0,1061.56,9.67,8.808638,19.121667,6.353177,3361.014945,72.89,100.0,1152.6,316.610926,7.47407,85.75,5971.0,79.673611,507.1478,18.353333,6.639103,1615.519317,36.5549,100.0,318.55,7.891791,43.4522,76.472222,24.0,550.6
20230707.0,1054.13,9.67,8.906754,19.015167,6.487804,3347.340787,74.02,100.0,1142.3,317.545349,7.606209,86.78,6055.0,79.229861,506.7342,18.371333,6.903745,1628.846412,38.0493,100.0,321.44,8.057082,44.4058,76.547222,24.0,551.14
20230708.0,993.47,9.19,8.369527,17.866167,6.166217,3150.268094,66.1,100.0,1070.0,317.097456,7.323899,78.51,5751.0,74.442361,509.3319,18.409667,6.723913,1641.322048,37.1355,100.0,322.25,7.778178,42.9581,76.706944,24.0,552.29
20230709.0,1108.91,9.73,8.901021,19.935,6.183429,3501.564484,73.96,100.0,1186.2,315.766337,7.289524,87.19,6026.0,83.0625,507.59,18.404333,6.686903,1625.506216,36.9204,100.0,320.24,8.066941,44.54,76.684722,24.0,552.13
20230710.0,1147.3,10.59,9.271622,20.655167,6.341432,3622.622196,78.59,100.0,1234.7,315.751956,7.424293,92.01,6094.0,86.063194,505.9292,18.361667,6.507724,1619.428776,35.8478,100.0,320.09,8.154815,44.9208,76.506944,24.0,550.85
20230711.0,1019.81,10.52,9.025309,18.4155,6.511725,3234.825253,71.95,100.0,1104.8,317.198817,7.703655,85.12,5547.0,76.73125,505.3368,18.350667,7.011189,1629.205843,38.598,100.0,322.4,8.207368,45.1832,76.461111,24.0,550.52
20230712.0,1082.79,10.97,8.92584,19.509833,6.319036,3433.683143,73.97,100.0,1174.1,317.114412,7.500491,87.8,5995.0,81.290972,505.6893,18.362,6.830501,1627.66215,37.6265,100.0,321.87,8.200033,45.1707,76.508333,24.0,550.86
