date,可门_厂级_上网电量,可门_厂级_供热厂用电量,可门_厂级_供热用厂用电率,可门_厂级_供热耗煤量,可门_厂级_供热量,可门_厂级_供电煤耗,可门_厂级_利用小时,可门_厂级_发电厂用电率,可门_厂级_发电标煤量,可门_厂级_发电用厂用电量,可门_厂级_发电耗煤量,可门_厂级_开机率,可门_厂级_综合供电煤耗,可门_厂级_综合厂用电率,可门_厂级_综合厂用电量,可门_厂级_耗煤量,可门_厂级_负荷率,可门_可门#2_上网电量,可门_可门#2_利用小时,可门_可门#2_发电厂用电率,可门_可门#2_发电标煤量,可门_可门#2_发电用厂用电量,可门_可门#2_开机率,可门_可门#2_综合供电煤耗,可门_可门#2_综合厂用电率,可门_可门#2_综合厂用电量,可门_可门#2_负荷率,可门_可门#2_运行小时,可门_可门#2_发电量
20220101.0,3429.75,3.6,5.599627,467.0,6429.0,298.886798,15.075,4.282477,10350.62914,154.94,18910.0,100.0,301.78961,5.203151,188.25,19377.0,62.8125,758.45,13.383333,4.566625,2306.977365,36.67,100.0,304.17,5.547945,44.55,55.763889,24.0,803.0
20220102.0,3553.05,3.77,5.790201,448.0,6511.0,298.959379,15.6125,4.235121,10727.58928,158.69,18861.0,100.0,301.926212,5.176141,193.95,19309.0,65.052083,1067.7,18.716667,4.029386,3234.91746,45.25,100.0,302.98,4.92431,55.3,77.986111,24.0,1123.0
20220103.0,4031.55,3.45,5.821802,419.0,5926.0,298.964123,17.6875,4.190813,12159.16985,177.9,21632.0,100.0,301.600373,5.028269,213.45,22051.0,73.697917,1089.72,19.1,4.092496,3300.979824,46.9,100.0,302.92,4.910995,56.28,79.583333,24.0,1146.0
20220104.0,3894.6,3.61,6.246755,391.0,5779.0,299.72126,17.0875,4.506218,11737.68397,184.8,20044.0,100.0,301.383556,5.032919,206.4,20435.0,71.197917,1056.83,18.516667,4.365437,3201.877851,48.5,100.0,302.97,4.875788,54.17,77.152778,24.0,1111.0
20220105.0,4438.35,3.82,6.018591,439.0,6347.0,299.765423,19.420833,4.311736,13369.62778,200.97,22860.0,100.0,301.229686,4.776872,222.65,23299.0,80.920139,1161.27,20.35,4.415233,3519.925497,53.91,100.0,303.11,4.891892,59.73,84.791667,24.0,1221.0
20220106.0,3509.55,5.1,6.374203,556.0,8001.0,299.570331,15.416667,4.572973,10577.22924,169.2,18248.0,100.0,301.384201,5.147297,190.45,18804.0,64.236111,928.98,16.35,4.710499,2816.853156,46.21,100.0,303.22,5.302752,52.02,68.125,24.0,981.0
20220107.0,3574.35,4.71,6.339166,511.0,7430.0,299.627072,15.695833,4.550571,10773.33108,171.42,18795.0,100.0,301.40672,5.114149,192.65,19306.0,65.399306,1038.32,18.233333,4.52925,3144.759784,49.55,100.0,302.87,5.08958,55.68,75.972222,24.0,1094.0
20220108.0,3573.3,4.69,6.355014,499.0,7380.0,299.624795,15.691667,4.545406,10770.97205,171.18,19032.0,100.0,301.429269,5.116835,192.7,19531.0,65.381944,1037.34,18.216667,4.52333,3140.54685,49.44,100.0,302.75,5.092406,55.66,75.902778,24.0,1093.0
20220109.0,3917.4,5.21,6.30827,566.0,8259.0,299.554624,17.191667,4.517693,11801.25398,186.4,20851.0,100.0,301.252208,5.055744,208.6,21417.0,71.631944,1056.22,18.533333,4.482014,3195.487988,49.84,100.0,302.54,5.016187,55.78,77.222222,24.0,1112.0
20220110.0,4208.4,4.31,6.129124,484.0,7032.0,299.723038,18.425,4.355495,12676.48618,192.6,22165.0,100.0,301.218662,4.830393,213.6,22649.0,76.770833,1133.41,19.866667,4.432047,3430.605388,52.83,100.0,302.68,4.915268,58.59,82.777778,24.0,1192.0
20220111.0,3883.05,4.21,6.437309,429.0,6540.0,299.693655,17.045833,4.632853,11692.45803,189.53,19481.0,100.0,301.11531,5.083109,207.95,19910.0,71.024306,1068.79,18.75,4.553778,3232.662234,51.23,100.0,302.46,4.996444,56.21,78.125,24.0,1125.0
20220112.0,4209.3,3.71,6.282811,394.0,5905.0,299.710415,18.445833,4.539417,12665.88202,200.96,21432.0,100.0,300.902336,4.917551,217.7,21826.0,76.857639,1158.79,20.3,4.487685,3503.949202,54.66,100.0,302.38,4.861248,59.21,84.583333,24.0,1218.0
20220113.0,4372.95,3.19,6.349522,333.0,5024.0,299.782102,19.133333,4.43358,13155.66774,203.59,22156.0,100.0,300.841943,4.770253,219.05,22489.0,79.722222,1110.74,19.466667,4.555651,3357.21165,53.21,100.0,302.25,4.902397,57.26,81.111111,24.0,1168.0
