date,可门_厂级_上网电量,可门_厂级_供热厂用电量,可门_厂级_供热用厂用电率,可门_厂级_供热耗煤量,可门_厂级_供热量,可门_厂级_供电煤耗,可门_厂级_利用小时,可门_厂级_发电厂用电率,可门_厂级_发电标煤量,可门_厂级_发电用厂用电量,可门_厂级_发电耗煤量,可门_厂级_开机率,可门_厂级_综合供电煤耗,可门_厂级_综合厂用电率,可门_厂级_综合厂用电量,可门_厂级_耗煤量,可门_厂级_负荷率,可门_可门#3_上网电量,可门_可门#3_利用小时,可门_可门#3_发电厂用电率,可门_可门#3_发电标煤量,可门_可门#3_发电用厂用电量,可门_可门#3_开机率,可门_可门#3_综合供电煤耗,可门_可门#3_综合厂用电率,可门_可门#3_综合厂用电量,可门_可门#3_负荷率,可门_可门#3_运行小时,可门_可门#3_发电量
20220101.0,3429.75,3.6,5.599627,467.0,6429.0,298.886798,15.075,4.282477,10350.62914,154.94,18910.0,100.0,301.78961,5.203151,188.25,19377.0,62.8125,1096.32,19.15,3.773716,3274.598208,43.36,100.0,298.69,4.584856,52.68,79.791667,24.0,1149.0
20220102.0,3553.05,3.77,5.790201,448.0,6511.0,298.959379,15.6125,4.235121,10727.58928,158.69,18861.0,100.0,301.926212,5.176141,193.95,19309.0,65.052083,813.74,14.3,4.221445,2436.663056,36.22,100.0,299.44,5.158508,44.26,59.583333,24.0,858.0
20220103.0,4031.55,3.45,5.821802,419.0,5926.0,298.964123,17.6875,4.190813,12159.16985,177.9,21632.0,100.0,301.600373,5.028269,213.45,22051.0,73.697917,988.23,17.316667,4.072185,2954.214762,42.31,100.0,298.94,4.886429,50.77,72.152778,24.0,1039.0
20220104.0,3894.6,3.61,6.246755,391.0,5779.0,299.72126,17.0875,4.506218,11737.68397,184.8,20044.0,100.0,301.383556,5.032919,206.4,20435.0,71.197917,941.1,16.5,4.422222,2805.70143,43.78,100.0,298.13,4.939394,48.9,68.75,24.0,990.0
20220105.0,4438.35,3.82,6.018591,439.0,6347.0,299.765423,19.420833,4.311736,13369.62778,200.97,22860.0,100.0,301.229686,4.776872,222.65,23299.0,80.920139,1083.02,18.916667,4.133921,3225.341862,46.92,100.0,297.81,4.579736,51.98,78.819444,24.0,1135.0
20220106.0,3509.55,5.1,6.374203,556.0,8001.0,299.570331,15.416667,4.572973,10577.22924,169.2,18248.0,100.0,301.384201,5.147297,190.45,18804.0,64.236111,934.09,16.35,4.247706,2785.269562,41.67,100.0,298.18,4.781855,46.91,68.125,24.0,981.0
20220107.0,3574.35,4.71,6.339166,511.0,7430.0,299.627072,15.695833,4.550571,10773.33108,171.42,18795.0,100.0,301.40672,5.114149,192.65,19306.0,65.399306,808.12,14.2,4.583333,2410.783584,39.05,100.0,298.32,5.150235,43.88,59.166667,24.0,852.0
20220108.0,3573.3,4.69,6.355014,499.0,7380.0,299.624795,15.691667,4.545406,10770.97205,171.18,19032.0,100.0,301.429269,5.116835,192.7,19531.0,65.381944,825.08,14.5,4.586207,2462.03872,39.9,100.0,298.4,5.163218,44.92,60.416667,24.0,870.0
20220109.0,3917.4,5.21,6.30827,566.0,8259.0,299.554624,17.191667,4.517693,11801.25398,186.4,20851.0,100.0,301.252208,5.055744,208.6,21417.0,71.631944,953.99,16.75,4.535323,2847.087756,45.58,100.0,298.44,5.075622,51.01,69.791667,24.0,1005.0
20220110.0,4208.4,4.31,6.129124,484.0,7032.0,299.723038,18.425,4.355495,12676.48618,192.6,22165.0,100.0,301.218662,4.830393,213.6,22649.0,76.770833,1002.73,17.55,4.304843,2991.644955,45.33,100.0,298.35,4.773979,50.27,73.125,24.0,1053.0
20220111.0,3883.05,4.21,6.437309,429.0,6540.0,299.693655,17.045833,4.632853,11692.45803,189.53,19481.0,100.0,301.11531,5.083109,207.95,19910.0,71.024306,926.94,16.266667,4.580943,2764.876632,44.71,100.0,298.28,5.026639,49.06,67.777778,24.0,976.0
20220112.0,4209.3,3.71,6.282811,394.0,5905.0,299.710415,18.445833,4.539417,12665.88202,200.96,21432.0,100.0,300.902336,4.917551,217.7,21826.0,76.857639,1010.93,17.716667,4.522107,3012.167028,48.07,100.0,297.96,4.898401,52.07,73.819444,24.0,1063.0
20220113.0,4372.95,3.19,6.349522,333.0,5024.0,299.782102,19.133333,4.43358,13155.66774,203.59,22156.0,100.0,300.841943,4.770253,219.05,22489.0,79.722222,1091.1,19.066667,4.298077,3249.2958,49.17,100.0,297.8,4.624126,52.9,79.444444,24.0,1144.0
20220114.0,4029.0,3.34,6.471614,348.0,5161.0,299.719192,17.654167,4.624734,12111.80239,195.95,20148.0,100.0,300.615597,4.909134,208.0,20496.0,73.559028,934.03,16.383333,4.693795,2779.486474,46.14,100.0,297.58,4.981689,48.97,68.263889,24.0,983.0
20220115.0,4285.2,3.21,6.296587,329.0,5098.0,299.737083,18.720833,4.401068,12874.48705,197.74,20623.0,100.0,300.440751,4.624972,207.8,20952.0,78.003472,1086.99,18.966667,4.265378,3231.947367,48.54,100.0,297.33,4.482425,51.01,79.027778,24.0,1138.0
20220116.0,3409.95,4.34,6.558864,427.0,6617.0,299.648449,14.970833,4.768439,10252.98109,171.33,16412.0,100.0,300.678341,5.094628,183.05,16839.0,62.378472,752.91,13.25,4.955975,2246.457567,39.4,100.0,298.37,5.29434,42.09,55.208333,24.0,795.0
20220117.0,3169.65,5.04,6.634198,486.0,7597.0,299.756775,13.954167,4.960287,9540.898451,166.12,15363.0,100.0,301.007949,5.35533,179.35,15849.0,58.142361,705.45,12.433333,5.034853,2108.87223,37.56,100.0,298.94,5.435657,40.55,51.805556,24.0,746.0
20220118.0,3613.5,3.24,6.761269,313.0,4792.0,299.759016,15.875,4.841207,10867.91302,184.45,17687.0,100.0,300.758628,5.15748,196.5,18000.0,66.145833,828.11,14.55,4.827033,2465.780336,42.14,100.0,297.76,5.142039,44.89,60.625,24.0,873.0
20220119.0,3635.85,3.51,6.483192,340.0,5414.0,299.729465,15.954167,4.753983,10931.04366,182.03,17565.0,100.0,300.646167,5.044398,193.15,17905.0,66.475694,904.35,15.866667,4.717437,2692.79256,44.91,100.0,297.76,5.005252,47.65,66.111111,24.0,952.0
20220120.0,3588.15,4.49,6.624373,428.0,6778.0,299.65975,15.770833,4.883487,10788.23047,184.84,17191.0,100.0,300.66275,5.200793,196.85,17619.0,65.711806,914.65,16.05,4.714434,2725.199675,45.4,100.0,297.95,5.020768,48.35,66.875,24.0,963.0
20220121.0,2962.05,4.09,6.45314,398.0,6338.0,305.324341,13.041667,4.969968,9081.689337,155.56,14336.0,77.395833,306.601487,5.365815,167.95,14734.0,70.210857,890.37,15.633333,4.703625,2697.019767,44.12,100.0,302.91,5.077825,47.63,65.138889,24.0,938.0
20220122.0,3175.05,4.26,6.345896,421.0,6713.0,299.55739,13.941667,4.548117,9567.323827,152.18,15138.0,75.0,301.328289,5.109085,170.95,15559.0,77.453704,957.91,16.85,4.67458,2866.545675,47.26,100.0,299.25,5.251236,53.09,70.208333,24.0,1011.0
20220123.0,2835.0,4.52,6.447012,433.0,7011.0,299.496372,12.454167,4.631315,8537.353742,138.43,13336.0,75.0,301.141225,5.152225,154.0,13769.0,69.189815,870.16,15.316667,4.776931,2602.822592,43.9,100.0,299.12,5.314472,48.84,63.819444,24.0,919.0
20220124.0,2461.2,4.7,7.034875,421.0,6681.0,299.454548,10.870833,4.920276,7428.359363,128.37,11696.0,74.270833,301.818599,5.665006,147.8,12117.0,60.986442,799.11,14.1,4.814421,2395.971513,40.73,100.0,299.83,5.542553,46.89,58.75,24.0,846.0
20220125.0,1908.6,3.64,6.283446,356.0,5793.0,299.38447,8.433333,4.717391,5773.689372,95.48,9072.0,50.0,302.509136,5.701581,115.4,9428.0,70.277778,803.36,14.283333,5.17853,2423.817456,44.38,100.0,301.71,6.259043,53.64,59.513889,24.0,857.0
20220126.0,1987.2,3.68,6.306769,371.0,5835.0,298.087757,8.7625,4.662863,5976.480668,98.06,9585.0,50.0,300.748826,5.506419,115.8,9956.0,73.020833,933.86,16.533333,4.962702,2790.653838,49.23,100.0,298.83,5.860887,58.14,68.888889,24.0,992.0
