date,邵武_厂级_上网电量,邵武_厂级_供电煤耗,邵武_厂级_利用小时,邵武_厂级_发电厂用电率,邵武_厂级_发电标煤量,邵武_厂级_发电用厂用电量,邵武_厂级_发电耗煤量,邵武_厂级_开机率,邵武_厂级_综合厂用电率,邵武_厂级_综合厂用电量,邵武_厂级_耗煤量,邵武_厂级_负荷率,邵武_邵武#3_上网电量,邵武_邵武#3_利用小时,邵武_邵武#3_发电厂用电率,邵武_邵武#3_发电标煤量,邵武_邵武#3_发电用厂用电量,邵武_邵武#3_开机率,邵武_邵武#3_综合厂用电率,邵武_邵武#3_综合厂用电量,邵武_邵武#3_负荷率,邵武_邵武#3_运行小时,邵武_邵武#3_发电量
20220119.0,1861.0306,282.51605,14.878788,4.712831,5287.118357,92.56,6105.0,98.020833,5.242872,102.97,6105.0,63.246707,986.8137,15.757576,4.630769,2799.09706,48.16,100.0,5.114067,53.1863,65.656566,24.0,1040.0
20220120.0,900.0244,277.986218,7.30303,4.821577,2550.579147,46.48,3965.0,50.0,6.636929,63.98,3965.0,60.858586,900.0244,14.606061,4.821577,2550.579147,46.48,100.0,6.636473,63.9756,60.858586,24.0,964.0
20220121.0,969.2,278.636454,7.80303,4.753398,2733.535064,48.96,4182.0,50.0,5.902913,60.8,4182.0,65.025253,969.2012,15.606061,4.753398,2733.535064,48.96,100.0,5.902796,60.7988,65.025253,24.0,1030.0
20220122.0,1173.25,278.07022,9.409091,4.495974,3298.357725,55.84,4674.0,50.0,5.535427,68.75,4674.0,78.409091,1173.25,18.818182,4.495974,3298.357725,55.84,100.0,5.535427,68.75,78.409091,24.0,1242.0
20220123.0,1048.61,279.016747,8.409091,4.49009,2958.023949,49.84,4232.0,50.0,5.530631,61.39,4232.0,70.075758,1048.61,16.818182,4.49009,2958.023949,49.84,100.0,5.530631,61.39,70.075758,24.0,1110.0
20220124.0,877.92,279.578177,7.106061,4.985075,2491.712544,46.76,3577.0,50.0,6.405117,60.08,3577.0,59.217172,877.92,14.212121,4.985075,2491.712544,46.76,100.0,6.405117,60.08,59.217172,24.0,938.0
20220125.0,997.78,280.150957,8.007576,4.790918,2819.327168,50.64,3835.0,50.0,5.602649,59.22,3835.0,66.729798,997.78,16.015152,4.790918,2819.327168,50.64,100.0,5.602649,59.22,66.729798,24.0,1057.0
20220126.0,1133.04,279.842694,9.090909,4.676667,3201.064608,56.12,4818.0,50.0,5.58,66.96,4818.0,75.757576,1133.04,18.181818,4.676667,3201.064608,56.12,100.0,5.58,66.96,75.757576,24.0,1200.0
20220127.0,947.72,280.20701,7.628788,4.901688,2683.374408,49.36,4267.0,50.0,5.886792,59.28,4267.0,63.573232,947.72,15.257576,4.901688,2683.374408,49.36,100.0,5.886792,59.28,63.573232,24.0,1007.0
20220128.0,823.89,280.717078,6.651515,5.038724,2340.506712,44.24,3097.0,50.0,6.16287,54.11,3097.0,55.429293,823.89,13.30303,5.038724,2340.506712,44.24,100.0,6.16287,54.11,55.429293,24.0,878.0
20220129.0,898.74,281.392686,7.212121,4.794118,2550.430751,45.64,4231.0,50.0,5.594538,53.26,4231.0,60.10101,898.7352,14.424242,4.794118,2550.430751,45.64,100.0,5.595042,53.2648,60.10101,24.0,952.0
20220130.0,1002.27,281.389285,8.015152,4.601134,2840.118331,48.68,4209.0,50.0,5.267486,55.73,4209.0,66.792929,1002.265,16.030303,4.601134,2840.118331,48.68,100.0,5.267958,55.735,66.792929,24.0,1058.0
20220131.0,1307.48,279.2696,10.416667,4.352,3672.842068,59.84,5538.0,50.0,4.910545,67.52,5538.0,86.805556,1307.48,20.833333,4.352,3672.842068,59.84,100.0,4.910545,67.52,86.805556,24.0,1375.0
20220201.0,933.31,278.928546,7.477273,4.591692,2626.614333,45.32,3911.0,50.0,5.439716,53.69,3911.0,62.310606,933.31,14.954545,4.591692,2626.614333,45.32,100.0,5.439716,53.69,62.310606,24.0,987.0
20220202.0,933.85,281.329854,7.484848,4.744939,2647.65152,46.88,3765.0,50.0,5.480769,54.15,3765.0,62.373737,933.85,14.969697,4.744939,2647.65152,46.88,100.0,5.480769,54.15,62.373737,24.0,988.0
20220203.0,739.16,282.216264,5.969697,5.28934,2106.23642,41.68,3377.0,50.0,6.19797,48.84,3377.0,49.747475,739.16,11.939394,5.28934,2106.23642,41.68,100.0,6.19797,48.84,49.747475,24.0,788.0
20220204.0,905.35,281.99589,7.265152,4.930136,2571.01293,47.28,3565.0,50.0,5.594369,53.65,3565.0,60.542929,905.35,14.530303,4.930136,2571.01293,47.28,100.0,5.594369,53.65,60.542929,24.0,959.0
20220205.0,1083.18,280.94584,8.659091,4.587927,3063.882948,52.44,4912.0,50.0,5.233596,59.82,4912.0,72.159091,1083.18,17.318182,4.587927,3063.882948,52.44,100.0,5.233596,59.82,72.159091,24.0,1143.0
20220206.0,927.16,280.529086,7.462121,4.808122,2630.35292,47.36,3530.0,50.0,5.872081,57.84,3530.0,62.184343,927.16,14.924242,4.808122,2630.35292,47.36,100.0,5.872081,57.84,62.184343,24.0,985.0
20220207.0,1143.46,279.223183,9.181818,4.544554,3230.388846,55.08,4869.0,50.0,5.655116,68.54,4869.0,76.515152,1143.46,18.363636,4.544554,3230.388846,55.08,100.0,5.655116,68.54,76.515152,24.0,1212.0
20220208.0,829.4462,280.918857,6.704545,5.012429,2361.516276,44.36,3636.0,50.0,6.276836,55.55,3636.0,55.871212,829.4462,13.409091,5.012429,2361.516276,44.36,100.0,6.277266,55.5538,55.871212,24.0,885.0
20220209.0,1175.6866,280.179291,9.378788,4.358643,3317.434879,53.96,4770.0,50.0,5.033118,62.31,4770.0,78.156566,1175.6866,18.757576,4.358643,3317.434879,53.96,100.0,5.033393,62.3134,78.156566,24.0,1238.0
20220210.0,1142.95,0.0,9.113636,4.339152,0.0,52.2,4613.0,50.0,4.991687,60.05,4613.0,75.94697,0.0,18.227273,4.339152,0.0,52.2,100.0,100.0,1203.0,75.94697,24.0,1203.0
20220211.0,1128.37,281.287629,9.007576,4.494533,3194.189796,53.44,3986.0,50.0,5.099243,60.63,3986.0,75.063131,1128.37,18.015152,4.494533,3194.189796,53.44,100.0,5.099243,60.63,75.063131,24.0,1189.0
20220212.0,958.92,281.325628,7.689394,4.697537,2721.319068,47.68,4100.0,50.0,5.525123,56.08,4100.0,64.078283,958.92,15.378788,4.697537,2721.319068,47.68,100.0,5.525123,56.08,64.078283,24.0,1015.0
20220213.0,977.24,281.646445,7.825758,4.704743,2772.527604,48.6,4166.0,50.0,5.39787,55.76,4166.0,65.214646,977.24,15.651515,4.704743,2772.527604,48.6,100.0,5.39787,55.76,65.214646,24.0,1033.0
20220214.0,848.04,283.000357,6.810606,4.791991,2422.256652,43.08,3458.0,50.0,5.668521,50.96,3458.0,56.755051,848.04,13.621212,4.791991,2422.256652,43.08,100.0,5.668521,50.96,56.755051,24.0,899.0
20220215.0,859.43,283.630149,6.893939,4.778022,2457.711971,43.48,3456.0,50.0,5.557143,50.57,3456.0,57.449495,859.43,13.787879,4.778022,2457.711971,43.48,100.0,5.557143,50.57,57.449495,24.0,910.0
20220216.0,912.88,282.807703,7.325758,4.728025,2605.450808,45.72,3616.0,50.0,5.596691,54.12,3616.0,61.04798,912.88,14.651515,4.728025,2605.450808,45.72,100.0,5.596691,54.12,61.04798,24.0,967.0
20220217.0,1155.03,279.378273,9.265152,4.542927,3261.573714,55.56,4531.0,50.0,5.557645,67.97,4531.0,77.209596,1155.03,18.530303,4.542927,3261.573714,55.56,100.0,5.557645,67.97,77.209596,24.0,1223.0
20220218.0,1769.2114,283.29788,14.159091,4.451578,5059.133539,83.2,9594.0,87.020833,5.339219,99.79,9594.0,67.795504,1192.7102,19.090909,4.406349,3364.277661,55.52,100.0,5.34046,67.2898,79.545455,24.0,1260.0
20220219.0,1789.502,283.539168,14.30303,4.927966,5089.414653,93.04,8331.0,100.0,5.217161,98.5,8331.0,59.59596,900.36,14.378788,4.902002,2559.183264,46.52,100.0,5.125395,48.64,59.911616,24.0,949.0
20220220.0,1752.97,283.21261,14.022727,5.071853,4976.385414,93.88,7420.0,100.0,5.294435,98.0,7420.0,58.42803,875.82,14.0,5.034632,2489.693514,46.52,100.0,5.214286,48.18,58.333333,24.0,924.0
20220221.0,1988.79,281.928571,15.863636,4.739255,5623.798365,99.24,8160.0,100.0,5.024355,105.21,8160.0,66.098485,993.57,15.863636,4.855778,2811.107601,50.84,100.0,5.103152,53.43,66.098485,24.0,1047.0
20220222.0,1829.05,283.116851,14.590909,4.797508,5191.230576,92.4,7823.0,100.0,5.033749,96.95,7823.0,60.795455,906.08,14.469697,4.879581,2565.56552,46.6,100.0,5.122513,48.92,60.290404,24.0,955.0
20220223.0,1900.8,282.785177,15.174242,4.844733,5389.77236,97.04,7240.0,100.0,5.102346,102.2,7240.0,63.22601,945.2,15.075758,4.81608,2683.8954,47.92,100.0,5.005025,49.8,62.815657,24.0,995.0
20220224.0,1818.8,283.881312,14.530303,4.940563,5175.837637,94.76,7118.0,100.0,5.172054,99.2,7118.0,60.542929,910.61,14.530303,4.855057,2586.678766,46.56,100.0,5.045881,48.39,60.542929,24.0,959.0
20220225.0,2140.51,282.082306,17.05303,4.637939,6055.178788,104.4,9250.0,100.0,4.908485,110.49,9250.0,71.054293,1004.08,16.030303,4.884688,2848.173328,51.68,100.0,5.096408,53.92,66.792929,24.0,1058.0
20220226.0,2202.62,281.710727,17.537879,4.615119,6220.623596,106.84,8964.0,100.0,4.854428,112.38,8964.0,73.074495,1095.23,17.439394,4.674196,3094.572365,53.8,100.0,4.845352,55.77,72.664141,24.0,1151.0
20220227.0,1942.29,282.69529,15.5,4.819159,5505.20808,98.6,9352.0,100.0,5.068915,103.71,9352.0,64.583333,959.46,15.318182,4.854599,2720.260992,49.08,100.0,5.097923,51.54,63.825758,24.0,1011.0
20220228.0,2110.8318,281.478822,16.825758,4.743809,5955.078542,105.36,10448.0,100.0,4.959928,110.16,10448.0,70.107323,1055.1959,16.818182,4.727928,2977.235232,52.48,100.0,4.937306,54.8041,70.075758,24.0,1110.0
20220301.0,2311.8282,281.202828,18.439394,4.777321,6517.494181,116.28,11281.0,100.0,5.01931,122.17,11281.0,76.830808,1167.795,18.606061,4.71987,3291.663767,57.96,100.0,4.902687,60.205,77.525253,24.0,1228.0
20220302.0,2014.44,282.200795,16.098485,4.933647,5700.907575,104.84,8642.0,100.0,5.203294,110.57,8642.0,67.07702,1029.16,16.424242,4.841328,2918.800676,52.48,100.0,5.059041,54.84,68.434343,24.0,1084.0
20220303.0,2317.18,282.313223,18.409091,4.376955,6559.942981,106.36,9655.0,100.0,4.64321,112.83,9655.0,76.704545,1135.4,18.045455,4.392947,3216.36112,52.32,100.0,4.668346,55.6,75.189394,24.0,1191.0
20220304.0,2288.65,280.693227,18.204545,4.539326,6438.878068,109.08,8982.0,100.0,4.759051,114.36,8982.0,75.852273,1119.1,17.80303,4.585532,3142.88044,53.88,100.0,4.757447,55.9,74.179293,24.0,1175.0
20220305.0,2104.31,281.404987,16.810606,4.845426,5941.810027,107.52,8661.0,100.0,5.168544,114.69,8661.0,70.044192,1017.15,16.242424,4.895522,2869.278435,52.48,100.0,5.116604,54.85,67.676768,24.0,1072.0
20220306.0,1904.75,283.953004,15.227273,5.066667,5418.27765,101.84,9824.0,100.0,5.236318,105.25,9824.0,63.44697,917.72,14.681818,5.143447,2614.12542,49.84,100.0,5.292054,51.28,61.174242,24.0,969.0
20220307.0,2191.07,282.158419,17.454545,4.657986,6198.117559,107.32,9173.0,100.0,4.901476,112.93,9173.0,72.727273,1088.03,17.318182,4.605424,3084.456247,52.64,100.0,4.809274,54.97,72.159091,24.0,1143.0
20220308.0,2359.27,281.309426,18.757576,4.499192,6651.842696,111.4,9456.0,100.0,4.714459,116.73,9456.0,78.156566,1183.32,18.80303,4.457695,3336.134076,55.32,100.0,4.647865,57.68,78.34596,24.0,1241.0
20220309.0,2311.58,281.333878,18.401515,4.559901,6521.99449,110.76,10417.0,100.0,4.834088,117.42,10417.0,76.67298,1123.67,17.878788,4.569492,3172.682245,53.92,100.0,4.773729,56.33,74.494949,24.0,1180.0
20220310.0,2361.546,281.268008,18.787879,4.569355,6656.713691,113.32,10185.0,100.0,4.77621,118.45,10185.0,78.282828,1157.091,18.393939,4.514003,3264.847966,54.8,100.0,4.687727,56.909,76.641414,24.0,1214.0
20220311.0,2226.741,281.197739,17.765152,4.733475,6281.957494,111.0,9853.0,100.0,5.04307,118.26,9853.0,74.021465,1059.1691,16.893939,4.713901,2991.623123,52.56,100.0,5.007256,55.8309,70.391414,24.0,1115.0
20220312.0,2195.26,280.677674,17.537879,4.964147,6175.133361,114.92,10323.0,100.0,5.172786,119.75,10323.0,73.074495,1098.48,17.515152,4.799308,3093.099984,55.48,100.0,4.975779,57.52,72.979798,24.0,1156.0
20220313.0,2313.76,280.35148,18.44697,4.714579,6504.715042,114.8,10123.0,100.0,4.979055,121.24,10123.0,76.862374,1182.5931,18.818182,4.608696,3315.044978,57.24,100.0,4.783164,59.4069,78.409091,24.0,1242.0
20220314.0,2245.05,280.820762,17.886364,4.684456,6319.59042,110.6,9016.0,100.0,4.911055,115.95,9016.0,74.526515,1122.8,17.878788,4.667797,3158.88552,55.08,100.0,4.847458,57.2,74.494949,24.0,1180.0
20220315.0,2020.12,282.156975,16.121212,4.834586,5714.017323,102.88,9403.0,100.0,5.069549,107.88,9403.0,67.171717,1007.97,16.075758,4.829406,2849.430393,51.24,100.0,4.998115,53.03,66.982323,24.0,1061.0
20220316.0,2212.22,281.917107,17.636364,4.749141,6251.3427,110.56,10164.0,100.0,4.973368,115.78,10164.0,73.484848,1109.38,17.666667,4.620926,3124.901584,53.88,100.0,4.855918,56.62,73.611111,24.0,1166.0
20220317.0,2097.71,283.334311,16.75,4.873813,5959.200564,107.76,10856.0,100.0,5.123474,113.28,10856.0,69.791667,1082.52,17.272727,4.852632,3062.124324,55.32,100.0,5.042105,57.48,71.969697,24.0,1140.0
20220318.0,2236.34,281.212151,17.833333,4.781648,6303.201648,112.56,10320.0,100.0,4.998301,117.66,10320.0,74.305556,1138.44,18.136364,4.705096,3207.782388,56.32,100.0,4.892231,58.56,75.568182,24.0,1197.0
20220319.0,2019.14,282.203095,16.113636,4.834979,5712.242176,102.84,8907.0,100.0,5.070992,107.86,8907.0,67.140152,1014.88,16.181818,4.797753,2870.58808,51.24,100.0,4.973783,53.12,67.424242,24.0,1068.0
20220320.0,1780.911,282.449573,14.25,5.101542,5041.837864,95.96,7602.0,100.0,5.321106,100.09,7602.0,59.375,885.5878,14.151515,4.985011,2508.073208,46.56,100.0,5.183319,48.4122,58.964646,24.0,934.0
20220321.0,1898.754,282.310611,15.19697,5.138584,5372.145088,103.08,6403.0,100.0,5.346461,107.25,6403.0,63.320707,1038.3192,16.575758,4.943327,2934.705387,54.08,100.0,5.089653,55.6808,69.065657,24.0,1094.0
20220322.0,1832.09,282.356252,14.628788,4.683584,5196.936232,90.44,6958.0,97.083333,5.122216,98.91,6958.0,62.784497,964.3293,15.318182,4.185955,2729.534084,42.32,94.166667,4.616291,46.6707,67.779566,22.6,1011.0
20220413.0,1204.57,276.681928,9.719697,4.579891,3387.25084,58.76,4977.0,50.0,6.113016,78.43,4977.0,80.997475,1204.57,19.439394,4.579891,3387.25084,58.76,100.0,6.113016,78.43,80.997475,24.0,1283.0
20220414.0,1303.27,277.562503,10.424242,4.078488,3663.49197,56.12,4569.0,50.0,5.28561,72.73,4569.0,86.868687,1303.27,20.848485,4.078488,3663.49197,56.12,100.0,5.28561,72.73,86.868687,24.0,1376.0
20220415.0,803.58,284.310996,6.492424,4.700117,2322.024768,40.28,3321.0,50.0,6.233372,53.42,3321.0,54.103535,803.58,12.984848,4.700117,2322.024768,40.28,100.0,6.233372,53.42,54.103535,24.0,857.0
20220416.0,657.76,287.168294,5.348485,5.161473,1922.764032,36.44,2832.0,50.0,6.832861,48.24,2832.0,44.570707,657.76,10.69697,5.161473,1922.764032,36.44,100.0,6.832861,48.24,44.570707,24.0,706.0
20220417.0,1051.94,279.047415,8.424242,4.23741,2971.520112,47.12,3973.0,50.0,5.401079,60.06,3973.0,70.20202,1051.94,16.848485,4.23741,2971.520112,47.12,100.0,5.401079,60.06,70.20202,24.0,1112.0
20220418.0,1025.11,280.451446,8.189394,4.244218,2903.009009,45.88,3478.0,50.0,5.170213,55.89,3478.0,68.244949,1025.11,16.378788,4.244218,2903.009009,45.88,100.0,5.170213,55.89,68.244949,24.0,1081.0
20220419.0,1080.552,280.240609,8.613636,4.330695,3048.345247,49.24,4359.0,50.0,4.96482,56.45,4359.0,71.780303,1080.552,17.227273,4.330695,3048.345247,49.24,100.0,4.964644,56.448,71.780303,24.0,1137.0
20220420.0,1129.161,280.234232,8.992424,4.225779,3185.814845,50.16,4340.0,50.0,4.872789,57.84,4340.0,74.936869,1129.161,17.984848,4.225779,3185.814845,50.16,100.0,4.872704,57.839,74.936869,24.0,1187.0
20220421.0,1148.7,279.261172,9.181818,4.541254,3230.940052,55.04,3918.0,50.0,5.222772,63.3,3918.0,76.515152,1148.697,18.363636,4.541254,3230.940052,55.04,100.0,5.22302,63.303,76.515152,24.0,1212.0
20220422.0,840.94,278.974683,6.75,4.794613,2366.48644,42.72,3187.0,50.0,5.618406,50.06,3187.0,56.25,840.939,13.5,4.794613,2366.48644,42.72,100.0,5.618519,50.061,56.25,24.0,891.0
20220423.0,654.92,279.432797,5.30303,5.48,1848.83916,38.36,2759.0,50.0,6.44,45.08,2759.0,44.191919,654.92,10.606061,5.48,1848.83916,38.36,100.0,6.44,45.08,44.191919,24.0,700.0
20220424.0,723.43,280.006105,5.833333,5.309091,2041.580515,40.88,2137.0,50.0,6.042857,46.53,2137.0,48.611111,723.426,11.666667,5.309091,2041.580515,40.88,100.0,6.048571,46.574,48.611111,24.0,770.0
20220425.0,631.29,290.789193,5.121212,5.621302,1855.235052,38.0,2702.0,50.0,6.613905,44.71,2702.0,42.676768,631.29,10.242424,5.621302,1855.235052,38.0,100.0,6.613905,44.71,42.676768,24.0,676.0
20220426.0,628.02,290.695757,5.098485,5.699851,1844.871552,38.36,3057.0,50.0,6.683507,44.98,3057.0,42.487374,628.02,10.19697,5.699851,1844.871552,38.36,100.0,6.683507,44.98,42.487374,24.0,673.0
20220427.0,653.7,289.968979,5.310606,5.814551,1914.49119,40.76,2792.0,50.0,6.747504,47.3,2792.0,44.255051,653.7,10.621212,5.814551,1914.49119,40.76,100.0,6.747504,47.3,44.255051,24.0,701.0
20220428.0,835.76,282.701039,6.719697,5.037204,2381.247392,44.68,3176.0,50.0,5.776776,51.24,3176.0,55.997475,835.76,13.439394,5.037204,2381.247392,44.68,100.0,5.776776,51.24,55.997475,24.0,887.0
20220429.0,897.567,281.878496,7.242424,5.355649,2550.436631,51.2,4073.0,50.0,6.111925,58.43,4073.0,60.353535,897.567,14.484848,5.355649,2550.436631,51.2,100.0,6.112238,58.433,60.353535,24.0,956.0
20220430.0,603.636,291.865458,4.901515,5.601236,1782.597472,36.24,3047.0,50.0,6.7017,43.36,3047.0,40.84596,603.636,9.80303,5.601236,1782.597472,36.24,100.0,6.702318,43.364,40.84596,24.0,647.0
20220501.0,540.28,293.598601,4.401515,5.94148,1604.457637,34.52,2525.0,50.0,7.008606,40.72,2525.0,36.679293,540.276,8.80303,5.94148,1604.457637,34.52,100.0,7.009294,40.724,36.679293,24.0,581.0
20220502.0,680.59,286.227408,5.484848,5.19337,1964.664926,37.6,2708.0,50.0,5.995856,43.41,2708.0,45.707071,680.592,10.969697,5.19337,1964.664926,37.6,100.0,5.99558,43.408,45.707071,24.0,724.0
20220503.0,668.38,286.17863,5.393939,5.11236,1933.422826,36.4,2721.0,50.0,6.126404,43.62,2721.0,44.949495,668.38,10.787879,5.11236,1933.422826,36.4,100.0,6.126404,43.62,44.949495,24.0,712.0
20220504.0,1017.42,282.41601,8.151515,4.70632,2895.780804,50.64,4568.0,50.0,5.444238,58.58,4568.0,67.929293,1017.42,16.30303,4.70632,2895.780804,50.64,100.0,5.444238,58.58,67.929293,24.0,1076.0
20220505.0,1073.49,282.961311,8.583333,4.660194,3056.548077,52.8,5359.0,50.0,5.252427,59.51,5359.0,71.527778,1073.49,17.166667,4.660194,3056.548077,52.8,100.0,5.252427,59.51,71.527778,24.0,1133.0
20220506.0,1250.21,279.675754,10.0,4.615152,3521.341486,60.92,4612.0,50.0,5.287121,69.79,4612.0,83.333333,1250.21,20.0,4.615152,3521.341486,60.92,100.0,5.287121,69.79,83.333333,24.0,1320.0
20220507.0,1189.68,280.226369,9.537879,4.921366,3354.421728,61.96,4525.0,50.0,5.505957,69.32,4525.0,79.482323,1189.68,19.075758,4.921366,3354.421728,61.96,100.0,5.505957,69.32,79.482323,24.0,1259.0
20220508.0,854.57,283.708585,6.886364,5.284928,2442.617431,48.04,4232.0,50.0,5.987899,54.43,4232.0,57.386364,854.57,13.772727,5.284928,2442.617431,48.04,100.0,5.987899,54.43,57.386364,24.0,909.0
20220509.0,1010.757,282.34085,8.128788,5.17055,2872.874621,55.48,4599.0,50.0,5.800559,62.24,4599.0,67.739899,1010.757,16.257576,5.17055,2872.874621,55.48,100.0,5.800839,62.243,67.739899,24.0,1073.0
20220510.0,857.34,283.318775,6.901515,5.172338,2447.534232,47.12,3807.0,50.0,5.890231,53.66,3807.0,57.512626,857.34,13.80303,5.172338,2447.534232,47.12,100.0,5.890231,53.66,57.512626,24.0,911.0
20220511.0,1163.05,282.7076,9.310606,5.194467,3293.995874,63.84,5130.0,50.0,5.366151,65.95,5130.0,77.588384,1163.052,18.621212,4.768104,3293.995874,58.6,100.0,5.365989,65.948,77.588384,24.0,1229.0
20220512.0,980.6,281.196243,7.878788,4.973077,2779.00623,51.72,4527.0,50.0,5.711538,59.4,4527.0,65.656566,980.595,15.757576,4.973077,2779.00623,51.72,100.0,5.712019,59.405,65.656566,24.0,1040.0
20220513.0,722.865,287.302422,5.856061,5.754204,2093.055608,44.48,3259.0,50.0,6.485123,50.13,3259.0,48.800505,722.865,11.712121,5.754204,2093.055608,44.48,100.0,6.48577,50.135,48.800505,24.0,773.0
20220514.0,533.71,292.72915,4.363636,6.354167,1578.981035,36.6,2914.0,50.0,7.342014,42.29,2914.0,36.363636,533.71,8.727273,6.354167,1578.981035,36.6,100.0,7.342014,42.29,36.363636,24.0,576.0
20220515.0,534.24,293.089175,4.378788,6.678201,1580.923008,38.6,2613.0,50.0,7.570934,43.76,2613.0,36.489899,534.24,8.757576,6.678201,1580.923008,38.6,100.0,7.570934,43.76,36.489899,24.0,578.0
20220516.0,659.77,288.039712,5.333333,5.846591,1909.242426,41.16,3209.0,50.0,6.28267,44.23,3209.0,44.444444,659.77,10.666667,5.846591,1909.242426,41.16,100.0,6.28267,44.23,44.444444,24.0,704.0
