date,可门_厂级_上网电量,可门_厂级_供热厂用电量,可门_厂级_供热用厂用电率,可门_厂级_供热耗煤量,可门_厂级_供热量,可门_厂级_供电煤耗,可门_厂级_利用小时,可门_厂级_发电厂用电率,可门_厂级_发电标煤量,可门_厂级_发电用厂用电量,可门_厂级_发电耗煤量,可门_厂级_开机率,可门_厂级_综合供电煤耗,可门_厂级_综合厂用电率,可门_厂级_综合厂用电量,可门_厂级_耗煤量,可门_厂级_负荷率,可门_可门#1_上网电量,可门_可门#1_利用小时,可门_可门#1_发电厂用电率,可门_可门#1_发电标煤量,可门_可门#1_发电用厂用电量,可门_可门#1_开机率,可门_可门#1_综合供电煤耗,可门_可门#1_综合厂用电率,可门_可门#1_综合厂用电量,可门_可门#1_负荷率,可门_可门#1_运行小时,可门_可门#1_发电量
20220101.0,3429.75,3.6,5.599627,467.0,6429.0,298.886798,15.075,4.282477,10350.62914,154.94,18910.0,100.0,301.78961,5.203151,188.25,19377.0,62.8125,753.55,13.316667,4.680851,2294.936525,37.4,100.0,304.55,5.68836,45.45,55.486111,24.0,799.0
20220102.0,3553.05,3.77,5.790201,448.0,6511.0,298.959379,15.6125,4.235121,10727.58928,158.69,18861.0,100.0,301.926212,5.176141,193.95,19309.0,65.052083,810.53,14.3,4.526807,2463.038564,38.84,100.0,303.88,5.532634,47.47,59.583333,24.0,858.0
20220103.0,4031.55,3.45,5.821802,419.0,5926.0,298.964123,17.6875,4.190813,12159.16985,177.9,21632.0,100.0,301.600373,5.028269,213.45,22051.0,73.697917,963.37,16.95,4.394297,2924.502309,44.69,100.0,303.57,5.273353,53.63,70.625,24.0,1017.0
20220104.0,3894.6,3.61,6.246755,391.0,5779.0,299.72126,17.0875,4.506218,11737.68397,184.8,20044.0,100.0,301.383556,5.032919,206.4,20435.0,71.197917,944.75,16.616667,4.692076,2869.3947,46.78,100.0,303.72,5.240722,52.25,69.236111,24.0,997.0
20220105.0,4438.35,3.82,6.018591,439.0,6347.0,299.765423,19.420833,4.311736,13369.62778,200.97,22860.0,100.0,301.229686,4.776872,222.65,23299.0,80.920139,1115.47,19.533333,4.353242,3385.786091,51.02,100.0,303.53,4.823379,56.53,81.388889,24.0,1172.0
20220106.0,3509.55,5.1,6.374203,556.0,8001.0,299.570331,15.416667,4.572973,10577.22924,169.2,18248.0,100.0,301.384201,5.147297,190.45,18804.0,64.236111,798.51,14.066667,4.7891,2427.550251,40.42,100.0,304.01,5.38981,45.49,58.611111,24.0,844.0
20220107.0,3574.35,4.71,6.339166,511.0,7430.0,299.627072,15.695833,4.550571,10773.33108,171.42,18795.0,100.0,301.40672,5.114149,192.65,19306.0,65.399306,794.25,14.0,4.846429,2412.2961,40.71,100.0,303.72,5.446429,45.75,58.333333,24.0,840.0
20220108.0,3573.3,4.69,6.355014,499.0,7380.0,299.624795,15.691667,4.545406,10770.97205,171.18,19032.0,100.0,301.429269,5.116835,192.7,19531.0,65.381944,822.7,14.483333,4.733026,2499.93849,41.13,100.0,303.87,5.327963,46.3,60.347222,24.0,869.0
20220109.0,3917.4,5.21,6.30827,566.0,8259.0,299.554624,17.191667,4.517693,11801.25398,186.4,20851.0,100.0,301.252208,5.055744,208.6,21417.0,71.631944,920.43,16.183333,4.653965,2795.437953,45.19,100.0,303.71,5.208033,50.57,67.430556,24.0,971.0
20220110.0,4208.4,4.31,6.129124,484.0,7032.0,299.723038,18.425,4.355495,12676.48618,192.6,22165.0,100.0,301.218662,4.830393,213.6,22649.0,76.770833,1005.39,17.633333,4.483932,3052.665657,47.44,100.0,303.63,4.97259,52.61,73.472222,24.0,1058.0
