index,day1,day30,day60,day120,change,pct_change,trend
CCI4500,653.0,635.0,650.0,698.0,45.0,6.891271056661561,up
CCI5000,751.0,730.0,747.0,799.0,48.0,6.391478029294275,up
CCI5500,838.0,811.0,829.0,885.0,47.0,5.608591885441527,up
CCI3800out,603.8156390839868,590.4524862534288,605.7803269607475,655.9218628578093,52.106223773822535,8.629492249135817,up
CCI4700out,734.368289797585,713.8461169001471,736.5503937956266,788.1356248718457,53.7673350742607,7.321576356337591,up
CCI5500out,930.0967400652388,885.553957262588,912.6125217743064,980.2882819728916,50.19154190765278,5.396378650260858,up
