name,seq_len,acc_loss_weight,sync_loss_weight,mape_5,mape_10,mape_60,acc_month_1,acc_month_2,acc_month_3,acc_month_avg,acc_week_avg,trend_score,mape_penalized_score
seq96_acc05_sync08,96,0.5,0.08,2.217787797844004,2.9505367452206595,5.202070304647097,0.684287812041116,0.7635829662261381,0.8120411160058737,0.7533039647577092,0.6500747384155455,0.7223351968550601,0.6928298294028535
seq64_acc08_sync10,64,0.8,0.1,2.2303733791006928,2.700938894470534,5.411067147257097,0.7349486049926579,0.7151248164464024,0.8098384728340675,0.7533039647577092,0.6154666998837403,0.7119527852955185,0.6849433963508131
seq64_acc05_sync08,64,0.5,0.08,1.7954111113595246,2.2706167415432943,5.333614005256426,0.7349486049926579,0.6571218795888399,0.8127753303964758,0.7349486049926579,0.6068240325527321,0.6965112332606802,0.6738050658452472
seq32_base,32,0.0,0.05,1.2614154518150145,1.8010065516870322,4.937514953373858,0.8010279001468429,0.7173274596182085,0.6527165932452276,0.7236906510034263,0.605119581464873,0.6881193301418602,0.6701092646249899
