date,CCI4500,CCI5000,CCI5500,CCI3800out,CCI4700out,CCI5500out
2026-05-14,653.0,751.0,838.0,603.8156390839868,734.368289797585,930.0967400652388
2026-05-15,650.0,748.0,835.0,598.651674253124,728.8695630653973,925.857056645724
2026-05-16,647.0,745.0,832.0,594.3601433920944,724.2717676450231,921.8076975591392
2026-05-17,644.0,742.0,829.0,590.9410465008978,720.5749035364624,917.9486628054842
2026-05-18,641.0,740.0,826.0,588.3943835795335,717.7789707397144,914.2799523847578
2026-05-19,638.0,737.0,823.0,586.9698882711141,716.3029861076149,909.46006032243
2026-05-20,636.0,734.0,821.0,585.7888355197229,715.0163276084206,907.2720004421508
2026-05-21,636.0,734.0,820.0,586.9736182773003,715.6757619393287,907.1693075401912
2026-05-22,636.0,734.0,819.0,587.5289844866788,716.0791956406988,904.2256983468214
2026-05-23,636.0,733.0,818.0,587.9896812260097,715.4458071180795,901.8494666810224
2026-05-24,636.0,733.0,817.0,589.465940032429,716.1197805984611,900.4501810448407
2026-05-25,633.0,731.0,814.0,587.5038083021504,713.550937146159,894.324660490095
2026-05-26,631.0,728.0,811.0,584.0806453422834,709.6235151113349,887.8792268448105
2026-05-27,627.0,725.0,807.0,579.7825990260562,705.1886519444986,879.8472194903511
2026-05-28,626.0,723.0,805.0,576.8352733474375,702.2160279534754,875.6771992051458
2026-05-29,627.0,724.0,805.0,578.381068956833,703.3974095735588,877.2515736143421
2026-05-30,628.0,725.0,805.0,579.6638929256396,703.603551442734,875.5034148301147
2026-05-31,629.0,725.0,805.0,580.3940231739634,703.8104574161722,876.3810517209229
2026-06-01,631.0,727.0,807.0,582.9991559652096,706.2080888637629,878.4749920728805
2026-06-02,631.0,727.0,808.0,583.9701274176276,707.548131474211,878.3310848785648
2026-06-03,631.0,727.0,808.0,583.8650591280929,708.0201802332795,880.4098792690595
2026-06-04,631.0,727.0,808.0,584.0500431340857,709.0251534056832,881.1437241039005
2026-06-05,632.0,729.0,810.0,586.0090980939851,711.6661283473553,883.7519763761927
2026-06-06,634.0,731.0,812.0,588.05650004065,713.7162636395084,886.1680712577872
2026-06-07,633.0,730.0,811.0,588.1115289852116,712.7974786759216,885.3436180038733
2026-06-08,634.0,730.0,811.0,589.6757547546636,714.069680513754,888.6122676066243
2026-06-09,634.0,730.0,811.0,591.3276238637628,715.0924928295294,890.1121923194946
2026-06-10,635.0,731.0,812.0,592.5275805553655,716.1807008928351,890.0613215370304
