date,CCI4500,CCI5000,CCI5500,CCI3800out,CCI4700out,CCI5500out
2026-06-11,637.0,732.0,814.0,594.7817845236465,718.1963647508089,892.8880742052665
2026-06-12,635.0,730.0,811.0,590.4524862534288,713.8461169001471,885.553957262588
2026-06-13,633.0,728.0,809.0,587.2618693378897,710.8215712124818,880.9589722550187
2026-06-14,629.0,725.0,806.0,583.0848872512065,706.6250188847309,876.49977860171
2026-06-15,629.0,724.0,805.0,583.1814913522784,706.5388014977433,877.574992127888
2026-06-16,629.0,724.0,805.0,584.0138529397234,707.4017486258182,881.3945043261965
2026-06-17,630.0,725.0,805.0,585.1975961040323,708.050879732419,883.3055793120047
2026-06-18,634.0,728.0,809.0,589.26942484825,712.1511203463872,887.1534977857734
2026-06-19,637.0,730.0,812.0,593.5054057487332,716.4149354578512,891.4370126141562
2026-06-20,639.0,733.0,814.0,594.7936621611111,717.8671027809553,892.0051568847429
2026-06-21,640.0,734.0,815.0,594.176063403102,717.8047110794012,891.9641249054807
2026-06-22,641.0,735.0,816.0,594.2302981325311,718.2487591220812,893.5275789691625
2026-06-23,644.0,737.0,818.0,594.8298857906682,719.4053330477179,893.7120930560693
2026-06-24,643.0,737.0,818.0,592.2506742372829,717.4008889812244,891.8076926249153
2026-06-25,643.0,737.0,818.0,590.5182405276644,716.1098168766202,891.42086349698
2026-06-26,646.0,741.0,822.0,594.1586308268879,720.5492907665537,898.368101259952
2026-06-27,648.0,743.0,824.0,598.1639769611352,724.8276579368883,903.976805346148
2026-06-28,650.0,745.0,827.0,601.6332872542067,728.5361115312473,909.8281460258928
2026-06-29,653.0,748.0,829.0,604.2049483133788,731.4597237356966,912.9930484911788
2026-06-30,656.0,751.0,832.0,607.9981612359279,735.4909545138099,917.3197793293756
2026-07-01,657.0,752.0,833.0,609.2646534909213,737.26357553462,916.9806955110228
2026-07-02,659.0,754.0,836.0,612.9351377920012,740.9407131768024,920.6638849967316
2026-07-03,658.0,754.0,837.0,613.8629610826433,742.2557169119125,922.0903332278784
2026-07-04,660.0,756.0,839.0,617.1381379321153,745.9033790564795,925.818517456686
2026-07-05,660.0,756.0,838.0,618.0469806745871,747.193849363146,927.6459488012458
2026-07-06,656.0,753.0,834.0,613.8276448566935,743.1693866297035,924.498205451614
2026-07-07,655.0,752.0,833.0,613.0876345945253,742.8663648279091,924.0422277138646
2026-07-08,655.0,752.0,833.0,611.8152322380122,742.1562339314555,923.3753868764644
2026-07-09,656.0,753.0,834.0,611.2782576692778,742.4416352281166,923.04243440006
2026-07-10,655.0,752.0,834.0,611.0090827229176,741.8146500597086,921.1811263591989
2026-07-11,653.0,750.0,831.0,608.2813872797509,739.0985659589352,916.73995587317
2026-07-12,650.0,747.0,829.0,605.7803269607475,736.5503937956266,912.6125217743064
2026-07-13,650.0,746.0,828.0,606.9603573104201,738.0444230505536,917.2510181870908
2026-07-14,649.0,745.0,827.0,607.124649756626,738.1549501960153,917.645166181824
2026-07-15,651.0,747.0,829.0,609.9948879226224,741.2453048199275,920.410631195352
2026-07-16,652.0,747.0,829.0,609.4421131562618,741.2135292198757,920.479990999224
2026-07-17,653.0,748.0,830.0,608.9296283164874,741.2042374468083,920.861287639552
2026-07-18,653.0,749.0,831.0,609.6087875153935,741.4288676993262,921.3454058450895
2026-07-19,654.0,749.0,832.0,610.4420700787218,741.9661501636556,922.3255788646592
2026-07-20,653.0,748.0,831.0,608.2947966024403,739.8656811040164,921.3321400054792
2026-07-21,656.0,751.0,834.0,610.5099051336983,742.3906368907509,926.8460764603832
2026-07-22,657.0,753.0,835.0,610.0665715149969,742.0552431921305,924.2637873717148
2026-07-23,658.0,754.0,836.0,609.3879039340945,741.0105639865101,922.51130890762
2026-07-24,659.0,755.0,837.0,609.1041026411945,740.7523386131397,921.4682346259264
2026-07-25,658.0,754.0,836.0,607.5550564070247,739.262338380956,920.046470572332
2026-07-26,660.0,756.0,839.0,609.7329158909456,741.0941537391268,922.673459233578
2026-07-27,662.0,758.0,840.0,611.217673225841,742.2276531155169,921.6464380133508
2026-07-28,662.0,758.0,840.0,610.3452969058667,741.455399209,918.6054063887838
2026-07-29,662.0,758.0,840.0,609.5320839473836,740.554267097387,915.1716886795552
2026-07-30,662.0,758.0,841.0,608.0603682772964,739.2012403769991,910.8665175292796
2026-07-31,665.0,762.0,844.0,612.0143788064793,743.0563051840463,914.603354482094
2026-08-01,667.0,764.0,847.0,615.881832812187,747.4182333982594,919.3761502052027
2026-08-02,666.0,763.0,847.0,615.372479419676,747.5290048247161,920.0793003577774
2026-08-03,666.0,763.0,848.0,617.0638983569872,749.4887512490109,923.8909256434504
2026-08-04,665.0,762.0,847.0,615.1925397332421,747.7968443539997,921.8246144794762
2026-08-05,664.0,761.0,846.0,613.2178686416337,745.6984723671926,919.0477693380546
2026-08-06,663.0,761.0,846.0,612.9101101269521,745.0267694003228,918.5291567883664
2026-08-07,664.0,762.0,847.0,613.3794020379826,745.5832291843612,917.6939800228284
2026-08-08,668.0,767.0,852.0,617.8968504461624,750.3313492802307,922.8082336180936
2026-08-09,668.0,767.0,853.0,618.891423526726,752.0572808269336,924.393184821046
2026-08-10,669.0,769.0,854.0,620.6434271659937,754.0850955079534,926.7302638584196
2026-08-11,670.0,770.0,855.0,621.6471829470122,755.3786411850135,928.528400974406
2026-08-12,670.0,770.0,855.0,621.3128180314992,755.394842536684,929.957304376636
2026-08-13,671.0,771.0,856.0,623.6397465211076,757.7379572641585,934.042177379295
2026-08-14,672.0,772.0,857.0,625.6784435545253,759.6348979473361,938.1641709984284
2026-08-15,673.0,772.0,858.0,625.0994642559679,759.0442796646328,937.2082492505608
2026-08-16,675.0,775.0,861.0,627.9321464688392,761.8070913222339,940.181274525115
2026-08-17,678.0,777.0,864.0,630.3008926924651,764.5426516539312,943.7677934805896
2026-08-18,681.0,781.0,867.0,634.1307232283598,768.0325966464075,948.7315726908246
2026-08-19,685.0,785.0,872.0,639.2315137540457,773.1450285459662,955.2700292551856
2026-08-20,688.0,788.0,875.0,642.572245990049,776.5674173740169,960.4811117601656
2026-08-21,691.0,790.0,878.0,646.1240186325421,779.9759016081264,965.5098554063612
2026-08-22,691.0,791.0,878.0,645.9500066269568,779.4306752291141,965.715212168688
2026-08-23,692.0,792.0,879.0,646.6302626381243,779.9107570363824,965.8595028790774
2026-08-24,693.0,793.0,880.0,646.8696301515452,779.8349761192146,964.6658946513884
2026-08-25,695.0,795.0,881.0,648.2665177267573,781.1166607011685,966.2996963185924
2026-08-26,698.0,797.0,884.0,651.6083701279545,784.3248623332477,970.60736376079
2026-08-27,701.0,801.0,887.0,654.9323855852804,787.7581027415747,974.9634412887558
2026-08-28,705.0,804.0,890.0,658.004590767993,791.0775476972428,979.8526995800868
2026-08-29,705.0,805.0,890.0,656.8255761847041,790.0459808593537,978.6360875841436
2026-08-30,704.0,804.0,890.0,655.9156825602769,788.8202550504884,977.4443590927992
2026-08-31,704.0,804.0,890.0,655.0755060131228,788.0415839414982,975.7934690185084
2026-09-01,703.0,803.0,889.0,654.0105592156386,786.5078910343175,973.7318059228502
2026-09-02,700.0,801.0,886.0,651.9745556542864,784.0390669479094,970.8513377453704
2026-09-03,698.0,798.0,884.0,650.037936313206,782.3379991928504,970.1711042362726
2026-09-04,697.0,797.0,884.0,648.9949340335763,781.1784522918084,968.5069629074194
2026-09-05,697.0,798.0,885.0,651.1737853708228,783.179611591624,973.2606481704436
2026-09-06,696.0,796.0,883.0,649.2522183734079,781.2308625064311,971.1514249053546
2026-09-07,696.0,796.0,883.0,649.6505654116679,781.649234146147,972.1257941875596
2026-09-08,696.0,797.0,883.0,650.894955171821,782.9394850869542,973.9733934595504
2026-09-09,697.0,797.0,884.0,652.9853876538682,785.1016153288538,976.6942227213276
2026-09-10,698.0,799.0,885.0,655.9218628578093,788.1356248718457,980.2882819728916
