date,forecast_day,yongan_7,yongan_8,kemen_1,kemen_2,kemen_3,kemen_4,kemen_5,kemen_6,shaowu_3,shaowu_4,zhangping_5,zhangping_6
2026-08-31,111,560.9544394178292,517.1913721532308,1169.6275238840565,1138.879086057237,1149.7321052549712,1121.4527121729282,2090.574530961982,1892.2364946170208,1253.91733940761,1278.5861588992273,521.173971589835,479.62252682214887
2026-09-01,112,561.2161785539316,516.4574142301094,1155.542840658864,1105.4457795803396,1162.3055494412972,1127.295378345708,2056.9977703504637,1931.067665403326,1257.2360857900612,1280.652607211537,527.6880684104347,475.6344679659236
2026-09-02,113,560.953142895057,514.9716833669091,1164.5377226431217,1124.5664904401797,1153.3085385276854,1137.4581178404906,2054.38587345759,1909.8989124973104,1263.797347253449,1300.5495960713686,520.9856956687187,476.6586135551497
2026-09-03,114,561.3507918314879,519.849499414031,1151.7647974579695,1114.9367447850905,1155.423426685957,1109.8255565530671,1992.818396134784,1878.3746275627311,1256.130457415778,1306.5248067343691,528.4496181757843,478.6677906057478
2026-09-04,115,560.9605258719546,510.5255433592577,1158.757726494752,1124.2674384726247,1169.7275866540176,1134.8349563785755,2068.223883448899,1850.2726214589911,1264.5570625393716,1263.2587517961333,525.0810475744372,478.4453542870717
2026-09-05,116,559.2546620488728,523.2163215534973,1153.4834694077574,1089.9285092705522,1178.9418230184267,1110.6726371852071,2043.2942800645887,1883.4384556916143,1296.131523978412,1296.8745955898562,525.3011707105601,478.0915336938406
2026-09-06,117,560.7070736772381,510.2328680806693,1156.043309207034,1100.8497530049071,1186.4856368948886,1122.103330958051,2060.413726486214,1861.3311283820271,1258.6879620116265,1287.5660745496664,525.6165262256128,474.1458836857312
2026-09-07,118,561.713049297688,501.1109125038882,1136.4643582878662,1117.312783262352,1181.4629949929852,1102.316099710117,2069.553810835498,1824.148172760321,1262.372399039498,1235.7500814552172,519.1797303442681,471.2374862303991
2026-09-08,119,560.1339349814035,513.4215514771015,1157.307444828332,1107.882170759767,1186.8795550303105,1118.166937324782,2006.9259005932856,1787.9459789576645,1249.9612120393665,1259.230918542836,522.5324312798717,470.08020787250905
2026-09-09,120,559.4736483465599,502.5856053280102,1162.6718579814412,1116.960398822351,1181.7594555395651,1108.9106991826948,1990.5337353003856,1756.7365701860435,1255.2477918733102,1231.6397456331963,516.4413924894228,475.43488792627966
2026-09-10,121,558.5405589146241,503.6522231147188,1190.8575993711297,1111.2179736429473,1172.1600906440565,1117.5668282502727,1940.5689554646929,1795.575662265013,1275.0623866594865,1250.8661222111273,521.9783918684898,479.9579769901283
2026-09-11,122,559.5926997493968,502.9446314166947,1151.829951905696,1112.454237732999,1186.0845315181414,1121.7904344412552,2012.251753400051,1792.6099315659387,1222.7340236823509,1234.6837736312702,523.7081219031185,475.1817293525032
2026-09-12,123,560.0429118798864,503.51615378111705,1150.5739401444075,1131.9500440487293,1178.4851378682408,1130.192530013049,1986.2024333697336,1780.3382751663255,1239.3810224341346,1226.4225531454383,536.8368438053577,479.5972478224877
2026-09-13,124,559.1016597566635,500.44521881717407,1167.7366576039876,1124.741698355244,1179.1974057644663,1126.96199584616,2025.5088587133905,1763.1500706014422,1243.7044071195492,1249.672603414771,529.5813834246445,477.1575771387898
