day,yongan_7,yongan_8,kemen_1,kemen_2,kemen_3,kemen_4,kemen_5,kemen_6,shaowu_3,shaowu_4,zhangping_5,zhangping_6
22,557.979294206512,495.5784885928494,1082.424071963639,1137.9837203949714,1173.9633455156193,1135.8348845875933,2065.4539808881123,1835.2142632217888,1220.8739558227414,1188.0016027326787,544.9690459801952,477.0263636682866
23,557.3841146235488,507.65673352648673,1080.027121312709,1135.8713250902358,1179.3907127311131,1127.8519435393414,2029.5700341541776,1911.387095882832,1221.1655576237415,1203.5472353280693,542.6686936385056,473.9242249749749
24,559.4722473816755,501.1085794118715,1088.1396406316212,1140.8775572704517,1194.9793128421616,1137.677388515932,2053.6692103097494,1919.791772208871,1227.546785739357,1170.3300070337502,545.5674662741578,473.44620736189336
25,559.6121367866243,499.75535903398753,1096.2877298566073,1141.3484166781625,1196.1844652570055,1115.6419621162663,1990.6384488166248,1887.1953661216623,1204.2661439502626,1148.7268953541595,543.0668317743184,471.14384965128414
26,559.687448553158,488.549507689938,1085.504196229125,1140.1980644902746,1183.837182326802,1096.1910561805212,1950.401028796717,1837.384085630632,1218.4996848699514,1181.927209933221,546.5337046400828,475.4750088990706
27,557.0452503897576,516.3680545205609,1079.230116729043,1121.720175119725,1194.1981550331514,1103.2220907406568,2068.5755914252204,1905.1371003796576,1236.105058241801,1193.4798972563788,547.2489076453822,472.9264056839379
28,556.7087216976824,500.8765998441186,1080.5865347959211,1167.6493554932224,1199.2678327218568,1132.1660039939336,2046.6318653890544,1900.7403687239264,1218.7850132887695,1213.934777025417,540.1732471372566,472.14709871322987
29,558.5688213103332,501.2454299054005,1090.9482759154585,1152.867664526179,1180.3095509490106,1105.9433071529234,2031.3379785331397,1864.0899049545671,1250.0423576018432,1202.597298823512,536.260797354669,478.1837858611676
30,559.661595528934,495.25815485119904,1093.2803689636587,1090.517849373433,1192.1157732059671,1136.543555563566,2032.3840518974455,1947.0576390323629,1242.4867014584784,1200.49065977739,531.1528938867368,470.2383274760088
31,559.6741177780427,500.92520835161207,1096.2101836447875,1126.9987889402296,1187.906383157332,1125.4555410875175,2014.662237307922,1874.4919833400263,1257.2110592131191,1196.5291315935142,531.4380911632188,472.85051474683263
32,561.9204479230981,505.837619811256,1090.4444724046225,1127.5842662803473,1179.771192070306,1168.1691941454023,2081.626075886743,1852.2581447657751,1232.3837441711803,1204.153264213518,529.276990073896,474.26874573707175
33,560.0191675058933,505.05156932426365,1098.2270515388277,1134.2576573778558,1165.44983886425,1142.6587391818118,1993.181126586499,1913.1795129866211,1257.4966755246096,1201.116708276134,534.4150769532201,473.6374989101831
34,561.2208064199382,493.8511237731148,1105.9635712340687,1144.5677434772235,1168.3114632673005,1133.6168674786447,1983.1022357607408,1896.2282653204888,1232.7300723606031,1210.026166181948,519.993915280159,479.4059203154501
35,561.5727709359076,496.7393400284397,1123.0789388876583,1116.8256136845675,1174.994542128621,1121.8243566513634,1996.444765258381,1901.0230626439595,1253.9016592997452,1204.4022318983675,532.0872538713052,475.7881107053296
36,561.2299397025783,496.6692600107123,1131.3188955810356,1146.219307338752,1158.6766738686767,1117.680060208594,1920.2835684357703,1839.114164773967,1229.8070645843306,1167.2620408947012,523.5673698711225,480.26141038808873
37,561.4244955496388,492.7951035842488,1123.7106916791272,1119.4011739634143,1161.4818880765893,1165.1771523372563,2052.365473942664,1889.4150359570729,1240.0354493441898,1166.9574700596118,525.9456728505967,478.40188016105407
38,561.3178475479899,491.58105224903954,1139.4512005276813,1125.9213784119047,1148.3882636443168,1140.3078948266916,2020.4797026296055,1953.5273022412068,1242.7454299334254,1171.800281316692,523.5745549135326,480.9753668296228
39,560.7697533503728,491.2979274815828,1147.1317740281522,1139.83351328851,1149.881759526034,1141.61898147917,2023.42588895397,1949.6877885967435,1258.406724346824,1213.3794617389733,522.6398281249973,488.9246683059464
40,562.7658978178074,500.0468812706621,1147.8124032570229,1162.8224615450436,1150.2335337602262,1130.652577990995,1994.9241439912907,1825.2007933855537,1257.9957341241995,1219.988702576607,523.9695788117442,482.82716143104994
41,561.7370043566317,499.65382070876495,1116.265328461076,1134.9628615448291,1150.484429302098,1158.0242604268274,2011.7502813314543,1845.1497054575527,1264.256475808929,1215.5908198218244,521.5058668471589,483.9208602280921
42,560.2827649913027,488.0043744036957,1136.4760139975292,1123.9423151064932,1146.25230207342,1165.8418922914072,2038.650480844165,1879.0470133946217,1259.7362260971886,1199.960343182471,527.2960268921889,484.199203409817
43,559.3109869596972,493.16547726740816,1128.5183084314433,1160.267385936507,1146.1905438455792,1137.3848480324805,2001.1156656109656,1802.9876151739884,1256.191812030839,1230.861342849989,523.6940011490994,481.23869723416624
44,561.959617316629,495.1768560472826,1126.8738840791762,1150.948749370785,1163.4433061176107,1143.4067658775243,2042.5915214155248,1894.663354369656,1249.4656751036264,1208.82861178415,527.6192243404159,487.9693342753641
45,561.3190360271977,490.9886297014576,1135.2185422435025,1175.374527553119,1155.0747986973572,1117.0017067002907,1991.9876655351632,1825.3880366848864,1244.3161589623412,1206.456463219282,532.5178110047788,488.318547654041
46,559.7090266536858,491.6226074641049,1136.1812711481357,1105.938470429703,1158.155879578516,1144.8083947801906,2046.4114411620887,1880.742271988384,1251.325019883966,1178.1326427072863,526.6052043636291,481.9340405289014
47,559.5328346111137,488.1810661310667,1146.9757789534003,1168.397512338443,1140.1635229807205,1135.894888726846,2009.304303030344,1821.4021161396377,1254.5631830989278,1206.780082644112,528.5457064306369,478.23802513728987
48,560.7419447376337,481.3073241432693,1143.2481872858086,1154.5477805947353,1145.6042807461126,1163.9588603913753,2047.5666269204291,1828.1916389795529,1239.428692104501,1185.586212629496,527.3933713906929,477.92700444355626
49,560.095100522922,482.94495113880976,1174.2670052070655,1181.7160106988508,1139.798308488289,1147.1575985240318,2044.3620950088,1861.8877473574855,1222.4717601531968,1177.2402307400037,523.9339053279067,481.3957156010164
50,558.8081215988452,495.0306254019678,1154.9631023804754,1170.33878749824,1151.5730741373618,1157.452607565442,2063.35045775141,1838.581341540109,1214.4657996995124,1203.9171884158682,525.4792468442445,480.44920494816085
51,558.8857959179862,483.7226207770083,1145.0585661653668,1172.2969766660517,1151.131044175753,1161.3837450158758,1983.0865363175772,1837.2905468263436,1220.655438589398,1198.4949377906885,525.8963065507015,479.5141786203648
52,557.5591181869131,494.366685169984,1129.3010099327214,1145.6461718570367,1150.1442868197332,1169.582767564509,2019.5061854680048,1819.3208745578563,1248.2904570448227,1246.7332393598908,523.6371129704718,478.00863979061296
53,557.5669117293552,496.10020785680456,1143.4149838836004,1119.066089725883,1163.435621792874,1165.804678029624,2037.1472022791847,1829.877274764044,1252.7136936212255,1243.0263121748224,523.0294098989945,475.5698411065479
54,559.7479385433883,486.55650694388345,1140.9887425069835,1133.9702468821486,1168.6971795264335,1167.8972858377874,2041.0136388943824,1880.9397881145671,1239.303291412653,1238.8261601173012,521.8292632805444,473.0462022520337
55,557.5227201108079,480.07197788983086,1141.8517981314271,1164.466105147401,1179.4287600802286,1160.6382794064173,2024.1270549059016,1811.8227943195477,1212.6614625050895,1203.8002799345118,519.5706091179129,470.2116191161249
56,556.1321328106926,487.080868855252,1174.32355114989,1179.5802637208983,1169.0444653898228,1159.6853387375938,1992.7142893603093,1837.0189414414967,1230.8967584339691,1199.5731251581287,522.9651688591484,475.5892408509536
57,559.4125190985739,478.0422834027263,1162.7615657510305,1170.463639583716,1173.1896381097404,1134.0036483558602,1960.7624084757967,1807.833776631712,1270.3248114561616,1211.1147593408189,517.7509641631683,472.1352413161626
58,559.1652415935604,477.0369430416927,1137.723683808607,1191.2415427619894,1180.0954892879265,1144.7710613981162,2032.9178835268308,1785.6080696499307,1248.1207208814635,1199.4687297959183,523.2267815995248,476.02397312144313
59,558.1993393311297,486.8093742294778,1158.13481847257,1142.8201219269895,1189.4943833676234,1144.9040375446516,2011.4836688876444,1869.833587744788,1276.335501617179,1216.9011782326183,519.0539213784523,475.79765775285455
60,558.0095067885578,483.2027630005393,1168.927405872449,1151.613154384525,1199.7774894195811,1135.706158869619,2007.375824892782,1849.542600735018,1260.232660186837,1210.462672260076,521.7628070324278,469.28199559017673
61,556.5558544599285,494.11636496436506,1167.7239962561728,1216.3202514007685,1185.196518319793,1102.108743771043,1951.9334562473136,1779.5422011853386,1269.0298702168125,1188.4916252934072,525.5400799635747,473.4684838061183
62,558.116608573177,500.03599281539977,1181.4604318358472,1153.9747858448975,1192.7867013064815,1127.197077032937,1985.143567866553,1839.8055795518724,1253.5110625905947,1220.0260422199808,525.109253121302,475.1786099311368
63,559.0037920953445,491.6119413070133,1174.800768859346,1156.3390944837838,1198.846265052679,1135.024731245627,2020.1121435246791,1846.5684006892411,1244.985007286718,1184.4162325459858,531.1564684273553,474.87879488216765
64,559.3500951285416,490.7832885182447,1182.766513472585,1205.0456642859428,1200.6371103830763,1134.8758985640077,1992.705668571068,1894.2247199576664,1253.6737955973244,1192.9705506382347,525.7994583163882,482.7795880077899
65,559.7249000540156,489.8402789022561,1168.9563876370164,1202.267171912099,1170.9757338599306,1115.7036176959157,1982.4716541007797,1819.005921922242,1270.3476955760086,1194.2365243198617,525.4953970071391,480.6620223018165
66,559.4156613655706,503.55222010116177,1161.7461922949567,1141.173644050069,1203.659892152134,1148.4315846204588,2102.9565629650574,1925.9850887281684,1259.4522032381624,1255.925333987156,529.4571028086906,478.5949786364178
67,561.1238121107644,482.7551168111737,1167.2437252838947,1155.093689367342,1191.1924203010858,1152.6362655752275,2000.3119350198776,1906.8213341654475,1265.6593834955142,1251.62791429352,531.5427969138815,480.9111984442808
68,561.6009054800656,493.0313047396935,1180.047534464817,1184.6802167860806,1190.926083009239,1147.1247213237482,2052.4967829729258,1844.0397813217487,1256.2567017001068,1192.6756349451614,536.0738579904908,480.8693469567549
69,560.1848162973105,506.99566862785207,1166.075379725586,1183.293595412322,1159.6794987149665,1113.213835765157,1944.006653180348,1834.3382434511984,1244.2061036194373,1209.7754492773608,526.077592818449,480.63734561118
70,563.5535570106691,488.214481493486,1180.0924610463455,1153.6269620995886,1186.3094997740766,1121.8957151201605,1965.7637302811215,1861.373481488261,1256.9559059634496,1201.2512948955468,528.4976647006221,484.7848860084756
71,559.9068868330894,516.0499583034893,1172.2424375172968,1131.6069986415978,1181.3389346695712,1156.1313469572108,1989.4274933777376,1886.2069442915245,1266.7918997063412,1206.569225912127,528.2695414021629,481.93921409373246
72,561.9579516450118,488.9403577354452,1178.0767987064753,1120.5115222968202,1177.052865118692,1141.6741125156138,1973.141052837352,1853.1297546131768,1262.189192177153,1213.962571713845,523.8451963057995,483.5444800154977
73,563.2147720088251,508.8060794735744,1175.7124222503778,1153.605832680908,1172.089925858522,1120.339370617873,1946.117217049613,1825.524833521844,1236.727843738633,1200.304905037308,528.2925901167874,485.2426049084579
74,564.2835569546868,502.8906732102315,1177.5426352221589,1170.275739616972,1177.4728128807528,1138.0119297310368,2004.2892789734972,1835.5698610743095,1242.0542464938324,1226.1124867302287,525.9745412817546,480.1159932122282
75,562.6583800654654,497.7284006841813,1186.2600034829488,1141.461404739054,1190.291787032127,1171.503333185286,2020.5614863633175,1824.313621352564,1256.6559619701354,1205.7041059047651,531.4706300314571,474.6886899725532
76,562.5310417212426,509.60318046496286,1213.3721655649824,1161.8402184944755,1166.5841627410048,1136.213489481207,1950.681823829279,1830.1474399138608,1237.469964095662,1216.3331087928127,528.7777962465026,475.6237792281578
77,562.4617335754348,504.6296141552708,1201.602334145942,1163.9942933448897,1171.6874111041025,1131.408420602157,2021.2309753389463,1844.5439782912065,1246.6038612581324,1220.0873475510975,524.714172883919,479.3106206442522
78,562.7392488726592,502.5730569079025,1181.2841180239802,1106.0902873975383,1185.371041381528,1143.0111619769457,2000.2455979202607,1823.2323744629305,1233.827586178639,1179.6888353581244,529.2214660224392,481.5008859484689
79,561.8166054526703,517.0314940622723,1193.1469649140008,1172.3871497985626,1183.054024488066,1149.4551798654516,2044.3076904972245,1858.8074924826467,1264.0300314843337,1210.5156171472502,530.8884378162644,479.50553054153335
80,562.2745264914766,504.7379730869857,1187.7867197069666,1139.2347449680233,1178.7064744912527,1145.884007690388,2011.9625903873164,1842.3463198354127,1267.351040837092,1229.121062038504,527.0801160081563,481.7902549812196
81,562.0981741842841,511.42332464648064,1199.807754689877,1134.7156152724874,1164.456420590517,1136.425726644928,2016.127013051745,1812.4892152842344,1249.7393739975255,1187.643983710037,525.2536671994379,478.4402211758318
82,562.748920572395,505.3724349194815,1212.8311080070712,1142.4544252331962,1169.4461848107842,1092.610487038875,1946.518943300169,1802.7781438225124,1266.6540192019147,1190.466942012068,524.7723796388982,481.2337978547866
83,559.099637541284,514.2234235689499,1196.933386413473,1148.1587464384686,1174.0829730246112,1153.253287023763,2092.555997880335,1796.101577468905,1247.660949588855,1193.5784389304913,528.4505627559342,479.474116080539
84,560.9130425261466,510.0218053164999,1203.01663698716,1130.018021191691,1177.15100692823,1136.9140683992375,2038.206371153248,1798.275350964998,1236.7745091322356,1188.0950207080325,527.388191783043,480.1300351032207
85,560.166769420611,513.4333613271185,1203.8424597677422,1157.314503856191,1180.9863563298602,1136.062696729347,2108.4509382969923,1857.570254119286,1225.0582280908998,1179.5346216668531,527.7148295168416,483.38075084735055
86,559.1820153569265,518.0024405334245,1215.8325865226377,1169.875642161135,1182.0964839405583,1129.8408300614983,2037.4167725890984,1743.3927671429155,1249.1104824979725,1198.082913902194,524.2337975384735,477.5852030617573
87,559.6592563857656,519.0184241984667,1214.8945199849682,1113.08312922101,1189.0246980242184,1126.2535062579032,2028.165983148647,1823.8992542635565,1228.0078826772926,1187.332347129079,525.296198479009,482.4300599900703
88,559.6713842758645,528.5381605375563,1201.139146906122,1154.891297290016,1201.9361647783603,1138.4312764714118,2026.6761540261195,1814.2600033716892,1238.90095136055,1174.5416598667111,523.9440799425173,480.8478526152933
89,559.5663245146117,511.78454878623694,1219.3853243711014,1154.4208469866012,1188.4763682370844,1123.695457571352,2017.5043168578115,1825.729652786719,1235.3415534848914,1179.85379917542,528.0690242976813,482.6734827328961
90,561.5924330638942,516.6231780287111,1178.3623272448517,1132.8079684858233,1184.8969349197812,1135.772546773551,2066.919161126445,1832.8673173951504,1272.351080424923,1195.9503120276836,530.2746668961586,483.2514431904775
91,559.2035466385764,513.849051635046,1175.3634294633373,1143.2486504949827,1185.521336012985,1140.8544024775836,2060.4630242546027,1882.1317419198635,1233.473987025449,1164.2125517499662,526.7409338184316,482.2536463736579
92,557.1980906166204,517.7760537383423,1202.093134028508,1149.9492977571094,1178.4769564600929,1132.539530031509,1978.553265221972,1830.3058530217097,1230.610673459989,1164.1815134296628,528.856235956243,488.30147623855146
93,558.7658495542912,510.8458106192121,1172.701032746761,1166.49729161296,1187.2922863108452,1109.868748487629,2007.094650646617,1840.042071241963,1238.4562442193917,1163.4383980556488,530.4306520811318,488.4799035448373
94,558.8039511172611,523.6155503702454,1220.9922129764498,1161.5884328008651,1165.4923716601486,1136.6365127069234,2028.4727416725605,1793.645517906946,1240.1768515124663,1185.8442363141676,531.7334762400749,484.4821178473483
95,560.6364131861499,514.7536587226436,1194.7983439204745,1152.4017503711984,1175.7576704298967,1137.523579854889,2057.706368889014,1842.5956589317884,1265.9452408334282,1194.7543209089424,528.5280686738766,479.37527896753215
96,558.8341168804291,526.0296357905866,1197.317358445625,1123.4822920533752,1162.7526555017428,1131.332383954663,2027.1900390199876,1840.5578665643168,1256.160291130827,1194.5965881181207,529.9621571086135,482.3605831945931
97,558.8751554276233,511.11583018235774,1178.1197382439448,1120.2423774897215,1172.8728322315326,1124.0543615932215,2060.6445664468083,1926.30736999336,1251.4126463791556,1225.757753231485,529.6873178487257,486.0797200610015
98,560.5382105897814,506.0794490577722,1189.4349606377616,1126.58974355523,1154.4351166752815,1129.0565826755198,2065.7970680751923,1878.1871930817567,1256.685594829832,1195.0769761969088,531.7451264614934,480.90589003414567
99,560.8323699980947,504.2125038398692,1177.6622698138558,1111.5176147206885,1155.066950627497,1126.521989857155,2051.3536056453468,1865.563915407759,1251.8577686213764,1189.2237495071806,534.7582304551745,480.6781677795518
100,561.0462692446268,498.1478939528715,1193.8241592221964,1147.292289722177,1153.880532409224,1141.6322471479273,2099.825977706012,1928.4160525133664,1236.7289015768238,1222.3835909980628,531.0350599104361,478.586721608968
101,559.8876388720995,501.93420312836906,1192.8729830401865,1153.9582383943325,1125.432659302234,1109.0374377576347,1975.5622305688275,1819.806106308513,1242.493436807971,1203.1043797200275,533.7007789707801,481.2947973754841
102,561.2423413030402,494.862962719926,1188.4216408644195,1106.3782657300087,1144.1092585259205,1140.5985348000477,2061.452898162945,1953.5311258740296,1224.3916695175435,1203.5254045148097,528.514407024169,480.0572950513862
103,561.833941042571,508.5397766527421,1166.9846825888897,1176.6915684682108,1141.4737047343706,1080.4803541126016,1988.7095661845535,1809.106740471081,1223.104588417662,1179.615974158033,538.296210547459,478.9836297716786
104,560.0433098403485,510.53385149369655,1167.9693356168443,1148.9461282035916,1159.6783320309594,1123.8187010486663,2075.2846637702587,1914.214672355297,1269.9327284174014,1235.2489506604863,531.2033929635886,481.84533928791376
105,561.2633503741291,505.95107498047486,1163.2212332573188,1105.489576649854,1155.1983911775606,1123.9646802578632,2088.040575104977,1973.3665270329625,1255.3086778258817,1192.2554778735566,535.2751495448496,476.0625568577681
106,560.5090424288577,510.11220172499446,1168.016225010187,1134.2749150334791,1145.2632464376272,1127.62309992416,2011.0910058422,1868.5078832633503,1248.339773729081,1219.902412327349,535.1037466062096,482.2530081058855
107,562.2242592231604,491.7744350371962,1165.4000634163488,1133.268250092856,1145.4423514388077,1122.3607201265747,2032.4523609077976,1866.2797504539592,1251.846694796266,1175.0364755649882,525.3753945720929,481.9492510791954
108,560.2208254165839,504.00280395046656,1174.8603196005035,1139.4106990893235,1143.1329282254603,1102.8078093199238,2022.0069980561088,1912.2134084267257,1262.6641347440664,1224.0122936277062,527.1333828966405,473.2793947311275
109,559.8546909871494,515.7591632103641,1198.6456247023136,1114.8576518333327,1144.777674893197,1119.849274546552,2059.887833061585,1928.100755750798,1263.0596457141787,1206.877997629263,526.0874198083852,481.6183631773355
110,559.61327124405,512.8882051877932,1166.8219994146225,1102.1682527859184,1150.355754875018,1129.0164607957272,2116.582617833201,1899.4812591808195,1258.643318561907,1259.5086725997442,530.7602626052503,476.0824510349553
111,560.9726339540666,508.72243926742925,1188.9965024035782,1185.475214436778,1147.2480332470263,1109.372558330518,2062.87474692691,1871.86036804973,1257.546326967789,1245.8002165705914,528.6754459526861,479.8144521433676
112,561.2287602270009,517.5249835360911,1187.6094608375597,1115.3121601605403,1163.0198904677504,1131.1570443010437,2056.154525701944,1930.1956731926423,1249.9752183526257,1253.0259402919478,529.1614624075046,475.29375883108713
113,561.2155753106973,518.5133025054123,1195.0014101304034,1141.4223663707107,1153.646201441033,1119.9855454520418,2054.1207273063783,1904.8595301276075,1266.7941626766478,1265.8640837480611,526.634577449918,475.3228494580088
114,561.1510859078599,512.7880027291484,1175.1054893354626,1119.5062908576506,1156.5377619615322,1107.9799230098135,1989.2596787179607,1870.3226176373823,1256.9759781083592,1274.2393616248112,530.7672198935633,478.4892554232188
115,561.0762585366397,514.4205553014913,1188.8363030343846,1125.3331224354083,1168.8896502233413,1140.219724153204,2062.3659433953226,1854.624527392596,1255.287574623495,1232.8724497063504,528.6089273718692,478.8145517398052
116,559.2335629414804,521.8878199011831,1188.8955145241175,1107.4618979164677,1175.2878037972478,1115.355852774883,2048.463997990549,1873.639160275228,1295.12573410476,1269.671556634579,530.2810823694616,478.5243736352304
117,560.7622119095807,507.0755463855178,1172.0354093353722,1089.3956574706572,1189.276760250097,1136.194357138124,2046.9701239229232,1862.734936936592,1260.3187467909895,1253.9214443838846,529.6507081756786,473.6263067499491
118,561.9043260225702,492.2214870464044,1179.5295944682748,1123.0558744635496,1175.9971652175263,1119.3308007732076,2062.137707368135,1805.49266821785,1256.500513317529,1197.131985714006,527.741896293221,472.9064665583161
119,559.7559355678767,512.9075201980154,1200.4355879157783,1095.9307852256577,1185.2598642905302,1122.8289305517255,1999.3519684243572,1784.4242092007762,1240.372819384884,1230.118199929207,528.9219561990144,471.9079460716981
120,559.342065690984,502.5278514322198,1184.5780433837629,1099.991618288205,1182.08743702247,1109.7771179111476,1983.5195476903805,1746.1779650182614,1260.4357651194523,1216.342571107456,526.1876160279257,475.9472641228268
121,558.3274753970028,504.38636801761,1193.3223336683277,1117.879319073564,1176.803381878513,1110.641051357168,1930.850127954976,1788.6371834357644,1264.3156344054676,1224.1841716836498,526.5828233281208,480.71005869395367
122,559.2444051131633,492.1203102154036,1183.9378153647376,1104.42602575687,1187.032949123039,1135.4357097855675,2014.218481549701,1791.6166728402798,1226.4766552010676,1194.872592955291,530.8153215588668,476.6161327895384
123,560.5848043769096,495.00822938064977,1184.212354580178,1117.1971818432175,1178.968794179527,1122.872341775914,1981.446209956476,1771.265744013291,1236.5766532195032,1197.259045179194,536.8611247895182,479.376200410443
124,559.0639687592382,499.00630353323,1182.4952456101685,1129.8233530034736,1182.5477187173387,1147.0156504537697,2019.988494609197,1754.7429598958392,1251.1834972024778,1208.4863569710926,530.5041507256714,478.0830564190609
125,557.4246273587298,513.7485468924399,1156.392883567945,1107.2209755783338,1170.4649134022195,1125.2909520401497,1989.3520298707424,1747.9163541902649,1231.3809939085322,1209.938911795827,531.6627322214043,477.4187679978427
126,558.1543373858498,495.4186167345499,1157.997324716587,1095.2909931536792,1165.3843057265026,1151.0561511603505,1994.040374049065,1698.3279914928034,1233.6437499695223,1151.2727469483189,529.4296752218731,483.9097624595709
127,557.2523825077088,499.9619758347412,1163.362828320704,1113.4396619785728,1166.1619839516327,1145.2712637432069,2007.2257068678111,1753.4186191767749,1251.6973521463806,1158.115391547153,530.9961019727775,483.98622424179655
128,557.9585408385254,503.8889353482011,1148.2374852921753,1057.5793079046798,1180.6655094559194,1139.4450361705683,1993.9118206376504,1784.856993454547,1222.3361827901474,1158.065132469812,526.6788959997983,483.4044251878939
129,558.4042313458468,491.5058572958312,1165.538235675181,1133.2500400424317,1162.7682522247817,1158.602486562446,2032.368579982444,1736.4940540950242,1235.2024008965648,1162.2586526430528,526.6475858049786,480.42784095715984
130,559.142087857719,499.515898197889,1148.6714847933483,1084.3900528564316,1169.1626133446607,1169.771789807904,2009.3762272103777,1788.5842388666113,1218.2488098392937,1143.6556972909136,528.442322852443,485.5544166946418
131,560.6239773718926,487.8861616381115,1143.297396916574,1135.030877588668,1156.4453015229851,1162.2366517131516,2001.3713567030093,1728.8267143770922,1246.811492131361,1188.7540977810334,523.6497593163887,484.02682166799497
132,559.8509508790967,502.7638905385307,1149.1489508833113,1117.0218790159563,1161.2713674038064,1153.6987481806343,1929.204012266202,1818.8622552916463,1264.307064577087,1190.2380421473572,531.1564864079419,485.7958482218116
133,561.2236263569679,490.514394988824,1133.7090490873493,1114.449707757098,1150.1206929018106,1140.1495000344496,1951.133669477697,1744.2381851054809,1256.1193969810245,1203.2434977826977,524.8339295842815,486.15519747250767
134,560.2198674303133,490.95863814637903,1146.915719335106,1105.8929183027587,1149.4395658193014,1136.5507867066783,1972.1723643289629,1763.2079922659864,1248.3179608377811,1209.0835157973995,523.3378249076152,485.45935525014767
