day,yongan_7,yongan_8,kemen_1,kemen_2,kemen_3,kemen_4,kemen_5,kemen_6,shaowu_3,shaowu_4,zhangping_5,zhangping_6
135,561.4116959887148,495.64021892507793,1154.430223205124,1141.6513731371183,1165.5106672537097,1157.368730636985,2047.0593908050676,1812.977964777088,1250.065696993823,1189.062387429738,526.9334195942266,487.86723840084335
136,560.4064244521593,497.69593891858807,1155.8412789255626,1130.5252417892318,1161.8988971984825,1142.2165863202915,1994.3588881946712,1812.3086123605704,1232.3324724948232,1190.0189558185757,522.448569823915,485.4723453477688
137,561.4466678897705,495.0724091478629,1165.4156084012734,1116.0415914839236,1161.3082392968547,1135.149463726577,2013.1028856915127,1820.2623421769304,1232.468947011781,1205.8608194651886,524.2663543872983,487.08037559826647
138,561.5893556230361,494.6725466774504,1159.0000610570903,1114.4627189101286,1178.3017140894212,1122.3585164011936,2016.578226677492,1789.4354177692962,1242.5565455597784,1229.7834240635318,525.4459959447764,488.151348466737
139,561.9249587419099,492.0479199587424,1159.179876428305,1097.8297892749645,1175.8525548810796,1147.0034676967475,1996.391548949428,1820.0293937199224,1250.6670043582765,1207.365079572559,519.5744977194441,490.744162962216
140,562.6200606146408,489.5642053496744,1147.4565527447546,1167.6519606693794,1176.907927291998,1114.1778695110688,1969.7210391160495,1849.7246311482693,1223.2311406801982,1193.3559023690775,524.7755574079054,489.660600037193
141,562.7588839897546,494.2077066594736,1159.8414833451477,1117.4964121802457,1174.2325951314533,1120.6689629263476,1932.574778780929,1834.469317584364,1247.024733564108,1197.6530328216545,525.4246949431705,479.166812622353
142,561.9574960613155,502.8164671722502,1170.1088610750978,1155.0697191284296,1186.191503868282,1100.18390606347,1998.087012968404,1890.3219506808712,1260.4002271123877,1211.667347497278,526.2159186699582,487.9346385786385
143,562.5632098918032,502.5410148080149,1159.8218491689431,1179.8698310144546,1190.698307694039,1146.5858319569145,2034.8029796282096,1881.9203332610905,1254.3762938884508,1212.0188717976057,526.2569036190807,487.9799241265736
144,561.2644362119509,497.3741114163322,1139.750262774679,1113.8218783038394,1203.5648088675866,1135.3044554686912,2007.094448399362,1917.525887398076,1253.4896380196435,1212.4065650036878,531.2162478843101,487.0576092161036
145,562.8192173168167,496.3363383754473,1152.414748665149,1120.6022583568429,1187.0942073434485,1113.0477658359912,1933.2137916233307,1821.9823524204987,1256.1330149739351,1201.5277955745328,529.4069117992228,485.0937311979709
146,562.9987821193228,490.9949163768295,1169.8547617579957,1127.3124377490665,1191.025599108208,1137.3186794181747,1993.0373540691517,1917.549415485379,1241.7272004182653,1189.8379115757398,532.2595510444527,485.32892837725126
147,562.8663495210405,499.0422348123298,1200.181646108266,1138.872429112132,1185.2957654089162,1115.2030647581505,1955.4529124157737,1839.956077739778,1263.470381520023,1234.7024641130329,521.235925499064,479.870066841591
148,560.4378543250302,506.098986366165,1153.9439062878128,1108.747985182314,1191.8832200419774,1124.0648225205844,1969.2118437304057,1863.976381296058,1242.27961958988,1225.9876310064426,526.8930423889315,483.4392826989844
149,560.7773704216597,492.1319403570861,1166.2229540953315,1134.309449981732,1189.3996977498052,1123.5142810234786,1922.714618361377,1867.2067774864056,1229.0930104152474,1181.2453930036318,530.3293482574561,479.48871533212144
150,559.5512596402884,493.0883294143817,1137.784355291078,1118.4416460197783,1186.945825021115,1104.0771470177272,1872.104240007044,1853.5100786246185,1242.9403265772953,1191.3226341382458,523.4776659232228,484.1535807486219
151,559.4307640551414,491.8658141282587,1152.2847911372437,1137.8862226591443,1179.9915169823744,1146.111651980823,1982.6213423503336,1891.236831306384,1251.6085205190752,1213.8047562827207,527.6399847257178,476.82801971059627
152,560.425742641466,492.72164546534674,1136.1288386288354,1085.6416469026635,1173.6405453962734,1147.2514707278056,1981.6899178986653,1917.5176793329497,1237.4706470038611,1221.906577398296,529.4767891536188,481.9290152939047
153,557.7129254036769,513.6436803273145,1127.560601659508,1108.4228454520105,1177.825794735233,1148.1779450338186,1992.98686809814,1946.025742497029,1243.5601528052646,1213.3422185092857,533.4164111986939,479.8930714504576
154,557.7053983686935,511.8268082917685,1147.9804538734738,1111.9562318006217,1158.283325917168,1126.5187140491555,1921.7480281682576,1839.392499752582,1255.8920153314502,1238.771948078821,526.4027549454398,476.70024479534567
155,557.9894304935746,508.1348553407796,1132.4640811715472,1138.5247068246883,1160.339800926556,1121.6355888922258,1941.6089866922584,1845.377186119624,1248.6047153296036,1217.4003394334718,522.4555223174049,475.54468796250376
156,558.6833384849193,488.79722264409736,1127.4810532584763,1145.845052183086,1165.2829416468508,1114.9027313711238,1972.302232347534,1946.029158275684,1229.922743877109,1166.5478358531998,531.2687236269833,479.7838242799801
157,556.8748999025648,505.3403554236399,1160.347713109477,1147.1293549359932,1147.451419310845,1133.9724983997944,1970.593318886105,1907.60005522614,1230.993825130734,1209.816976029398,526.1165411664614,484.1200222472936
158,558.8460160783167,482.42111692590265,1129.197259577374,1124.4922723752134,1155.7149924229443,1127.8829906187923,1998.619353024284,1877.806346507163,1229.7011468616915,1197.2370835187885,523.4358143098256,480.6416336918479
159,557.9432328661824,506.3339846184239,1150.877709504923,1144.6413069753162,1127.209351644501,1133.2111518897375,2032.7902149471568,1821.1679058837983,1221.3693186838425,1199.705211908389,528.8060173765425,480.5121507360797
160,558.2854086352212,498.3779351636773,1134.9371816512007,1114.195007604483,1131.6753069099182,1117.3350946143976,1973.868839584214,1831.0728482750792,1220.150207035303,1184.2426465904562,527.190633084412,483.9524409982948
161,559.2269128600943,508.8848124995383,1137.3008977786324,1123.6721426294027,1143.5374064593552,1122.0928916889227,2025.5407632178556,1859.3555465205825,1220.410441925395,1196.0704228207644,526.071214505025,481.2478082818749
162,560.2066825140099,491.2747669207615,1169.6944048792122,1169.8406097420584,1133.1843388412578,1132.1522347712194,2051.316720802229,1813.5543901705687,1223.2288911002483,1223.9081392997116,527.7322862690299,481.6979578654579
163,560.2925375316986,500.62270001468426,1138.9514407726665,1110.494346691316,1157.96174803821,1164.0425044938092,2120.371391502506,1905.9991129086736,1231.2111372319614,1209.2021872718778,522.2139711168641,483.92108047542206
164,558.2340303189181,495.8424313134759,1146.4508055478568,1107.4363411710951,1147.42554758129,1147.4409044776603,2032.5869564559528,1844.8894435167472,1243.2292503069264,1214.9129902868335,527.4456145844459,489.4353993897844
165,558.9183548461046,503.345688480081,1149.7257510020395,1115.220252425814,1141.2072782599116,1148.0779976952097,2028.2528989064529,1842.6467809026292,1238.4427199589786,1220.0912454187016,526.8869193998373,480.7344432197649
166,560.4195733539412,485.13020448419,1145.0387138989606,1150.9272403033176,1128.6083570867395,1161.8164982035337,2011.858407770121,1764.5165222633284,1238.0100105775523,1213.2261502043384,525.9882796486316,488.26204297681113
167,561.3442335871315,490.9733056705446,1145.6799172658318,1163.870449292399,1122.69606892128,1166.3187362303677,2020.1378289260551,1765.846196950181,1240.7299000308528,1252.0666929799688,528.5883288118468,486.7029121283963
168,561.2809488700365,491.27487910862334,1112.859159344206,1112.123972744075,1133.8660229495897,1147.4725363294483,2023.103506829613,1851.571292856372,1238.9346950597978,1245.8340990946415,523.5648621786431,476.2789566016674
169,561.7223140333315,490.6152061704973,1156.821339943161,1116.1748612993945,1140.9767777580091,1151.3967918758042,2021.5651383659024,1894.531553746254,1225.1831065588303,1228.8252923956377,525.2838590017703,480.2382934081354
170,561.4201503976255,493.2214880962333,1153.3653008668605,1149.4011569114637,1126.883277353685,1152.6557471573456,2023.686712070108,1818.440661536604,1256.3172395034003,1260.2808084933408,526.2621299762559,480.7800389118992
171,562.2492605039522,487.6748578777944,1145.9997950109594,1107.7563507335265,1136.3872767967098,1135.9486173925925,2003.982318202329,1843.6767528761088,1235.947520693527,1223.1724340061603,527.9515799007571,480.4731354947818
172,560.2680548600157,499.9605714089146,1125.9676647690003,1097.6316072899483,1140.7100296413428,1146.6617278258825,2091.025618183194,1864.0624767617849,1233.9844809897843,1233.3182528185166,528.8047539406566,478.6760296538238
173,562.811956789292,485.4625257066386,1135.3906214706217,1169.0881851208217,1132.8857262159083,1123.094576922231,1973.0569685411156,1721.8584621935966,1224.6118605454924,1221.6881177584753,522.8076565230189,479.5013728113259
174,563.3950859133773,477.9086219530492,1147.67962873068,1099.7283858563922,1142.1288694427024,1132.9106384686352,1995.316073890436,1835.726260402205,1231.7555355798263,1226.115516874656,526.0095938360012,482.0608760218672
175,562.5443652934537,482.22849867724926,1130.5935942092049,1126.7784486392286,1148.6123751623722,1112.780503219721,1976.0963529286412,1879.714734394468,1243.0148974745616,1231.839817805697,521.5681084457738,477.8814492050132
176,563.9885728138322,474.5328601030326,1136.2879778373267,1140.2194099160238,1157.727232856755,1112.778976314174,1969.8395180860775,1851.484075791684,1239.840981191739,1176.1929026388782,523.6154044089027,472.4665921868997
177,561.4346354381535,480.4708846858643,1143.86008175281,1143.8631153290992,1152.6915995336929,1099.9046312487758,1964.696951854092,1772.6567880069492,1241.5726087484968,1220.9388043617691,523.1992593149512,473.7294454281544
178,561.4246342055463,476.9747909662056,1118.4640775251848,1126.4272473288515,1170.18585077504,1165.4979053786917,2137.522085125017,1872.627987829794,1245.996876382377,1214.5535462908438,525.8738188303793,476.7992617020912
179,561.2412374579578,482.9149471184131,1137.8290819565884,1152.6357122088395,1177.002495949013,1127.108548998577,2045.338797564666,1898.564135357384,1269.6791686201964,1218.4497886356962,517.1237078031038,468.37412710661135
180,560.9910805919542,482.3877306492254,1155.927600238966,1105.0475959143994,1185.4008429940534,1138.6102059774344,2025.419996325756,1844.4363685181304,1242.1716531426437,1211.044625270712,524.3266840502034,477.8482952395969
