date,真实值,预测值
2025-12-31,673.31,658.8600114302202
2026-01-01,,944.41
2026-01-02,,945.34333599307
2026-01-05,682.63,694.5488529512476
2026-01-06,688.17,693.1589728443746
2026-01-07,697.07,692.4136136300212
2026-01-08,700.04,692.3120878568036
2026-01-09,700.04,685.40716953294
2026-01-12,699.03,694.0982492686346
2026-01-13,699.03,693.1589728443746
2026-01-14,699.03,694.6774200571554
2026-01-15,695.09,702.6994827389397
2026-01-16,693.51,696.1914097799977
2026-01-19,692.51,692.6679999386996
2026-01-20,692.51,695.3536142852906
2026-01-21,690.15,694.2319021619646
2026-01-22,690.15,690.3083431623704
2026-01-23,690.15,685.5903036538646
2026-01-26,689.16,677.4328720555151
2026-01-27,691.52,694.9294276751883
2026-01-28,692.1,699.9822316566886
2026-01-29,696.03,695.9155853139364
2026-01-30,700.97,689.9052005705066
2026-02-02,704.91,686.4982456805074
2026-02-03,706.82,683.8824555685189
2026-02-04,714.67,681.4311566029987
2026-02-05,715.7,720.4279227630175
2026-02-06,719.63,723.3279800615161
2026-02-09,722.52,721.7846951020135
2026-02-10,724.36,720.9201709802602
2026-02-11,736.1,726.6806788277037
2026-02-12,738.95,736.8949136256844
2026-02-13,743.94,737.194582690903
2026-02-16,,944.9893296714944
2026-02-17,,943.347981035272
2026-02-18,,940.4192900844032
2026-02-19,,931.8844506809476
2026-02-20,,926.271354317852
2026-02-23,,920.6683208016976
2026-02-24,756.31,732.1897591134602
2026-02-25,777.44,746.8406505266789
2026-02-26,782.93,770.1354912826356
2026-02-27,787.95,760.2770524640125
2026-03-02,803.09,786.5412415128707
2026-03-03,805.42,823.1209273634961
2026-03-04,814.41,836.8971443308975
2026-03-05,813.24,841.0688275295729
2026-03-06,812.06,836.0921320205241
2026-03-09,822.24,805.1188500577977
2026-03-10,817.5,808.5819463542475
2026-03-11,825.28,787.8027716764477
2026-03-12,825.28,815.9925540635484
2026-03-13,828.88,814.1121230549586
2026-03-16,828.88,980.4076642453358
2026-03-17,826.48,905.315884037428
2026-03-18,825.28,857.4169363815322
2026-03-19,828.88,926.887217096754
2026-03-20,826.48,896.0918357008661
2026-03-23,828.88,861.3402702363685
2026-03-24,827.68,849.3256503559187
2026-03-25,827.68,837.1316911416408
2026-03-26,821.06,830.1202640891623
2026-03-27,814.41,838.3038888443665
2026-03-30,814.41,813.3957615440706
2026-03-31,814.41,826.724893540154
2026-04-01,809.71,824.7766130439323
2026-04-02,812.06,808.283312481379
2026-04-03,810.89,811.4335772623491
2026-04-06,,917.7445559649932
2026-04-07,816.31,815.4848537870935
2026-04-08,819.3,813.7038698632597
2026-04-09,829.44,819.465279736494
2026-04-10,828.23,825.091938266745
2026-04-13,828.23,824.6817664766801
2026-04-14,825.82,823.6288935762086
2026-04-15,833.53,825.0977442450043
2026-04-16,834.75,821.7071456797203
2026-04-17,838.62,820.8494714032668
2026-04-20,842.48,819.9564171591326
2026-04-21,841.25,822.575440328075
2026-04-22,844.8,826.2436138960653
2026-04-23,853.78,826.6479646980449
2026-04-24,859.2,824.5098886032868
2026-04-27,865.67,827.827497741431
2026-04-28,874.68,827.3449157905353
2026-04-29,882.42,830.6428257101538
2026-04-30,901.77,832.2083918220178
2026-05-01,,917.5258046033856
2026-05-04,,911.69244701317
2026-05-05,,907.7931281386096
2026-05-06,910.71,830.853771836704
2026-05-07,917.09,831.4865536309243
2026-05-08,917.09,832.2458947278511
2026-05-11,923.44,834.315904037395
2026-05-12,923.44,835.8487154808555
2026-05-13,927.28,836.6007901757258
2026-05-14,925.92,841.2692262031587
2026-05-15,928.65,843.2518070847926
2026-05-18,928.65,845.2097073578393
2026-05-19,928.65,843.6346378310882
2026-05-20,928.65,843.8601991382593
2026-05-21,927.28,843.5670489393682
2026-05-22,927.28,843.5031147304815
2026-05-25,933.61,842.452993114989
2026-05-26,937.45,845.638838285167
2026-05-27,945.13,890.4343108433916
2026-05-28,952.82,881.8264305965712
2026-05-29,959.09,1013.1228220623648
2026-06-01,957.68,1023.7380952661396
2026-06-02,957.68,1010.8593982398454
2026-06-03,959.09,985.3005521939706
2026-06-04,959.09,968.7794401968588
2026-06-05,959.09,945.2799846625674
2026-06-08,960.5,960.76170129179
2026-06-09,959.09,962.181126406986
2026-06-10,959.09,946.7530475409854
2026-06-11,959.09,942.7939071490044
2026-06-12,957.68,944.8176221625378
2026-06-15,956.26,942.0183606650444
2026-06-16,956.26,942.7522631373848
2026-06-17,956.26,945.8664368357828
2026-06-18,946.18,945.2552731622476
2026-06-19,,904.601681748978
2026-06-22,939.91,933.7427092446017
2026-06-23,925.92,926.4059116863308
2026-06-24,913.23,838.7605830937783
2026-06-25,897.82,795.8589240270279
2026-06-26,882.41,757.8400970326958
2026-06-29,865.72,708.8970644142767
2026-06-30,864.45,675.2577051791708
2026-07-01,861.87,683.3687431045672
2026-07-02,856.77,720.1160519231796
2026-07-03,852.92,911.8374423005243
2026-07-06,846.48,755.2423307103215
2026-07-07,846.48,763.7435995456002
2026-07-08,843.87,756.9056039550035
2026-07-09,838.79,748.6479955639775
2026-07-10,837.56,755.6945113390135
,,903.573652131896
,,902.7476659690172
,,898.9948182200171
,,897.5313822161411
,,894.469531408924
,,890.1245939662872
,,888.6111251117329
,,887.6475905184241
,,886.1141684988119
,,882.493564061874
,,879.1468390614073
,,879.9428135969976
,,880.690535220167
,,883.0993544505571
,,886.1454278621835
,,886.9151923144473
,,885.8095833163238
,,882.740053101802
,,882.6768102623689
,,881.6221688208083
,,881.8847386274531
,,882.5729315786751
,,882.2174526806897
,,879.8424298452668
,,877.9254212814615
,,877.5925937341253
,,879.3377335949542
,,878.1255704772027
,,878.1260329052891
,,877.5403174368121
,,876.0219185154999
,,876.3503849916926
,,873.4767072744019
,,873.88439987637
,,873.6209538266465
,,872.0077439299486
,,872.2467383558765
,,870.5295639876715
,,871.0141169417135
,,872.3038788221977
,,870.2883271318534
,,871.7951229019252
,,871.6878472750151
,,871.6663322633847
,,870.5978134038826
,,869.3327746815096
,,868.8721996754415
,,868.0348448480116
,,866.058157769545
,,866.9220761896383
,,868.5935672763869
,,870.9324840547254
,,871.2482044953663
,,872.9698981020235
,,875.3078776326162
,,874.967892776252
,,876.042014342514
,,877.6767633985229
,,879.5940787014204
,,880.1295016045578
,,878.055650804042
,,876.3215770627429
,,876.0239270941663
,,873.7113127958064
,,874.6515457668423
,,875.1503535416573
,,877.2548349126471
,,879.7592482658376
,,879.9813637806533
,,877.4135034765807
,,875.6254724416556
,,874.7783440946279
,,875.1259966657353
,,875.3983574672732
,,877.2659498994574
,,879.4954696771317
,,879.7816799996851
,,878.926760149277
,,880.7374303339179
,,884.4076536159023
,,886.8696356812218
,,886.9805367011174
,,887.5299528039711
,,887.5416969649577
,,887.5203711313422
,,887.5058590106761
,,890.4529906048451
,,893.6963641036168
,,895.3516293469243
,,893.6035650748634
,,894.4536101439932
,,895.2499497543886
,,894.8754167476277
,,895.8832116249849
,,896.7671493620724
,,897.7671496858159
,,897.1684875018508
,,895.2066268451792
,,895.2685441040321
,,893.9118451702391
,,894.2402917563683
,,893.6387186330353
,,891.9847249557588
,,891.245266274955
,,890.6355704310267
,,890.1556374239753
,,889.8054672538007
