date,真实值,预测值
2025-10-15,726.14,692.27686
2025-10-16,734.21,697.992
2025-10-17,742.27,736.93427
2025-10-20,746.31,732.08014
2025-10-21,750.34,743.6457
2025-10-22,756.8,742.2172
2025-10-23,758.41,745.755
2025-10-24,760.2,749.31366
2025-10-27,758.96,757.7549
2025-10-28,757.9,758.4464
2025-10-29,757.9,758.4464
2025-10-30,758.96,758.4464
2025-10-31,758.96,760.5339
2025-11-03,768.09,738.16565
2025-11-04,776.16,756.8248
2025-11-05,790.68,766.6907
2025-11-06,798.75,777.879500181818
2025-11-07,806.82,793.19682690909
2025-11-10,814.89,804.399843454545
2025-11-11,817.31,812.0186258581911
2025-11-12,817.31,814.3217823745258
2025-11-13,813.87,817.2086457593509
2025-11-14,820.65,815.9552749911218
2025-11-17,828.7,819.4910496567231
2025-11-18,832.28,823.8053233753548
2025-11-19,832.28,837.749378477154
2025-11-20,832.28,840.9017107599426
2025-11-21,832.28,835.1062166341136
2025-11-24,831.11,832.7176050544502
2025-11-25,829.94,828.8925010357478
2025-11-26,826.37,831.0557933090669
2025-11-27,823.96,828.7017686138724
2025-11-28,818.35,827.094397564512
2025-12-01,809.18,820.1162468187731
2025-12-02,801.17,807.0404203657671
2025-12-03,796.04,800.7946726296162
2025-12-04,793.16,794.0950000739816
2025-12-05,785.15,693.2747621478452
2025-12-08,781.14,791.145979114879
2025-12-09,777.13,776.8804047185721
2025-12-10,768.04,771.0237923546988
2025-12-11,756.04,760.3577466190218
2025-12-12,742.99,750.5519155421399
2025-12-15,735.0,734.5670861076586
2025-12-16,725.98,729.5118202903051
2025-12-17,721.99,724.7572808652931
2025-12-18,718.0,720.6790539920688
2025-12-19,715.61,721.2483788692589
2025-12-22,710.02,714.3573000266333
2025-12-23,705.04,709.687689098011
2025-12-24,700.06,705.2643909431223
2025-12-25,682.2,696.9287991980348
2025-12-26,675.23,678.6148618755917
2025-12-29,671.26,678.7236142430157
2025-12-30,669.35,671.3727365574692
