date,CCI3800out,CCI5000
2026-07-16,563.94,719.0
2026-07-17,552.5819629847704,719.0
2026-07-20,556.9757110772235,721.0
2026-07-21,560.8213636268556,723.0
2026-07-22,564.1189206336658,725.0
2026-07-23,568.2138285789197,725.0
2026-07-24,572.6284705735136,731.0
2026-07-27,577.7207346680424,736.0
2026-07-28,577.3788700346977,738.0
2026-07-29,584.9654459525709,744.0
2026-07-30,585.4379604130046,746.0
2026-07-31,592.8976015064341,752.0
2026-08-03,597.3088502780311,757.0
2026-08-04,597.468174728355,758.0
2026-08-05,608.3236764769179,766.0
2026-08-06,616.5640116007212,774.0
2026-08-07,621.5004500411499,776.0
2026-08-10,631.0083251998724,782.0
2026-08-11,629.555330183181,782.0
2026-08-12,631.1584972404355,784.0
2026-08-13,628.4472422555705,783.0
2026-08-14,622.7536804870717,781.0
2026-08-17,621.927635723245,780.0
2026-08-18,622.1871943625629,781.0
2026-08-19,625.5077403125977,781.0
2026-08-20,629.2801576838385,782.0
2026-08-21,633.8543263559447,786.0
2026-08-24,634.6484584601801,787.0
2026-08-25,643.1003946630368,795.0
2026-08-26,647.3659662320956,799.0
2026-08-27,651.1877445756929,800.0
2026-08-28,650.8768119544475,800.0
2026-08-31,657.227802263168,804.0
2026-09-01,663.5232371268924,811.0
2026-09-02,667.5921697702195,813.0
2026-09-03,667.9361117347598,814.0
2026-09-04,674.8341876510294,820.0
2026-09-07,679.134969563623,822.0
2026-09-08,677.4368643455584,820.0
2026-09-09,674.175955647951,819.0
2026-09-10,678.1420829525338,822.0
2026-09-11,684.0516734005723,828.0
2026-09-14,685.1935688599609,827.0
2026-09-15,692.9548944971787,833.0
2026-09-16,693.2418049640761,834.0
2026-09-17,699.2827563790877,840.0
2026-09-18,694.9531478298193,837.0
2026-09-20,693.4056855723738,836.0
2026-09-21,685.5319377416388,830.0
2026-09-22,683.2021604631115,830.0
2026-09-23,682.1886065421018,829.0
2026-09-24,683.4123228818225,831.0
2026-09-28,684.6527486932445,834.0
2026-09-29,690.7109907043971,839.0
2026-09-30,693.5214165560352,840.0
2026-10-08,698.8186103335702,843.0
2026-10-09,699.8766699305258,842.0
2026-10-10,698.7298031813964,841.0
2026-10-12,693.9649594417326,838.0
2026-10-13,694.9784026437856,840.0
