date,真实值,预测值
2026-03-26,58.9,48.942449319175566
2026-03-27,57.8,48.46300814135674
2026-03-30,56.0,49.54267431256551
2026-03-31,55.3,50.00611147392519
2026-04-01,54.2,48.65314252270038
2026-04-02,52.7,47.068225450513935
2026-04-03,52.3,46.01932659111101
2026-04-06,,51.16286905055097
2026-04-07,52.6,44.36322176894498
2026-04-08,52.9,44.01978266379249
2026-04-09,52.9,44.11946964155712
2026-04-10,53.0,44.076618396231744
2026-04-13,52.9,44.09238960073217
2026-04-14,52.9,44.35259655938928
2026-04-15,52.9,44.2614082574596
2026-04-16,52.9,44.45392534382634
2026-04-17,52.9,44.787157305568286
2026-04-20,52.9,45.1250494645594
2026-04-21,52.9,45.37242679421089
2026-04-22,52.9,45.71668718143721
2026-04-23,52.9,46.11969974730228
2026-04-24,52.9,46.40339944450702
2026-04-27,52.9,46.35891912148657
2026-04-28,52.9,46.52330354493152
2026-04-29,52.9,46.54728549984077
2026-04-30,52.9,46.40191929476723
2026-05-01,,50.96982999002076
2026-05-04,,51.120779731159686
2026-05-05,,51.08260888727008
2026-05-06,52.9,45.02304713348174
2026-05-07,52.9,44.429139487119485
2026-05-08,52.9,43.89067373551897
2026-05-11,52.9,43.20559949174559
2026-05-12,52.9,42.86357825520994
2026-05-13,52.9,42.58870542424134
2026-05-14,52.9,42.49656832137035
2026-05-15,52.9,42.0359446060385
2026-05-18,52.9,41.11404661679529
2026-05-19,52.9,40.73619836137745
2026-05-20,52.9,40.38051561913722
2026-05-21,52.9,40.03814305835236
2026-05-22,52.9,39.874486768358175
2026-05-25,52.9,39.45810721733986
2026-05-26,52.9,39.12571895878343
2026-05-27,52.9,37.725271693894335
2026-05-28,52.9,36.3206722120917
2026-05-29,52.9,36.13301294682553
2026-06-01,52.9,35.835361797037024
2026-06-02,52.9,50.415810957203085
2026-06-03,52.9,50.61826204199993
2026-06-04,52.9,49.13607561732077
2026-06-05,52.9,48.09003874983146
2026-06-08,52.9,49.648032773456926
2026-06-09,52.9,48.078962931476674
2026-06-10,52.9,48.22111115337901
2026-06-11,52.9,46.74742213951686
2026-06-12,52.9,46.5866918134134
2026-06-15,52.9,46.06871687610826
2026-06-16,52.9,46.47992326748441
2026-06-17,52.9,47.62915224096616
2026-06-18,52.9,46.64543409497631
2026-06-19,,51.72553135379666
2026-06-22,52.9,46.12159345015762
2026-06-23,52.9,45.86181654417146
2026-06-24,52.9,47.94377006002132
2026-06-25,52.9,48.14533965565708
2026-06-26,39.7,47.81910946899866
2026-06-29,38.5,40.937811911509634
2026-06-30,37.2,39.76839056758092
2026-07-01,37.2,39.012428023534895
2026-07-02,36.0,39.72486378389298
2026-07-03,35.4,63.40315840392374
2026-07-06,35.5,40.85523380939637
2026-07-07,36.2,43.92667165072879
2026-07-08,38.5,44.12494369259716
2026-07-09,40.6,46.20465201641824
2026-07-10,43.5,49.30891039563859
,,52.37645477899076
,,52.58114117222866
,,52.5619351317803
,,52.52758645195532
,,51.163660448282144
,,50.63460507547147
,,50.146468196787126
,,50.474708795248205
,,50.7961038042864
,,50.99391349619842
,,51.295610219726655
,,50.965063926920834
,,49.56884916737501
,,49.53124562161131
,,49.20199213671378
,,49.11329662826265
,,49.31726120758509
,,49.71550080561606
,,49.11364662210256
,,48.55042100528796
,,47.95663167928471
,,47.91084940524023
,,47.726499765662886
,,47.553231943566246
,,47.68402705956014
,,47.28521683553684
,,46.164099616651534
,,46.08265483443232
,,45.88797758484962
,,45.60785074019101
,,46.22843980298107
,,46.08587581894713
,,46.37545089521242
,,45.80830717406901
,,45.96892679414079
,,46.61740510039287
,,47.00411974491169
,,46.85493082581422
,,46.90374341570879
,,46.237537425298754
,,46.35837244639164
,,46.04734748162154
,,46.389443231695886
,,46.689339738096336
,,46.32225704065537
,,45.90151886060154
,,45.17541903067905
,,44.591376638468695
,,44.20116209996456
,,43.17726995868669
,,42.75391978733331
,,42.66411713356306
,,42.72223519942817
,,42.64556422735356
,,42.59717658601824
,,42.12780971796703
,,41.20261615995992
,,40.10285777483891
,,38.926292349464205
,,38.36500264995597
,,37.54549501462215
,,36.99380965189154
,,36.80669016466897
,,35.77821192204525
,,34.50063766029044
,,34.27572092263546
,,33.07575803915838
,,32.03728070944441
,,30.829861495326902
,,30.9013244103406
,,30.62541666902761
,,30.13550877849529
,,29.338846679847837
,,29.245904458497517
,,28.93293081378355
,,28.08767706194608
,,27.049057379493043
,,26.64988599154616
,,26.22942351047585
,,26.39233228707749
,,25.815082298702777
,,25.59296621604392
,,25.593041643453528
,,24.662886024019585
,,23.3962975221018
,,22.327375417148826
,,22.20474911562956
,,22.21827823467583
,,21.706091823237838
,,21.528876837463795
,,21.3671951648219
,,20.752639596868725
,,20.00719286796766
,,19.71740134396924
,,20.021917265276617
,,19.53838386644373
,,18.93907935525124
,,18.784055268198596
,,18.901744817841568
,,19.016453652389387
,,19.140806701008707
,,19.49704793287151
,,20.16604262460677
,,21.04779822900636
,,22.10832877323293
,,23.347634257286508
,,24.76571468116708
