date,真实值,预测值
2025-10-15,44.9,40.161957
2025-10-16,46.6,43.227215
2025-10-17,48.1,45.71777
2025-10-20,49.2,47.418083
2025-10-21,49.5,48.49833
2025-10-22,49.5,48.840755
2025-10-23,48.9,48.924534
2025-10-24,48.2,48.731342
2025-10-27,47.6,48.54706
2025-10-28,47.5,48.54706
2025-10-29,47.7,48.990208
2025-10-30,48.1,49.314922
2025-10-31,48.7,49.67908
2025-11-03,50.8,49.930183
2025-11-04,52.5,51.34259
2025-11-05,53.6,52.827904
2025-11-06,53.7,53.90702
2025-11-07,54.1,54.167427
2025-11-10,54.4,55.113087
2025-11-11,55.0,54.4
2025-11-12,54.7,55.0
2025-11-13,52.3,54.7
2025-11-14,50.0,52.3
2025-11-17,49.2,50.0
2025-11-18,49.0,48.90438926003193
2025-11-19,49.0,48.30235369133225
2025-11-20,49.1,48.23650401722299
2025-11-21,49.0,48.824539068973394
2025-11-24,48.9,48.907069743763294
2025-11-25,48.0,48.49806268865412
2025-11-26,46.2,47.55165941642992
2025-11-27,44.7,46.07736395633582
2025-11-28,43.4,45.032187721946
2025-12-01,42.7,43.97986003991327
2025-12-02,42.4,43.1482292175293
2025-12-03,42.0,42.736135263154
2025-12-04,41.6,42.09825168956407
2025-12-05,40.4,32.0479413350423
2025-12-08,38.8,41.88917848991623
2025-12-09,37.3,39.38289426167802
2025-12-10,35.0,38.11244751901337
2025-12-11,33.9,35.58346007376006
2025-12-12,33.2,34.31115386269307
2025-12-15,33.3,33.26673546993371
2025-12-16,33.5,33.154453942269974
2025-12-17,33.5,33.25075098095516
2025-12-18,33.3,33.34973049163815
2025-12-19,32.8,32.443996296506924
2025-12-22,32.2,32.028720711216764
2025-12-23,31.7,31.853400588758053
2025-12-24,31.2,31.15529029152609
2025-12-25,30.6,31.07020898876766
2025-12-26,30.3,29.811720663128465
2025-12-29,30.8,29.513291567022133
2025-12-30,31.2,29.90925321867972
2025-12-31,31.2,30.47807388305663
2026-01-01,,47.35761023216136
2026-01-02,,47.28485487597089
2026-01-05,31.2,29.98799377623057
2026-01-06,30.8,30.20657265072773
2026-01-07,30.3,30.548692156638893
2026-01-08,30.2,31.06995013513602
2026-01-09,30.1,31.695261437552272
2026-01-12,30.0,33.31568877810522
2026-01-13,30.0,30.20657265072773
2026-01-14,30.2,33.99750482468373
2026-01-15,30.2,30.2622226450866
2026-01-16,30.5,31.68916985978291
2026-01-19,30.6,31.37574639258441
2026-01-20,31.0,34.87925979482142
2026-01-21,31.5,31.50852735775369
2026-01-22,31.9,33.67893854777014
2026-01-23,32.0,34.359105404940465
2026-01-26,31.9,35.62223573164501
2026-01-27,32.1,35.4094455372203
2026-01-28,32.0,36.88031792578754
2026-01-29,30.9,35.86869762470191
2026-01-30,30.0,33.40995354260199
2026-02-02,29.1,34.86722821157214
2026-02-03,27.9,36.45403386566025
2026-02-04,26.6,38.37097730430169
2026-02-05,25.7,28.19798731675998
2026-02-06,25.1,26.475742135278928
2026-02-09,24.8,26.87955317503628
2026-02-10,25.0,27.285261646050188
2026-02-11,25.3,28.040498060198946
2026-02-12,25.9,28.13474989449664
2026-02-13,26.7,29.062651828759115
2026-02-16,,47.39835313834624
2026-02-17,,47.69810501928739
2026-02-18,,48.18411051879429
2026-02-19,,48.71111411759438
2026-02-20,,50.031735962484376
2026-02-23,,50.65516313700951
2026-02-24,28.3,34.39062941637993
2026-02-25,30.6,34.740850124999284
2026-02-26,32.4,34.8123093272282
2026-02-27,33.5,35.84872339191688
2026-03-02,34.0,34.157419336564686
2026-03-03,34.8,34.36134731284726
2026-03-04,35.8,35.0814620799512
2026-03-05,36.1,36.29646093039608
2026-03-06,36.5,35.838533041065816
2026-03-09,37.1,38.0052817625904
2026-03-10,38.5,39.15101831352305
2026-03-11,39.3,39.82617005568597
2026-03-12,40.1,35.7704234285048
2026-03-13,40.9,36.6617294678712
2026-03-16,44.4,36.372776492789896
2026-03-17,48.7,39.82575208201302
2026-03-18,51.2,41.92676158841794
2026-03-19,52.2,44.901677306795335
2026-03-20,54.2,45.11928258161354
2026-03-23,56.7,45.34944744235333
2026-03-24,59.1,47.035243231931325
2026-03-25,60.1,48.922150488504535
