date,CCI3800out,CCI5000,CCI3800out_actual,CCI5000_actual,CCI3800out_error,CCI3800out_abs_pct_error,CCI5000_error,CCI5000_abs_pct_error
2026-07-16,555.0779318288119,711.0,563.94,725.0,-8.862068171188184,1.5714558589899958,-14.0,1.9310344827586208
2026-07-17,564.7059227821928,718.0,563.94,730.0,0.7659227821927743,0.135816360285274,-12.0,1.643835616438356
2026-07-20,554.6248798200303,713.0,563.11,734.0,-8.485120179969726,1.506831734469238,-21.0,2.861035422343324
2026-07-21,548.8039998144584,709.0,563.11,736.0,-14.30600018554162,2.540533854050118,-27.0,3.6684782608695654
2026-07-22,547.2432827654769,708.0,563.94,736.0,-16.696717234523135,2.9607258280177207,-28.0,3.804347826086957
