date,真实值,预测值
2025-10-15,580.91,566.6225
2025-10-16,584.94,570.99915
2025-10-17,584.94,580.54535
2025-10-20,584.94,579.4697
2025-10-21,588.98,580.81586
2025-10-22,593.01,586.3966
2025-10-23,593.01,592.093
2025-10-24,593.01,595.2157
2025-10-27,592.18,597.67706
2025-10-28,591.35,597.9158
2025-10-29,591.35,596.47314
2025-10-30,592.18,596.47314
2025-10-31,592.18,594.8398
2025-11-03,597.05,599.59753
2025-11-04,605.12,593.44293
2025-11-05,617.22,597.27405
2025-11-06,629.32,607.3095989090907
2025-11-07,641.42,611.8572893939391
2025-11-10,645.46,620.6617612727271
2025-11-11,645.46,647.3834622839722
2025-11-12,645.46,646.4798079427078
2025-11-13,642.74,646.0189910333804
2025-11-14,643.65,642.4772632575756
2025-11-17,647.67,643.8648160067465
2025-11-18,652.61,648.050228678385
2025-11-19,652.61,652.8345102391095
2025-11-20,652.61,653.4590008729872
2025-11-21,652.61,654.8413868667137
2025-11-24,651.69,654.8794413618604
2025-11-25,650.78,653.0205726947204
2025-11-26,647.46,651.6183626302077
2025-11-27,645.85,647.9404957534329
2025-11-28,637.83,649.586887428977
2025-12-01,628.92,644.0841507605347
2025-12-02,624.91,635.9584662050187
2025-12-03,620.03,628.0078101325755
2025-12-04,618.5,622.4845576615763
2025-12-05,614.5,561.4589158676607
2025-12-08,610.49,614.0003249659679
2025-12-09,608.89,612.0294636674356
2025-12-10,604.03,607.4884262177435
2025-12-11,600.03,601.0723702355585
2025-12-12,592.79,597.931544929273
2025-12-15,592.79,591.5318706720524
2025-12-16,589.56,591.7009622839721
2025-12-17,582.38,587.8870143451109
2025-12-18,578.39,579.8363580137308
2025-12-19,578.39,575.3890902062617
2025-12-22,574.4,575.7501989746092
2025-12-23,573.59,572.1517750133168
2025-12-24,572.77,570.6782351961998
2025-12-25,571.15,569.3955173191878
2025-12-26,571.96,567.8297183874882
2025-12-29,571.96,568.1315169270831
2025-12-30,570.33,568.0542700935127
2025-12-31,570.33,568.9819571940103
2026-01-01,,784.47
2026-01-02,,785.5365029209946
2026-01-05,569.52,566.9542446331336
2026-01-06,569.52,566.865650280708
2026-01-07,570.33,567.6314147896367
2026-01-08,569.52,567.8712192763282
2026-01-09,569.52,568.5331534725033
2026-01-12,568.71,559.3533523150026
2026-01-13,568.71,566.865650280708
2026-01-14,568.71,559.1800907864913
2026-01-15,568.71,566.8107238610991
2026-01-16,564.76,567.1979900779552
2026-01-19,563.95,563.1791323812897
2026-01-20,563.95,559.8360625612986
2026-01-21,561.58,562.5297652867957
2026-01-22,561.58,559.7767805144067
2026-01-23,561.58,559.684351093242
2026-01-26,563.14,559.3771273314894
2026-01-27,563.14,561.1478973150864
2026-01-28,562.33,561.0118673904212
2026-01-29,566.27,560.0268795974525
2026-01-30,571.02,565.9441526417918
2026-02-02,571.02,565.8413128688532
2026-02-03,571.73,566.0431603316922
2026-02-04,573.31,566.2869059456161
2026-02-05,574.13,575.6377247499248
2026-02-06,578.06,578.2081508376009
2026-02-09,581.16,581.5119918555879
2026-02-10,583.4,583.5580313401755
2026-02-11,595.15,586.1617586753587
2026-02-12,606.02,598.1732141449254
2026-02-13,614.73,608.9436038035057
2026-02-16,,785.2231950660064
2026-02-17,,783.5300764350355
2026-02-18,,780.4571470280811
2026-02-19,,771.3210158542292
2026-02-20,,765.846855159788
2026-02-23,,760.0949147790967
2026-02-24,627.66,625.9456770958941
2026-02-25,641.39,640.6831926700852
2026-02-26,643.4,656.2284102095446
2026-02-27,648.22,666.5401753761582
2026-03-02,658.85,683.1351035280991
2026-03-03,664.67,703.4011547066789
2026-03-04,667.19,711.029157925333
2026-03-05,666.23,711.5256983742769
2026-03-06,665.27,688.7226726734989
2026-03-09,673.46,673.3258160073601
2026-03-10,669.57,665.504192929776
2026-03-11,669.57,657.3971084012157
2026-03-12,669.57,640.8320471019853
2026-03-13,672.49,634.4546102850366
2026-03-16,672.49,745.7354275155376
2026-03-17,670.54,700.6878343946391
2026-03-18,669.57,690.031304204067
2026-03-19,672.49,657.9464448144604
2026-03-20,670.54,660.9397994958478
2026-03-23,672.49,658.6400088127245
2026-03-24,671.51,661.9639715778703
2026-03-25,671.51,662.089057252194
2026-03-26,672.49,664.1571368668326
2026-03-27,673.46,667.3800731272397
2026-03-30,673.46,652.8741127047373
2026-03-31,673.46,640.6444324337306
2026-04-01,669.57,637.6590131882285
2026-04-02,671.51,679.1990154066153
2026-04-03,670.54,678.7313130463776
2026-04-06,,757.0140058233973
2026-04-07,672.49,676.0469957499781
2026-04-08,670.12,676.6568022908234
2026-04-09,674.41,676.0072467013891
2026-04-10,677.29,675.8338392541326
2026-04-13,679.62,677.9990720636574
