date,真实值,预测值
2026-04-14,677.63,676.7476990187361
2026-04-15,681.49,677.3026204921357
2026-04-16,686.35,678.3246861213956
2026-04-17,690.22,678.3489253039047
2026-04-20,690.22,678.592995023948
2026-04-21,689.21,677.8467504198572
2026-04-22,692.54,677.4376288028875
2026-04-23,696.65,676.9584638791134
2026-04-24,700.52,674.5082749844278
2026-04-27,707.22,673.1443111320384
2026-04-28,712.13,671.5166439872655
2026-04-29,716.0,669.4164504798781
2026-04-30,723.74,668.9395002830424
2026-05-01,,756.6025769238813
2026-05-04,,751.526448816805
2026-05-05,,748.0823698979679
2026-05-06,733.2,668.4137067016925
2026-05-07,732.13,667.8165309490182
2026-05-08,732.13,667.2384936416227
2026-05-11,731.05,666.1385046835562
2026-05-12,731.05,667.1479534152243
2026-05-13,734.9,666.6477334596647
2026-05-14,733.82,666.7600703169592
2026-05-15,735.98,667.9081369703964
2026-05-18,735.98,669.0885313271564
2026-05-19,735.98,669.23117936432
2026-05-20,735.98,668.1102214208358
2026-05-21,731.05,666.9955806450948
2026-05-22,731.05,667.6554488926233
2026-05-25,737.66,668.233116099233
2026-05-26,741.51,669.3399203463041
2026-05-27,749.19,709.0031230092245
2026-05-28,756.87,714.5961510701479
2026-05-29,755.76,817.4486135650541
2026-06-01,754.65,805.4359416003698
2026-06-02,754.65,786.5671086794872
2026-06-03,755.76,762.6593833654964
2026-06-04,755.76,752.155029608023
2026-06-05,755.76,750.8911267445599
2026-06-08,756.87,758.0223286588285
2026-06-09,751.92,759.6238460949447
2026-06-10,751.92,747.2582589683875
2026-06-11,751.92,743.0651400314823
2026-06-12,750.82,745.4882117587722
2026-06-15,749.71,743.5547569407576
2026-06-16,749.71,742.8300506303536
2026-06-17,749.71,743.1370960812708
2026-06-18,746.99,742.6756174917383
2026-06-19,,744.7882047080265
2026-06-22,744.25,738.7394703535774
2026-06-23,737.66,734.5534401111188
2026-06-24,739.83,702.8377353685553
2026-06-25,735.98,706.4878839278033
2026-06-26,735.98,703.4661310826373
2026-06-29,734.9,701.3783682530453
2026-06-30,733.82,714.2181192070965
2026-07-01,734.9,705.736816596316
2026-07-02,733.82,717.2050639664013
2026-07-03,731.52,731.0964083938985
2026-07-06,731.05,719.4768478022924
2026-07-07,723.36,716.0805151918591
2026-07-08,716.71,687.9620184379329
2026-07-09,700.27,652.6175987130696
2026-07-10,699.24,595.9990084414916
,,743.2784764014264
,,742.4547625021522
,,738.5869545908633
,,737.1637604684915
,,734.5281237607219
,,730.4064013789667
,,728.9752355844921
,,727.5289774531478
,,725.5774094308756
,,722.0815966796791
,,719.5415009615132
,,720.8046799219322
,,721.9912495867292
,,724.3094817690786
,,727.2952271021936
,,727.8740593796492
,,726.8275791111106
,,723.761843834102
,,723.3233381492437
,,722.105378325495
,,721.3729192140298
,,721.93838883303
,,721.8759540514794
,,719.9996229890514
,,718.6991987922114
,,718.4600743830314
,,719.7857552587701
,,718.7934553854872
,,718.5456167815674
,,718.3938578868125
,,716.8576162266028
,,716.9953417039495
,,714.094085521555
,,714.0905184034522
,,713.6441093088021
,,712.0813746666093
,,712.9034693977557
,,711.8841764827199
,,712.215278149026
,,713.5677079831798
,,711.8106349109813
,,713.0680666420161
,,712.9009753203553
,,712.4372887714584
,,711.956105136716
,,710.8705824144553
,,709.8302619296747
,,708.7818069444642
,,706.9363465645114
,,707.4515467643669
,,708.849385619585
,,711.1501130188552
,,712.234443682658
,,714.3304789753024
,,716.709053998867
,,716.7641514356229
,,717.9201681458698
,,719.5272328942193
,,720.8925185268712
,,721.1457446157702
,,718.7508256156576
,,716.9829545686094
,,716.5741082068095
,,714.50059406559
,,715.4732965209712
,,716.0855690259187
,,718.0864354005133
,,720.2249885926632
,,720.4559551203417
,,718.0742939689811
,,716.0327805278324
,,714.9000186948091
,,714.5328582657049
,,715.1236656160551
,,717.6652128704847
,,720.2718633580431
,,721.0964503435606
,,720.713240284762
,,722.1402690764565
,,725.245629221572
,,726.6742437302577
,,727.2124825034896
,,727.9031912106909
,,728.1577435098388
,,728.0160841093639
,,728.4964081424906
,,731.0147851603325
,,733.7492680962347
,,734.8720469352171
,,733.5186664348046
,,734.8063504074029
,,735.9711143005346
,,735.8467699434299
,,737.0553174680497
,,737.6854389902654
,,738.7798502235703
,,738.1916497179903
,,736.2887484408076
,,735.8789689196157
,,734.1672002613367
,,734.2060609619533
,,732.9055838104592
,,731.0551146436464
,,730.3500567559328
,,729.9910093531336
,,729.9779724352496
,,730.3109460022811
