date,真实值,预测值
2026-01-15,528.0,538.0
2026-01-16,525.0,541.0
2026-01-19,522.0,536.0
2026-01-20,520.0,544.0
2026-01-21,518.0,540.0
2026-01-22,516.0,533.0
2026-01-23,516.0,524.0
2026-01-26,518.0,525.0
2026-01-27,521.0,532.0
2026-01-28,522.0,541.0
2026-01-29,524.0,547.0
2026-01-30,525.0,534.0
2026-02-02,525.0,537.0
2026-02-03,525.0,538.0
2026-02-04,526.0,539.0
2026-02-05,527.0,529.0
2026-02-06,530.0,527.0
2026-02-09,532.0,531.0
2026-02-10,535.0,532.0
2026-02-11,539.0,539.0
2026-02-12,544.0,551.0
2026-02-13,550.0,558.0
2026-02-16,,716.0
2026-02-17,,715.0
2026-02-18,,712.0
2026-02-19,,706.0
2026-02-20,,701.0
2026-02-23,,697.0
2026-02-24,560.0,600.0
2026-02-25,566.0,595.0
2026-02-26,572.0,591.0
2026-02-27,578.0,589.0
2026-03-02,581.0,587.0
2026-03-03,581.0,594.0
2026-03-04,581.0,604.0
2026-03-05,579.0,598.0
2026-03-06,577.0,581.0
2026-03-09,575.0,558.0
2026-03-10,571.0,552.0
2026-03-11,568.0,541.0
2026-03-12,564.0,536.0
2026-03-13,561.0,542.0
2026-03-16,558.0,572.0
2026-03-17,558.0,581.0
2026-03-18,559.0,593.0
2026-03-19,562.0,599.0
2026-03-20,567.0,603.0
2026-03-23,573.0,600.0
2026-03-24,580.0,594.0
2026-03-25,587.0,605.0
2026-03-26,593.0,617.0
2026-03-27,595.0,617.0
2026-03-30,595.0,596.0
2026-03-31,593.0,589.0
2026-04-01,591.0,577.0
2026-04-02,589.0,586.0
2026-04-03,589.0,592.0
2026-04-06,,695.0
2026-04-07,589.0,609.0
2026-04-08,589.0,617.0
2026-04-09,589.0,621.0
2026-04-10,590.0,624.0
2026-04-13,591.0,626.0
2026-04-14,592.0,627.0
2026-04-15,594.0,629.0
2026-04-16,595.0,631.0
2026-04-17,596.0,632.0
2026-04-20,596.0,635.0
2026-04-21,596.0,636.0
2026-04-22,596.0,636.0
2026-04-23,598.0,636.0
2026-04-24,603.0,636.0
2026-04-27,608.0,636.0
2026-04-28,614.0,635.0
2026-04-29,622.0,637.0
2026-04-30,630.0,637.0
2026-05-01,,696.0
2026-05-04,,693.0
2026-05-05,,690.0
2026-05-06,638.0,635.0
2026-05-07,644.0,635.0
2026-05-08,648.0,637.0
2026-05-11,651.0,641.0
2026-05-12,651.0,643.0
2026-05-13,651.0,649.0
2026-05-14,651.0,651.0
2026-05-15,651.0,652.0
2026-05-18,651.0,651.0
2026-05-19,651.0,647.0
2026-05-20,651.0,646.0
2026-05-21,651.0,644.0
2026-05-22,650.0,644.0
2026-05-25,653.0,645.0
2026-05-26,657.0,644.0
2026-05-27,661.0,633.0
2026-05-28,665.0,630.0
2026-05-29,669.0,705.0
2026-06-01,673.0,711.0
2026-06-02,675.0,715.0
2026-06-03,675.0,714.0
2026-06-04,675.0,702.0
2026-06-05,675.0,689.0
2026-06-08,675.0,679.0
2026-06-09,675.0,667.0
2026-06-10,675.0,669.0
2026-06-11,675.0,669.0
2026-06-12,675.0,667.0
2026-06-15,675.0,667.0
2026-06-16,675.0,668.0
2026-06-17,675.0,670.0
2026-06-18,675.0,670.0
2026-06-19,,690.0
2026-06-22,674.0,665.0
2026-06-23,671.0,658.0
2026-06-24,668.0,623.0
2026-06-25,664.0,608.0
2026-06-26,659.0,603.0
2026-06-29,654.0,595.0
2026-06-30,649.0,595.0
2026-07-01,643.0,593.0
2026-07-02,636.0,601.0
2026-07-03,629.0,660.0
2026-07-06,622.0,598.0
2026-07-07,617.0,577.0
2026-07-08,615.0,561.0
2026-07-09,615.0,555.0
2026-07-10,615.0,553.0
,,690.0
,,690.0
,,688.0
,,686.0
,,682.0
,,678.0
,,676.0
,,677.0
,,676.0
,,671.0
,,669.0
,,669.0
,,669.0
,,673.0
,,675.0
,,677.0
,,676.0
,,671.0
,,671.0
,,670.0
,,672.0
,,673.0
,,673.0
,,672.0
,,670.0
,,668.0
,,669.0
,,668.0
,,667.0
,,667.0
,,665.0
,,665.0
,,663.0
,,663.0
,,664.0
,,663.0
,,663.0
,,662.0
,,662.0
,,662.0
,,661.0
,,663.0
,,663.0
,,663.0
,,664.0
,,664.0
,,663.0
,,663.0
,,661.0
,,663.0
,,663.0
,,665.0
,,664.0
,,665.0
,,667.0
,,666.0
,,665.0
,,667.0
,,667.0
,,668.0
,,666.0
,,664.0
,,665.0
,,664.0
,,664.0
,,665.0
,,666.0
,,670.0
,,672.0
,,670.0
,,671.0
,,672.0
,,673.0
,,672.0
,,673.0
,,676.0
,,676.0
,,676.0
,,677.0
,,680.0
,,682.0
,,680.0
,,681.0
,,682.0
,,681.0
,,682.0
,,684.0
,,686.0
,,686.0
,,684.0
,,684.0
,,684.0
,,682.0
,,683.0
,,684.0
,,683.0
,,683.0
,,682.0
,,682.0
,,682.0
,,682.0
,,683.0
,,682.0
,,681.0
,,680.0
,,678.0
,,677.0
