时间,煤炭产地,产品名称,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1870.00,出厂价,1,2024-07-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2024-06-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1960.00,出厂价,2,2024-06-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2024-05-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2000.00,出厂价,3,2024-05-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2024-04-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1760.00,出厂价,4,2024-04-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2024-03-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2070.00,出厂价,5,2024-03-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2024-02-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2290.00,出厂价,6,2024-02-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2024-01-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2370.00,出厂价,7,2024-01-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-12-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1995.00,出厂价,8,2023-12-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-11-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2150.00,出厂价,9,2023-11-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-10-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2200.00,出厂价,10,2023-10-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-09-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1910.00,出厂价,11,2023-09-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-08-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2020.00,出厂价,12,2023-08-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-07-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1720.00,出厂价,13,2023-07-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-06-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1670.00,出厂价,14,2023-06-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-05-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2220.00,出厂价,15,2023-05-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-04-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2380.00,出厂价,16,2023-04-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-03-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2530.00,出厂价,17,2023-03-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-02-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2480.00,出厂价,18,2023-02-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2023-01-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2465.00,出厂价,19,2023-01-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-12-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2465.00,出厂价,20,2022-12-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-11-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2390.00,出厂价,21,2022-11-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-10-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2455.00,出厂价,22,2022-10-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-09-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2375.00,出厂价,23,2022-09-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-08-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2465.00,出厂价,24,2022-08-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-07-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2585.00,出厂价,25,2022-07-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-06-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2585.00,出厂价,26,2022-06-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-05-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,3475.00,出厂价,27,2022-05-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-04-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,3125.00,出厂价,28,2022-04-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-03-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2805.00,出厂价,29,2022-03-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-02-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2405.00,出厂价,30,2022-02-01 00:00:00,1,0,2024-07-17 09:14:19,0,2024-07-17 09:14:19,,,
2022-01-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2155.00,出厂价,31,2022-01-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-12-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2230.00,出厂价,32,2021-12-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-11-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,3600.00,出厂价,33,2021-11-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-10-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,3600.00,出厂价,34,2021-10-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-09-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,2580.00,出厂价,35,2021-09-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-08-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1990.00,出厂价,36,2021-08-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-07-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1830.00,出厂价,37,2021-07-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-06-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1580.00,出厂价,38,2021-06-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-05-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1530.00,出厂价,39,2021-05-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-04-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1480.00,出厂价,40,2021-04-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-03-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1585.00,出厂价,41,2021-03-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-02-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1635.00,出厂价,42,2021-02-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2021-01-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1485.00,出厂价,43,2021-01-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-12-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1455.00,出厂价,44,2020-12-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-11-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1430.00,出厂价,45,2020-11-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-10-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1405.00,出厂价,46,2020-10-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-09-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1405.00,出厂价,47,2020-09-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-08-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1405.00,出厂价,48,2020-08-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-07-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1405.00,出厂价,49,2020-07-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-06-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1375.00,出厂价,50,2020-06-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-05-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1375.00,出厂价,51,2020-05-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-04-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1410.00,出厂价,52,2020-04-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-03-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1485.00,出厂价,53,2020-03-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-02-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1485.00,出厂价,54,2020-02-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2020-01-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1455.00,出厂价,55,2020-01-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2019-12-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1455.00,出厂价,56,2019-12-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2019-11-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1455.00,出厂价,57,2019-11-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2019-10-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1475.00,出厂价,58,2019-10-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2019-09-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1505.00,出厂价,59,2019-09-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2019-08-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1505.00,出厂价,60,2019-08-01 00:00:00,1,0,2024-07-17 09:14:22,0,2024-07-17 09:14:22,,,
2024-09-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1710.00,出厂价,83,2024-09-01 00:00:00,1,0,2024-11-07 00:15:00,0,2024-11-07 00:15:00,,,
2024-08-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1820.00,出厂价,84,2024-08-01 00:00:00,1,0,2024-11-07 00:15:00,0,2024-11-07 00:15:00,,,
2024-11-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1760.00,出厂价,85,2024-11-01 00:00:00,1,0,2024-11-12 23:11:32,0,2024-11-12 23:11:32,,,
2024-10-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1600.00,出厂价,86,2024-10-01 00:00:00,1,0,2024-11-12 23:11:32,0,2024-11-12 23:11:32,,,
2024-12-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1510.00,出厂价,87,2024-12-01 00:00:00,1,0,2024-12-16 23:11:32,0,2024-12-16 23:11:32,,,
2025-04-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1250.00,出厂价,88,2025-04-01 00:00:00,1,0,2025-05-07 23:11:32,0,2025-05-07 23:11:32,,,
2025-03-01,开滦集团,肥煤,11.00,31.00,1.10,95.00, - ,1250.00,出厂价,89,2025-03-01 00:00:00,1,0,2025-05-07 23:11:32,0,2025-05-07 23:11:32,,,
