时间,项目名称,累计值(克/千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,全国供电煤耗率,300.20,1.60,1,2024-05-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2024-04,全国供电煤耗率,296.30,1.60,2,2024-04-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2024-03,全国供电煤耗率,293.00,2.10,3,2024-03-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2024-02,全国供电煤耗率,289.80,1.80,4,2024-02-29 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-11,全国供电煤耗率,303.40,-0.10,5,2023-11-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-10,全国供电煤耗率,304.70,-0.10,6,2023-10-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-09,全国供电煤耗率,304.90,0.60,7,2023-09-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-08,全国供电煤耗率,304.00,0.90,8,2023-08-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-07,全国供电煤耗率,302.30,0.49,9,2023-07-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-06,全国供电煤耗率,299.80,-0.34,10,2023-06-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-05,全国供电煤耗率,298.10,0.02,11,2023-05-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-04,全国供电煤耗率,294.70,-1.00,12,2023-04-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-03,全国供电煤耗率,290.80,-0.60,13,2023-03-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2023-02,全国供电煤耗率,288.20,-1.40,14,2023-02-28 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-12,全国供电煤耗率,301.50,-0.10,15,2022-12-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-11,全国供电煤耗率,303.40,-0.30,16,2022-11-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-10,全国供电煤耗率,304.80,-0.10,17,2022-10-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-09,全国供电煤耗率,304.20,-0.50,18,2022-09-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-08,全国供电煤耗率,302.70,-1.50,19,2022-08-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-07,全国供电煤耗率,301.40,-1.60,20,2022-07-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-06,全国供电煤耗率,299.80,-1.60,21,2022-06-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-05,全国供电煤耗率,297.90,-1.20,22,2022-05-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-04,全国供电煤耗率,295.70,-1.40,23,2022-04-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-03,全国供电煤耗率,291.20,-3.20,24,2022-03-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2022-02,全国供电煤耗率,289.00,-3.20,25,2022-02-28 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2021-12,全国供电煤耗率,302.50,-2.40,26,2021-12-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2021-11,全国供电煤耗率,303.70,-0.50,27,2021-11-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2021-10,全国供电煤耗率,304.90,-0.80,28,2021-10-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2021-09,全国供电煤耗率,304.70,-0.90,29,2021-09-30 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2021-08,全国供电煤耗率,304.20,-0.90,30,2021-08-31 00:00:00,1,0,2024-07-20 16:05:02,0,2024-07-20 16:05:02,,,
2021-07,全国供电煤耗率,303.00,-1.00,31,2021-07-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2021-06,全国供电煤耗率,301.40,-0.80,32,2021-06-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2021-05,全国供电煤耗率,299.10,-1.50,33,2021-05-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2021-04,全国供电煤耗率,297.10,0.30,34,2021-04-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2021-03,全国供电煤耗率,294.40,0.50,35,2021-03-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2021-02,全国供电煤耗率,292.60,1.10,36,2021-02-28 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-12,全国供电煤耗率,305.50,-0.90,37,2020-12-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-11,全国供电煤耗率,304.70,-3.60,38,2020-11-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-10,全国供电煤耗率,306.20,-3.60,39,2020-10-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-09,全国供电煤耗率,306.10,-4.30,40,2020-09-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-08,全国供电煤耗率,305.70,-3.60,41,2020-08-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
