时间,项目名称,累计值(克/千瓦时),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-07,全国供电煤耗率,304.60,-3.00,42,2020-07-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-06,全国供电煤耗率,302.60,-3.60,43,2020-06-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-05,全国供电煤耗率,300.50,-3.00,44,2020-05-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-04,全国供电煤耗率,297.00,-4.70,45,2020-04-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-03,全国供电煤耗率,293.40,-5.00,46,2020-03-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2020-02,全国供电煤耗率,291.80,-4.70,47,2020-02-29 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-12,全国供电煤耗率,307.00,-0.70,48,2019-12-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-11,全国供电煤耗率,308.30,-1.00,49,2019-11-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-10,全国供电煤耗率,309.70,-0.50,50,2019-10-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-09,全国供电煤耗率,310.40,-0.80,51,2019-09-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-08,全国供电煤耗率,309.30,-0.40,52,2019-08-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-07,全国供电煤耗率,307.30,-1.60,53,2019-07-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-06,全国供电煤耗率,306.70,-0.80,54,2019-06-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-05,全国供电煤耗率,304.50,-1.10,55,2019-05-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-04,全国供电煤耗率,301.70,-2.00,56,2019-04-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-03,全国供电煤耗率,298.40,-2.20,57,2019-03-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2019-02,全国供电煤耗率,296.50,-3.10,58,2019-02-28 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2018-12,全国供电煤耗率,308.00,-1.80,59,2018-12-31 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2018-11,全国供电煤耗率,308.00,-2.20,60,2018-11-30 00:00:00,1,0,2024-07-20 16:05:05,0,2024-07-20 16:05:05,,,
2018-10,全国供电煤耗率,310.00,-1.00,61,2018-10-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2018-09,全国供电煤耗率,311.00,-0.10,62,2018-09-30 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2018-08,全国供电煤耗率,310.00,-1.00,63,2018-08-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2018-07,全国供电煤耗率,309.00,-1.00,64,2018-07-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2018-06,全国供电煤耗率,308.00,-1.00,65,2018-06-30 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2018-05,全国供电煤耗率,306.00,-1.00,66,2018-05-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2018-04,全国供电煤耗率,304.00,-1.00,67,2018-04-30 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2018-03,全国供电煤耗率,301.00,-1.00,68,2018-03-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2018-02,全国供电煤耗率,300.00,-1.00,69,2018-02-28 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-12,全国供电煤耗率,309.00,-3.00,70,2017-12-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-11,全国供电煤耗率,310.00,-2.90,71,2017-11-30 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-10,全国供电煤耗率,311.00,-3.00,72,2017-10-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-09,全国供电煤耗率,311.00,-2.00,73,2017-09-30 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-08,全国供电煤耗率,311.00,-2.00,74,2017-08-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-07,全国供电煤耗率,310.00,-2.10,75,2017-07-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-06,全国供电煤耗率,309.00,-2.20,76,2017-06-30 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-05,全国供电煤耗率,307.00,-2.40,77,2017-05-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-04,全国供电煤耗率,305.00,-1.60,78,2017-04-30 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-03,全国供电煤耗率,302.00,-1.80,79,2017-03-31 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2017-02,全国供电煤耗率,300.00,-2.00,80,2017-02-28 00:00:00,1,0,2024-07-20 16:05:08,0,2024-07-20 16:05:08,,,
2024-06,全国供电煤耗率,302.40,2.30,157,2024-06-30 00:00:00,1,0,2024-08-01 10:44:13,0,2024-08-01 10:44:13,,,
2024-09,全国供电煤耗率,305.80,0.70,158,2024-09-30 00:00:00,1,0,2024-11-07 01:52:28,0,2024-11-07 01:52:28,,,
2024-08,全国供电煤耗率,305.80,1.40,159,2024-08-31 00:00:00,1,0,2024-11-07 01:52:28,0,2024-11-07 01:52:28,,,
2024-07,全国供电煤耗率,304.70,2.50,160,2024-07-31 00:00:00,1,0,2024-11-07 01:52:28,0,2024-11-07 01:52:28,,,
2024-10,全国供电煤耗率,307.00,1.80,161,2024-10-31 00:00:00,1,0,2024-11-25 23:17:22,0,2024-11-25 23:17:22,,,
2024-11,全国供电煤耗率,304.80,1.00,162,2024-11-30 00:00:00,1,0,2024-12-23 23:16:47,0,2024-12-23 23:16:47,,,
2025-02,全国供电煤耗率,287.80,-2.70,163,2025-02-28 00:00:00,1,0,2025-03-21 23:18:07,0,2025-03-21 23:18:07,,,
2025-03,全国供电煤耗率,290.40,-2.60,164,2025-03-31 00:00:00,1,0,2025-04-21 23:19:16,0,2025-04-21 23:19:16,,,
2025-04,全国供电煤耗率,294.30,-2.10,165,2025-04-30 00:00:00,1,0,2025-05-23 23:17:50,0,2025-05-23 23:17:50,,,
2025-05,全国供电煤耗率,298.00,-2.10,166,2025-05-31 00:00:00,1,0,2025-06-24 23:16:59,0,2025-06-24 23:16:59,,,
2025-06,全国供电煤耗率,300.70,-1.80,167,2025-06-30 00:00:00,1,0,2025-07-31 23:16:39,0,2025-07-31 23:16:39,,,
2025-07,全国供电煤耗率,302.80,-2.00,168,2025-07-31 00:00:00,1,0,2025-08-25 23:18:09,0,2025-08-25 23:18:09,,,
