时间,地区名称,当月数量(吨),当月金额(美元),累计数量(吨),累计金额(美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2025-02,湖南省,1677787.00,170078168.00,0.00,0.00,4042,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,湖北省,1468582.00,144398382.00,0.00,0.00,4043,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,河南省,1209985.00,114413720.00,0.00,0.00,4044,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,山东省,8184428.00,822098831.00,0.00,0.00,4045,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,江西省,567662.00,56361617.00,0.00,0.00,4046,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,福建省,8975091.00,898892143.00,0.00,0.00,4047,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,安徽省,1976072.00,196374014.00,0.00,0.00,4048,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,浙江省,8860551.00,912287207.00,0.00,0.00,4049,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,江苏省,7633545.00,800930454.00,0.00,0.00,4050,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,上海市,21428291.00,2101824980.00,0.00,0.00,4051,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,黑龙江省,647127.00,59622757.00,0.00,0.00,4052,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,吉林省,168054.00,14472155.00,0.00,0.00,4053,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,辽宁省,2453259.00,245419192.00,0.00,0.00,4054,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,内蒙古区,1115970.00,95198580.00,0.00,0.00,4055,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,山西省,358450.00,31928051.00,0.00,0.00,4056,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,河北省,8178707.00,819731333.00,0.00,0.00,4057,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,天津市,1974005.00,187560722.00,0.00,0.00,4058,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,北京市,7296176.00,761452505.00,0.00,0.00,4059,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,新疆区,249293.00,21983612.00,0.00,0.00,4060,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,甘肃省,223477.00,22314788.00,0.00,0.00,4061,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,陕西省,523820.00,53354717.00,0.00,0.00,4062,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,云南省,412977.00,42865625.00,0.00,0.00,4063,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,贵州省,271464.00,23737261.00,0.00,0.00,4064,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,四川省,320652.00,32943370.00,0.00,0.00,4065,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,重庆市,227365.00,20528211.00,0.00,0.00,4066,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,海南省,2551239.00,234391394.00,0.00,0.00,4067,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,广西区,2271725.00,228895333.00,0.00,0.00,4068,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,广东省,2985320.00,311688021.00,0.00,0.00,4069,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2025-02,全国,94211073.00,9425747143.00,0.00,0.00,4070,2025-02-28 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
2024-12,湖南省,1907080.00,185861792.00,24937778.00,2829471133.00,4071,2024-12-31 00:00:00,1,0,2025-03-31 23:19:00,0,2025-03-31 23:19:00,,,
