时间,地区,当月值(万吨),同比增长(%),累计值(万吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-06,全国,5831.80,-3.70,36008.90,-0.40,1,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,新疆区,106.30,-24.70,866.20,-4.70,2,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,宁夏区,36.00,-11.10,220.10,-4.30,3,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,青海省,12.80,-1.50,76.20,-0.40,4,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,甘肃省,125.80,75.80,765.30,4.90,5,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,陕西省,168.50,39.70,1019.70,15.20,6,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,西藏区,,,,,7,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,云南省,88.00,-13.70,569.10,2.70,8,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,贵州省,,,,,9,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,四川省,79.60,-8.40,519.50,2.70,10,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,重庆市,,,,,11,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,海南省,100.10,-9.50,576.90,-2.30,12,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,广西区,128.50,-9.80,808.90,0.20,13,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,广东省,707.10,-2.70,4233.20,10.70,14,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,湖南省,70.80,-12.80,447.20,2.30,15,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,湖北省,129.90,-10.90,794.60,-4.80,16,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,河南省,84.60,462.80,513.10,29.10,17,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,山东省,978.90,-12.40,6228.40,-11.70,18,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,江西省,62.10,-6.20,387.90,3.00,19,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,福建省,225.50,-6.50,1329.90,-6.40,20,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,安徽省,62.00,-7.50,389.60,4.30,21,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,浙江省,621.50,-3.10,3627.20,1.00,22,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,江苏省,467.60,15.00,2744.00,7.50,23,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,上海市,192.00,-9.00,1189.90,-1.70,24,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,黑龙江省,150.50,45.50,933.50,13.40,25,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,吉林省,81.00,-0.70,481.30,0.10,26,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,辽宁省,727.70,-15.60,4496.20,-6.20,27,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,内蒙古区,36.00,-10.00,217.00,-3.60,28,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,山西省,,,,,29,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,河北省,191.40,-4.50,1356.50,10.40,30,2024-06-30 00:00:00,1,0,2024-07-21 02:49:14,0,2024-07-21 02:49:14,,,
2024-06,天津市,129.50,-12.30,809.70,-3.70,31,2024-06-30 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-06,北京市,68.10,-10.50,407.80,7.00,32,2024-06-30 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,新疆区,136.80,8.80,759.90,-1.00,33,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,宁夏区,38.90,-6.30,184.10,-2.90,34,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,青海省,13.20,0.00,63.40,-0.20,35,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,甘肃省,131.10,-5.50,639.50,-2.80,36,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,陕西省,172.30,23.10,851.20,11.30,37,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,西藏区,0.00,0.00,0.00,0.00,38,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,云南省,101.00,-6.50,481.00,6.40,39,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,贵州省,0.00,0.00,0.00,0.00,40,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,四川省,86.40,-8.40,439.90,5.00,41,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
2024-05,重庆市,0.00,0.00,0.00,0.00,42,2024-05-31 00:00:00,1,0,2024-07-21 02:49:18,0,2024-07-21 02:49:18,,,
