时间,报价地区,产品名称,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-15,邯郸市,贫瘦煤3#,19.00,17.00,0.30,,,1435.00,0.00,车板价,1,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,邯郸市,肥精煤3#,11.00,30.00,0.60,95.00,,2005.00,0.00,长协价,2,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,邯郸市,肥精煤2#,11.00,30.00,0.60,95.00,,2005.00,0.00,市场价,3,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,邯郸市,肥精煤1#,10.00,30.00,0.60,93.00,,1930.00,0.00,出厂价,4,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,唐山市,肥精煤,10.00,28.00,0.85,85.00,,1980.00,0.00,车板价,5,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,河北省,肥精煤,11.00,34.00,1.00,95.00,,1900.00,0.00,车板价,6,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,邯郸市,瘦精煤,10.00,18.00,0.60,27.50,,1400.00,0.00,长协价,7,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,邯郸市,焦精煤,10.00,26.00,0.70,85.00,,1940.00,0.00,出厂价,8,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,石家庄市,焦精煤,10.00,28.00,0.90,83.00,,1980.00,0.00,出厂价,9,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,唐山市,焦精煤,10.00,24.00,0.95,82.50,,2000.00,0.00,车板价,10,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
2024-07-15,邢台市,焦精煤,10.00,20.50,0.75,85.00,,1940.00,0.00,出厂价,11,2024-07-15 00:00:00,1,0,2024-07-16 14:36:20,0,2024-07-16 14:36:20,,,
