时间,当月值(万吨),同期值(万吨),同比变化(万吨),同比增长(%),累计值(万吨),同期累计(万吨),累计变化(万吨),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,43700.00,41669.00,2031.00,4.90,208600.00,207019.00,1581.00,0.80,1,2024-05-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2024-04,40500.00,40981.00,-481.00,-1.20,164600.00,165251.00,-651.00,-0.40,2,2024-04-30 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2024-03,43200.00,44180.00,-980.00,-2.20,123700.00,124198.00,-498.00,-0.40,3,2024-03-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2024-02,36300.00,39198.00,-2898.00,-7.40,79800.00,80104.00,-304.00,-0.40,4,2024-02-29 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2024-01,43600.00,41006.00,2594.00,6.30,43600.00,41006.00,2594.00,6.30,5,2024-01-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-12,43100.00,42044.00,1056.00,2.50,500100.00,493272.00,6828.00,1.40,6,2023-12-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-11,42500.00,41230.00,1270.00,3.10,456700.00,451224.00,5476.00,1.20,7,2023-11-30 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-10,43500.00,41572.00,1928.00,4.60,414000.00,409986.00,4014.00,1.00,8,2023-10-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-09,41400.00,41282.00,118.00,0.30,370600.00,368460.00,2140.00,0.60,9,2023-09-30 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-08,40900.00,40694.00,206.00,0.50,329100.00,327260.00,1840.00,0.60,10,2023-08-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-07,41800.00,41003.00,797.00,1.90,288500.00,286552.00,1948.00,0.70,11,2023-07-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-06,39900.00,40714.00,-814.00,-2.00,246900.00,245594.00,1306.00,0.50,12,2023-06-30 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-05,41500.00,42670.00,-1170.00,-2.70,206700.00,204828.00,1872.00,0.90,13,2023-05-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-04,41000.00,41726.00,-726.00,-1.70,165200.00,162177.00,3023.00,1.90,14,2023-04-30 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-03,44200.00,42476.00,1724.00,4.10,124300.00,120452.00,3848.00,3.20,15,2023-03-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-02,38900.00,36707.00,2193.00,6.00,79800.00,77992.00,1808.00,2.30,16,2023-02-28 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2023-01,40900.00,41400.00,-500.00,-1.21,40900.00,41400.00,-500.00,-1.21,17,2023-01-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-12,42000.00,42656.00,-656.00,-1.50,493000.00,472000.00,21000.00,4.50,18,2022-12-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-11,41000.00,41708.00,-708.00,-1.70,451000.00,429000.00,22000.00,5.10,19,2022-11-30 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-10,41000.00,39705.00,1295.00,3.20,410000.00,388000.00,22000.00,5.80,20,2022-10-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-09,41000.00,37614.00,3386.00,9.00,368000.00,347000.00,21000.00,6.10,21,2022-09-30 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-08,41000.00,39897.00,1103.00,2.80,327000.00,309000.00,18000.00,5.70,22,2022-08-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-07,41000.00,36515.00,4485.00,12.30,286600.00,270100.00,16500.00,6.10,23,2022-07-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-06,40800.00,37919.00,2881.00,7.60,245700.00,233600.00,12100.00,5.20,24,2022-06-30 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-05,42500.00,40226.00,2274.00,5.70,204700.00,195681.00,9019.00,4.60,25,2022-05-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-04,41600.00,38071.00,3529.00,9.30,162100.00,155447.00,6653.00,4.30,26,2022-04-30 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-03,42500.00,39200.00,3300.00,8.42,120500.00,117000.00,3500.00,2.99,27,2022-03-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-02,36600.00,37225.00,-625.00,-1.70,78000.00,78145.00,-145.00,-0.20,28,2022-02-28 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2022-01,41400.00,40920.00,480.00,1.17,41400.00,40920.00,480.00,1.17,29,2022-01-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2021-12,42100.00,40650.00,1450.00,3.60,472000.00,446000.00,26000.00,5.80,30,2021-12-31 00:00:00,1,0,2024-07-20 13:40:08,0,2024-07-20 13:40:08,,,
2021-11,42000.00,39734.00,2266.00,5.70,429000.00,405000.00,24000.00,6.00,31,2021-11-30 00:00:00,1,0,2024-07-20 13:40:11,0,2024-07-20 13:40:11,,,
