时间,煤炭产地,产品名称,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-08,黑龙江省,主焦煤,2100.00,到厂价,1,2024-07-08 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-07-01,黑龙江省,主焦煤,2100.00,到厂价,2,2024-07-01 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-06-24,黑龙江省,主焦煤,2100.00,到厂价,3,2024-06-24 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-06-17,黑龙江省,主焦煤,2100.00,到厂价,4,2024-06-17 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-06-03,黑龙江省,主焦煤,2100.00,到厂价,5,2024-06-03 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-05-27,黑龙江省,主焦煤,2100.00,到厂价,6,2024-05-27 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-05-20,黑龙江省,主焦煤,2100.00,到厂价,7,2024-05-20 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-05-13,黑龙江省,主焦煤,2100.00,到厂价,8,2024-05-13 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-05-06,黑龙江省,主焦煤,2100.00,到厂价,9,2024-05-06 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-04-29,黑龙江省,主焦煤,2100.00,到厂价,10,2024-04-29 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-04-22,黑龙江省,主焦煤,2100.00,到厂价,11,2024-04-22 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-04-15,黑龙江省,主焦煤,2100.00,到厂价,12,2024-04-15 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-04-08,黑龙江省,主焦煤,2100.00,到厂价,13,2024-04-08 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-04-01,黑龙江省,主焦煤,2100.00,到厂价,14,2024-04-01 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-03-25,黑龙江省,主焦煤,2100.00,到厂价,15,2024-03-25 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-03-18,黑龙江省,主焦煤,2100.00,到厂价,16,2024-03-18 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-03-11,黑龙江省,主焦煤,2100.00,到厂价,17,2024-03-11 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-03-04,黑龙江省,主焦煤,2100.00,到厂价,18,2024-03-04 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-02-26,黑龙江省,主焦煤,2100.00,到厂价,19,2024-02-26 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-02-19,黑龙江省,主焦煤,2100.00,到厂价,20,2024-02-19 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-02-05,黑龙江省,主焦煤,2100.00,到厂价,21,2024-02-05 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-01-29,黑龙江省,主焦煤,2100.00,到厂价,22,2024-01-29 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-01-22,黑龙江省,主焦煤,2100.00,到厂价,23,2024-01-22 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-01-15,黑龙江省,主焦煤,2100.00,到厂价,24,2024-01-15 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2024-01-08,黑龙江省,主焦煤,2100.00,到厂价,25,2024-01-08 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2023-12-25,黑龙江省,主焦煤,2100.00,到厂价,26,2023-12-25 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2023-12-18,黑龙江省,主焦煤,2100.00,到厂价,27,2023-12-18 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2023-12-11,黑龙江省,主焦煤,2100.00,到厂价,28,2023-12-11 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2023-12-04,黑龙江省,主焦煤,2100.00,到厂价,29,2023-12-04 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2023-11-27,黑龙江省,主焦煤,2100.00,到厂价,30,2023-11-27 00:00:00,1,0,2024-07-17 09:16:04,0,2024-07-17 09:16:04,,,
2023-11-20,黑龙江省,主焦煤,2100.00,到厂价,31,2023-11-20 00:00:00,1,0,2024-07-17 09:16:07,0,2024-07-17 09:16:07,,,
2023-11-13,黑龙江省,主焦煤,2100.00,到厂价,32,2023-11-13 00:00:00,1,0,2024-07-17 09:16:07,0,2024-07-17 09:16:07,,,
2023-11-06,黑龙江省,主焦煤,2100.00,到厂价,33,2023-11-06 00:00:00,1,0,2024-07-17 09:16:07,0,2024-07-17 09:16:07,,,
2023-10-30,黑龙江省,主焦煤,2100.00,到厂价,34,2023-10-30 00:00:00,1,0,2024-07-17 09:16:07,0,2024-07-17 09:16:07,,,
