时间,库存总量(万吨),精煤库存(万吨),动力煤库存(万吨),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2020-03-26,820.00,485.00,335.00,212,2020-03-26 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-03-19,799.40,508.90,290.50,213,2020-03-19 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-03-12,761.40,497.20,264.20,214,2020-03-12 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-03-05,684.60,461.10,222.50,215,2020-03-05 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-02-27,671.40,432.80,238.60,216,2020-02-27 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-02-20,629.60,380.60,249.00,217,2020-02-20 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-02-13,632.60,383.60,249.00,218,2020-02-13 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-02-06,646.80,392.80,254.00,219,2020-02-06 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-01-16,687.20,379.20,308.00,220,2020-01-16 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-01-09,746.70,429.10,317.60,221,2020-01-09 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2020-01-02,780.50,443.80,336.70,222,2020-01-02 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-12-26,838.80,460.20,378.30,223,2019-12-26 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-12-19,876.50,453.60,422.90,224,2019-12-19 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-12-12,908.40,466.00,442.40,225,2019-12-12 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-12-05,921.00,468.00,453.00,226,2019-12-05 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-11-28,961.40,486.90,474.50,227,2019-11-28 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-11-21,947.10,486.00,461.10,228,2019-11-21 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-11-14,932.90,473.40,459.50,229,2019-11-14 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-11-07,925.90,464.00,461.90,230,2019-11-07 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-10-31,960.30,491.30,469.00,231,2019-10-31 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-10-24,958.60,500.30,458.30,232,2019-10-24 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-10-17,887.00,423.10,463.90,233,2019-10-17 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-10-10,878.00,432.00,446.00,234,2019-10-10 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-09-26,883.90,422.90,461.00,235,2019-09-26 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-09-19,899.20,423.50,475.70,236,2019-09-19 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-09-12,883.70,427.20,456.50,237,2019-09-12 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-09-05,870.60,425.10,445.50,238,2019-09-05 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-08-29,893.80,430.80,463.00,239,2019-08-29 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-08-22,930.20,435.80,494.40,240,2019-08-22 00:00:00,1,0,2024-07-20 11:28:06,0,2024-07-20 11:28:06,,,
2019-08-15,909.00,420.50,488.50,241,2019-08-15 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-08-08,877.80,417.40,460.40,242,2019-08-08 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-08-01,846.50,385.50,461.00,243,2019-08-01 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-07-25,836.10,367.60,468.50,244,2019-07-25 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-07-18,807.40,361.60,445.80,245,2019-07-18 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-07-11,848.40,380.10,468.30,246,2019-07-11 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-07-04,858.10,390.60,467.50,247,2019-07-04 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-06-27,874.90,410.40,464.50,248,2019-06-27 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-06-20,871.40,415.40,456.00,249,2019-06-20 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-05-30,805.90,360.10,445.80,250,2019-05-30 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-05-23,801.60,367.70,433.90,251,2019-05-23 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-05-16,784.70,367.30,417.40,252,2019-05-16 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-05-09,779.30,372.30,407.00,253,2019-05-09 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-04-25,714.30,313.30,401.00,254,2019-04-25 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-04-18,696.00,308.00,388.00,255,2019-04-18 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-03-28,681.10,300.10,381.00,256,2019-03-28 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-03-21,599.50,216.00,383.50,257,2019-03-21 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-03-14,584.90,173.60,411.30,258,2019-03-14 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-03-07,575.00,171.60,403.40,259,2019-03-07 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-02-28,557.00,171.60,403.40,260,2019-02-28 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-02-21,598.10,170.10,428.00,261,2019-02-21 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-02-14,623.70,172.10,451.60,262,2019-02-14 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-01-31,590.60,166.00,424.60,263,2019-01-31 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-01-24,588.20,165.60,422.60,264,2019-01-24 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-01-17,601.60,170.60,431.00,265,2019-01-17 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-01-10,587.40,172.50,414.90,266,2019-01-10 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2019-01-03,582.90,173.20,409.70,267,2019-01-03 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2018-12-27,574.60,156.10,418.50,268,2018-12-27 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2018-12-20,585.60,153.00,432.60,269,2018-12-20 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2018-12-13,554.00,144.00,410.00,270,2018-12-13 00:00:00,1,0,2024-07-20 11:28:09,0,2024-07-20 11:28:09,,,
2018-12-06,577.40,138.40,439.00,271,2018-12-06 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-11-29,612.50,149.50,463.00,272,2018-11-29 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-11-22,630.50,142.70,487.80,273,2018-11-22 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-11-15,607.70,146.70,461.00,274,2018-11-15 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-11-08,681.60,201.80,479.80,275,2018-11-08 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-11-01,598.20,149.80,448.40,276,2018-11-01 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-10-25,605.70,174.90,430.80,277,2018-10-25 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-10-18,664.20,202.50,461.70,278,2018-10-18 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-10-11,663.50,197.50,466.00,279,2018-10-11 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-09-27,726.50,208.50,518.00,280,2018-09-27 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-09-20,739.00,241.00,498.00,281,2018-09-20 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-09-13,750.30,236.90,513.40,282,2018-09-13 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-09-06,718.80,230.80,488.00,283,2018-09-06 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-08-30,755.70,235.70,520.00,284,2018-08-30 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-08-23,758.20,262.90,495.30,285,2018-08-23 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-08-16,763.90,274.60,489.30,286,2018-08-16 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-08-09,776.00,280.40,495.60,287,2018-08-09 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-08-02,802.00,291.70,510.30,288,2018-08-02 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-07-26,760.90,281.30,479.60,289,2018-07-26 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-07-19,746.50,275.00,471.50,290,2018-07-19 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-07-12,669.90,227.30,442.60,291,2018-07-12 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-07-05,681.20,221.20,460.00,292,2018-07-05 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-06-28,645.20,191.00,454.20,293,2018-06-28 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-06-21,676.60,183.60,493.00,294,2018-06-21 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-06-14,697.20,162.20,535.00,295,2018-06-14 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-06-07,654.70,155.20,499.50,296,2018-06-07 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-05-31,637.20,150.20,487.00,297,2018-05-31 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-05-24,658.90,159.90,499.00,298,2018-05-24 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-05-17,622.80,154.60,468.20,299,2018-05-17 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-05-10,577.00,130.20,446.80,300,2018-05-10 00:00:00,1,0,2024-07-20 11:28:13,0,2024-07-20 11:28:13,,,
2018-05-03,578.10,144.30,433.80,301,2018-05-03 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-04-26,601.50,137.30,464.20,302,2018-04-26 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-04-19,582.50,118.30,464.20,303,2018-04-19 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-04-12,656.20,170.00,486.20,304,2018-04-12 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-03-29,538.00,124.60,413.40,305,2018-03-29 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-03-22,545.20,126.00,419.20,306,2018-03-22 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-03-15,441.40,77.30,364.10,307,2018-03-15 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-03-08,438.00,112.30,325.70,308,2018-03-08 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-03-01,424.80,127.40,297.40,309,2018-03-01 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-02-22,411.30,126.50,284.80,310,2018-02-22 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-02-08,451.60,135.10,316.50,311,2018-02-08 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-02-01,457.90,138.60,319.30,312,2018-02-01 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-01-25,460.80,132.40,328.40,313,2018-01-25 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-01-18,420.00,110.00,311.00,314,2018-01-18 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-01-11,426.00,113.50,312.50,315,2018-01-11 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2018-01-04,435.10,115.10,320.00,316,2018-01-04 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-12-28,466.10,111.10,355.00,317,2017-12-28 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-12-21,441.60,98.90,342.70,318,2017-12-21 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-12-14,417.40,110.50,306.90,319,2017-12-14 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-12-07,417.20,96.50,320.70,320,2017-12-07 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-11-30,425.10,119.90,305.20,321,2017-11-30 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-11-23,426.80,106.80,320.00,322,2017-11-23 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-11-16,386.80,104.10,282.70,323,2017-11-16 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-11-10,423.40,104.80,318.60,324,2017-11-10 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-11-02,416.50,97.90,318.60,325,2017-11-02 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-10-26,419.40,101.40,318.00,326,2017-10-26 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-10-19,410.40,108.20,302.20,327,2017-10-19 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-10-12,410.30,96.40,314.10,328,2017-10-12 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-09-28,449.10,106.60,342.50,329,2017-09-28 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-09-21,465.10,137.50,327.60,330,2017-09-21 00:00:00,1,0,2024-07-20 11:28:17,0,2024-07-20 11:28:17,,,
2017-09-14,471.50,152.50,319.00,331,2017-09-14 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-09-07,525.60,190.80,334.80,332,2017-09-07 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-08-31,559.10,236.70,322.40,333,2017-08-31 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-08-24,550.40,254.90,295.50,334,2017-08-24 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-08-17,537.50,244.30,293.20,335,2017-08-17 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-08-10,575.80,257.40,318.40,336,2017-08-10 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-08-04,590.80,275.70,315.10,337,2017-08-04 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-07-27,609.60,245.70,363.90,338,2017-07-27 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-07-20,607.40,266.70,340.70,339,2017-07-20 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-07-13,649.80,277.20,372.60,340,2017-07-13 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-07-06,648.40,263.30,385.10,341,2017-07-06 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-06-29,651.50,238.20,413.30,342,2017-06-29 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-06-22,665.40,219.20,446.20,343,2017-06-22 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-06-15,719.20,221.10,498.10,344,2017-06-15 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-06-08,672.90,219.30,453.60,345,2017-06-08 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-06-01,619.00,205.00,414.00,346,2017-06-01 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-05-25,613.00,222.50,390.50,347,2017-05-25 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-05-18,583.40,232.20,351.20,348,2017-05-18 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-05-11,566.10,238.60,327.50,349,2017-05-11 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-05-04,593.40,274.50,318.90,350,2017-05-04 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-04-27,583.80,278.70,305.10,351,2017-04-27 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-04-20,567.80,280.40,287.40,352,2017-04-20 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-04-13,574.50,271.40,303.10,353,2017-04-13 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-04-06,475.30,207.00,268.30,354,2017-04-06 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-03-30,470.20,203.90,266.30,355,2017-03-30 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-03-23,405.90,160.00,245.90,356,2017-03-23 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-03-17,405.70,150.10,255.60,357,2017-03-17 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-03-09,414.10,163.10,251.00,358,2017-03-09 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-03-02,415.70,158.40,257.30,359,2017-03-02 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-02-23,483.20,167.10,316.10,360,2017-02-23 00:00:00,1,0,2024-07-20 11:28:20,0,2024-07-20 11:28:20,,,
2017-02-16,517.70,172.10,345.60,361,2017-02-16 00:00:00,1,0,2024-07-20 11:28:23,0,2024-07-20 11:28:23,,,
2017-02-09,527.00,186.20,340.80,362,2017-02-09 00:00:00,1,0,2024-07-20 11:28:23,0,2024-07-20 11:28:23,,,
2017-01-19,515.10,180.50,334.60,363,2017-01-19 00:00:00,1,0,2024-07-20 11:28:23,0,2024-07-20 11:28:23,,,
2017-01-12,527.30,160.10,367.20,364,2017-01-12 00:00:00,1,0,2024-07-20 11:28:23,0,2024-07-20 11:28:23,,,
2017-01-05,512.50,123.10,389.40,365,2017-01-05 00:00:00,1,0,2024-07-20 11:28:23,0,2024-07-20 11:28:23,,,
2024-07-25,712.20,261.70,450.50,488,2024-07-25 00:00:00,1,0,2024-08-01 10:40:10,0,2024-08-01 10:40:10,,,
2024-10-31,972.60,264.00,408.60,489,2024-10-31 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-10-24,664.70,263.40,401.30,490,2024-10-24 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-10-17,649.00,267.50,381.50,491,2024-10-17 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-10-10,673.30,268.40,404.90,492,2024-10-10 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-09-26,693.70,259.80,433.90,493,2024-09-26 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-09-19,655.70,262.00,393.70,494,2024-09-19 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-09-12,681.00,265.00,416.00,495,2024-09-12 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-09-05,662.00,263.50,398.50,496,2024-09-05 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-08-29,705.10,264.00,441.10,497,2024-08-29 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-08-22,719.20,267.40,451.80,498,2024-08-22 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-08-15,732.40,259.80,472.60,499,2024-08-15 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-08-08,713.30,261.70,451.60,500,2024-08-08 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-08-01,700.40,260.50,439.90,501,2024-08-01 00:00:00,1,0,2024-11-07 01:42:19,0,2024-11-07 01:42:19,,,
2024-11-14,681.50,264.80,416.70,502,2024-11-14 00:00:00,1,0,2024-11-15 23:16:28,0,2024-11-15 23:16:28,,,
2024-11-21,692.40,265.00,427.40,503,2024-11-21 00:00:00,1,0,2024-11-23 23:02:06,0,2024-11-23 23:02:06,,,
2024-11-28,714.20,266.40,447.80,504,2024-11-28 00:00:00,1,0,2024-11-30 23:02:15,0,2024-11-30 23:02:15,,,
2024-12-05,692.40,265.00,427.40,505,2024-12-05 00:00:00,1,0,2024-12-06 23:16:50,0,2024-12-06 23:16:50,,,
2024-12-12,705.70,258.80,446.90,506,2024-12-12 00:00:00,1,0,2024-12-13 23:16:05,0,2024-12-13 23:16:05,,,
2024-12-19,670.10,256.20,413.90,507,2024-12-19 00:00:00,1,0,2024-12-20 23:16:38,0,2024-12-20 23:16:38,,,
2024-12-26,643.60,255.40,388.20,508,2024-12-26 00:00:00,1,0,2024-12-27 23:16:01,0,2024-12-27 23:16:01,,,
2025-01-02,624.10,255.50,368.60,509,2025-01-02 00:00:00,1,0,2025-01-03 23:16:15,0,2025-01-03 23:16:15,,,
2025-01-09,624.40,250.80,373.60,510,2025-01-09 00:00:00,1,0,2025-01-10 23:16:10,0,2025-01-10 23:16:10,,,
2025-01-16,626.20,256.20,370.00,511,2025-01-16 00:00:00,1,0,2025-01-17 23:16:13,0,2025-01-17 23:16:13,,,
2025-01-23,621.50,256.80,364.70,512,2025-01-23 00:00:00,1,0,2025-01-24 23:16:07,0,2025-01-24 23:16:07,,,
2025-02-06,654.80,259.40,395.40,513,2025-02-06 00:00:00,1,0,2025-02-07 23:15:54,0,2025-02-07 23:15:54,,,
2025-02-13,668.00,259.00,409.00,514,2025-02-13 00:00:00,1,0,2025-02-14 23:16:26,0,2025-02-14 23:16:26,,,
2025-02-20,724.10,267.20,456.90,515,2025-02-20 00:00:00,1,0,2025-02-22 23:02:01,0,2025-02-22 23:02:01,,,
2025-02-27,729.90,271.00,458.90,516,2025-02-27 00:00:00,1,0,2025-02-28 23:16:10,0,2025-02-28 23:16:10,,,
2025-03-06,746.30,272.30,474.00,517,2025-03-06 00:00:00,1,0,2025-03-07 23:22:12,0,2025-03-07 23:22:12,,,
2025-03-13,720.30,262.00,454.00,518,2025-03-13 00:00:00,1,0,2025-03-15 23:02:02,0,2025-03-15 23:02:02,,,
2025-03-20,783.50,269.80,513.70,519,2025-03-20 00:00:00,1,0,2025-03-23 23:01:58,0,2025-03-23 23:01:58,,,
2025-03-27,798.00,265.50,532.50,520,2025-03-27 00:00:00,1,0,2025-03-28 23:16:12,0,2025-03-28 23:16:12,,,
2025-04-03,781.00,261.70,519.30,521,2025-04-03 00:00:00,1,0,2025-04-07 23:16:58,0,2025-04-07 23:16:58,,,
2025-04-10,761.90,260.00,501.90,522,2025-04-10 00:00:00,1,0,2025-04-11 23:16:12,0,2025-04-11 23:16:12,,,
2025-04-17,783.70,261.80,521.90,523,2025-04-17 00:00:00,1,0,2025-04-18 23:16:36,0,2025-04-18 23:16:36,,,
2025-04-24,779.70,253.60,526.10,524,2025-04-24 00:00:00,1,0,2025-04-25 23:16:26,0,2025-04-25 23:16:26,,,
2025-05-08,810.10,260.10,550.00,525,2025-05-08 00:00:00,1,0,2025-05-09 23:16:01,0,2025-05-09 23:16:01,,,
2025-05-15,857.30,262.30,595.00,526,2025-05-15 00:00:00,1,0,2025-05-19 23:18:15,0,2025-05-19 23:18:15,,,
2025-05-22,836.40,251.40,585.00,527,2025-05-22 00:00:00,1,0,2025-05-23 23:16:12,0,2025-05-23 23:16:12,,,
2025-05-29,826.80,255.00,571.80,528,2025-05-29 00:00:00,1,0,2025-05-30 23:16:11,0,2025-05-30 23:16:11,,,
2025-06-05,799.90,256.90,543.00,529,2025-06-05 00:00:00,1,0,2025-06-06 23:16:10,0,2025-06-06 23:16:10,,,
2025-06-12,796.80,253.90,542.90,530,2025-06-12 00:00:00,1,0,2025-06-13 23:16:09,0,2025-06-13 23:16:09,,,
2025-06-19,793.10,254.70,538.40,531,2025-06-19 00:00:00,1,0,2025-06-20 23:16:27,0,2025-06-20 23:16:27,,,
2025-06-26,758.30,251.60,506.70,532,2025-06-26 00:00:00,1,0,2025-06-27 23:15:57,0,2025-06-27 23:15:57,,,
2025-07-11,714.30,248.50,465.80,533,2025-07-11 00:00:00,1,0,2025-07-14 23:16:08,0,2025-07-14 23:16:08,,,
2025-07-03,734.50,250.70,483.80,534,2025-07-03 00:00:00,1,0,2025-07-14 23:16:08,0,2025-07-14 23:16:08,,,
