时间,报价点,产品名称,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-02-29,巴图塔,外购5500,,,,,,521.00,车板价,148,2024-02-29 00:00:00,1,0,2024-07-17 09:09:28,0,2024-07-17 09:09:28,,,
2024-02-21,黄骅港,外购5500,,,,,,934.00,平仓价,149,2024-02-21 00:00:00,1,0,2024-07-17 09:09:28,0,2024-07-17 09:09:28,,,
2024-02-21,黄骅港,外购4500,,,,,,715.00,平仓价,150,2024-02-21 00:00:00,1,0,2024-07-17 09:09:28,0,2024-07-17 09:09:28,,,
2024-02-21,黄骅港,外购4500,,,,,,715.00,平仓价,151,2024-02-21 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-02-20,巴图塔,外购4500,,,,,,392.00,车板价,152,2024-02-20 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-02-20,巴图塔,外购5000,,,,,,457.00,车板价,153,2024-02-20 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-02-20,巴图塔,外购5500,,,,,,521.00,车板价,154,2024-02-20 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-02-01,神华集团,神混1, - , - , - , - ,5500.00,708.00,年度长协价,155,2024-02-01 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-02-01,黄骅港,外购5500,,,,,,914.00,平仓价,156,2024-02-01 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-02-01,黄骅港,外购5000,,,,,,804.00,平仓价,157,2024-02-01 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-02-01,黄骅港,外购4500,,,,,,695.00,平仓价,158,2024-02-01 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-01-20,黄骅港,外购5000,,,,,,809.00,平仓价,159,2024-01-20 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-01-20,黄骅港,外购4500,,,,,,700.00,平仓价,160,2024-01-20 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-01-20,黄骅港,外购5500,,,,,,919.00,平仓价,161,2024-01-20 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-01-19,巴图塔,外购4500,,,,,,392.00,车板价,162,2024-01-19 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-01-19,巴图塔,外购5000,,,,,,457.00,车板价,163,2024-01-19 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-01-19,巴图塔,外购5500,,,,,,521.00,车板价,164,2024-01-19 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-01-01,神华集团,神混1, - , - , - , - ,5500.00,710.00,年度长协价,165,2024-01-01 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-01-01,黄骅港,外购5000,,,,,,819.00,平仓价,166,2024-01-01 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
2024-01-01,黄骅港,外购5500,,,,,,929.00,平仓价,167,2024-01-01 00:00:00,1,0,2024-07-17 09:09:31,0,2024-07-17 09:09:31,,,
