时间,数据名称,价格类型,本期价格(元/吨),环比增幅(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-19,炼焦煤,收盘价,1543.50,-1.31%,1,2024-07-19 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-19,炼焦煤,结算价,1552.00,0.84%,2,2024-07-19 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-18,炼焦煤,收盘价,1564.00,0.51%,3,2024-07-18 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-18,炼焦煤,结算价,1539.00,-2.1%,4,2024-07-18 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-17,炼焦煤,收盘价,1556.00,-0.95%,5,2024-07-17 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-17,炼焦煤,结算价,1572.00,0.06%,6,2024-07-17 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-16,炼焦煤,收盘价,1571.00,-0.6%,7,2024-07-16 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-16,炼焦煤,结算价,1571.00,-0.54%,8,2024-07-16 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-15,炼焦煤,收盘价,1580.50,0.6%,9,2024-07-15 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-15,炼焦煤,结算价,1579.50,0.86%,10,2024-07-15 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-12,炼焦煤,收盘价,1571.00,0.71%,11,2024-07-12 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-12,炼焦煤,结算价,1566.00,0.64%,12,2024-07-12 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-11,炼焦煤,收盘价,1560.00,1.89%,13,2024-07-11 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-11,炼焦煤,结算价,1556.00,0.81%,14,2024-07-11 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-10,炼焦煤,收盘价,1531.00,-2.05%,15,2024-07-10 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-10,炼焦煤,结算价,1543.50,-1.15%,16,2024-07-10 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-09,炼焦煤,收盘价,1563.00,0.45%,17,2024-07-09 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-09,炼焦煤,结算价,1561.50,0.16%,18,2024-07-09 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-08,炼焦煤,收盘价,1556.00,-0.06%,19,2024-07-08 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-08,炼焦煤,结算价,1559.00,-1.42%,20,2024-07-08 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-05,炼焦煤,收盘价,1557.00,-3.65%,21,2024-07-05 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-05,炼焦煤,结算价,1581.50,-2.29%,22,2024-07-05 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-04,炼焦煤,收盘价,1616.00,-0.95%,23,2024-07-04 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-04,炼焦煤,结算价,1618.50,0.31%,24,2024-07-04 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-03,炼焦煤,收盘价,1631.50,1.21%,25,2024-07-03 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-03,炼焦煤,结算价,1613.50,0.28%,26,2024-07-03 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-02,炼焦煤,收盘价,1612.00,0.56%,27,2024-07-02 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-02,炼焦煤,结算价,1609.00,1.64%,28,2024-07-02 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-01,炼焦煤,收盘价,1603.00,1.87%,29,2024-07-01 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-07-01,炼焦煤,结算价,1583.00,1.51%,30,2024-07-01 00:00:00,1,0,2024-07-20 11:43:32,0,2024-07-20 11:43:32,,,
2024-06-28,炼焦煤,收盘价,1573.50,1.09%,31,2024-06-28 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-28,炼焦煤,结算价,1559.50,-0.42%,32,2024-06-28 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-27,炼焦煤,收盘价,1556.50,-1.55%,33,2024-06-27 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-27,炼焦煤,结算价,1566.00,0.29%,34,2024-06-27 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-26,炼焦煤,收盘价,1581.00,2.23%,35,2024-06-26 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-26,炼焦煤,结算价,1561.50,1.56%,36,2024-06-26 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-25,炼焦煤,收盘价,1546.50,0.23%,37,2024-06-25 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-25,炼焦煤,结算价,1537.50,-0.77%,38,2024-06-25 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-24,炼焦煤,收盘价,1543.00,-1.09%,39,2024-06-24 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-24,炼焦煤,结算价,1549.50,-1.93%,40,2024-06-24 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-21,炼焦煤,收盘价,1560.00,-1.73%,41,2024-06-21 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-21,炼焦煤,结算价,1580.00,-0.63%,42,2024-06-21 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-20,炼焦煤,收盘价,1587.50,-1.76%,43,2024-06-20 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-20,炼焦煤,结算价,1590.00,-1.73%,44,2024-06-20 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-19,炼焦煤,收盘价,1616.00,0.06%,45,2024-06-19 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-19,炼焦煤,结算价,1618.00,-0.92%,46,2024-06-19 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-18,炼焦煤,收盘价,1615.00,-0.98%,47,2024-06-18 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-18,炼焦煤,结算价,1633.00,0.06%,48,2024-06-18 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
2024-06-17,炼焦煤,收盘价,1631.00,-1.63%,49,2024-06-17 00:00:00,1,0,2024-07-20 11:43:35,0,2024-07-20 11:43:35,,,
