时间,当月值(车),同期值(车),同比变化(车),同比增长(%),累计值(车),同期累计(车),累计变化(车),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2025-07,82953.00,79486.00,3467.00,4.40,80463.00,77996.00,2467.00,3.16,1,2025-07-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2025-06,81509.00,83512.00,-2003.00,-2.40,80036.00,77742.00,2294.00,2.95,2,2025-06-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2025-05,79116.00,80452.00,-1336.00,-1.70,79743.00,76603.00,3140.00,4.10,3,2025-05-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2025-04,78563.00,78272.00,291.00,0.40,79905.00,74742.00,5163.00,6.91,4,2025-04-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2025-03,81320.00,83370.00,-2050.00,-2.50,80353.00,74742.00,5611.00,7.51,5,2025-03-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2025-02,78649.00,75808.00,2841.00,3.70,79845.00,73799.00,6046.00,8.19,6,2025-02-28 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2025-01,80925.00,78367.00,2558.00,3.26,80925.00,78367.00,2558.00,3.26,7,2025-01-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-12,86404.00,77033.00,9371.00,12.16,80792.00,74522.00,6270.00,8.41,8,2024-12-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-11,87473.00,76449.00,11024.00,14.42,80273.00,74289.00,5984.00,8.06,9,2024-11-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-10,85469.00,74934.00,10535.00,14.06,79565.00,74076.00,5489.00,7.41,10,2024-10-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-09,83521.00,71388.00,12133.00,17.00,78897.00,73978.00,4919.00,6.65,11,2024-09-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-08,80613.00,69713.00,10900.00,15.64,78328.00,74298.00,4030.00,5.42,12,2024-08-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-07,79486.00,72484.00,7002.00,9.66,77996.00,74968.00,3028.00,4.04,13,2024-07-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-06,83512.00,72557.00,10955.00,15.10,77742.00,75393.00,2349.00,3.12,14,2024-06-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-05,80452.00,75157.00,5295.00,7.05,76603.00,75960.00,643.00,0.85,15,2024-05-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-04,78272.00,74054.00,4218.00,5.70,74742.00,76160.00,-1418.00,-1.86,16,2024-04-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-03,76566.00,78168.00,-1602.00,2.00,74742.00,76862.00,-2120.00,-2.76,17,2024-03-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-02,68916.00,76675.00,-7759.00,-10.10,73799.00,76209.00,-2410.00,-3.16,18,2024-02-29 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2024-01,78367.00,75743.00,2624.00,3.50,78367.00,75743.00,2624.00,3.50,19,2024-01-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-12,77033.00,75849.00,1184.00,1.60,74522.00,74864.00,-342.00,-0.46,20,2023-12-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-11,76449.00,73468.00,2981.00,4.10,74289.00,74774.00,-485.00,-0.65,21,2023-11-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-10,74934.00,69219.00,5715.00,7.40,74076.00,74390.00,-314.00,-0.42,22,2023-10-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-09,71388.00,76312.00,-4924.00,-6.50,73978.00,74904.00,-926.00,-1.24,23,2023-09-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-08,69713.00,74425.00,-4712.00,-6.30,74298.00,74425.00,-127.00,-0.17,24,2023-08-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-07,72482.00,75661.00,-3179.00,-4.20,74968.00,74770.00,198.00,0.26,25,2023-07-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-06,72557.00,73717.00,-1160.00,-1.60,75393.00,74622.00,771.00,1.03,26,2023-06-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-05,75157.00,71522.00,3635.00,5.10,75960.00,74802.00,1158.00,1.55,27,2023-05-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-04,74054.00,74642.00,-588.00,-0.80,76160.00,75621.00,539.00,0.71,28,2023-04-30 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-03,78168.00,76194.00,1974.00,2.60,76862.00,75948.00,914.00,1.20,29,2023-03-31 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-02,76675.00,76824.00,-149.00,-0.20,76209.00,76824.00,-615.00,-0.80,30,2023-02-28 00:00:00,1,0,2025-09-15 23:16:44,0,2025-09-15 23:16:44,,,
2023-01,75743.00,74824.00,919.00,1.23,75743.00,74824.00,919.00,1.23,31,2023-01-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-12,75849.00,77749.00,-1900.00,-2.40,74864.00,70764.00,4100.00,5.79,32,2022-12-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-11,73468.00,81619.00,-8151.00,-10.00,74774.00,70128.00,4646.00,6.63,33,2022-11-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-10,69759.00,72158.00,-2399.00,-3.30,74390.00,68978.00,5412.00,7.85,34,2022-10-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-09,76312.00,66824.00,9488.00,14.20,74904.00,68849.00,6055.00,8.79,35,2022-09-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-08,74425.00,67507.00,6918.00,10.20,74727.00,68849.00,5878.00,8.54,36,2022-08-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-07,75661.00,61622.00,14039.00,22.80,74770.00,69040.00,5730.00,8.30,37,2022-07-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-06,73717.00,66893.00,6824.00,10.20,74622.00,70276.00,4346.00,6.18,38,2022-06-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-05,71522.00,68764.00,2758.00,4.00,74802.00,70952.00,3850.00,5.43,39,2022-05-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-04,74642.00,68210.00,6432.00,9.40,75621.00,71498.00,4123.00,5.77,40,2022-04-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-03,76194.00,68318.00,7876.00,11.53,75948.00,72594.00,3354.00,4.62,41,2022-03-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-02,76824.00,74731.00,2093.00,2.80,75824.00,74731.00,1093.00,1.46,42,2022-02-28 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2022-01,74824.00,74731.00,93.00,0.12,74824.00,74731.00,93.00,0.12,43,2022-01-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-12,77749.00,73856.00,3893.00,5.30,70764.00,65919.00,4845.00,7.35,44,2021-12-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-11,81619.00,70377.00,11242.00,16.00,70128.00,65197.00,4931.00,7.56,45,2021-11-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-10,72158.00,67256.00,4902.00,7.30,68978.00,64679.00,4299.00,6.65,46,2021-10-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-09,66824.00,66099.00,725.00,1.10,68624.00,64390.00,4234.00,6.58,47,2021-09-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-08,67507.00,64315.00,3192.00,5.00,68849.00,64180.00,4669.00,7.27,48,2021-08-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-07,61622.00,68054.00,-6432.00,-9.50,69040.00,64160.00,4880.00,7.61,49,2021-07-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-06,66893.00,68089.00,-1196.00,-1.80,70276.00,63497.00,6779.00,10.68,50,2021-06-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-05,68764.00,62686.00,6078.00,9.70,70952.00,62590.00,8362.00,13.36,51,2021-05-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-04,68210.00,58665.00,9545.00,16.30,71498.00,62566.00,8932.00,14.28,52,2021-04-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-03,68318.00,63332.00,4986.00,7.90,72594.00,63852.00,8742.00,13.69,53,2021-03-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-02,74731.00,61039.00,13692.00,22.43,74731.00,64120.00,10611.00,16.55,54,2021-02-28 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2021-01,74731.00,,,,74731.00,,,,55,2021-01-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2020-12,73856.00,69050.00,4806.00,7.00,65919.00,66773.00,-854.00,-1.28,56,2020-12-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2020-11,70377.00,69811.00,566.00,0.81,65197.00,66561.00,-1364.00,-2.05,57,2020-11-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2020-10,67256.00,68762.00,-1506.00,-2.19,64679.00,66241.00,-1562.00,-2.36,58,2020-10-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2020-09,66099.00,65694.00,405.00,0.60,64390.00,65955.00,-1565.00,-2.40,59,2020-09-30 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2020-08,64315.00,64380.00,-65.00,-0.10,64180.00,65987.00,-1807.00,-2.70,60,2020-08-31 00:00:00,1,0,2025-09-15 23:16:47,0,2025-09-15 23:16:47,,,
2020-07,68054.00,67524.00,530.00,0.80,64160.00,66222.00,-2062.00,-3.10,61,2020-07-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2020-06,68089.00,68041.00,48.00,0.10,63497.00,65999.00,-2502.00,-3.80,62,2020-06-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2020-05,62686.00,66665.00,-3979.00,-6.00,62590.00,65594.00,-3004.00,-4.60,63,2020-05-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2020-04,58665.00,63593.00,-4928.00,-7.70,62566.00,65317.00,-2751.00,-4.20,64,2020-04-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2020-03,63332.00,63863.00,-531.00,-0.80,63852.00,65892.00,-2040.00,-3.10,65,2020-03-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2020-02,61039.00,61039.00,0.00,0.00,64120.00,66958.00,-2838.00,-4.20,66,2020-02-29 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-12,69050.00,66500.00,2550.00,3.80,66773.00,64673.00,2100.00,3.20,67,2019-12-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-11,69811.00,67473.00,2338.00,3.50,66561.00,64673.00,1888.00,2.90,68,2019-11-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-10,68762.00,64091.00,4671.00,7.30,66241.00,64322.00,1919.00,3.00,69,2019-10-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-09,65694.00,63900.00,1794.00,2.80,65955.00,64348.00,1607.00,2.50,70,2019-09-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-08,64380.00,62986.00,1394.00,2.20,65987.00,64403.00,1584.00,2.50,71,2019-08-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-07,67524.00,64021.00,3503.00,5.50,66222.00,64610.00,1612.00,2.50,72,2019-07-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-06,68041.00,63850.00,4191.00,6.60,65999.00,64711.00,1288.00,2.00,73,2019-06-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-05,66665.00,62994.00,3671.00,5.80,65594.00,64882.00,712.00,1.10,74,2019-05-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-04,63593.00,59482.00,4111.00,6.90,65317.00,65370.00,-53.00,-0.10,75,2019-04-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-03,63863.00,66346.00,-2483.00,-3.70,65892.00,67333.00,-1441.00,-2.10,76,2019-03-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-02,61059.00,67949.00,-6890.00,-10.10,66958.00,67851.00,-893.00,-1.30,77,2019-02-28 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2019-01,72286.00,,,,,,,,78,2019-01-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
