时间,当月值(车),同期值(车),同比变化(车),同比增长(%),累计值(车),同期累计(车),累计变化(车),累计增长(%),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2018-12,66500.00,57024.00,9476.00,16.60,64673.00,58568.00,6105.00,10.40,79,2018-12-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-11,67437.00,59630.00,7807.00,13.10,64601.00,58711.00,5890.00,10.00,80,2018-11-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-10,64091.00,60390.00,3701.00,6.10,64322.00,57449.00,6873.00,12.00,81,2018-10-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-09,63900.00,59478.00,4422.00,7.40,64348.00,58416.00,5932.00,10.20,82,2018-09-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-08,62986.00,58217.00,4769.00,8.20,64403.00,58284.00,6119.00,10.50,83,2018-08-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-07,64021.00,57566.00,6455.00,11.20,64610.00,58294.00,6316.00,10.80,84,2018-07-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-06,63850.00,56597.00,7253.00,12.80,64711.00,58419.00,6292.00,10.80,85,2018-06-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-05,62994.00,56384.00,6610.00,11.70,64882.00,58781.00,6101.00,10.40,86,2018-05-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-04,59482.00,57448.00,2034.00,3.50,65370.00,59400.00,5970.00,10.10,87,2018-04-30 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-03,66346.00,60146.00,6200.00,10.30,67333.00,60051.00,7281.00,12.12,88,2018-03-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-02,67949.00,58624.00,9325.00,15.90,67851.00,60001.00,7850.00,13.10,89,2018-02-28 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2018-01,,,,,,,,,90,2018-01-31 00:00:00,1,0,2025-09-15 23:16:50,0,2025-09-15 23:16:50,,,
2017-12,57024.00,60237.00,-3213.00,-5.30,58568.00,52162.00,6406.00,12.30,91,2017-12-31 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-11,59666.00,58181.00,1485.00,2.60,58711.00,51426.00,7285.00,14.20,92,2017-11-30 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-10,60390.00,54866.00,5524.00,10.10,57449.00,56553.00,896.00,1.60,93,2017-10-31 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-09,59478.00,52943.00,6535.00,12.30,58416.00,55081.00,3335.00,6.10,94,2017-09-30 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-08,58217.00,50692.00,7525.00,14.80,58284.00,49962.00,8322.00,16.70,95,2017-08-31 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-07,57566.00,46536.00,11030.00,23.70,58294.00,50449.00,7845.00,15.60,96,2017-07-31 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-06,56597.00,48336.00,8261.00,17.10,58419.00,50449.00,7970.00,15.80,97,2017-06-30 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-05,56384.00,46707.00,9677.00,20.70,58781.00,50866.00,7915.00,15.60,98,2017-05-31 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-04,57448.00,48584.00,8842.00,18.20,59400.00,51931.00,7469.00,14.40,99,2017-04-30 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-03,60146.00,52202.00,7944.00,15.22,60051.00,53035.00,7016.00,13.23,100,2017-03-31 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-02,58624.00,48890.00,9734.00,19.91,60001.00,53466.00,6535.00,12.22,101,2017-02-28 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
2017-01,,,,,,,,,102,2017-01-31 00:00:00,1,0,2025-09-15 23:16:53,0,2025-09-15 23:16:53,,,
