时间,项目名称,累计值(亿元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,电网基本建设投资完成额,1703.00,1,2024-05-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2024-04,电网基本建设投资完成额,1229.00,2,2024-04-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2024-03,电网基本建设投资完成额,766.00,3,2024-03-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2024-02,电网基本建设投资完成额,327.00,4,2024-02-29 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-12,电网基本建设投资完成额,5275.00,5,2023-12-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-11,电网基本建设投资完成额,4458.00,6,2023-11-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-10,电网基本建设投资完成额,3731.00,7,2023-10-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-09,电网基本建设投资完成额,3287.00,8,2023-09-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-08,电网基本建设投资完成额,2705.00,9,2023-08-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-07,电网基本建设投资完成额,2473.00,10,2023-07-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-06,电网基本建设投资完成额,2054.00,11,2023-06-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-05,电网基本建设投资完成额,1400.00,12,2023-05-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-04,电网基本建设投资完成额,984.00,13,2023-04-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
