时间,项目名称,累计值(亿元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-03,电网基本建设投资完成额,668.00,14,2023-03-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2023-02,电网基本建设投资完成额,319.00,15,2023-02-28 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-12,电网基本建设投资完成额,5012.00,16,2022-12-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-11,电网基本建设投资完成额,4209.00,17,2022-11-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-10,电网基本建设投资完成额,3511.00,18,2022-10-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-09,电网基本建设投资完成额,3154.00,19,2022-09-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-08,电网基本建设投资完成额,2667.00,20,2022-08-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-07,电网基本建设投资完成额,2239.00,21,2022-07-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-06,电网基本建设投资完成额,1905.00,22,2022-06-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-05,电网基本建设投资完成额,1263.00,23,2022-05-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-04,电网基本建设投资完成额,893.00,24,2022-04-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-03,电网基本建设投资完成额,621.00,25,2022-03-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2022-02,电网基本建设投资完成额,313.00,26,2022-02-28 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2021-12,电网基本建设投资完成额,4951.00,27,2021-12-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2021-11,电网基本建设投资完成额,4102.00,28,2021-11-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2021-10,电网基本建设投资完成额,3408.00,29,2021-10-31 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2021-09,电网基本建设投资完成额,2891.00,30,2021-09-30 00:00:00,1,0,2024-07-20 16:09:50,0,2024-07-20 16:09:50,,,
2021-08,电网基本建设投资完成额,2409.00,31,2021-08-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2021-07,电网基本建设投资完成额,2029.00,32,2021-07-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2021-06,电网基本建设投资完成额,1734.00,33,2021-06-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2021-05,电网基本建设投资完成额,1225.00,34,2021-05-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2021-04,电网基本建设投资完成额,852.00,35,2021-04-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2021-03,电网基本建设投资完成额,540.00,36,2021-03-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2021-02,电网基本建设投资完成额,227.00,37,2021-02-28 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-12,电网基本建设投资完成额,4699.00,38,2020-12-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-11,电网基本建设投资完成额,3942.00,39,2020-11-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-10,电网基本建设投资完成额,3371.00,40,2020-10-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-09,电网基本建设投资完成额,2899.00,41,2020-09-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-08,电网基本建设投资完成额,2379.00,42,2020-08-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-07,电网基本建设投资完成额,2053.00,43,2020-07-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-06,电网基本建设投资完成额,1657.00,44,2020-06-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-05,电网基本建设投资完成额,1134.00,45,2020-05-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-04,电网基本建设投资完成额,670.00,46,2020-04-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-03,电网基本建设投资完成额,365.00,47,2020-03-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2020-02,电网基本建设投资完成额,138.00,48,2020-02-29 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-12,电网基本建设投资完成额,4856.00,49,2019-12-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-11,电网基本建设投资完成额,4116.00,50,2019-11-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-10,电网基本建设投资完成额,3415.00,51,2019-10-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-09,电网基本建设投资完成额,2953.00,52,2019-09-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-08,电网基本建设投资完成额,2378.00,53,2019-08-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-07,电网基本建设投资完成额,2021.00,54,2019-07-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-06,电网基本建设投资完成额,1644.00,55,2019-06-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-05,电网基本建设投资完成额,1157.00,56,2019-05-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-04,电网基本建设投资完成额,803.00,57,2019-04-30 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-03,电网基本建设投资完成额,502.00,58,2019-03-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2019-02,电网基本建设投资完成额,244.00,59,2019-02-28 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2018-12,电网基本建设投资完成额,5373.00,60,2018-12-31 00:00:00,1,0,2024-07-20 16:09:53,0,2024-07-20 16:09:53,,,
2018-11,电网基本建设投资完成额,4511.00,61,2018-11-30 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2018-10,电网基本建设投资完成额,3814.00,62,2018-10-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2018-09,电网基本建设投资完成额,3373.00,63,2018-09-30 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2018-08,电网基本建设投资完成额,2803.00,64,2018-08-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2018-07,电网基本建设投资完成额,2347.00,65,2018-07-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2018-06,电网基本建设投资完成额,2036.00,66,2018-06-30 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2018-05,电网基本建设投资完成额,1414.00,67,2018-05-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2018-04,电网基本建设投资完成额,993.00,68,2018-04-30 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2018-03,电网基本建设投资完成额,657.00,69,2018-03-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2018-02,电网基本建设投资完成额,268.00,70,2018-02-28 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-12,电网基本建设投资完成额,5315.00,71,2017-12-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-11,电网基本建设投资完成额,4662.00,72,2017-11-30 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-10,电网基本建设投资完成额,4126.00,73,2017-10-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-09,电网基本建设投资完成额,3731.00,74,2017-09-30 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-08,电网基本建设投资完成额,3250.00,75,2017-08-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-07,电网基本建设投资完成额,2813.00,76,2017-07-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-06,电网基本建设投资完成额,2398.00,77,2017-06-30 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-05,电网基本建设投资完成额,1794.00,78,2017-05-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-04,电网基本建设投资完成额,1308.00,79,2017-04-30 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-03,电网基本建设投资完成额,855.00,80,2017-03-31 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2017-02,电网基本建设投资完成额,447.00,81,2017-02-28 00:00:00,1,0,2024-07-20 16:09:56,0,2024-07-20 16:09:56,,,
2024-06,电网基本建设投资完成额,2540.00,159,2024-06-30 00:00:00,1,0,2024-08-01 10:44:36,0,2024-08-01 10:44:36,,,
2024-09,电网基本建设投资完成额,3982.00,160,2024-09-30 00:00:00,1,0,2024-11-07 01:52:55,0,2024-11-07 01:52:55,,,
2024-08,电网基本建设投资完成额,3330.00,161,2024-08-31 00:00:00,1,0,2024-11-07 01:52:55,0,2024-11-07 01:52:55,,,
2024-07,电网基本建设投资完成额,2947.00,162,2024-07-31 00:00:00,1,0,2024-11-07 01:52:55,0,2024-11-07 01:52:55,,,
2024-10,电网基本建设投资完成额,4502.00,163,2024-10-31 00:00:00,1,0,2024-11-25 23:17:48,0,2024-11-25 23:17:48,,,
2024-11,电网基本建设投资完成额,5290.00,164,2024-11-30 00:00:00,1,0,2024-12-23 23:17:08,0,2024-12-23 23:17:08,,,
2024-12,电网基本建设投资完成额,6083.00,165,2024-12-31 00:00:00,1,0,2025-01-22 23:16:44,0,2025-01-22 23:16:44,,,
2025-02,电网基本建设投资完成额,436.00,166,2025-02-28 00:00:00,1,0,2025-03-21 23:18:29,0,2025-03-21 23:18:29,,,
2025-03,电网基本建设投资完成额,956.00,167,2025-03-31 00:00:00,1,0,2025-04-21 23:19:36,0,2025-04-21 23:19:36,,,
2025-04,电网基本建设投资完成额,1408.00,168,2025-04-30 00:00:00,1,0,2025-05-23 23:18:08,0,2025-05-23 23:18:08,,,
2025-05,电网基本建设投资完成额,2040.00,169,2025-05-31 00:00:00,1,0,2025-06-24 23:17:19,0,2025-06-24 23:17:19,,,
2025-06,电网基本建设投资完成额,2911.00,170,2025-06-30 00:00:00,1,0,2025-07-31 23:17:01,0,2025-07-31 23:17:01,,,
2025-07,电网基本建设投资完成额,3315.00,171,2025-07-31 00:00:00,1,0,2025-08-25 23:18:30,0,2025-08-25 23:18:30,,,
