时间,国别(地区),当月数量(吨),数量环比(%),累计数量(吨),当月金额(千美元),累计金额(千美元),_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-05,澳大利亚,171109.00,-78.23,2634403.30,41249.10,587776.70,1,2024-05-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-05,俄罗斯,2814267.40,-7.84,12531408.90,393635.30,1908022.60,2,2024-05-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-05,加拿大,746223.50,-18.33,3470088.20,181944.60,964052.50,3,2024-05-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-05,美国,501608.30,-16.67,3066959.00,106173.50,609812.70,4,2024-05-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-05,蒙古,4949391.90,-9.02,24051115.00,633316.90,3236076.40,5,2024-05-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-05,莫桑比克,169922.00,304.58,211922.00,32259.20,42379.20,6,2024-05-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-05,南非,160000.00,###########,160000.00,20140.50,20140.50,7,2024-05-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-05,印尼,166342.00,65.08,1020846.60,30878.50,207969.80,8,2024-05-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-04,澳大利亚,786007.30,573.67,2463294.30,146053.60,546527.50,9,2024-04-30 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-04,俄罗斯,3053703.60,19.11,9717141.40,409712.60,1514387.30,10,2024-04-30 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-04,哥伦比亚,52900.00,-4.47,265487.00,11267.70,60375.90,11,2024-04-30 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-04,加拿大,913681.00,109.12,2723864.70,244307.70,782107.90,12,2024-04-30 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-04,美国,601947.80,9.14,2565350.70,130279.50,503639.20,13,2024-04-30 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-04,蒙古,5440344.70,7.41,19101723.10,712693.50,2602759.50,14,2024-04-30 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-04,印尼,100767.00,-52.24,854504.60,15223.70,177091.30,15,2024-04-30 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-03,澳大利亚,116676.10,-69.29,1677287.00,39358.10,400473.90,16,2024-03-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-03,俄罗斯,2563856.90,32.67,6663437.80,393140.40,1104674.70,17,2024-03-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-03,加拿大,436923.90,-24.43,1810183.70,129758.60,537800.20,18,2024-03-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-03,美国,551544.60,-41.42,1963402.90,102971.00,373359.80,19,2024-03-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-03,蒙古,5065255.90,32.80,13661378.40,696364.10,1890065.90,20,2024-03-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-03,新西兰,55000.00,-55.98,55000.00,8251.90,8251.90,21,2024-03-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-03,印尼,211000.00,80.17,753737.60,48439.40,161867.60,22,2024-03-31 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-02,阿拉伯联合酋长国,5.90,-99.96,5.90,1.10,1.10,23,2024-02-29 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-02,澳大利亚,379897.60,-67.82,1560610.90,108917.30,361115.90,24,2024-02-29 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-02,俄罗斯,1932475.20,-10.83,4099580.90,329075.00,711534.30,25,2024-02-29 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-02,哥伦比亚,55378.00,-64.77,212587.00,12183.20,49108.20,26,2024-02-29 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-02,加拿大,578162.40,-27.28,1373259.90,174508.50,408041.60,27,2024-02-29 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-02,美国,941524.90,100.18,1411858.20,180564.30,270388.70,28,2024-02-29 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-02,蒙古,3814266.20,-20.23,8596122.60,542857.30,1193701.80,29,2024-02-29 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-02,乌克兰,50927.00,-34.32,50927.00,12502.60,12502.60,30,2024-02-29 00:00:00,1,0,2024-07-20 14:26:40,0,2024-07-20 14:26:40,,,
2024-02,印尼,117114.60,-72.48,542737.60,25108.40,113428.20,31,2024-02-29 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2024-01,澳大利亚,1180713.30,130.89,1180713.30,252198.60,252198.60,32,2024-01-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2024-01,俄罗斯,2167105.70,-10.65,2167105.70,382459.30,382459.30,33,2024-01-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2024-01,哥伦比亚,157209.00,###########,157209.00,36925.10,36925.10,34,2024-01-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2024-01,加拿大,795097.50,12.50,795097.50,233533.10,233533.10,35,2024-01-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2024-01,津巴布韦,0.10,-38.33,0.10,1.20,1.20,36,2024-01-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2024-01,美国,470333.40,22.29,470333.40,89824.50,89824.50,37,2024-01-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2024-01,蒙古,4781856.40,-26.97,4781856.40,650844.50,650844.50,38,2024-01-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2024-01,莫桑比克,42000.00,-80.24,42000.00,10120.00,10120.00,39,2024-01-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2024-01,印尼,425623.00,-37.01,425623.00,88319.90,88319.90,40,2024-01-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-12,澳大利亚,511374.00,167.05,2943959.80,112889.20,751776.40,41,2023-12-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-12,俄罗斯,2425503.20,26.09,26634873.40,423520.30,4447186.90,42,2023-12-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-12,哥伦比亚,0.10,-100.00,474273.10,1.40,109774.50,43,2023-12-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-12,加拿大,706737.80,74.61,7598907.00,199417.00,1976531.80,44,2023-12-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-12,美国,384605.80,-48.73,5884388.30,86328.10,1384669.20,45,2023-12-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-12,蒙古,6547766.00,8.83,53960278.30,946255.40,7516688.60,46,2023-12-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-12,莫桑比克,212500.00,63.40,873836.20,40595.60,169638.40,47,2023-12-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-12,印尼,675747.00,156.01,4285949.40,145202.90,849763.00,48,2023-12-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-11,澳大利亚,191491.20,-64.02,2432585.80,53186.60,638887.20,49,2023-11-30 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-11,俄罗斯,1923658.00,-3.51,24209370.20,311795.30,4023666.60,50,2023-11-30 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-11,哥伦比亚,117823.00,114.22,474273.00,24005.10,109773.10,51,2023-11-30 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-11,加拿大,404741.50,-55.00,6892169.20,109429.60,1777114.70,52,2023-11-30 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-11,美国,750123.20,18.11,5499782.50,165391.20,1298341.10,53,2023-11-30 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-11,蒙古,6016580.30,63.32,47412512.30,823042.60,6570433.20,54,2023-11-30 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-11,莫桑比克,130050.00,62.56,661336.20,27960.00,129042.80,55,2023-11-30 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-11,新西兰,124930.00,289.19,157030.00,27987.00,34730.10,56,2023-11-30 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-11,印尼,263955.00,-41.35,3610202.40,38272.00,704560.10,57,2023-11-30 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-10,澳大利亚,532222.00,48.76,2241094.60,117102.90,585700.60,58,2023-10-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-10,俄罗斯,1993570.20,-23.14,22285712.30,317217.90,3711871.40,59,2023-10-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-10,哥伦比亚,55000.00,0.00,356450.00,10452.90,85768.00,60,2023-10-31 00:00:00,1,0,2024-07-20 14:26:43,0,2024-07-20 14:26:43,,,
2023-10,哈萨克斯坦,4899.00,7000.00,4899.00,373.40,373.40,61,2023-10-31 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-10,加拿大,899501.70,-0.37,6487427.70,206716.50,1667685.10,62,2023-10-31 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-10,美国,635125.70,-8.98,4749659.30,128528.70,1132949.90,63,2023-10-31 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-10,蒙古,3683826.40,-30.15,41395932.00,467826.80,5747390.50,64,2023-10-31 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-10,莫桑比克,80000.00,-73.07,531286.20,15843.50,101082.80,65,2023-10-31 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-10,乌克兰,77540.00,60.94,125719.30,18066.80,28039.90,66,2023-10-31 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-10,印尼,450017.00,-24.77,3346247.40,64415.80,666288.10,67,2023-10-31 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-09,澳大利亚,357784.00,119.38,1708872.60,65868.00,468597.70,68,2023-09-30 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-09,俄罗斯,2593896.80,14.72,20292142.10,362294.60,3394653.40,69,2023-09-30 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-09,哥伦比亚,55000.00,1.92,301450.00,9924.40,75315.10,70,2023-09-30 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
2023-09,加拿大,902861.30,114.65,5587926.00,212055.40,1460968.60,71,2023-09-30 00:00:00,1,0,2024-07-20 14:26:45,0,2024-07-20 14:26:45,,,
