时间,数据项目,总体情况,年粗钢产量≤200,年粗钢产量200-600,年粗钢产量≥600,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2023-12-15,高炉开工率(%),78.31,,,,72,2023-12-15 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-12-08,高炉开工率(%),78.75,,,,73,2023-12-08 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-12-01,高炉开工率(%),80.86,,,,74,2023-12-01 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-11-24,高炉开工率(%),80.12,,,,75,2023-11-24 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-11-17,高炉开工率(%),79.67,,,,76,2023-11-17 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-11-10,高炉开工率(%),81.01,,,,77,2023-11-10 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-11-03,高炉开工率(%),80.12,,,,78,2023-11-03 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-10-27,高炉开工率(%),82.49,,,,79,2023-10-27 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-10-20,高炉开工率(%),82.34,,,,80,2023-10-20 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-10-13,高炉开工率(%),82.20,,,,81,2023-10-13 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-09-22,高炉开工率(%),84.47,,,,82,2023-09-22 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-09-15,高炉开工率(%),84.07,,,,83,2023-09-15 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-09-08,高炉开工率(%),84.39,,,,84,2023-09-08 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-09-01,高炉开工率(%),84.09,,,,85,2023-09-01 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-08-25,高炉开工率(%),83.36,,,,86,2023-08-25 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-08-18,高炉开工率(%),84.09,,,,87,2023-08-18 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-08-11,高炉开工率(%),83.80,,,,88,2023-08-11 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-08-04,高炉开工率(%),83.36,,,,89,2023-08-04 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-07-28,高炉开工率(%),82.14,,,,90,2023-07-28 00:00:00,1,0,2025-06-06 23:19:20,0,2025-06-06 23:19:20,,,
2023-07-20,高炉开工率(%),83.60,,,,91,2023-07-20 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-07-13,高炉开工率(%),84.33,,,,92,2023-07-13 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-07-07,高炉开工率(%),84.48,,,,93,2023-07-07 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-06-30,高炉开工率(%),79.91,,,,94,2023-06-30 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-06-16,高炉开工率(%),83.09,,,,95,2023-06-16 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-06-09,高炉开工率(%),82.36,,,,96,2023-06-09 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-06-02,高炉开工率(%),82.36,,,,97,2023-06-02 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-05-26,高炉开工率(%),82.36,,,,98,2023-05-26 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-05-19,高炉开工率(%),82.36,,,,99,2023-05-19 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-05-12,高炉开工率(%),81.10,,,,100,2023-05-12 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-05-05,高炉开工率(%),81.69,,,,101,2023-05-05 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-04-28,高炉开工率(%),82.56,,,,102,2023-04-28 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-04-21,高炉开工率(%),84.59,,,,103,2023-04-21 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-04-14,高炉开工率(%),84.74,,,,104,2023-04-14 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
2023-04-07,高炉开工率(%),84.30,,,,105,2023-04-07 00:00:00,1,0,2025-06-06 23:19:23,0,2025-06-06 23:19:23,,,
