时间,煤炭产地,产品名称,灰份,挥发份,硫份,粘结指数,发热量,价格(元/吨),价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-01,山焦集团,炼焦煤,10.00,21.50,1.30,75.00, - ,1960.00,车板价,1,2024-07-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-07-01,山焦集团,炼焦煤,10.50,20.00,1.30,75.00, - ,1960.00,车板价,2,2024-07-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-07-01,山焦集团,炼焦煤,11.00,21.50,0.70,85.00, - ,2030.00,车板价,3,2024-07-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-06-01,山焦集团,炼焦煤,11.00,21.50,0.70,85.00, - ,2030.00,车板价,4,2024-06-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-06-01,山焦集团,炼焦煤,10.00,21.50,1.30,75.00, - ,1960.00,车板价,5,2024-06-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-06-01,山焦集团,炼焦煤,10.50,20.00,1.30,75.00, - ,1960.00,车板价,6,2024-06-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-05-01,山焦集团,炼焦煤,11.00,21.50,0.70,85.00, - ,2010.00,车板价,7,2024-05-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-05-01,山焦集团,炼焦煤,10.00,21.50,1.30,75.00, - ,1900.00,车板价,8,2024-05-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-05-01,山焦集团,炼焦煤,10.50,20.00,1.30,75.00, - ,1900.00,车板价,9,2024-05-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-04-01,山焦集团,炼焦煤,10.50,20.00,1.30,75.00, - ,1750.00,车板价,10,2024-04-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-04-01,山焦集团,炼焦煤,10.00,21.50,1.30,75.00, - ,1750.00,车板价,11,2024-04-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-04-01,山焦集团,炼焦煤,11.00,21.50,0.70,85.00, - ,1965.00,车板价,12,2024-04-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
2024-03-01,山焦集团,炼焦煤,10.50,20.00,1.30,75.00, - ,2210.00,车板价,13,2024-03-01 00:00:00,1,0,2024-07-17 09:13:08,0,2024-07-17 09:13:08,,,
