时间,产品名称,港口,原产地,发热量,硫份,灰份,挥发份,粘结指数,价格(元/吨),较上期,价格类型,_ID,_DATA_TIME,_ACTIVE,_CREATE_ID,_CREATE_TIME,_UPDATE_ID,_UPDATE_TIME,_REMARK,_CHANGE_LOG,_RESERVE
2024-07-16,动力煤5500,秦皇岛港,中国北方,5500.00,0.70,18.00,,,854.00,-1.00,平仓价,1,2024-07-16 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-16,动力煤5000,秦皇岛港,中国北方,5000.00,0.70,20.00,,,753.00,-1.00,平仓价,2,2024-07-16 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-16,动力煤4500,秦皇岛港,中国北方,4500.00,0.70,22.00,,,654.00,0.00,平仓价,3,2024-07-16 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-15,动力煤5500,秦皇岛港,中国北方,5500.00,0.70,18.00,,,855.00,0.00,平仓价,4,2024-07-15 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-15,动力煤5000,秦皇岛港,中国北方,5000.00,0.70,20.00,,,754.00,0.00,平仓价,5,2024-07-15 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-15,动力煤4500,秦皇岛港,中国北方,4500.00,0.70,22.00,,,654.00,0.00,平仓价,6,2024-07-15 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-12,动力煤5500,秦皇岛港,中国北方,5500.00,0.70,18.00,,,855.00,0.00,平仓价,7,2024-07-12 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-12,动力煤5000,秦皇岛港,中国北方,5000.00,0.70,20.00,,,754.00,0.00,平仓价,8,2024-07-12 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-12,动力煤4500,秦皇岛港,中国北方,4500.00,0.70,22.00,,,654.00,0.00,平仓价,9,2024-07-12 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-11,动力煤5500,秦皇岛港,中国北方,5500.00,0.70,18.00,,,855.00,0.00,平仓价,10,2024-07-11 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-11,动力煤5000,秦皇岛港,中国北方,5000.00,0.70,20.00,,,754.00,0.00,平仓价,11,2024-07-11 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-11,动力煤4500,秦皇岛港,中国北方,4500.00,0.70,22.00,,,654.00,1.00,平仓价,12,2024-07-11 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-10,动力煤5500,秦皇岛港,中国北方,5500.00,0.70,18.00,,,855.00,3.00,平仓价,13,2024-07-10 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-10,动力煤5000,秦皇岛港,中国北方,5000.00,0.70,20.00,,,754.00,2.00,平仓价,14,2024-07-10 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-10,动力煤4500,秦皇岛港,中国北方,4500.00,0.70,22.00,,,653.00,1.00,平仓价,15,2024-07-10 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-09,动力煤5500,秦皇岛港,中国北方,5500.00,0.70,18.00,,,852.00,3.00,平仓价,16,2024-07-09 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-09,动力煤5000,秦皇岛港,中国北方,5000.00,0.70,20.00,,,752.00,5.00,平仓价,17,2024-07-09 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-09,动力煤4500,秦皇岛港,中国北方,4500.00,0.70,22.00,,,652.00,4.00,平仓价,18,2024-07-09 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-08,动力煤5500,秦皇岛港,中国北方,5500.00,0.70,18.00,,,849.00,1.00,平仓价,19,2024-07-08 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-08,动力煤5000,秦皇岛港,中国北方,5000.00,0.70,20.00,,,747.00,2.00,平仓价,20,2024-07-08 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-08,动力煤4500,秦皇岛港,中国北方,4500.00,0.70,22.00,,,648.00,2.00,平仓价,21,2024-07-08 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-05,动力煤5500,秦皇岛港,中国北方,5500.00,0.70,18.00,,,848.00,0.00,平仓价,22,2024-07-05 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-05,动力煤5000,秦皇岛港,中国北方,5000.00,0.70,20.00,,,745.00,0.00,平仓价,23,2024-07-05 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
2024-07-05,动力煤4500,秦皇岛港,中国北方,4500.00,0.70,22.00,,,646.00,1.00,平仓价,24,2024-07-05 00:00:00,1,0,2024-07-17 02:24:33,0,2024-07-17 02:24:33,,,
